gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	exon_ratio	intron_cos	njunc_min	block_ident	concentration	total_frac	ident_disp	expr_ratio	log_expr_diff	npsv_min	nsun_min	l4_present
LOC101153126	ZNF675	0	truthbar	0.2252	0.7657	4	0	1.0000	0.9590	1.3863	0.8256	1.0000	0.7657	0.0699	0.1838	1.6619	NA	NA	0
LOC101153126	ZNF678	0	truthbar	0.2990	0.0000	4	0	1.0000	0.8556	1.3863	0.0000	0.0000	0.0000	0.0000	0.1103	2.1474	NA	NA	0
LOC101153126	ZNF680	0	truthbar	0.2323	0.5376	4	0	1.0000	0.9993	1.3863	0.7954	1.0000	0.5376	0.0637	0.7868	0.2378	NA	NA	0
LOC101153126	ZNF681	0	truthbar	0.2514	0.3928	4	0	1.0000	0.9539	1.3863	0.7987	1.0000	0.3928	0.0717	0.1838	1.6619	NA	NA	0
LOC101153126	ZNF682	0	truthbar	0.2929	0.0000	4	0	1.0000	0.9898	1.3863	0.0000	0.0000	0.0000	0.0000	0.1912	1.6241	NA	NA	0
LOC101153126	ZNF721	0	truthbar	0.2785	0.0000	4	0	0.7500	0.8363	1.0986	0.0000	0.0000	0.0000	0.0000	0.5147	0.6573	NA	NA	0
LOC101153126	ZNF723	0	truthbar	0.3152	0.7275	4	0	1.0000	0.9861	1.3863	0.7644	1.0000	0.7275	0.0673	0.0294	3.3105	NA	NA	0
LOC101153126	ZNF727	0	truthbar	0.1748	0.0000	4	0	1.0000	0.9526	1.3863	0.0000	0.0000	0.0000	0.0000	0.1250	2.0296	NA	NA	0
LOC101153126	ZNF736	0	truthbar	0.2136	0.0000	4	0	1.0000	0.9868	1.3863	0.0000	0.0000	0.0000	0.0000	0.0515	2.8405	NA	NA	0
LOC101153126	ZNF761	0	truthbar	0.2585	0.0000	4	0	0.8000	0.9535	1.3863	0.0000	0.0000	0.0000	0.0000	0.9191	0.0837	NA	NA	0
LOC101153126	ZNF813	0	truthbar	0.1648	0.0000	4	0	1.0000	0.9458	1.3863	0.0000	0.0000	0.0000	0.0000	0.5515	0.5892	NA	NA	0
LOC101153126	ZNF83	0	truthbar	0.3384	0.0000	4	0	1.0000	0.9061	1.3863	0.0000	0.0000	0.0000	0.0000	0.8831	0.1234	NA	NA	0
LOC101153126	ZNF836	0	truthbar	0.2485	0.0000	4	0	0.8000	0.9462	1.3863	0.0000	0.0000	0.0000	0.0000	0.0368	3.1282	NA	NA	0
LOC101153126	ZNF841	0	truthbar	0.1359	0.0000	4	0	0.5714	0.8766	1.3863	0.0000	0.0000	0.0000	0.0000	0.2574	1.3365	NA	NA	0
LOC101153126	ZNF888	0	truthbar	0.2174	0.0000	4	0	1.0000	0.9340	1.3863	0.0000	0.0000	0.0000	0.0000	0.1691	1.7419	NA	NA	0
LOC101153126	ZNF91	0	truthbar	0.3899	0.5232	4	0	1.0000	0.9913	1.3863	0.6467	1.0000	0.5232	0.0630	0.4779	0.7303	NA	NA	0
LOC101153126	ZNF92	0	truthbar	0.1637	0.4155	4	0	0.5000	0.8095	0.6931	0.7824	1.0000	0.4155	0.0692	0.0294	3.3105	NA	NA	0
LOC101153131	LOC109024216	0	truthbar	0.2614	0.7828	4	0	1.0000	0.9407	1.3863	0.6656	1.0000	0.7828	0.0817	0.6286	0.4480	NA	NA	0
LOC101153131	LOC115931567	0	genuine	0.2738	0.0000	4	0	0.8000	0.9677	1.3863	0.0000	0.0000	0.0000	0.0000	0.4091	0.8329	NA	NA	0
LOC101153131	LOC115931654	0	truthbar	0.2734	0.8318	4	0	1.0000	0.9496	1.3863	0.7537	0.6923	1.2015	0.2437	0.4583	0.7563	NA	NA	0
LOC101153131	LOC115931857	0	truthbar	0.1790	0.0000	4	0	0.7500	0.9873	1.0986	0.0000	0.0000	0.0000	0.0000	0.8182	0.1911	NA	NA	0
LOC101153131	OSBPL10	0	genuine	0.4704	0.0000	4	0	0.5000	0.8990	0.6931	0.0000	0.0000	0.0000	0.0000	0.3333	1.0692	NA	NA	0
LOC101153131	ZNF267	0	truthbar	0.3700	0.0000	4	0	1.0000	0.9869	1.3863	0.0000	0.0000	0.0000	0.0000	0.0501	2.9513	NA	NA	0
LOC101153131	ZNF28	0	truthbar	0.2390	0.4236	4	0	0.8000	0.9212	1.3863	0.0000	0.0000	0.0000	0.0000	0.2588	1.3189	NA	NA	0
LOC101153131	ZNF347	0	truthbar	0.2667	0.0000	4	0	0.8000	0.9109	1.3863	0.0000	0.0000	0.0000	0.0000	0.3182	1.0561	NA	NA	0
LOC101153131	ZNF415	0	truthbar	0.4012	0.0000	4	0	0.5000	0.9854	1.3863	0.0000	0.0000	0.0000	0.0000	0.8182	0.1911	NA	NA	0
LOC101153131	ZNF468	0	truthbar	0.2464	0.0000	4	0	0.8000	0.8760	1.3863	0.0000	0.0000	0.0000	0.0000	0.1833	1.6603	NA	NA	0
LOC101153131	ZNF480	0	truthbar	0.3270	0.0000	4	0	0.8000	0.9928	1.3863	0.0000	0.0000	0.0000	0.0000	0.4545	0.7376	NA	NA	0
LOC101153131	ZNF519	0	truthbar	0.2892	0.0000	4	0	0.7500	0.9873	1.0986	0.0000	0.0000	0.0000	0.0000	0.4091	0.8329	NA	NA	0
LOC101153131	ZNF578	0	truthbar	0.2150	0.9607	4	0	0.6667	0.9844	1.3863	0.7641	1.0000	0.9607	0.1525	0.8182	0.1911	NA	NA	0
LOC101153131	ZNF595	0	truthbar	0.2180	0.0000	4	0	1.0000	0.9690	1.3863	0.0000	0.0000	0.0000	0.0000	0.1880	1.6352	NA	NA	0
LOC101153131	ZNF600	0	truthbar	0.3165	0.6891	4	0	1.0000	0.9431	1.3863	0.6047	0.5400	0.8247	0.3695	0.2056	1.5466	NA	NA	0
LOC101153131	ZNF611	0	truthbar	0.2794	0.4498	4	0	1.0000	0.9807	1.3863	0.8722	1.0000	0.3663	0.0605	0.9565	0.0426	NA	NA	0
LOC101153131	ZNF616	0	truthbar	0.1453	0.0000	4	0	1.0000	0.9170	1.3863	0.0000	0.0000	0.0000	0.0000	0.1517	1.8481	NA	NA	0
LOC101153131	ZNF655	0	truthbar	0.1378	0.0000	4	0	1.0000	0.9560	1.3863	0.0000	0.0000	0.0000	0.0000	0.8148	0.1967	NA	NA	0
LOC101153131	ZNF701	0	truthbar	0.2348	0.7041	4	0	1.0000	0.9994	1.3863	0.6191	1.0000	0.7041	0.0654	0.4889	0.6931	NA	NA	0
LOC101153131	ZNF761	0	truthbar	0.1966	0.7386	4	0	0.8000	0.9881	1.3863	0.7031	1.0000	0.5828	0.2698	0.1760	1.7008	NA	NA	0
LOC101153131	ZNF766	0	truthbar	0.3685	0.0000	4	0	1.0000	0.9847	1.3863	0.0000	0.0000	0.0000	0.0000	0.0863	2.4097	NA	NA	0
LOC101153131	ZNF808	0	truthbar	0.3105	1.1794	4	0	0.8000	0.9177	1.3863	0.6583	1.0000	1.1794	0.3357	0.5500	0.5781	NA	NA	0
LOC101153131	ZNF813	0	truthbar	0.3367	0.7315	4	0	1.0000	0.9937	1.3863	0.7522	1.0000	0.7315	0.2367	0.2933	1.1952	NA	NA	0
LOC101153131	ZNF83	0	truthbar	0.4790	0.0000	4	0	1.0000	0.9733	1.3863	0.0000	0.0000	0.0000	0.0000	0.1429	1.9079	NA	NA	0
LOC101153131	ZNF836	0	truthbar	0.3019	0.0000	4	0	0.8000	0.9825	1.3863	0.0000	0.0000	0.0000	0.0000	0.2273	1.3437	NA	NA	0
LOC101153131	ZNF841	0	truthbar	0.1453	0.0000	4	0	0.5714	0.8748	1.3863	0.0000	0.0000	0.0000	0.0000	0.6286	0.4480	NA	NA	0
LOC101153131	ZNF888	0	truthbar	0.5873	0.6940	4	0	1.0000	0.9853	1.3863	0.7971	1.0000	0.6940	0.0864	0.9565	0.0426	NA	NA	0
LOC101153131	ZNF91	0	truthbar	0.2180	0.0000	4	0	0.5000	0.8990	0.6931	0.0000	0.0000	0.0000	0.0000	0.1364	1.7492	NA	NA	0
LOC101153131	ZNF92	0	truthbar	0.3876	0.0000	4	0	1.0000	0.9795	1.3863	0.0000	0.0000	0.0000	0.0000	0.1358	1.9583	NA	NA	0
LOC101153153	LOC129529923	1	TP	0.9969	0.9977	2	0	1.0000	1.0000	2.0794	1.0000	1.0000	0.9977	0.0000	0.9167	0.0800	4	4	1
LOC101153360	LOC109027174	0	genuine	0.5493	0.5854	3	0	1.0000	0.9934	2.0794	0.8670	1.0000	0.5854	0.0617	0.2038	1.5885	NA	NA	0
LOC101153360	MHC-G	0	truthbar	0.4188	0.7881	3	0	0.8750	0.9658	1.9459	0.8476	1.0000	0.7881	0.1024	0.0040	5.3868	NA	NA	0
LOC101153366	LOC109027180	1	TP	0.6583	1.0047	3	0	1.0000	0.9905	1.9459	0.9240	1.0000	1.0047	0.0476	0.0302	3.4725	NA	NA	0
LOC101153504	LOC109024193	0	truthbar	0.1706	0.0000	3	0	0.5000	0.9727	0.6931	0.0000	0.0000	0.0000	0.0000	0.2909	1.1921	NA	NA	0
LOC101153504	LOC115930105	0	truthbar	0.2598	0.0000	3	0	0.7500	0.9922	1.0986	0.0000	0.0000	0.0000	0.0000	0.9273	0.0741	NA	NA	0
LOC101153504	ZIK1	0	truthbar	0.2816	0.0000	3	0	0.5000	0.9727	0.6931	0.0000	0.0000	0.0000	0.0000	0.2545	1.3173	NA	NA	0
LOC101153504	ZNF132	0	truthbar	0.1842	0.0000	3	0	0.7500	0.9119	1.0986	0.0000	0.0000	0.0000	0.0000	0.8000	0.2187	NA	NA	0
LOC101153504	ZNF134	0	truthbar	0.1839	0.0000	3	0	0.5000	0.9727	0.6931	0.0000	0.0000	0.0000	0.0000	0.6627	0.4055	NA	NA	0
LOC101153504	ZNF154	0	truthbar	0.3290	0.0000	3	0	0.8000	0.8639	1.3863	0.0000	0.0000	0.0000	0.0000	0.0545	2.6391	NA	NA	0
LOC101153504	ZNF256	0	truthbar	0.3423	0.0000	3	0	0.5000	0.9727	0.6931	0.0000	0.0000	0.0000	0.0000	0.4545	0.7673	NA	NA	0
LOC101153504	ZNF416	0	truthbar	0.2037	0.0000	3	0	1.0000	0.8418	1.3863	0.0000	0.0000	0.0000	0.0000	0.3571	1.0181	NA	NA	0
LOC101153504	ZNF547	0	truthbar	0.1401	0.0000	3	0	1.0000	0.8220	1.3863	0.0000	0.0000	0.0000	0.0000	0.8594	0.1490	NA	NA	0
LOC101153504	ZNF551	0	truthbar	0.2088	0.0000	3	0	0.7500	0.9841	1.0986	0.0000	0.0000	0.0000	0.0000	0.2545	1.3173	NA	NA	0
LOC101153504	ZNF671	0	truthbar	0.2009	0.0000	3	0	1.0000	0.9990	1.3863	0.0000	0.0000	0.0000	0.0000	0.6627	0.4055	NA	NA	0
LOC101153504	ZNF792	0	truthbar	0.2378	0.0000	3	0	1.0000	0.9964	1.3863	0.0000	0.0000	0.0000	0.0000	0.4182	0.8473	NA	NA	0
LOC101153526	LOC109024129	0	genuine	0.1693	0.0000	3	0	1.0000	1.0000	0.6931	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101153526	ZKSCAN1	0	genuine	0.1623	0.0000	3	0	0.8333	0.9734	1.6094	0.0000	0.0000	0.0000	0.0000	0.6815	0.3801	NA	NA	0
LOC101153526	ZNF264	0	truthbar	0.1434	0.0000	3	0	0.5000	0.8899	0.6931	0.0000	0.0000	0.0000	0.0000	0.2667	1.1632	NA	NA	0
LOC101153526	ZNF311	0	truthbar	0.1734	0.0000	3	0	0.2857	0.8190	0.6931	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101153526	ZNF35	0	genuine	0.2293	0.0000	3	0	0.5000	0.9248	0.6931	0.0000	0.0000	0.0000	0.0000	0.1176	1.9459	NA	NA	0
LOC101153526	ZNF397	0	genuine	0.1601	0.0000	3	0	0.8000	0.9879	1.3863	0.0000	0.0000	0.0000	0.0000	0.2065	1.5369	NA	NA	0
LOC101153526	ZNF436	0	truthbar	0.2120	0.0000	3	0	0.6000	0.9606	1.0986	0.0000	0.0000	0.0000	0.0000	0.4259	0.8473	NA	NA	0
LOC101153526	ZNF473	0	truthbar	0.2313	0.0000	3	0	0.4000	0.8512	0.6931	0.0000	0.0000	0.0000	0.0000	0.0095	4.4379	NA	NA	0
LOC101153526	ZNF502	0	truthbar	0.2008	0.0000	3	0	0.6000	0.9227	1.0986	0.0000	0.0000	0.0000	0.0000	0.4130	0.8690	NA	NA	0
LOC101153526	ZNF543	0	truthbar	0.2176	0.0000	3	0	0.5000	0.7057	0.6931	0.0000	0.0000	0.0000	0.0000	0.2105	1.3863	NA	NA	0
LOC101153526	ZNF550	0	truthbar	0.1896	0.0000	3	0	0.4000	0.6227	0.6931	0.0000	0.0000	0.0000	0.0000	0.0317	3.2347	NA	NA	0
LOC101153526	ZNF594	0	truthbar	0.1952	0.0000	3	0	1.0000	1.0000	0.6931	0.0000	0.0000	0.0000	0.0000	0.0889	2.2192	NA	NA	0
LOC101153526	ZNF667	0	truthbar	0.2725	0.0000	3	0	0.4000	0.7292	0.6931	0.0000	0.0000	0.0000	0.0000	0.0250	3.4720	NA	NA	0
LOC101153526	ZNF805	0	truthbar	0.1604	0.0000	3	0	0.5000	0.6534	0.6931	0.0000	0.0000	0.0000	0.0000	0.1081	2.0281	NA	NA	0
LOC101153526	ZSCAN12	0	genuine	0.1686	0.0000	3	0	0.8000	0.9786	1.3863	0.0000	0.0000	0.0000	0.0000	0.4783	0.7259	NA	NA	0
LOC101153526	ZSCAN22	0	genuine	0.1467	0.0000	3	0	0.6000	0.9856	1.0986	0.0000	0.0000	0.0000	0.0000	0.3043	1.1653	NA	NA	0
LOC101153611	LOC115931590	1	TP	1.0000	1.0000	3	0	1.0000	1.0000	1.6094	0.9970	1.0000	1.0000	0.0072	0.5625	0.5306	10	10	1
LOC101153611	ZSCAN5B	0	truthbar	0.4856	0.8817	3	0	1.0000	0.9878	1.6094	0.8900	1.0000	0.8817	0.0771	0.4375	0.7538	NA	NA	0
LOC101153725	LOC101153837	0	truthbar	0.1950	0.0000	4	0	1.0000	0.9774	1.3863	0.0000	0.0000	0.0000	0.0000	0.1818	1.5261	NA	NA	0
LOC101153725	LOC101154200	0	truthbar	0.2105	0.0000	4	0	1.0000	0.9807	1.3863	0.0000	0.0000	0.0000	0.0000	0.0400	3.0057	NA	NA	0
LOC101153725	LOC109024269	0	genuine	0.3119	0.0000	4	0	0.5000	0.9665	0.6931	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
LOC101153725	LOC109025073	0	truthbar	0.2667	0.0000	4	0	0.7500	0.9856	1.0986	0.0000	0.0000	0.0000	0.0000	0.5000	0.5878	NA	NA	0
LOC101153725	ZNF124	0	truthbar	0.3556	0.0000	4	0	1.0000	0.9933	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101153725	ZNF136	0	truthbar	0.3288	0.0000	4	0	1.0000	0.9715	1.3863	0.0000	0.0000	0.0000	0.0000	0.0301	3.2884	NA	NA	0
LOC101153725	ZNF14	0	truthbar	0.2761	0.0000	4	0	1.0000	0.9781	1.3863	0.0000	0.0000	0.0000	0.0000	0.0417	2.9653	NA	NA	0
LOC101153725	ZNF426	0	truthbar	0.2522	0.0000	4	0	0.5000	0.7004	1.3863	0.0000	0.0000	0.0000	0.0000	0.1000	2.1041	NA	NA	0
LOC101153725	ZNF433	0	truthbar	0.3419	0.0000	4	0	1.0000	0.9809	1.3863	0.0000	0.0000	0.0000	0.0000	0.1905	1.4816	NA	NA	0
LOC101153725	ZNF440	0	truthbar	0.2396	0.0000	4	0	1.0000	0.9796	1.3863	0.0000	0.0000	0.0000	0.0000	0.2222	1.3350	NA	NA	0
LOC101153725	ZNF441	0	truthbar	0.1555	0.0000	4	0	1.0000	0.9918	1.3863	0.0000	0.0000	0.0000	0.0000	0.0702	2.4510	NA	NA	0
LOC101153725	ZNF443	0	truthbar	0.3209	0.0000	4	0	1.0000	0.9866	1.3863	0.0000	0.0000	0.0000	0.0000	0.0240	3.5145	NA	NA	0
LOC101153725	ZNF490	0	truthbar	0.1705	0.0000	4	0	0.8000	0.9816	1.3863	0.0000	0.0000	0.0000	0.0000	0.5714	0.4700	NA	NA	0
LOC101153725	ZNF563	0	truthbar	0.2781	0.0000	4	0	1.0000	0.9959	1.3863	0.0000	0.0000	0.0000	0.0000	0.2500	1.2238	NA	NA	0
LOC101153725	ZNF564	0	truthbar	0.1885	0.0000	4	0	1.0000	0.9715	1.3863	0.0000	0.0000	0.0000	0.0000	0.0237	3.5264	NA	NA	0
LOC101153725	ZNF57	0	truthbar	0.3103	0.0000	4	0	1.0000	0.9774	1.3863	0.0000	0.0000	0.0000	0.0000	0.0702	2.4510	NA	NA	0
LOC101153725	ZNF627	0	truthbar	0.3940	0.0000	4	0	1.0000	0.9846	1.3863	0.0000	0.0000	0.0000	0.0000	0.0148	3.9964	NA	NA	0
LOC101153725	ZNF669	0	truthbar	0.3754	0.0000	4	0	1.0000	0.9985	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101153725	ZNF77	0	truthbar	0.2224	0.0000	4	0	1.0000	0.9430	1.3863	0.0000	0.0000	0.0000	0.0000	0.2400	1.3122	NA	NA	0
LOC101153725	ZNF799	0	truthbar	0.2557	0.0000	4	0	1.0000	0.9867	1.3863	0.0000	0.0000	0.0000	0.0000	0.0976	2.1282	NA	NA	0
LOC101153725	ZNF823	0	truthbar	0.3642	0.0000	4	0	0.5000	0.9665	0.6931	0.0000	0.0000	0.0000	0.0000	0.5000	0.5878	NA	NA	0
LOC101153727	LOC109024207	0	genuine	0.2005	0.0000	0	0	0.5714	0.7462	1.3863	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
LOC101153727	LOC109027078	0	truthbar	0.1587	0.0000	0	0	0.7143	0.7294	1.6094	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
LOC101153727	ZFP28	0	truthbar	0.2377	0.0000	0	0	0.8750	0.8442	1.9459	0.0000	0.0000	0.0000	0.0000	0.0306	3.2088	NA	NA	0
LOC101153727	ZFP82	0	truthbar	0.1856	0.0000	0	0	0.7143	0.8970	1.6094	0.0000	0.0000	0.0000	0.0000	0.2000	1.3863	NA	NA	0
LOC101153727	ZNF177	0	truthbar	0.2526	0.0000	0	0	0.8750	0.8941	1.9459	0.0000	0.0000	0.0000	0.0000	0.1200	1.8718	NA	NA	0
LOC101153727	ZNF184	0	truthbar	0.2563	0.0000	0	0	0.8571	0.8833	1.7918	0.0000	0.0000	0.0000	0.0000	0.0254	3.3928	NA	NA	0
LOC101153727	ZNF189	0	truthbar	0.1554	0.0000	0	0	0.4286	0.6408	1.0986	0.0000	0.0000	0.0000	0.0000	0.0146	3.9416	NA	NA	0
LOC101153727	ZNF283	0	genuine	0.2848	0.0000	0	0	1.0000	0.8947	1.9459	0.0000	0.0000	0.0000	0.0000	0.1250	1.8326	NA	NA	0
LOC101153727	ZNF30	0	truthbar	0.2460	0.0000	0	0	0.8571	0.8399	1.7918	0.0000	0.0000	0.0000	0.0000	0.1667	1.5581	NA	NA	0
LOC101153727	ZNF331	0	truthbar	0.2075	0.0000	0	0	0.8571	0.9360	1.7918	0.0000	0.0000	0.0000	0.0000	0.0556	2.6210	NA	NA	0
LOC101153727	ZNF420	0	truthbar	0.3898	0.0000	0	0	0.7143	0.7749	1.6094	0.0000	0.0000	0.0000	0.0000	0.0254	3.3928	NA	NA	0
LOC101153727	ZNF461	0	truthbar	0.3080	0.0000	0	0	0.8571	0.8904	1.7918	0.0000	0.0000	0.0000	0.0000	0.0811	2.2513	NA	NA	0
LOC101153727	ZNF529	0	truthbar	0.1339	0.0000	0	0	0.7143	0.7933	1.6094	0.0000	0.0000	0.0000	0.0000	0.0476	2.7726	NA	NA	0
LOC101153727	ZNF546	0	truthbar	0.3423	0.0000	0	0	0.8571	0.8895	1.7918	0.0000	0.0000	0.0000	0.0000	0.1579	1.6094	NA	NA	0
LOC101153727	ZNF560	0	truthbar	0.3146	0.0000	0	0	0.7000	0.6667	1.9459	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
LOC101153727	ZNF565	0	truthbar	0.3625	0.0000	0	0	0.7143	0.9451	1.6094	0.0000	0.0000	0.0000	0.0000	0.1579	1.6094	NA	NA	0
LOC101153727	ZNF566	0	truthbar	0.3807	0.0000	0	0	0.7143	0.8512	1.6094	0.0000	0.0000	0.0000	0.0000	0.1071	1.9810	NA	NA	0
LOC101153727	ZNF571	0	truthbar	0.2522	0.0000	0	0	0.5714	0.8192	1.3863	0.0000	0.0000	0.0000	0.0000	0.0833	2.2246	NA	NA	0
LOC101153727	ZNF573	0	truthbar	0.2894	0.0000	0	0	0.8571	0.9306	1.7918	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
LOC101153727	ZNF582	0	truthbar	0.4580	0.0000	0	0	0.7143	0.8287	1.6094	0.0000	0.0000	0.0000	0.0000	0.0122	4.1231	NA	NA	0
LOC101153727	ZNF583	0	truthbar	0.2303	0.0000	0	0	0.7143	0.9135	1.6094	0.0000	0.0000	0.0000	0.0000	0.0333	3.1246	NA	NA	0
LOC101153727	ZNF607	0	truthbar	0.1422	0.0000	0	0	0.7143	0.9168	1.6094	0.0000	0.0000	0.0000	0.0000	0.1875	1.4469	NA	NA	0
LOC101153727	ZNF665	0	truthbar	0.4043	0.0000	0	0	0.5714	0.9423	1.3863	0.0000	0.0000	0.0000	0.0000	0.3000	1.0116	NA	NA	0
LOC101153727	ZNF780A	0	truthbar	0.1331	0.0000	0	0	0.7143	0.9252	1.6094	0.0000	0.0000	0.0000	0.0000	0.3333	0.9163	NA	NA	0
LOC101153727	ZNF790	0	truthbar	0.1914	0.0000	0	0	0.7143	0.7754	1.6094	0.0000	0.0000	0.0000	0.0000	0.1364	1.7492	NA	NA	0
LOC101153837	LOC101154200	0	truthbar	0.1324	0.0000	4	0	1.0000	0.9996	1.3863	0.0000	0.0000	0.0000	0.0000	0.2200	1.4796	NA	NA	0
LOC101153837	LOC109024269	0	genuine	0.3878	0.0000	4	0	0.5000	0.9988	0.6931	0.0000	0.0000	0.0000	0.0000	0.1818	1.5261	NA	NA	0
LOC101153837	LOC109025073	0	genuine	0.1555	0.0000	4	0	0.7500	0.9967	1.0986	0.0000	0.0000	0.0000	0.0000	0.3636	0.9383	NA	NA	0
LOC101153837	ZNF124	0	truthbar	0.1936	0.0000	4	0	1.0000	0.9943	1.3863	0.0000	0.0000	0.0000	0.0000	0.1364	1.7492	NA	NA	0
LOC101153837	ZNF136	0	truthbar	0.2457	0.0000	4	0	1.0000	0.9996	1.3863	0.0000	0.0000	0.0000	0.0000	0.1654	1.7623	NA	NA	0
LOC101153837	ZNF490	0	truthbar	0.2479	0.0000	4	0	0.8000	0.9994	1.3863	0.0000	0.0000	0.0000	0.0000	0.3182	1.0561	NA	NA	0
LOC101153837	ZNF564	0	truthbar	0.1617	0.0000	4	0	1.0000	0.9996	1.3863	0.0000	0.0000	0.0000	0.0000	0.1302	2.0003	NA	NA	0
LOC101153837	ZNF57	0	truthbar	0.1422	0.0000	4	0	1.0000	0.9999	1.3863	0.0000	0.0000	0.0000	0.0000	0.3860	0.9249	NA	NA	0
LOC101153837	ZNF627	0	truthbar	0.2021	0.0000	4	0	1.0000	0.9984	1.3863	0.0000	0.0000	0.0000	0.0000	0.0812	2.4703	NA	NA	0
LOC101153837	ZNF669	0	truthbar	0.1857	0.0000	4	0	1.0000	0.9857	1.3863	0.0000	0.0000	0.0000	0.0000	0.1364	1.7492	NA	NA	0
LOC101153837	ZNF77	0	truthbar	0.3632	0.0000	4	0	1.0000	0.9020	1.3863	0.0000	0.0000	0.0000	0.0000	0.8800	0.1226	NA	NA	0
LOC101153837	ZNF791	0	truthbar	0.1795	0.0000	4	0	1.0000	0.9840	1.3863	0.0000	0.0000	0.0000	0.0000	0.2973	1.1820	NA	NA	0
LOC101153891	LOC109026917	0	genuine	0.1345	0.4073	3	0	0.7500	0.9784	1.0986	0.8601	1.0000	0.4073	0.0594	0.2143	1.3218	NA	NA	0
LOC101153990	TLE2	0	truthbar	0.4067	0.0000	1	0	1.0000	0.8245	2.9957	0.0000	0.0000	0.0000	0.0000	0.0862	2.2858	NA	NA	0
LOC101154200	LOC109024269	0	genuine	0.2207	0.0000	4	0	0.5000	0.9979	0.6931	0.0000	0.0000	0.0000	0.0000	0.0400	3.0057	NA	NA	0
LOC101154200	LOC109025073	0	truthbar	0.2393	0.0000	4	0	0.7500	0.9958	1.0986	0.0000	0.0000	0.0000	0.0000	0.0800	2.4179	NA	NA	0
LOC101154200	ZNF124	0	truthbar	0.1840	0.0000	4	0	1.0000	0.9949	1.3863	0.0000	0.0000	0.0000	0.0000	0.0300	3.2288	NA	NA	0
LOC101154200	ZNF136	0	truthbar	0.2838	0.0000	4	0	1.0000	0.9990	1.3863	0.0000	0.0000	0.0000	0.0000	0.7519	0.2827	NA	NA	0
LOC101154200	ZNF426	0	truthbar	0.1321	0.0000	4	0	0.5000	0.5933	1.3863	0.0000	0.0000	0.0000	0.0000	0.4000	0.9015	NA	NA	0
LOC101154200	ZNF433	0	truthbar	0.3231	0.0000	4	0	1.0000	0.9992	1.3863	0.0000	0.0000	0.0000	0.0000	0.2100	1.5241	NA	NA	0
LOC101154200	ZNF440	0	truthbar	0.2805	0.0000	4	0	1.0000	0.9995	1.3863	0.0000	0.0000	0.0000	0.0000	0.1800	1.6707	NA	NA	0
LOC101154200	ZNF443	0	truthbar	0.3451	0.6180	4	0	1.0000	0.9994	1.3863	0.8171	1.0000	0.6180	0.0577	0.5988	0.5088	NA	NA	0
LOC101154200	ZNF563	0	truthbar	0.4825	0.4814	4	0	1.0000	0.9943	1.3863	0.8695	1.0000	0.4814	0.0726	0.1600	1.7819	NA	NA	0
LOC101154200	ZNF564	0	truthbar	0.2073	0.0000	4	0	1.0000	0.9990	1.3863	0.0000	0.0000	0.0000	0.0000	0.5917	0.5207	NA	NA	0
LOC101154200	ZNF57	0	truthbar	0.1734	0.0000	4	0	1.0000	0.9998	1.3863	0.0000	0.0000	0.0000	0.0000	0.5700	0.5547	NA	NA	0
LOC101154200	ZNF669	0	truthbar	0.2368	0.0000	4	0	1.0000	0.9875	1.3863	0.0000	0.0000	0.0000	0.0000	0.0300	3.2288	NA	NA	0
LOC101154200	ZNF77	0	truthbar	0.1470	0.0000	4	0	1.0000	0.9094	1.3863	0.0000	0.0000	0.0000	0.0000	0.2500	1.3570	NA	NA	0
LOC101154200	ZNF791	0	truthbar	0.1476	0.0000	4	0	1.0000	0.9852	1.3863	0.0000	0.0000	0.0000	0.0000	0.7400	0.2976	NA	NA	0
LOC101154200	ZNF799	0	truthbar	0.4324	0.4312	4	0	1.0000	0.9993	1.3863	0.8514	1.0000	0.4312	0.0567	0.4100	0.8775	NA	NA	0
LOC101154200	ZNF823	0	truthbar	0.6977	0.6744	4	0	0.5000	0.9979	0.6931	0.8556	1.0000	0.6744	0.0549	0.0800	2.4179	NA	NA	0
LOC101154261	RBM4	0	genuine	0.3674	0.3506	3	0	1.0000	0.9850	1.3863	0.9183	1.0000	0.3506	0.0584	0.5941	0.5167	NA	NA	0
LOC101154433	LOC115930161	1	TP	0.7692	1.0000	2	0	1.0000	1.0000	2.4849	0.9871	1.0000	1.0000	0.0169	0.3553	1.0116	165	44	1
LOC101154433	LOC129527724	1	TP	0.4590	0.9866	2	0	1.0000	1.0000	2.4849	0.9848	1.0000	0.9866	0.0230	0.2963	1.1350	165	3	1
