gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
LOC129527105	LOC129531983	0	1	0	0	1	1	0	NC_073240.2	NC_073224.2	0	-1	0.9871	0.306	0.148
LOC129527105	LOC134756437	0	1	1	0	1	1	0	NC_073240.2	NC_073224.2	0	-1	0.9854	0.594	0.516
LOC129527105	LOC134758712	0	1	0	0	1	1	0	NC_073240.2	NC_073224.2	0	-1	0.9871	0.306	0.201
LOC129527105	LOC134758754	0	1	0	0	1	1	1	NC_073240.2	NC_073224.2	0	-1	0.9880	0.594	0.182
LOC129527110	LOC129528380	0	1	0	0	0	1	0	NC_073240.2	NC_073241.2	0	-1	0.9428	0.467	0.396
LOC129527110	LOC129528485	0	1	0	0	0	1	0	NC_073240.2	NC_073244.2	0	-1	0.9003	0.467	0.476
LOC129527110	LOC129532618	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9680	0.467	0.464
LOC129527110	LOC129532621	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9821	0.000	0.443
LOC129527110	LOC129532902	0	1	0	0	0	1	0	NC_073240.2	NC_073227.2	0	-1	0.9680	0.000	0.738
LOC129527110	LOC129534177	0	1	0	0	0	0	0	NC_073240.2	NC_073229.2	0	-1	0.9830	0.000	1.000
LOC129527110	LOC134756731	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9863	0.000	1.000
LOC129527110	LOC134756800	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9482	0.000	0.448
LOC129527110	LOC134756818	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9837	0.000	0.997
LOC129527110	LOC134756820	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9844	0.000	0.997
LOC129527110	LOC134756821	0	1	0	0	0	1	0	NC_073240.2	NC_073236.2	0	-1	0.9862	0.000	0.440
LOC129527110	LOC134756822	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9862	0.000	0.708
LOC129527110	LOC134756823	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9837	0.000	0.997
LOC129527110	LOC134756824	0	1	0	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9830	0.000	0.997
LOC129527110	LOC134757165	0	1	0	0	0	1	0	NC_073240.2	NC_073239.2	0	-1	0.9837	0.000	0.687
LOC129527110	LOC134757166	0	1	0	0	0	1	0	NC_073240.2	NC_073239.2	0	-1	0.9838	0.000	0.957
LOC129527110	LOC134757240	1	1	1	4	0	1	1	NC_073240.2	NC_073240.2	1	12486	0.9027	1.000	0.986
LOC129527110	LOC134757241	1	0	0	3	0	1	1	NC_073240.2	NC_073240.2	1	25093	0.8748	1.000	0.986
LOC129527110	LOC134757292	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	60876661	0.9020	0.000	0.972
LOC129527110	LOC134757480	0	1	0	0	0	0	0	NC_073240.2	NC_073242.2	0	-1	0.9650	0.000	0.724
LOC129527110	LOC134757482	0	1	0	0	0	1	0	NC_073240.2	NC_073242.2	0	-1	0.9010	0.461	0.505
LOC129527110	LOC134757645	0	1	0	0	0	1	0	NC_073240.2	NC_073243.2	0	-1	0.9422	0.000	0.370
LOC129527110	LOC134757743	0	1	0	0	0	0	0	NC_073240.2	NC_073244.2	0	-1	0.9894	0.000	0.744
LOC129527110	LOC134757745	0	1	0	0	0	0	0	NC_073240.2	NC_073244.2	0	-1	0.9855	0.000	0.919
LOC129527110	LOC134757746	0	1	0	0	0	0	0	NC_073240.2	NC_073244.2	0	-1	0.9862	0.000	0.816
LOC129527110	LOC134758030	0	1	0	0	0	0	0	NC_073240.2	NC_073224.2	0	-1	0.9655	0.432	0.570
LOC129527110	LOC134758139	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9832	0.000	0.554
LOC129527110	LOC134758140	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9489	0.467	0.414
LOC129527110	LOC134758142	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9833	0.000	0.866
LOC129527110	LOC134758390	0	1	0	0	0	1	0	NC_073240.2	NC_073227.2	0	-1	0.9844	0.000	0.415
LOC129527110	LOC134758802	0	1	0	0	0	1	0	NC_073240.2	NC_073230.2	0	-1	0.9081	0.000	0.531
LOC129527110	LOC134759261	0	1	1	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9301	0.654	0.968
LOC129527110	LOC134759263	0	1	1	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9294	0.654	0.847
LOC129527110	LOC134759265	0	1	1	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9301	0.654	0.928
LOC129527110	LOC134759268	0	1	1	0	0	1	0	NC_073240.2	NC_073232.2	0	-1	0.9639	0.688	0.818
LOC129527139	LOC129527431	0	1	0	0	0	0	1	NC_073240.2	NC_073242.2	0	-1	0.9782	0.255	0.343
LOC129527139	LOC129527862	1	0	0	4	0	1	1	NC_073240.2	NC_073243.2	0	-1	0.0000	0.000	0.000
LOC129527139	LOC129528748	0	1	0	0	0	1	0	NC_073240.2	NC_073244.2	0	-1	0.9832	0.441	0.000
LOC129527139	LOC129529254	0	1	0	0	0	1	1	NC_073240.2	NC_073224.2	0	-1	0.9823	0.560	0.000
LOC129527139	LOC129531754	0	1	0	0	0	1	0	NC_073240.2	NC_073236.2	0	-1	0.9846	0.441	0.472
LOC129527139	LOC129532019	0	1	0	0	0	0	0	NC_073240.2	NC_073235.2	0	-1	0.9888	0.441	0.411
LOC129527139	LOC129532022	0	1	0	0	0	1	1	NC_073240.2	NC_073235.2	0	-1	0.9846	0.441	0.000
LOC129527139	LOC129532190	0	1	0	0	0	1	1	NC_073240.2	NC_073224.2	0	-1	0.9685	0.739	0.000
LOC129527139	LOC129532309	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9804	0.346	0.292
LOC129527139	LOC129534176	0	1	0	0	0	0	0	NC_073240.2	NC_073229.2	0	-1	0.9790	0.441	0.406
LOC129527139	LOC129534180	0	1	0	0	0	0	0	NC_073240.2	NC_073229.2	0	-1	0.9790	0.441	0.491
LOC129527139	LOC129534279	0	1	0	0	0	0	0	NC_073240.2	NC_073229.2	0	-1	0.9762	0.000	0.406
LOC129527139	LOC134756819	0	1	0	0	0	1	0	NC_073240.2	NC_073236.2	0	-1	0.9874	0.441	0.536
LOC129527139	LOC134757164	0	1	0	0	0	0	0	NC_073240.2	NC_073239.2	0	-1	0.9776	0.441	0.398
LOC129527139	LOC134757293	0	1	0	0	0	1	0	NC_073240.2	NC_073240.2	1	28922930	0.9832	0.441	0.532
LOC129527139	LOC134757360	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	28855404	0.9818	0.441	0.455
LOC129527139	LOC134757385	0	1	0	0	0	0	0	NC_073240.2	NC_073241.2	0	-1	0.9814	0.366	0.245
LOC129527139	LOC134757712	0	1	0	0	0	0	0	NC_073240.2	NC_073244.2	0	-1	0.9815	0.367	0.990
LOC129527139	LOC134757748	0	1	0	0	0	1	0	NC_073240.2	NC_073244.2	0	-1	0.9814	0.432	0.513
LOC129527139	LOC134758029	0	1	0	0	0	0	0	NC_073240.2	NC_073224.2	0	-1	0.9818	0.441	0.397
LOC129527139	LOC134758132	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9790	0.000	0.618
LOC129527139	LOC134758137	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9762	0.000	0.390
LOC129527139	LOC134758141	0	1	0	0	0	0	0	NC_073240.2	NC_086017.1	0	-1	0.9804	0.441	0.592
LOC129527139	LOC134758143	0	1	0	0	0	1	0	NC_073240.2	NC_086017.1	0	-1	0.9818	0.441	0.557
LOC129527139	LOC134758144	0	1	0	0	0	1	0	NC_073240.2	NC_086017.1	0	-1	0.9790	0.441	0.000
LOC129527139	LOC134758391	0	1	0	0	0	0	0	NC_073240.2	NC_073227.2	0	-1	0.9832	0.441	0.411
LOC129527139	LOC134758553	0	1	0	0	0	0	0	NC_073240.2	NC_073224.2	0	-1	0.9818	0.441	0.327
LOC129527139	LOC134759133	0	1	0	0	0	1	0	NC_073240.2	NC_073231.2	0	-1	0.9848	0.405	0.000
LOC129527139	LOC134759134	0	1	0	0	0	0	0	NC_073240.2	NC_073231.2	0	-1	0.9860	0.441	0.000
LOC129527139	LOC134759135	0	1	0	0	0	0	0	NC_073240.2	NC_073231.2	0	-1	0.9860	0.441	0.000
LOC129527139	LOC134759136	0	1	0	0	0	0	0	NC_073240.2	NC_073231.2	0	-1	0.9860	0.441	0.000
LOC129527139	LOC134759260	0	1	0	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9790	0.441	0.000
LOC129527139	LOC134759262	0	1	0	0	0	1	0	NC_073240.2	NC_073232.2	0	-1	0.9832	0.441	0.000
LOC129527139	LOC134759264	0	1	0	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9832	0.441	0.000
LOC129527139	LOC134759266	0	1	0	0	0	0	0	NC_073240.2	NC_073232.2	0	-1	0.9818	0.441	0.000
LOC129527151	LOC129528280	0	1	0	0	0	1	0	NC_073224.2	NC_073241.2	0	-1	0.9637	0.942	0.000
LOC129527151	LOC129528791	0	1	0	0	0	1	0	NC_073224.2	NC_073244.2	0	-1	0.9377	0.353	0.224
LOC129527151	LOC129528948	0	1	0	0	0	0	0	NC_073224.2	NC_073244.2	0	-1	0.9353	0.202	0.797
LOC129527151	LOC129529606	0	1	0	0	0	1	0	NC_073224.2	NC_086018.1	0	-1	0.9717	0.321	0.000
LOC129527151	LOC129533934	0	1	0	0	0	1	0	NC_073224.2	NC_073228.2	0	-1	0.9552	0.317	0.384
LOC129527151	LOC129534573	0	1	0	0	0	1	0	NC_073224.2	NC_073229.2	0	-1	0.9591	0.942	0.000
LOC129527151	LOC134756403	0	1	0	0	0	1	0	NC_073224.2	NC_073228.2	0	-1	0.9397	0.314	0.000
LOC129527151	LOC134757253	0	1	0	0	0	0	0	NC_073224.2	NC_073240.2	0	-1	0.9633	0.980	0.000
LOC129527151	LOC134757796	0	1	1	0	0	0	0	NC_073224.2	NC_073245.2	0	-1	0.9588	0.590	0.546
LOC129527151	LOC134757970	0	1	1	0	0	0	0	NC_073224.2	NC_086017.1	0	-1	0.9629	0.685	0.526
LOC129527151	LOC134758964	0	1	0	0	0	1	0	NC_073224.2	NC_073230.2	0	-1	0.9686	0.312	0.995
LOC129527151	ZNF585A	0	1	0	0	0	1	0	NC_073224.2	NC_073244.2	0	-1	0.9028	0.841	0.000
LOC129527165	LOC129527167	1	1	0	6	1	1	1	NC_073240.2	NC_073240.2	1	103170	0.9843	0.671	0.188
LOC129527165	LOC134757309	0	1	0	0	1	1	1	NC_073240.2	NC_073240.2	1	3306066	0.9905	0.328	0.550
LOC129527170	LOC129527171	1	1	0	10	1	1	1	NC_073240.2	NC_073240.2	1	6389415	0.9938	0.399	0.754
LOC129527170	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	1420720	0.9439	0.000	0.706
LOC129527171	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	4968695	0.9340	0.000	0.706
LOC129527175	LOC129527176	1	1	0	16	1	1	1	NC_073240.2	NC_073240.2	1	1976747	0.9951	0.450	1.000
LOC129527175	LOC134757232	0	1	1	0	1	0	0	NC_073240.2	NC_073240.2	1	1695226	0.9867	0.807	0.953
LOC129527175	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	1685587	0.9835	0.000	0.706
LOC129527175	LOC134757307	1	1	0	21	1	1	1	NC_073240.2	NC_073240.2	1	1806133	0.9969	0.490	0.999
LOC129527176	LOC134757232	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	3671973	0.9900	0.643	0.342
LOC129527176	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	3662334	0.9835	0.000	0.706
LOC129527176	LOC134757307	1	1	1	18	1	1	1	NC_073240.2	NC_073240.2	1	170614	0.9970	1.000	0.919
LOC129527177	LOC134757310	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	172003	0.9956	0.301	0.996
LOC129527191	LOC129527198	0	1	1	0	0	0	1	NC_073238.2	NC_073240.2	0	-1	0.9790	1.000	1.000
LOC129527191	LOC129529391	0	1	1	0	0	0	0	NC_073238.2	NC_073246.2	0	-1	0.9781	0.994	1.000
LOC129527191	LOC129529652	0	1	1	0	0	0	1	NC_073238.2	NC_086018.1	0	-1	0.9767	1.000	1.000
LOC129527198	LOC129529391	0	1	1	0	0	0	0	NC_073240.2	NC_073246.2	0	-1	0.9736	0.994	1.000
LOC129527198	LOC129529652	0	1	1	0	0	0	1	NC_073240.2	NC_086018.1	0	-1	0.9782	1.000	1.000
LOC129527200	LOC129527211	0	1	1	0	0	1	1	NC_073240.2	NC_073238.2	0	-1	0.9786	0.761	0.958
LOC129527200	LOC129527345	0	1	1	0	0	1	0	NC_073240.2	NC_073242.2	0	-1	0.9400	0.899	0.659
LOC129527201	LOC129527345	0	1	0	0	0	1	0	NC_073240.2	NC_073242.2	0	-1	0.9723	0.679	0.000
LOC129527201	LOC129528472	0	1	1	0	0	0	0	NC_073240.2	NC_073241.2	0	-1	0.9848	0.966	0.998
LOC129527201	LOC134756732	0	1	1	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9979	1.000	1.000
LOC129527203	LOC134756975	1	1	1	98	1	1	1	NC_073238.2	NC_073238.2	1	3190337	0.9940	0.952	0.941
LOC129527204	LOC134756976	0	1	1	0	0	0	1	NC_073238.2	NC_073238.2	1	3106726	0.9956	1.000	0.916
LOC129527204	SLX9	0	1	0	0	0	1	1	NC_073238.2	NC_073246.2	0	-1	0.9652	0.000	0.527
LOC129527211	LOC129527345	0	1	1	0	1	1	0	NC_073238.2	NC_073242.2	0	-1	0.9351	0.994	0.580
LOC129527215	LOC134757150	0	1	1	0	0	1	0	NC_073240.2	NC_073239.2	0	-1	0.9188	0.698	0.680
LOC129527226	LOC129528182	1	0	0	5	0	0	1	NC_073240.2	NC_073241.2	0	-1	0.0000	0.000	0.000
LOC129527226	LOC134756425	0	1	0	0	0	1	1	NC_073240.2	NC_073238.2	0	-1	0.9407	0.397	0.283
LOC129527231	LOC129527298	1	0	0	3	1	1	1	NC_073238.2	NC_073240.2	0	-1	0.0000	0.000	0.000
LOC129527231	LOC129532087	0	1	0	0	1	0	0	NC_073238.2	NC_073235.2	0	-1	0.9435	0.000	0.674
LOC129527231	LOC134757302	1	1	1	8	1	1	1	NC_073238.2	NC_073240.2	0	-1	0.9258	0.960	1.000
LOC129527232	LOC129527244	1	1	1	5	1	1	1	NC_073238.2	NC_073240.2	0	-1	0.9732	0.888	0.928
LOC129527234	LOC134756956	1	1	1	10	0	0	1	NC_073238.2	NC_073238.2	1	3139791	0.9982	0.821	1.000
LOC129527240	PSPC1	1	0	0	7	1	1	1	NC_073238.2	NC_073238.2	1	2459418	0.0000	0.000	0.000
LOC129527244	LOC134757302	1	0	0	5	1	1	1	NC_073240.2	NC_073240.2	1	2107270	0.0000	0.000	0.000
LOC129527246	LOC129530296	0	1	1	0	0	0	0	NC_073238.2	NC_073248.2	0	-1	0.9360	1.000	1.000
LOC129527252	NBEA	0	1	0	0	1	1	0	NC_073240.2	NC_073238.2	0	-1	0.9563	0.920	0.000
LOC129527253	LOC129527300	1	0	0	21	1	1	1	NC_073240.2	NC_073240.2	1	3879184	0.0000	0.000	0.000
LOC129527253	LOC134757302	1	0	0	7	1	1	1	NC_073240.2	NC_073240.2	1	2341025	0.0000	0.000	0.000
LOC129527263	LOC129531437	0	1	1	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9965	0.902	0.579
LOC129527263	LOC129531454	0	1	1	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9921	0.801	0.664
LOC129527263	LOC134757321	0	1	1	0	0	0	0	NC_073240.2	NC_073240.2	1	7103340	0.9961	0.807	0.666
LOC129527275	LOC129529333	0	1	0	0	1	0	1	NC_073240.2	NC_073246.2	0	-1	0.9841	0.271	1.000
LOC129527275	LOC129529548	0	1	0	0	1	0	1	NC_073240.2	NC_086018.1	0	-1	0.9874	0.298	1.000
LOC129527275	LOC129529639	0	1	0	0	1	0	0	NC_073240.2	NC_086018.1	0	-1	0.9731	0.200	1.000
LOC129527275	LOC129531947	0	1	1	0	1	0	0	NC_073240.2	NC_073235.2	0	-1	0.9753	1.000	0.820
LOC129527275	LOC134757038	0	1	0	0	1	0	1	NC_073240.2	NC_073238.2	0	-1	0.9903	0.334	1.000
LOC129527277	LOC129527528	0	1	0	0	1	1	0	NC_073238.2	NC_073242.2	0	-1	0.9261	0.338	0.000
LOC129527277	LOC129529105	0	1	0	0	1	1	0	NC_073238.2	NC_073245.2	0	-1	0.9235	0.307	0.262
LOC129527277	LOC129529125	0	1	0	0	1	1	0	NC_073238.2	NC_073245.2	0	-1	0.9216	0.000	0.308
LOC129527277	LOC129531833	0	1	0	0	1	0	0	NC_073238.2	NC_073236.2	0	-1	0.9118	0.000	0.816
LOC129527277	LOC134756439	0	1	0	0	1	1	0	NC_073238.2	NC_073224.2	0	-1	0.9257	0.413	0.403
LOC129527277	LOC134757115	0	1	0	0	1	1	0	NC_073238.2	NC_073239.2	0	-1	0.9263	0.413	0.000
LOC129527277	LOC134757259	0	1	0	0	1	0	0	NC_073238.2	NC_073240.2	0	-1	0.9229	0.366	0.473
LOC129527277	LOC134757970	0	1	0	0	1	0	0	NC_073238.2	NC_086017.1	0	-1	0.9285	0.332	0.441
LOC129527277	MAB21L3	0	1	0	0	1	1	0	NC_073238.2	NC_073224.2	0	-1	0.9232	0.413	0.309
LOC129527277	MCF2L2	0	1	0	0	1	1	0	NC_073238.2	NC_086017.1	0	-1	0.9018	0.407	0.000
LOC129527277	XK	0	1	0	0	1	1	0	NC_073238.2	NC_073247.2	0	-1	0.9202	0.350	0.000
LOC129527278	LOC129528236	0	1	0	0	1	0	1	NC_073236.2	NC_073241.2	0	-1	0.9874	0.138	0.719
LOC129527278	LOC129529220	0	1	0	0	1	1	1	NC_073236.2	NC_073245.2	0	-1	0.9661	0.749	0.217
LOC129527278	LOC129529294	1	1	0	16	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9895	0.138	0.806
LOC129527278	LOC129529430	1	0	0	14	1	1	1	NC_073236.2	NC_086018.1	0	-1	0.9826	0.234	0.245
LOC129527278	LOC129529435	0	1	0	0	1	1	0	NC_073236.2	NC_086018.1	0	-1	0.9527	0.000	0.973
LOC129527278	LOC129531431	1	1	0	5	1	1	1	NC_073236.2	NC_073236.2	1	4428531	0.9821	0.211	1.000
LOC129527278	LOC129532222	0	1	0	0	1	1	1	NC_073236.2	NC_073235.2	0	-1	0.9714	0.749	0.164
LOC129527278	LOC134757217	1	0	0	52	1	1	1	NC_073236.2	NC_073240.2	0	-1	0.0000	0.000	0.000
LOC129527283	LOC129531453	1	1	1	9	1	1	1	NC_073240.2	NC_073240.2	1	602849	0.9829	0.890	0.728
LOC129527283	LOC134757041	1	1	0	6	1	0	1	NC_073240.2	NC_073238.2	0	-1	0.9886	0.289	1.000
LOC129527298	LOC129527300	1	0	0	35	1	1	1	NC_073240.2	NC_073240.2	1	3681422	0.0000	0.000	0.000
LOC129527298	LOC134757302	1	0	0	27	1	1	1	NC_073240.2	NC_073240.2	1	2143263	0.0000	0.000	0.000
LOC129527300	LOC134757302	1	0	0	29	1	1	1	NC_073240.2	NC_073240.2	1	1538159	0.0000	0.000	0.000
LOC129527341	MYH11	0	1	0	0	1	1	1	NC_073242.2	NC_073242.2	1	5058422	0.9726	0.527	0.221
LOC129527341	PKD1	0	1	0	0	1	1	0	NC_073242.2	NC_073242.2	1	29560006	0.9738	0.377	0.000
LOC129527345	LOC129528472	0	1	0	0	1	0	0	NC_073242.2	NC_073241.2	0	-1	0.9754	0.000	0.701
LOC129527345	LOC134756732	0	1	0	0	1	0	0	NC_073242.2	NC_073236.2	0	-1	0.9723	0.000	0.679
LOC129527358	LOC129527661	0	1	0	0	1	1	1	NC_073242.2	NC_073242.2	1	31845429	0.9906	0.803	0.436
LOC129527358	LOC129527832	1	1	1	41	1	1	1	NC_073242.2	NC_073242.2	1	2364849	1.0000	1.000	1.000
LOC129527358	LOC134757458	1	1	1	48	1	1	1	NC_073242.2	NC_073242.2	1	61337	1.0000	1.000	1.000
LOC129527358	LOC134757490	1	0	0	3	1	1	1	NC_073242.2	NC_073242.2	1	50899975	0.0000	0.000	0.000
LOC129527359	LOC134757453	0	1	1	0	0	0	0	NC_073242.2	NC_073242.2	1	51091999	0.9872	1.000	1.000
LOC129527359	LOC134757490	0	1	0	0	0	1	0	NC_073242.2	NC_073242.2	1	50942390	0.9861	0.921	0.310
LOC129527361	LOC134757147	0	1	1	0	0	1	0	NC_073242.2	NC_073239.2	0	-1	0.9561	1.000	1.000
LOC129527370	LOC129528141	1	1	0	15	1	1	1	NC_073240.2	NC_073231.2	0	-1	0.9953	0.111	0.332
LOC129527370	LOC129528719	1	0	0	6	1	1	1	NC_073240.2	NC_073244.2	0	-1	0.9956	0.177	0.133
LOC129527370	LOC129530133	1	0	0	24	1	0	1	NC_073240.2	NC_073247.2	0	-1	0.9985	0.177	0.259
LOC129527370	LOC129532627	1	0	0	3	1	1	1	NC_073240.2	NC_086017.1	0	-1	0.9953	0.111	0.000
LOC129527370	LOC129534569	0	1	0	0	1	0	0	NC_073240.2	NC_073229.2	0	-1	1.0000	0.000	0.321
LOC129527370	LOC134759270	1	0	0	8	1	0	1	NC_073240.2	NC_073232.2	0	-1	0.9909	0.200	0.194
LOC129527375	LOC129527825	0	1	1	0	0	0	0	NC_073242.2	NC_073242.2	1	1581408	1.0000	1.000	1.000
LOC129527390	SLC6A8	0	1	0	0	0	1	0	NC_073242.2	NC_073247.2	0	-1	0.9635	0.857	0.493
LOC129527392	LOC129527433	1	0	0	5	1	1	1	NC_073242.2	NC_073242.2	1	911166	0.0000	0.000	0.000
LOC129527392	LOC129527434	1	1	1	32	1	1	1	NC_073242.2	NC_073242.2	1	923204	0.9820	1.000	0.927
LOC129527392	LOC129527823	1	1	0	3	1	0	1	NC_073242.2	NC_073242.2	1	1597695	1.0000	0.346	1.000
LOC129527393	LOC129527433	1	1	0	15	1	1	1	NC_073242.2	NC_073242.2	1	781617	1.0000	0.000	0.417
LOC129527393	LOC129527828	1	0	0	13	1	1	1	NC_073242.2	NC_073242.2	1	937137	0.0000	0.000	0.000
LOC129527394	LOC129528127	0	1	0	0	0	1	0	NC_073242.2	NC_073243.2	0	-1	0.9110	0.998	0.310
LOC129527394	LOC129529131	0	1	0	0	0	1	0	NC_073242.2	NC_073224.2	0	-1	0.9574	0.645	0.000
LOC129527394	LOC129533261	0	1	0	0	0	0	0	NC_073242.2	NC_073227.2	0	-1	0.9539	0.643	0.000
LOC129527394	LOC134756677	0	1	0	0	0	1	0	NC_073242.2	NC_073235.2	0	-1	0.9344	0.645	0.000
LOC129527394	LOC134756881	0	1	0	0	0	1	0	NC_073242.2	NC_073237.2	0	-1	0.9311	0.645	0.000
LOC129527394	LOC134758337	0	1	0	0	0	0	0	NC_073242.2	NC_073227.2	0	-1	0.9408	0.643	0.000
LOC129527394	LOC134758374	0	1	0	0	0	1	0	NC_073242.2	NC_073227.2	0	-1	0.9338	0.638	0.000
LOC129527400	LOC129533522	0	1	0	0	0	1	0	NC_073242.2	NC_073228.2	0	-1	0.9050	0.249	0.646
LOC129527400	LOC134756815	0	1	0	0	0	0	0	NC_073242.2	NC_073236.2	0	-1	0.9628	0.000	0.340
LOC129527400	LOC134757446	0	1	0	0	0	0	0	NC_073242.2	NC_073242.2	1	17244198	0.9298	0.000	0.313
LOC129527400	LOC134758700	0	1	0	0	0	0	0	NC_073242.2	NC_073229.2	0	-1	0.9296	0.000	0.335
LOC129527400	LOC134759326	0	1	0	0	0	1	0	NC_073242.2	NC_073233.2	0	-1	0.9493	0.000	0.572
LOC129527405	LOC129527587	0	1	0	0	0	0	0	NC_073242.2	NC_073224.2	0	-1	0.9469	0.000	0.516
LOC129527430	LOC129527885	1	1	1	3	0	0	1	NC_073242.2	NC_073243.2	0	-1	0.9914	0.965	1.000
LOC129527430	LOC129528382	0	1	1	0	0	1	0	NC_073242.2	NC_073241.2	0	-1	0.9938	0.773	0.654
LOC129527430	LOC129528750	0	1	1	0	0	0	1	NC_073242.2	NC_073244.2	0	-1	0.9905	1.000	0.981
LOC129527430	LOC129531752	0	1	1	0	0	1	0	NC_073242.2	NC_073236.2	0	-1	0.9952	1.000	0.951
LOC129527430	LOC129532626	0	1	1	0	0	1	0	NC_073242.2	NC_086017.1	0	-1	0.9908	0.773	0.716
LOC129527430	LOC129532807	0	1	1	0	0	1	1	NC_073242.2	NC_073227.2	0	-1	0.9964	1.000	0.951
LOC129527430	LOC129532980	0	1	1	0	0	0	1	NC_073242.2	NC_073240.2	0	-1	0.9952	1.000	0.964
LOC129527430	LOC129534555	0	1	1	0	0	1	0	NC_073242.2	NC_073229.2	0	-1	0.9926	0.642	0.610
LOC129527430	LOC134756370	0	1	1	0	0	0	1	NC_073242.2	NC_086017.1	0	-1	0.9877	0.773	0.813
LOC129527430	LOC134756371	0	1	1	0	0	0	1	NC_073242.2	NC_073227.2	0	-1	0.9940	1.000	0.951
LOC129527430	LOC134757713	1	1	0	3	0	0	1	NC_073242.2	NC_073244.2	0	-1	0.9963	0.323	1.000
LOC129527430	MORN5	0	1	1	0	0	1	0	NC_073242.2	NC_073237.2	0	-1	0.9896	0.689	0.706
LOC129527431	LOC129528748	0	1	0	0	0	1	0	NC_073242.2	NC_073244.2	0	-1	0.9725	0.606	0.000
LOC129527431	LOC129531754	0	1	0	0	0	1	0	NC_073242.2	NC_073236.2	0	-1	0.9650	0.477	0.378
LOC129527431	LOC129532019	0	1	0	0	0	0	0	NC_073242.2	NC_073235.2	0	-1	0.9685	0.477	0.330
LOC129527431	LOC129532022	0	1	0	0	0	1	0	NC_073242.2	NC_073235.2	0	-1	0.9670	0.606	0.000
LOC129527431	LOC129534176	0	1	0	0	0	0	0	NC_073242.2	NC_073229.2	0	-1	0.9585	0.442	0.000
LOC129527431	LOC129534180	0	1	1	0	0	0	0	NC_073242.2	NC_073229.2	0	-1	0.9615	0.606	0.501
LOC129527431	LOC129534279	0	1	0	0	0	0	0	NC_073242.2	NC_073229.2	0	-1	0.9566	0.442	0.000
LOC129527431	LOC134756819	0	1	0	0	0	1	0	NC_073242.2	NC_073236.2	0	-1	0.9649	0.474	0.000
LOC129527431	LOC134757164	0	1	0	0	0	0	0	NC_073242.2	NC_073239.2	0	-1	0.9588	0.425	0.283
LOC129527431	LOC134757293	0	1	0	0	0	1	0	NC_073242.2	NC_073240.2	0	-1	0.9650	0.477	0.000
LOC129527431	LOC134757360	0	1	0	0	0	0	0	NC_073242.2	NC_073240.2	0	-1	0.9650	0.477	0.364
LOC129527431	LOC134757748	0	1	0	0	0	1	0	NC_073242.2	NC_073244.2	0	-1	0.9647	0.331	0.000
LOC129527431	LOC134758029	0	1	0	0	0	0	0	NC_073242.2	NC_073224.2	0	-1	0.9650	0.477	0.000
LOC129527431	LOC134758132	0	1	0	0	0	0	0	NC_073242.2	NC_086017.1	0	-1	0.9580	0.477	0.000
LOC129527431	LOC134758137	0	1	0	0	0	0	0	NC_073242.2	NC_086017.1	0	-1	0.9601	0.606	0.397
LOC129527431	LOC134758139	0	1	0	0	0	0	0	NC_073242.2	NC_086017.1	0	-1	0.9572	0.468	0.000
