gene_a	gene_b	dn_a	dn_b	cls	core	aln_frac	aln_len	matches_best	blocklen_best	matches_sum	len_a	len_b	recip_id_best	recip_id_sum
LOC115932787	MAP2K3	DN_NC_073228.2_78724694_4	DN_NC_073228.2_79204251_5	TP	0.2592	0.8756	1260	1211	1260	1211	1678	1439	0.7217	0.7217
LOC115932794	LOC129529083	DN_NC_073228.2_78872851_5	DN_NC_073245.2_35742393_2	TP	0.2048	0.9538	3507	3310	3507	3310	4502	3677	0.7352	0.7352
LOC115932954	LOC115933156	DN_NC_073236.2_24785599_8	DN_NC_073238.2_25250945_5	genuine	0.2221	0.3445	850	742	850	742	2585	2467	0.2870	0.2870
LOC115932954	LOC129523503	DN_NC_073236.2_30205531_7	DN_NC_073238.2_25250945_5	TP	0.3097	0.3101	765	761	765	761	5556	2467	0.1370	0.1370
LOC115932954	LOC129523574	DN_NC_073238.2_25250945_5	DN_NC_073246.2_11287585_8	genuine	0.225	0.3085	761	736	761	736	2467	2972	0.2476	0.2476
LOC115932954	LOC129526389	DN_NC_073238.2_23392840_7	DN_NC_073238.2_25250945_5	TP	0.3085	0.3089	762	754	762	754	5904	2467	0.1277	0.1277
LOC115932954	LOC129530227	DN_NC_073238.2_25250945_5	DN_NC_073248.2_45277558_8	genuine	0.4835	0.5077	755	739	755	739	2467	1487	0.2996	0.2996
LOC115932954	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073238.2_25250945_5	TP	0.8403	1.049	2588	2433	2588	2433	2588	2467	0.9401	0.9401
LOC115932954	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073238.2_25250945_5	TP	0.3097	0.3101	765	758	765	758	6197	2467	0.1223	0.1223
LOC115932954	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073238.2_25250945_5	TP	0.3097	0.3101	765	755	765	755	4135	2467	0.1826	0.1826
LOC115932954	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073238.2_25250945_5	TP	0.412	0.7303	1170	1159	1170	1159	1602	2467	0.4698	0.4698
LOC115932984	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_130224824_25	TP	0.795	0.8118	3381	3358	3381	3358	4197	4165	0.8001	0.8001
LOC115932984	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_130224824_25	TP	0.8055	0.8223	3425	3401	3425	3401	4929	4165	0.6900	0.6900
LOC115932984	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_130224824_25	TP	0.3123	0.7944	2612	2568	2612	4101	3288	4165	0.6166	0.9846
LOC115932984	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_130224824_25	TP	0.3123	0.7944	2612	2575	2612	4107	3288	4165	0.6182	0.9861
LOC115933006	LOC115933189	DN_NC_073228.2_182513643_26	DN_NC_073228.2_182587557_24	TP	0.5613	1.0	2534	2339	2534	2339	2598	2534	0.9003	0.9003
LOC115933039	SORL1	DN_NC_073233.2_129388517_48	DN_NC_073244.2_20936541_9	TP	0.9015	1.0	1442	1433	1442	1433	7093	1442	0.2020	0.2020
LOC115933090	LOC129524676	DN_NC_073237.2_22957046_5	DN_NC_073238.2_31858801_4	genuine	0.3751	1.0564	3036	2795	3036	2795	3095	2874	0.9031	0.9031
LOC115933090	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073238.2_31858801_4	genuine	0.3299	1.064	3058	2816	3058	2816	3085	2874	0.9128	0.9128
LOC115933127	LOC115933128	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122741455_4	TP	0.6988	1.0107	1131	1080	1131	1080	1119	1131	0.9549	0.9549
LOC115933127	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122741455_4	TP	0.723	1.0036	1123	1068	1123	1068	1119	1131	0.9443	0.9443
LOC115933127	LOC134757171	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122769394_7	genuine	0.7091	1.1229	1270	1095	1270	1095	1131	1270	0.8622	0.8622
LOC115933128	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122634080_4	TP	0.6962	0.9973	1116	1070	1116	1070	1119	1119	0.9562	0.9562
LOC115933128	LOC134757171	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122769394_7	genuine	0.6917	1.1349	1270	1078	1270	1078	1119	1270	0.8488	0.8488
LOC115933144	LOC129527341	DN_NC_073242.2_35270505_17	DN_NC_073242.2_35624699_9	TP	0.6106	0.6254	1905	1901	1905	1901	3046	3499	0.5433	0.5433
LOC115933152	TEX14	DN_NC_073228.2_33351152_31	DN_NC_073236.2_29195344_14	TP	0.2605	0.26	1080	1060	1080	1060	4720	4154	0.2246	0.2246
LOC115933156	LOC129523503	DN_NC_073236.2_24785599_8	DN_NC_073236.2_30205531_7	genuine	0.5609	0.5609	1450	1428	1450	1428	2585	5556	0.2570	0.2570
LOC115933156	LOC129526389	DN_NC_073236.2_24785599_8	DN_NC_073238.2_23392840_7	genuine	0.5605	0.5609	1450	1431	1450	1431	2585	5904	0.2424	0.2424
LOC115933156	LOC129530227	DN_NC_073236.2_24785599_8	DN_NC_073248.2_45277558_8	genuine	0.8608	1.0639	1582	1471	1582	1471	2585	1487	0.5691	0.5691
LOC115933156	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073236.2_24785599_8	genuine	0.8731	1.0023	2591	2466	2591	2466	6197	2585	0.3979	0.3979
LOC115933156	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_24785599_8	genuine	0.4178	1.0031	2593	2402	2593	2402	4135	2585	0.5809	0.5809
LOC115933167	LOC129534750	DN_NC_073230.2_51812102_9	DN_NC_073230.2_86128587_5	genuine	0.3882	0.4149	451	439	451	439	1660	1087	0.2645	0.2645
LOC115933187	SH3KBP1	DN_NC_073245.2_9841009_7	DN_NC_073247.2_30010111_18	TP	0.4068	0.9353	3051	3012	3051	3012	3262	4825	0.6242	0.6242
LOC115933219	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073245.2_42779121_5	TP	0.3336	0.9996	2361	2125	2361	2125	2362	5287	0.4019	0.4019
LOC115933235	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_129429039_7	genuine	0.3423	1.0008	2500	2435	2500	2435	4388	2498	0.5549	0.5549
LOC115933240	LOC134757171	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122769394_7	genuine	0.723	1.1296	1264	1072	1264	1072	1119	1270	0.8441	0.8441
LOC115933241	LOC129525599	DN_NC_073224.2_115073393_19	DN_NC_073224.2_116807774_25	genuine	0.507	0.5739	1887	1811	1887	3170	4388	3288	0.4127	0.7224
LOC115933241	LOC134756861	DN_NC_073224.2_115073393_19	DN_NC_073224.2_117494263_25	genuine	0.507	0.5739	1887	1809	1887	3165	4388	3288	0.4123	0.7213
LOC115933250	LOC115933349	DN_NC_073242.2_30717385_31	DN_NC_073242.2_31497679_8	genuine	0.705	0.7059	792	790	792	790	4305	1122	0.1835	0.1835
LOC115933250	LOC129527620	DN_NC_073242.2_28606635_19	DN_NC_073242.2_30717385_31	TP	0.495	0.6727	2290	2273	2290	2273	3404	4305	0.5280	0.5280
LOC115933306	LOC115934662	DN_NC_073228.2_54243403_14	DN_NC_073228.2_56462402_14	TP	1.0	1.0	2116	2113	2116	2113	2116	2116	0.9986	0.9986
LOC115933306	LOC129533797	DN_NC_073228.2_54243403_14	DN_NC_073228.2_56531257_20	TP	0.948	0.948	2006	2002	2006	2002	2116	3019	0.6631	0.6631
LOC115933349	LOC134757427	DN_NC_073242.2_15607160_18	DN_NC_073242.2_31497679_8	TP	0.2941	0.295	331	330	331	330	7031	1122	0.0469	0.0469
LOC115933369	LOC129527725	DN_NC_073242.2_104701006_6	DN_NC_073242.2_99381861_11	TP	0.4771	0.4767	1053	1046	1053	2056	2209	2445	0.4278	0.8409
LOC115933429	MPHOSPH8	DN_NC_073238.2_33938258_14	DN_NC_073240.2_20710887_3	TP	0.5457	0.5457	1319	1317	1319	1317	3695	2417	0.3564	0.3564
LOC115933728	LOC129526434	DN_NC_073235.2_31723374_5	DN_NC_073238.2_31467876_5	truthbar	0.8922	0.9322	1444	1387	1444	1387	1549	2306	0.6015	0.6015
LOC115933728	LOC129529583	DN_NC_073235.2_31723374_5	DN_NC_086018.1_18552717_3	genuine	0.2382	0.4416	684	604	684	604	1549	2662	0.2269	0.2269
LOC115933728	TUBA3E	DN_NC_073235.2_31723374_5	DN_NC_073235.2_32697745_5	TP	1.0	1.0	1549	1531	1549	1531	1549	1584	0.9665	0.9665
LOC115933728	TUBA8	DN_NC_073235.2_31723374_5	DN_NC_086018.1_16134008_5	truthbar	0.7708	0.5617	870	742	870	742	1549	2033	0.3650	0.3650
LOC115934025	LOC134757969	DN_NC_086017.1_24755691_2	DN_NC_086017.1_24755694_2	genuine	0.9674	0.9674	3383	3383	3383	3383	3497	3771	0.8971	0.8971
LOC115934041	LOC129528278	DN_NC_073241.2_83874271_3	DN_NC_086017.1_112545872_3	genuine	0.3597	0.7306	971	925	971	925	1329	1707	0.5419	0.5419
LOC115934041	LOC129528791	DN_NC_073244.2_6165323_3	DN_NC_086017.1_112545872_3	genuine	0.3729	0.7629	978	917	978	917	1282	1707	0.5372	0.5372
LOC115934550	WDR45B	DN_NC_073228.2_62433488_6	DN_NC_073228.2_9345525_10	TP	0.3837	0.8795	2496	2325	2496	2325	3478	2838	0.6685	0.6685
LOC115934626	LRRC37A3	DN_NC_073228.2_27148471_4	DN_NC_073228.2_45948292_6	TP	0.3107	1.0509	4191	3577	4191	3577	3988	5605	0.6382	0.6382
LOC115934662	LOC129533797	DN_NC_073228.2_56462402_14	DN_NC_073228.2_56531257_20	TP	0.948	0.948	2006	2005	2006	2005	2116	3019	0.6641	0.6641
LOC115935268	LOC129534750	DN_NC_073230.2_86077849_4	DN_NC_073230.2_86186055_4	genuine	0.4659	1.002	2026	2007	2026	2007	2022	2032	0.9877	0.9877
LOC115935376	LOC129534750	DN_NC_073230.2_47098444_23	DN_NC_073230.2_86128587_5	genuine	0.3413	0.3247	353	347	353	347	3744	1087	0.0927	0.0927
LOC115935615	TNFRSF10D	DN_NC_073231.2_27335163_6	DN_NC_073231.2_27367940_9	TP	0.2354	0.8394	2953	2780	2953	2780	3518	3650	0.7616	0.7616
LOC115935842	LOC129524687	DN_NC_073236.2_32676987_2	DN_NC_073237.2_31692944_2	TP	0.3419	1.01	3131	3045	3131	3045	3100	3212	0.9480	0.9480
LOC115935989	RHEB	DN_NC_073230.2_160290576_8	DN_NC_073232.2_68914292_6	genuine	0.3408	0.3408	714	706	714	706	2095	2369	0.2980	0.2980
LOC115935989	SHLD2	DN_NC_073232.2_68914292_6	DN_NC_073232.2_99479042_10	TP	0.5602	0.786	1862	1639	1862	1639	2369	3688	0.4444	0.4444
LOC115936279	LOC129523488	DN_NC_073233.2_54778450_7	DN_NC_073233.2_97922937_7	genuine	0.6194	0.9964	1678	1573	1678	1573	2106	1684	0.7469	0.7469
LOC129523474	NXF3	DN_NC_073247.2_114041704_23	DN_NC_073247.2_114854872_20	truthbar	0.3718	0.2431	584	522	584	522	2402	3114	0.1676	0.1676
LOC129523494	LOC129534750	DN_NC_073230.2_112158616_4	DN_NC_073230.2_86128587_5	genuine	0.333	0.333	362	353	362	353	3184	1087	0.1109	0.1109
LOC129523503	LOC129526389	DN_NC_073236.2_30205531_7	DN_NC_073238.2_23392840_7	truthbar	0.9939	0.9996	5554	5497	5554	5497	5556	5904	0.9311	0.9311
LOC129523503	LOC129530227	DN_NC_073236.2_30205531_7	DN_NC_073248.2_45277558_8	genuine	0.6584	0.6846	1018	997	1018	997	5556	1487	0.1794	0.1794
LOC129523503	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073236.2_30205531_7	TP	0.2745	0.5079	2822	2781	2822	2781	6197	5556	0.4488	0.4488
LOC129523503	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_30205531_7	TP	0.2822	0.6815	2818	2715	2818	2715	4135	5556	0.4887	0.4887
LOC129523505	LOC129525643	DN_NC_073234.2_15631092_11	DN_NC_086017.1_9790451_11	genuine	0.7716	0.8877	1605	1579	1605	1579	1808	2251	0.7015	0.7015
LOC129523511	LOC134756389	DN_NC_073227.2_212285016_9	DN_NC_073231.2_151170137_9	TP	0.4222	1.0316	2221	2078	2221	2078	2214	2153	0.9386	0.9386
LOC129523511	RABL2A	DN_NC_073227.2_212285016_9	DN_NC_073235.2_15131698_9	TP	0.2724	0.916	2028	1914	2028	1914	2214	2472	0.7743	0.7743
LOC129523511	RABL2B	DN_NC_073227.2_212285016_9	DN_NC_086018.1_48818439_9	truthbar	0.6088	0.9111	1097	1037	1097	1037	2214	1204	0.4684	0.4684
LOC129523520	LOC129529226	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19027212_8	genuine	0.4918	0.4939	727	726	727	726	3348	1472	0.2168	0.2168
LOC129523520	LOC129531982	DN_NC_073224.2_19027212_8	DN_NC_073224.2_29070818_24	genuine	0.6243	0.625	920	915	920	915	1472	3917	0.2336	0.2336
LOC129523520	LOC134756437	DN_NC_073224.2_19027212_8	DN_NC_073224.2_19235747_8	TP	1.0	1.0	1472	1457	1472	1457	1472	1474	0.9885	0.9885
LOC129523520	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_19027212_8	TP	1.0	1.0	1472	1469	1472	1469	1474	1472	0.9966	0.9966
LOC129523520	LOC134758754	DN_NC_073224.2_19027212_8	DN_NC_073224.2_19344252_8	TP	0.9993	0.9993	1440	1431	1440	1431	1472	1441	0.9721	0.9721
LOC129523521	LOC129527828	DN_NC_073242.2_66060664_2	DN_NC_073242.2_66832276_2	TP	0.9975	0.9975	1572	1572	1572	1572	1745	1576	0.9009	0.9009
LOC129523574	LOC129530227	DN_NC_073246.2_11287585_8	DN_NC_073248.2_45277558_8	genuine	0.345	0.6328	941	905	941	905	2972	1487	0.3045	0.3045
LOC129523574	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073246.2_11287585_8	genuine	0.3439	0.6851	2036	1951	2036	1951	6197	2972	0.3148	0.3148
LOC129523646	LOC129523647	DN_NC_073230.2_72857214_2	DN_NC_073230.2_72907176_2	TP	1.0	1.0	2570	2570	2570	2570	2570	2595	0.9904	0.9904
LOC129523664	LOC129523899	DN_NC_073230.2_74930869_10	DN_NC_073230.2_74941165_2	genuine	0.4388	0.4393	941	941	941	941	2142	4074	0.2310	0.2310
LOC129523822	LOC129525064	DN_NC_073230.2_168783006_4	DN_NC_073232.2_8583099_4	genuine	0.9797	0.9773	819	809	819	809	838	4495	0.1800	0.1800
LOC129523822	LOC129525175	DN_NC_073230.2_168783006_4	DN_NC_073232.2_146269317_5	genuine	0.3508	0.5847	490	479	490	479	838	2209	0.2168	0.2168
LOC129523822	LOC129527285	DN_NC_073230.2_168783006_4	DN_NC_073239.2_124648897_4	genuine	0.9582	0.9535	799	794	799	794	838	4476	0.1774	0.1774
LOC129523822	LOC129527429	DN_NC_073230.2_168783006_4	DN_NC_073242.2_121237165_4	genuine	0.9988	1.0	838	830	838	830	838	4510	0.1840	0.1840
LOC129523822	LOC129528751	DN_NC_073230.2_168783006_4	DN_NC_073244.2_70818649_5	genuine	0.3508	0.5835	489	481	489	481	838	2204	0.2182	0.2182
LOC129523822	LOC129531751	DN_NC_073230.2_168783006_4	DN_NC_073236.2_140400059_5	genuine	0.3508	0.574	481	475	481	475	838	2182	0.2177	0.2177
LOC129523822	LOC129532625	DN_NC_073230.2_168783006_4	DN_NC_086017.1_211655827_5	genuine	0.3508	0.6193	519	510	519	510	838	2228	0.2289	0.2289
LOC129523822	LOC129532709	DN_NC_073230.2_168783006_4	DN_NC_086017.1_9337960_4	genuine	0.7403	0.9988	827	815	827	815	838	828	0.9726	0.9726
LOC129523822	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073230.2_168783006_4	genuine	0.9964	0.9976	836	826	836	826	4509	838	0.1832	0.1832
LOC129523822	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073230.2_168783006_4	genuine	0.9988	1.0	838	827	838	827	4522	838	0.1829	0.1829
LOC129523822	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073230.2_168783006_4	genuine	0.3508	0.5716	479	473	479	473	3029	838	0.1562	0.1562
LOC129523822	LOC134756415	DN_NC_073230.2_168783006_4	DN_NC_073241.2_110003031_5	genuine	0.3508	0.5859	491	483	491	483	838	2194	0.2201	0.2201
LOC129523822	LOC134757299	DN_NC_073230.2_168783006_4	DN_NC_073240.2_103747497_4	genuine	0.9737	0.9737	816	805	816	805	838	4488	0.1794	0.1794
LOC129523822	LOC134759133	DN_NC_073230.2_168783006_4	DN_NC_073231.2_150902261_3	genuine	0.5716	0.5752	482	474	482	474	838	2280	0.2079	0.2079
LOC129523822	NDUFA8	DN_NC_073230.2_168783006_4	DN_NC_073237.2_118498911_4	genuine	0.7303	1.0012	839	828	839	828	838	4426	0.1871	0.1871
LOC129523854	YAE1	DN_NC_073230.2_47037104_3	DN_NC_073230.2_51605178_3	genuine	0.2482	1.0436	3616	3228	3616	3228	4338	3465	0.7441	0.7441
LOC129524028	SLC35F5	DN_NC_073231.2_151095996_10	DN_NC_073235.2_15191747_16	TP	0.3011	0.6778	2253	2075	2253	2075	3324	5072	0.4091	0.4091
LOC129524676	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073237.2_22957046_5	genuine	0.4405	1.0029	3094	3024	3094	3024	3085	3095	0.9771	0.9771
LOC129525064	LOC129527285	DN_NC_073232.2_8583099_4	DN_NC_073239.2_124648897_4	genuine	0.4278	1.0004	4478	4459	4478	4459	4495	4476	0.9920	0.9920
LOC129525064	LOC129527429	DN_NC_073232.2_8583099_4	DN_NC_073242.2_121237165_4	genuine	0.4707	1.0002	4496	4476	4496	4476	4495	4510	0.9925	0.9925
LOC129525064	LOC129532709	DN_NC_073232.2_8583099_4	DN_NC_086017.1_9337960_4	genuine	0.7391	0.9903	820	812	820	812	4495	828	0.1806	0.1806
LOC129525064	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073232.2_8583099_4	genuine	0.43	0.9996	4493	4474	4493	4474	4509	4495	0.9922	0.9922
LOC129525064	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073232.2_8583099_4	genuine	0.43	0.9996	4493	4474	4493	4474	4522	4495	0.9894	0.9894
LOC129525064	LOC134757299	DN_NC_073232.2_8583099_4	DN_NC_073240.2_103747497_4	genuine	0.4294	1.0002	4489	4462	4489	4462	4495	4488	0.9927	0.9927
LOC129525064	NDUFA8	DN_NC_073232.2_8583099_4	DN_NC_073237.2_118498911_4	genuine	0.3254	0.9966	4411	4345	4411	4345	4495	4426	0.9666	0.9666
LOC129525175	LOC129528751	DN_NC_073232.2_146269317_5	DN_NC_073244.2_70818649_5	genuine	1.0	1.0	2204	2186	2204	2186	2209	2204	0.9896	0.9896
LOC129525175	LOC129531751	DN_NC_073232.2_146269317_5	DN_NC_073236.2_140400059_5	genuine	0.7511	1.0064	2196	2164	2196	2164	2209	2182	0.9796	0.9796
LOC129525175	LOC129532625	DN_NC_073232.2_146269317_5	DN_NC_086017.1_211655827_5	genuine	0.7478	0.9982	2205	2180	2205	2180	2209	2228	0.9785	0.9785
LOC129525175	LOC129532709	DN_NC_073232.2_146269317_5	DN_NC_086017.1_9337960_4	genuine	0.5954	0.5966	494	484	494	484	2209	828	0.2191	0.2191
LOC129525175	LOC134756415	DN_NC_073232.2_146269317_5	DN_NC_073241.2_110003031_5	genuine	0.3833	1.005	2205	2171	2205	2171	2209	2194	0.9828	0.9828
LOC129525330	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_125594338_29	truthbar	0.8728	1.0	4197	4172	4197	4172	4929	4197	0.8464	0.8464
LOC129525330	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_125594338_29	TP	0.3123	0.781	2568	2523	2568	5588	3288	4197	0.6011	1.0000
LOC129525330	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_125594338_29	TP	0.3123	0.781	2568	2532	2568	5595	3288	4197	0.6033	1.0000
LOC129525331	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_125055626_35	TP	0.8345	1.0036	3300	3243	3300	6302	3288	4929	0.6579	1.0000
LOC129525331	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_125055626_35	TP	0.8345	1.0036	3300	3262	3300	6319	3288	4929	0.6618	1.0000
LOC129525599	LOC134756861	DN_NC_073224.2_116807774_25	DN_NC_073224.2_117494263_25	TP	1.0	1.0	3288	3253	3288	3253	3288	3288	0.9894	0.9894
LOC129525654	RPL7	DN_NC_073231.2_47085106_7	DN_NC_073234.2_95346893_3	TP	0.2939	0.3249	767	703	767	703	2361	4771	0.1473	0.1473
LOC129526088	LOC129527203	DN_NC_073238.2_32460857_5	DN_NC_073238.2_33291944_6	genuine	0.7027	0.7027	1182	1179	1182	1179	1682	3307	0.3565	0.3565
LOC129526138	LOC129527231	DN_NC_073238.2_32266743_7	DN_NC_073238.2_33425477_7	genuine	0.9969	1.0321	5619	5420	5619	5420	5444	5648	0.9596	0.9596
LOC129526385	LOC129526398	DN_NC_073238.2_22875925_6	DN_NC_073238.2_24580375_8	TP	0.5078	0.7023	1618	1584	1618	1584	2304	2444	0.6481	0.6481
LOC129526385	LOC129526957	DN_NC_073236.2_21263952_7	DN_NC_073238.2_22875925_6	TP	0.8082	1.036	2387	2288	2387	2288	3799	2304	0.6023	0.6023
LOC129526385	LOC134757216	DN_NC_073238.2_22875925_6	DN_NC_073240.2_14396114_6	TP	0.77	0.9965	2296	2201	2296	2201	2304	3611	0.6095	0.6095
LOC129526389	LOC129530227	DN_NC_073238.2_23392840_7	DN_NC_073248.2_45277558_8	genuine	0.6584	0.6839	1017	1000	1017	1000	5904	1487	0.1694	0.1694
LOC129526389	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073238.2_23392840_7	TP	0.2583	0.5369	3170	3124	3170	3124	6197	5904	0.5041	0.5041
LOC129526389	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073238.2_23392840_7	TP	0.2822	0.7318	3026	2913	3026	2913	4135	5904	0.4934	0.4934
LOC129526391	LOC129526471	DN_NC_073236.2_22701854_7	DN_NC_073236.2_25270756_7	TP	0.5363	1.0	1831	1812	1831	1812	1831	1837	0.9864	0.9864
LOC129526391	LOC129531453	DN_NC_073236.2_25270756_7	DN_NC_073240.2_15970659_7	TP	0.5327	0.9956	1828	1803	1828	1803	1837	1836	0.9815	0.9815
LOC129526395	LOC129527278	DN_NC_073236.2_21829724_2	DN_NC_073238.2_24693721_8	TP	1.0	1.0	2549	2542	2549	2542	2549	3701	0.6868	0.6868
LOC129526395	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073238.2_24693721_8	genuine	0.2409	0.5948	1405	1360	1405	1360	2362	3701	0.3675	0.3675
LOC129526398	LOC129526957	DN_NC_073236.2_21263952_7	DN_NC_073238.2_24580375_8	TP	0.4795	0.6878	1681	1597	1681	1597	3799	2444	0.4204	0.4204
LOC129526398	LOC134757216	DN_NC_073238.2_24580375_8	DN_NC_073240.2_14396114_6	TP	0.4435	0.662	1618	1495	1618	1495	2444	3611	0.4140	0.4140
LOC129526398	TMEM128	DN_NC_073227.2_17184793_5	DN_NC_073238.2_24580375_8	TP	0.607	0.6411	827	797	827	797	1290	2444	0.3261	0.3261
LOC129526403	LOC134756951	DN_NC_073238.2_23273370_7	DN_NC_073238.2_24372581_9	genuine	0.4683	1.002	3068	3042	3068	3042	3062	5088	0.5979	0.5979
LOC129526434	TUBA3E	DN_NC_073235.2_32697745_5	DN_NC_073238.2_31467876_5	truthbar	0.8725	0.9116	1444	1387	1444	1387	1584	2306	0.6015	0.6015
LOC129526434	TUBA8	DN_NC_073238.2_31467876_5	DN_NC_086018.1_16134008_5	truthbar	0.5868	0.4466	908	769	908	769	2306	2033	0.3335	0.3335
LOC129526471	LOC129531453	DN_NC_073236.2_22701854_7	DN_NC_073240.2_15970659_7	TP	0.5363	1.0	1831	1801	1831	1801	1831	1836	0.9809	0.9809
LOC129526550	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073239.2_44147073_8	TP	0.3215	1.0133	3420	3274	3420	3274	3414	3375	0.9590	0.9590
LOC129526566	LOC129531752	DN_NC_073236.2_140396809_2	DN_NC_073239.2_124645701_2	truthbar	0.8879	1.0	2471	2451	2471	2451	2598	2471	0.9434	0.9434
LOC129526566	LOC129532807	DN_NC_073227.2_211100517_2	DN_NC_073239.2_124645701_2	truthbar	0.8879	1.0	2471	2448	2471	2448	2490	2471	0.9831	0.9831
LOC129526638	LOC134757313	DN_NC_073239.2_70164897_2	DN_NC_073240.2_44461085_2	genuine	0.2695	0.6795	1465	1186	1465	1186	2156	4522	0.2623	0.2623
LOC129526706	LOC134757171	DN_NC_073239.2_122577448_3	DN_NC_073239.2_122707562_3	TP	0.7092	1.0363	1112	1047	1112	1047	1073	1112	0.9415	0.9415
LOC129526855	LOC134758386	DN_NC_073227.2_211898132_4	DN_NC_073240.2_103158559_3	genuine	0.7208	0.9724	3350	3339	3350	3339	3633	3445	0.9191	0.9191
LOC129526957	LOC134757216	DN_NC_073236.2_21263952_7	DN_NC_073240.2_14396114_6	TP	0.8798	1.0496	3790	3611	3790	3611	3799	3611	0.9505	0.9505
LOC129527017	LOC129527071	DN_NC_073240.2_24900197_18	DN_NC_073240.2_33035459_18	TP	0.8419	1.0	2505	2375	2505	2375	3217	2505	0.7383	0.7383
LOC129527017	LOC134757267	DN_NC_073240.2_33035459_18	DN_NC_073240.2_33337179_18	genuine	1.0	1.0	2505	2496	2505	2496	2505	3195	0.7812	0.7812
LOC129527053	RHPN2	DN_NC_073240.2_23219746_14	DN_NC_073244.2_44006563_15	TP	0.2263	0.7709	2729	2472	2729	2472	6090	3540	0.4059	0.4059
LOC129527067	PAK2	DN_NC_073240.2_24402639_2	DN_NC_086017.1_208307881_15	genuine	0.3213	0.7453	1958	1887	1958	1887	2627	6087	0.3100	0.3100
LOC129527071	LOC134757267	DN_NC_073240.2_24900197_18	DN_NC_073240.2_33337179_18	genuine	0.6601	1.0003	3196	3055	3196	3055	3217	3195	0.9496	0.9496
LOC129527096	RAB5A	DN_NC_073240.2_41396094_2	DN_NC_086017.1_29787177_6	genuine	0.2588	0.7032	758	661	758	661	1078	6471	0.1021	0.1021
LOC129527173	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073240.2_29752710_11	genuine	0.333	0.4114	425	382	425	382	1033	3180	0.1201	0.1201
LOC129527278	LOC129532222	DN_NC_073235.2_33703802_2	DN_NC_073236.2_21829724_2	TP	0.2107	0.5469	1394	1354	1394	1354	5472	2549	0.2474	0.2474
LOC129527278	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073236.2_21829724_2	genuine	0.2409	0.5923	1399	1355	1399	1355	2362	2549	0.5316	0.5316
LOC129527285	LOC129527429	DN_NC_073239.2_124648897_4	DN_NC_073242.2_121237165_4	genuine	0.4278	1.0004	4478	4459	4478	4459	4476	4510	0.9887	0.9887
LOC129527285	LOC129532709	DN_NC_073239.2_124648897_4	DN_NC_086017.1_9337960_4	genuine	0.7391	0.9722	805	796	805	796	4476	828	0.1778	0.1778
LOC129527285	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073239.2_124648897_4	genuine	0.8286	1.0002	4477	4465	4477	4465	4509	4476	0.9902	0.9902
LOC129527285	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073239.2_124648897_4	genuine	0.8286	1.0002	4477	4465	4477	4465	4522	4476	0.9874	0.9874
