gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	bridge_mask	deg_max	deg_mean	mm_median_max	mm_max_max	km_median_max	km_p90_max	km_frac_ge_100_max	aln_len	aln_frac	arbitration
LOC115930172	LOC115931857	genuine	0														0
LOC115930172	LOC129527827	genuine	0	0.2455	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27051998_4	0.4438	71	68.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	LOC129528947	genuine	0	0.3490	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27408454_4	0.5416	90	77.5000	51.0000	52.0000				1716.0000	0.4554	1
LOC115930172	OSBPL10	genuine	0														0
LOC115930172	ZNF141	genuine	0	0.2505	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27051998_4	0.4137	65	61.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF195	genuine	0	0.2124	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27051998_4	0.4137	72	68.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF254	genuine	0	0.4100	DN_NC_073244.2_27051998_4	DN_NC_073244.2_30438340_4	0.4137	73	69.0000	51.0000	52.0000				1834.0000	0.4867	1
LOC115930172	ZNF267	genuine	0														0
LOC115930172	ZNF273	genuine	0	0.4108	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27051998_4	0.4137	78	71.5000	51.0000	52.0000				1667.0000	0.4432	1
LOC115930172	ZNF28	genuine	0	0.1725	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64759228_5	0.4137	75	70.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF347	genuine	0														0
LOC115930172	ZNF415	genuine	0														0
LOC115930172	ZNF429	genuine	0	0.5941	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27956158_2	0.5265	84	74.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF43	genuine	0	0.2611	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28333451_4	0.4625	66	65.5000	51.0000	52.0000				1727.0000	0.4583	1
LOC115930172	ZNF430	genuine	0	0.3779	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27504818_5	0.4270	67	66.0000	51.0000	52.0000				1532.0000	0.4156	1
LOC115930172	ZNF468	genuine	0														0
LOC115930172	ZNF480	genuine	0														0
LOC115930172	ZNF486	genuine	0	0.4504	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27051998_4	0.4566	65	64.0000	51.0000	52.0000				1655.0000	0.5405	1
LOC115930172	ZNF506	genuine	0	0.2113	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27051998_4	0.4137	65	61.5000	51.0000	52.0000				2808.0000	0.8538	1
LOC115930172	ZNF519	genuine	0	0.2101	DN_NC_073241.2_36126183_3	DN_NC_073244.2_27051998_4	0.4137	85	75.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF528	genuine	0														0
LOC115930172	ZNF578	genuine	0														0
LOC115930172	ZNF595	genuine	0	0.3609	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27051998_4	0.5689	69	67.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF600	genuine	0														0
LOC115930172	ZNF611	genuine	0														0
LOC115930172	ZNF616	genuine	0														0
LOC115930172	ZNF626	genuine	0	0.1322	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27131194_2	0.4557	65	62.5000	51.0000	52.0000				2534.0000	0.8070	1
LOC115930172	ZNF655	genuine	0														0
LOC115930172	ZNF675	genuine	0	0.5359	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29970261_4	0.4137	90	77.5000	51.0000	52.0000				1692.0000	0.7684	1
LOC115930172	ZNF678	genuine	0	0.2749	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27051998_4	0.4137	78	71.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF680	genuine	0	0.1751	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27051998_4	0.4137	65	64.0000	51.0000	52.0000				1684.0000	0.5174	1
LOC115930172	ZNF681	genuine	0	0.1860	DN_NC_073244.2_27051998_4	DN_NC_073244.2_30067652_4	0.4267	70	67.5000	51.0000	52.0000				1768.0000	0.4692	1
LOC115930172	ZNF682	genuine	0	0.4616	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27051998_4	0.4137	77	71.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF695	genuine	0	0.3562	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27051998_4	0.4137	70	67.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF701	genuine	0														0
LOC115930172	ZNF721	genuine	0	0.2757	DN_NC_073227.2_9010062_2	DN_NC_073244.2_27051998_4	0.4137	70	67.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF723	genuine	0	0.5009	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29232445_4	0.5099	68	66.5000	51.0000	52.0000				1604.0000	0.6926	1
LOC115930172	ZNF727	genuine	0	0.2128	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27051998_4	0.4137	65	61.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF736	genuine	0	0.3678	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27051998_4	0.4137	65	57.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF761	genuine	0														0
LOC115930172	ZNF766	genuine	0														0
LOC115930172	ZNF8	genuine	0														0
LOC115930172	ZNF808	genuine	0	0.1720	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64500861_5	0.4373	65	65.0000	51.0000	53.0000				0.0000	0.0000	1
LOC115930172	ZNF813	genuine	0	0.1900	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65398487_4	0.4137	71	68.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF83	genuine	0														0
LOC115930172	ZNF836	genuine	0	0.1436	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64125568_5	0.4137	94	79.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115930172	ZNF841	genuine	0														0
LOC115930172	ZNF888	genuine	0														0
LOC115930172	ZNF91	genuine	0	0.2755	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29680825_2	0.5202	81	73.0000	51.0000	53.0000				0.0000	0.0000	1
LOC115930172	ZNF92	genuine	0	0.1953	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27051998_4	0.4137	66	65.5000	51.0000	52.0000				1325.0000	0.4454	1
LOC115930530	LOC115931240	genuine	0														0
LOC115930536	RPAP2	genuine	0	0.1412	DN_NC_073224.2_147572773_13	DN_NC_073239.2_32663808_8	0.3603	4	4.0000	3.0000	52.0000				1011.0000	0.2938	1
LOC115930536	ZNF208	genuine	0														0
LOC115930550	LOC115933127	TP	0	0.7356	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122796928_6	0.0168	4	4.0000	9.5000	51.0000				1175.0000	1.0389	1
LOC115930550	LOC115933128	TP	0	0.6962	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122796928_6	0.0322	4	4.0000	10.0000	52.0000				1175.0000	1.0500	1
LOC115930550	LOC115933240	TP	0	0.7230	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122796928_6	0.0000	4	4.0000	9.0000	52.0000				1180.0000	1.0545	1
LOC115930550	LOC134757171	genuine	0	0.6891	DN_NC_073239.2_122769394_7	DN_NC_073239.2_122796928_6	0.0000	4	4.0000	9.0000	51.0000				1265.0000	1.0377	1
LOC115930576	LOC115932735	truthbar	1	0.1719	DN_NC_073224.2_124254598_20	DN_NC_073224.2_218434129_23	0.0986	14	12.5000	46.0000	52.0000						0
LOC115930576	LOC115932984	truthbar	1	0.2014	DN_NC_073224.2_130224824_25	DN_NC_073224.2_218434129_23	0.1023	14	12.0000	35.0000	52.0000						0
LOC115930576	LOC115933235	truthbar	1	0.4724	DN_NC_073224.2_129429039_7	DN_NC_073224.2_218434129_23	0.1781	14	11.0000	40.0000	52.0000						0
LOC115930576	LOC115933241	genuine	0	0.1746	DN_NC_073224.2_115073393_19	DN_NC_073224.2_218434129_23	0.1051	14	12.5000	10.0000	52.0000				3583.0000	0.8165	1
LOC115930576	LOC129525330	TP	1	0.1937	DN_NC_073224.2_125594338_29	DN_NC_073224.2_218434129_23	0.0986	14	12.0000	30.0000	52.0000						0
LOC115930576	LOC129525331	TP	1	0.1702	DN_NC_073224.2_125055626_35	DN_NC_073224.2_218434129_23	0.1114	14	11.5000	31.5000	51.0000						0
LOC115930576	LOC129525599	truthbar	1	0.2546	DN_NC_073224.2_116807774_25	DN_NC_073224.2_218434129_23	0.1092	14	12.5000	37.5000	52.0000						0
LOC115930576	LOC134756861	truthbar	1	0.2552	DN_NC_073224.2_117494263_25	DN_NC_073224.2_218434129_23	0.1095	14	12.5000	34.0000	52.0000						0
LOC115930830	LOC129527072	TP	0														0
LOC115930830	LOC134757229	TP	0	0.1357	DN_NC_073240.2_24764672_4	DN_NC_073240.2_31271054_17	0.4845	4	3.0000	4.0000	52.0000				352.0000	0.1284	1
LOC115931015	LOC115931020	truthbar	1														0
LOC115931054	PDPR	genuine	1	0.4692	DN_NC_073242.2_103773356_15	DN_NC_073242.2_99543624_18	0.0817	2	2.0000	5.0000	51.0000						0
LOC115931054	PSMD7	genuine	0	0.5884	DN_NC_073242.2_103765562_7	DN_NC_073242.2_103773356_15	0.0954	2	1.5000	5.0000	51.0000				1005.0000	0.5884	1
LOC115931067	LOC134757486	TP	1	1.0000	DN_NC_073242.2_3790652_3	DN_NC_073242.2_3794469_3	0.0335	1	1.0000	2.0000	3.0000						0
LOC115931069	LOC129527586	TP	1	0.3070	DN_NC_073242.2_21122105_21	DN_NC_073242.2_21673693_21	0.1370	4	4.0000	9.0000	51.0000						0
LOC115931069	SMG1	TP	0	0.1792	DN_NC_073242.2_18210354_26	DN_NC_073242.2_21673693_21	0.1291	4	4.0000	9.0000	47.0000				3789.0000	0.9041	1
LOC115931074	LOC129527053	TP	1	0.2100	DN_NC_073240.2_23219746_14	DN_NC_073242.2_37435648_13	0.2538	3	3.0000	4.0000	52.0000						0
LOC115931074	RHPN2	TP	1	0.5027	DN_NC_073242.2_37435648_13	DN_NC_073244.2_44006563_15	0.2538	3	3.0000	4.0000	51.0000						0
LOC115931277	LOC115933170	genuine	0														0
LOC115931277	WDR70	genuine	0														0
LOC115931432	LOC129525065	TP	0	0.4165	DN_NC_073232.2_8894424_4	DN_NC_073242.2_120770730_3	0.0717	1	1.0000	3.0000	52.0000				2161.0000	0.9065	1
LOC115931547	LOC129523842	genuine	0	0.1486	DN_NC_073230.2_47332274_8	DN_NC_073244.2_63917963_3	0.1693	1	1.0000	2.0000	52.0000				0.0000	0.0000	1
LOC115931567	LOC115931568	truthbar	1	0.5291	DN_NC_073244.2_27566430_5	DN_NC_073244.2_28072858_4	0.4258	82	75.0000	50.0000	52.0000						0
LOC115931567	LOC115931576	genuine	0	0.3858	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29046961_4	0.4704	78	73.0000	51.0000	52.0000				1618.0000	0.4198	1
LOC115931567	LOC115931654	truthbar	1	0.1696	DN_NC_073244.2_27566430_5	DN_NC_073244.2_65266359_4	0.4258	82	75.0000	50.0000	52.0000						0
LOC115931567	LOC115931857	genuine	0	0.3116	DN_NC_073244.2_27566430_5	DN_NC_073246.2_15789285_3	0.4258	82	73.0000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	LOC129527827	genuine	0	0.2382	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27626411_5	0.4704	71	69.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	LOC129528947	genuine	0	0.4915	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27566430_5	0.5416	90	86.0000	51.0000	52.0000				1706.0000	0.6054	1
LOC115931567	OSBPL10	genuine	0														0
LOC115931567	ZNF141	genuine	0	0.2449	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27626411_5	0.4704	68	62.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF195	genuine	0	0.2700	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27566430_5	0.4258	82	77.0000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF254	genuine	0	0.4074	DN_NC_073244.2_27626411_5	DN_NC_073244.2_30438340_4	0.4704	73	70.5000	51.0000	52.0000				1703.0000	0.4419	1
LOC115931567	ZNF267	truthbar	1	0.1842	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27566430_5	0.4258	82	80.5000	50.0000	52.0000						0
LOC115931567	ZNF273	genuine	0	0.4180	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27626411_5	0.4704	78	73.0000	51.0000	52.0000				1642.0000	0.4366	1
LOC115931567	ZNF28	genuine	0	0.2405	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64759228_5	0.4704	75	71.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF347	truthbar	1														0
LOC115931567	ZNF415	genuine	0														0
LOC115931567	ZNF429	genuine	0	0.6268	DN_NC_073244.2_27566430_5	DN_NC_073244.2_27956158_2	0.5265	84	83.0000	50.0000	52.0000				1809.0000	0.8325	1
LOC115931567	ZNF43	truthbar	1	0.3527	DN_NC_073244.2_27566430_5	DN_NC_073244.2_28333451_4	0.4625	82	74.0000	50.0000	52.0000						0
LOC115931567	ZNF430	genuine	0	0.2452	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27566430_5	0.4270	82	74.5000	51.0000	52.0000				1695.0000	0.6015	1
LOC115931567	ZNF468	genuine	0	0.1736	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64797239_5	0.4704	68	65.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF480	genuine	0														0
LOC115931567	ZNF486	genuine	0	0.1920	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27566430_5	0.4566	82	72.5000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF506	genuine	0	0.2527	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27566430_5	0.4258	82	70.0000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF519	genuine	0	0.3548	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27566430_5	0.4258	82	75.5000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF528	genuine	0														0
LOC115931567	ZNF578	genuine	0														0
LOC115931567	ZNF595	genuine	0	0.3885	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27566430_5	0.5689	82	75.5000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF600	truthbar	1	0.1991	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64724127_4	0.4258	82	74.0000	50.0000	52.0000						0
LOC115931567	ZNF611	genuine	0														0
LOC115931567	ZNF616	truthbar	1														0
LOC115931567	ZNF626	genuine	0	0.3997	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27626411_5	0.4704	68	64.0000	51.0000	52.0000				1380.0000	0.4395	1
LOC115931567	ZNF655	genuine	0														0
LOC115931567	ZNF675	genuine	0	0.5631	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29970261_4	0.4258	90	86.0000	50.0000	52.0000				1598.0000	0.7257	1
LOC115931567	ZNF678	genuine	0	0.3683	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27566430_5	0.4258	82	80.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF680	genuine	0	0.2793	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27566430_5	0.4258	82	72.5000	50.0000	52.0000				1373.0000	0.4872	1
LOC115931567	ZNF681	genuine	0	0.3181	DN_NC_073244.2_27626411_5	DN_NC_073244.2_30067652_4	0.4704	70	69.0000	51.0000	52.0000				1841.0000	0.4777	1
LOC115931567	ZNF682	genuine	0	0.5263	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27566430_5	0.4258	82	79.5000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF695	genuine	0	0.3840	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27626411_5	0.4704	70	69.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF701	genuine	0	0.2214	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64543447_4	0.4258	82	53.5000	50.0000	53.0000				0.0000	0.0000	1
LOC115931567	ZNF721	truthbar	1	0.3946	DN_NC_073227.2_9010062_2	DN_NC_073244.2_27566430_5	0.4258	82	76.0000	51.0000	52.0000						0
LOC115931567	ZNF723	genuine	0	0.6546	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29232445_4	0.5099	68	68.0000	51.0000	52.0000				2428.0000	1.0484	1
LOC115931567	ZNF727	genuine	0	0.2257	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27626411_5	0.4704	68	62.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF736	genuine	0	0.3586	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27626411_5	0.4704	68	59.0000	51.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF761	truthbar	1	0.1405	DN_NC_073244.2_27566430_5	DN_NC_073244.2_65362909_5	0.4258	82	68.0000	50.0000	52.0000						0
LOC115931567	ZNF766	genuine	0														0
LOC115931567	ZNF8	genuine	0														0
LOC115931567	ZNF808	truthbar	1														0
LOC115931567	ZNF813	genuine	0	0.1767	DN_NC_073244.2_27566430_5	DN_NC_073244.2_65398487_4	0.4258	82	76.5000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF83	genuine	0	0.3641	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64585864_4	0.4258	97	89.5000	50.0000	53.0000				0.0000	0.0000	1
LOC115931567	ZNF836	truthbar	1	0.3602	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64125568_5	0.4258	94	88.0000	50.0000	52.0000						0
LOC115931567	ZNF841	truthbar	1														0
LOC115931567	ZNF888	genuine	0	0.3165	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64860608_4	0.4258	82	69.0000	50.0000	52.0000				0.0000	0.0000	1
LOC115931567	ZNF91	truthbar	1	0.3389	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29680825_2	0.5202	82	81.5000	50.0000	53.0000						0
LOC115931567	ZNF92	genuine	0	0.3997	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27626411_5	0.4704	68	67.0000	51.0000	52.0000				1416.0000	0.4760	1
LOC115931568	LOC115931576	truthbar	1	0.4720	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29046961_4	0.4500	78	73.0000	50.0000	52.0000						0
LOC115931568	LOC115931654	truthbar	1														0
LOC115931568	LOC115931857	truthbar	1	0.2533	DN_NC_073244.2_28072858_4	DN_NC_073246.2_15789320_2	0.3930	68	55.5000	50.0000	52.0000						0
LOC115931568	LOC129527827	genuine	0	0.1850	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28072858_4	0.4438	71	69.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931568	LOC129528947	genuine	0	0.3844	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28072858_4	0.5416	90	79.0000	51.0000	52.0000				1695.0000	0.5051	1
LOC115931568	OSBPL10	genuine	0														0
LOC115931568	ZNF141	truthbar	1	0.2825	DN_NC_073227.2_8907801_4	DN_NC_073244.2_28072858_4	0.3930	68	62.5000	51.0000	52.0000						0
LOC115931568	ZNF195	truthbar	1	0.2068	DN_NC_073233.2_9788172_5	DN_NC_073244.2_28072858_4	0.3930	72	70.0000	50.0000	52.0000						0
LOC115931568	ZNF254	truthbar	1	0.3164	DN_NC_073244.2_28072858_4	DN_NC_073244.2_30438386_2	0.3964	68	67.5000	51.0000	52.0000						0
LOC115931568	ZNF267	truthbar	1	0.1555	DN_NC_073242.2_37386128_4	DN_NC_073244.2_28072858_4	0.3930	79	73.5000	50.0000	52.0000						0
LOC115931568	ZNF273	truthbar	1	0.4729	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28072858_4	0.3930	78	73.0000	50.0000	52.0000						0
LOC115931568	ZNF28	truthbar	1														0
LOC115931568	ZNF347	truthbar	1														0
LOC115931568	ZNF415	truthbar	1	0.2281	DN_NC_073244.2_28072858_4	DN_NC_073244.2_65046428_4	0.3930	81	74.5000	50.0000	52.0000						0
LOC115931568	ZNF429	truthbar	1	0.5881	DN_NC_073244.2_27956158_2	DN_NC_073244.2_28072858_4	0.5265	84	76.0000	50.0000	52.0000						0
LOC115931568	ZNF43	truthbar	1	0.2753	DN_NC_073244.2_28072858_4	DN_NC_073244.2_28333451_4	0.4625	68	67.0000	50.0000	52.0000						0
LOC115931568	ZNF430	truthbar	1	0.4088	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28072858_4	0.4270	68	67.5000	51.0000	52.0000						0
LOC115931568	ZNF468	truthbar	1														0
LOC115931568	ZNF480	truthbar	1														0
LOC115931568	ZNF486	truthbar	1	0.2629	DN_NC_073244.2_26666712_5	DN_NC_073244.2_28072858_4	0.4566	68	65.5000	50.0000	52.0000						0
LOC115931568	ZNF506	genuine	0	0.3706	DN_NC_073244.2_26240035_4	DN_NC_073244.2_28072858_4	0.3930	68	63.0000	50.0000	52.0000				0.0000	0.0000	1
LOC115931568	ZNF519	truthbar	1	0.2822	DN_NC_073241.2_36126198_2	DN_NC_073244.2_28072858_4	0.3930	69	68.5000	50.0000	52.0000						0
LOC115931568	ZNF528	truthbar	1	0.1418	DN_NC_073244.2_28072858_4	DN_NC_073244.2_64368633_7	0.3930	68	58.5000	50.0000	53.0000						0
LOC115931568	ZNF578	truthbar	1														0
LOC115931568	ZNF595	truthbar	1	0.3541	DN_NC_073227.2_8633418_2	DN_NC_073244.2_28072858_4	0.5689	69	68.5000	50.0000	52.0000						0
LOC115931568	ZNF600	truthbar	1														0
LOC115931568	ZNF611	truthbar	1														0
LOC115931568	ZNF616	truthbar	1														0
LOC115931568	ZNF626	truthbar	1	0.4006	DN_NC_073244.2_27131194_2	DN_NC_073244.2_28072858_4	0.4557	68	64.0000	51.0000	52.0000						0
LOC115931568	ZNF655	truthbar	1														0
LOC115931568	ZNF675	truthbar	1	0.5250	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29970261_4	0.3930	90	79.0000	50.0000	52.0000						0
LOC115931568	ZNF678	truthbar	1	0.3206	DN_NC_073224.2_40627195_4	DN_NC_073244.2_28072858_4	0.3930	78	73.0000	51.0000	52.0000						0
LOC115931568	ZNF680	truthbar	1	0.4879	DN_NC_073230.2_73977205_4	DN_NC_073244.2_28072858_4	0.3930	68	65.5000	50.0000	52.0000						0
LOC115931568	ZNF681	truthbar	1	0.1681	DN_NC_073244.2_28072858_4	DN_NC_073244.2_30067652_4	0.4267	70	69.0000	50.0000	52.0000						0
LOC115931568	ZNF682	truthbar	1	0.4772	DN_NC_073244.2_26470366_4	DN_NC_073244.2_28072858_4	0.3930	77	72.5000	50.0000	52.0000						0
LOC115931568	ZNF695	truthbar	1	0.3850	DN_NC_073224.2_8422960_4	DN_NC_073244.2_28072858_4	0.3930	70	69.0000	50.5000	52.0000						0
LOC115931568	ZNF701	truthbar	1														0
LOC115931568	ZNF721	truthbar	1	0.2807	DN_NC_073227.2_9010062_2	DN_NC_073244.2_28072858_4	0.3953	70	69.0000	51.0000	52.0000						0
LOC115931568	ZNF723	truthbar	1	0.6788	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29232445_4	0.5099	68	68.0000	51.0000	52.0000						0
LOC115931568	ZNF727	truthbar	1	0.2586	DN_NC_073230.2_73508332_4	DN_NC_073244.2_28072858_4	0.3930	68	62.5000	50.0000	52.0000						0
LOC115931568	ZNF736	truthbar	1	0.4190	DN_NC_073230.2_73776646_4	DN_NC_073244.2_28072858_4	0.3930	68	59.0000	51.0000	52.0000						0
LOC115931568	ZNF761	truthbar	1														0
LOC115931568	ZNF766	truthbar	1														0
LOC115931568	ZNF8	truthbar	1														0
LOC115931568	ZNF808	truthbar	1														0
LOC115931568	ZNF813	truthbar	1	0.3144	DN_NC_073244.2_28072858_4	DN_NC_073244.2_65398487_4	0.3930	71	69.5000	50.0000	52.0000						0
LOC115931568	ZNF83	truthbar	1	0.1911	DN_NC_073244.2_28072858_4	DN_NC_073244.2_64585864_4	0.3930	97	82.5000	50.0000	53.0000						0
LOC115931568	ZNF836	truthbar	1														0
LOC115931568	ZNF841	truthbar	1														0
LOC115931568	ZNF888	truthbar	1														0
LOC115931568	ZNF91	truthbar	1	0.3164	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29680825_2	0.5202	81	74.5000	50.0000	53.0000						0
LOC115931568	ZNF92	truthbar	1	0.3348	DN_NC_073230.2_74637814_2	DN_NC_073244.2_28072858_4	0.3930	68	67.0000	50.0000	52.0000						0
LOC115931576	LOC115931654	truthbar	1	0.1710	DN_NC_073244.2_29046961_4	DN_NC_073244.2_65266359_4	0.4500	78	73.0000	50.0000	52.0000						0
LOC115931576	LOC115931857	truthbar	1	0.2173	DN_NC_073244.2_29046961_4	DN_NC_073246.2_15789285_3	0.4500	78	71.0000	50.0000	52.0000						0
LOC115931576	LOC129527827	genuine	0	0.2279	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29046961_4	0.4500	78	74.5000	51.0000	52.0000				0.0000	0.0000	1
LOC115931576	LOC129528947	genuine	0	0.4067	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29046961_4	0.5416	90	84.0000	51.0000	52.0000				1793.0000	0.4680	1
LOC115931576	OSBPL10	genuine	0														0
LOC115931576	ZNF141	truthbar	1	0.2350	DN_NC_073227.2_8907801_4	DN_NC_073244.2_29046961_4	0.4500	78	67.5000	51.0000	52.0000						0
LOC115931576	ZNF195	truthbar	1	0.1970	DN_NC_073233.2_9788172_5	DN_NC_073244.2_29046961_4	0.4500	78	75.0000	50.0000	52.0000						0
LOC115931576	ZNF254	truthbar	1	0.3089	DN_NC_073244.2_29046961_4	DN_NC_073244.2_30438386_2	0.4500	78	72.5000	51.0000	52.0000						0
LOC115931576	ZNF267	truthbar	1														0
LOC115931576	ZNF273	truthbar	1	0.2414	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29046961_4	0.4500	78	78.0000	50.0000	52.0000						0
LOC115931576	ZNF28	truthbar	1	0.2443	DN_NC_073244.2_29046961_4	DN_NC_073244.2_64759228_5	0.4500	78	76.5000	50.0000	52.0000						0
LOC115931576	ZNF347	truthbar	1														0
LOC115931576	ZNF415	truthbar	1	0.4718	DN_NC_073244.2_29046961_4	DN_NC_073244.2_65046428_2	0.4500	80	79.0000	50.0000	52.0000						0
LOC115931576	ZNF429	truthbar	1	0.7322	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29046961_4	0.5265	84	81.0000	50.0000	52.0000						0
