dn_a	dn_b	contain_ab	contain_ba	n_exon_a	n_exon_b	n_cov_a	n_cov_b
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18045307_2	0.000000	0.000000	2	2	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18047026_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18096775_3	0.000000	0.000000	2	3	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18124193_3	0.000000	0.000000	2	3	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18201516_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18307855_4	0.500000	0.000000	2	4	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18356684_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18385030_4	0.500000	0.000000	2	4	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18426035_4	0.500000	0.000000	2	4	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18470484_4	0.500000	0.000000	2	4	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18564507_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18614963_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18649721_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_26156853_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_8619131_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_17831067_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17846610_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17876785_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17922158_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17960497_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17994654_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18045307_2	0.000000	0.000000	3	2	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18047026_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18096775_3	0.000000	0.000000	3	3	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18124193_3	0.000000	0.000000	3	3	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18201516_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18232282_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18307855_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18356684_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18385030_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18426035_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18470484_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18564507_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18649721_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_26156853_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_8619131_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_8680135_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_8711681_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_17876785_4	0.750000	0.750000	4	4	3	3
DN_NC_073244.2_17846610_4	DN_NC_073244.2_17922158_4	0.750000	0.500000	4	4	3	2
DN_NC_073244.2_17846610_4	DN_NC_073244.2_17960497_4	0.750000	0.750000	4	4	3	3
DN_NC_073244.2_17846610_4	DN_NC_073244.2_17994654_4	0.750000	0.500000	4	4	3	2
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17846610_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_17922158_4	0.750000	0.750000	4	4	3	3
DN_NC_073244.2_17876785_4	DN_NC_073244.2_17960497_4	0.750000	1.000000	4	4	3	4
DN_NC_073244.2_17876785_4	DN_NC_073244.2_17994654_4	0.500000	0.750000	4	4	2	3
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18124175_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_8619131_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17876785_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_17960497_4	0.500000	1.000000	4	4	2	4
DN_NC_073244.2_17922158_4	DN_NC_073244.2_17994654_4	0.500000	0.750000	4	4	2	3
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18232282_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17922158_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_17994654_4	1.000000	0.750000	4	4	4	3
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18124175_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_8619131_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17960497_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18047026_4	0.000000	0.250000	4	4	0	1
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18232282_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_17994654_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18047026_4	0.500000	0.250000	2	4	1	1
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18096775_3	0.000000	0.000000	2	3	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18201516_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18232282_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18307855_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18356684_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18385030_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18426035_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18470484_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18564507_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18649721_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_26156853_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18045307_2	DN_NC_073244.2_8711681_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_8619131_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18047026_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18124193_3	0.000000	0.000000	3	3	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18201516_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18232282_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18307855_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18356684_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18385030_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18426035_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18470484_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18564507_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18614963_5	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18649721_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_26156853_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_8619131_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_8680135_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18096775_3	DN_NC_073244.2_8711681_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18201516_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18307855_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18426035_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18614963_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18649721_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18124175_2	DN_NC_073244.2_26156853_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_18124193_3	DN_NC_073244.2_18470484_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18232282_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18201516_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_8619131_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18232282_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18356684_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18426035_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18470484_4	0.500000	0.750000	4	4	2	3
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18307855_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18307855_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18385030_4	0.250000	0.000000	4	4	1	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18426035_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18470484_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18356684_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18385030_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18385030_4	DN_NC_073244.2_18470484_4	0.000000	0.250000	4	4	0	1
DN_NC_073244.2_18385030_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18385030_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18426035_4	DN_NC_073244.2_18470484_4	0.750000	1.000000	4	4	3	4
DN_NC_073244.2_18426035_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18426035_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18426035_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18426035_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18470484_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18470484_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18470484_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18470484_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18470484_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18564507_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_18564507_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18564507_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18564507_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18564507_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18614963_5	DN_NC_073244.2_18649721_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_18614963_5	DN_NC_073244.2_8680135_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_18614963_5	DN_NC_086017.1_50362387_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_18649721_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18649721_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_18649721_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_20723155_12	DN_NC_073244.2_45796040_6	0.000000	0.000000	12	6	0	0
DN_NC_073244.2_20723155_12	DN_NC_073244.2_8594978_5	0.000000	0.000000	12	5	0	0
DN_NC_073244.2_24302535_5	DN_NC_086017.1_48397256_6	0.800000	0.000000	5	6	4	0
DN_NC_073244.2_26156853_4	DN_NC_073244.2_8680135_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26156853_4	DN_NC_073244.2_8711681_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_26470366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_26666712_5	0.500000	0.800000	4	5	2	4
DN_NC_073244.2_26240035_4	DN_NC_073244.2_27051998_4	0.750000	0.750000	4	4	3	3
DN_NC_073244.2_26240035_4	DN_NC_073244.2_27285351_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_26240035_4	DN_NC_073244.2_27566430_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_27765726_4	0.500000	0.750000	4	4	2	3
DN_NC_073244.2_26240035_4	DN_NC_073244.2_27869273_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_28072858_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_28588105_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_26240035_4	DN_NC_073244.2_28711447_4	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_29046961_4	0.500000	0.500000	4	4	2	2
DN_NC_073244.2_26240035_4	DN_NC_073244.2_29232445_4	0.500000	0.750000	4	4	2	3
DN_NC_073244.2_26240035_4	DN_NC_073244.2_64426370_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_26240035_4	DN_NC_073244.2_65326089_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_26314241_4	0.500000	0.250000	2	4	1	1
DN_NC_073244.2_26240039_2	DN_NC_073244.2_26901109_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27131194_2	0.500000	0.500000	2	2	1	1
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27408454_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27504818_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27956158_2	0.000000	0.000000	2	2	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_28256975_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_28333451_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_28820229_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_29297022_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_29557605_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_29680825_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_29970261_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_30067652_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_30090650_6	0.000000	0.000000	2	6	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_30438340_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_64034715_7	0.000000	0.000000	2	7	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_64585864_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_65293743_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_26240039_2	DN_NC_073244.2_65362909_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_26314241_4	DN_NC_073244.2_26470366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_26314241_4	DN_NC_073244.2_26666712_5	0.500000	0.800000	4	5	2	4
