gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
LOC115931567	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27626411_5	genuine	0	0.3997	1416	0.476
LOC115931568	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28072858_4	genuine	0	0.1850	0	0.0
LOC115931568	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28072858_4	genuine	0	0.3844	1695	0.5051
LOC115931568	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_28072858_4	genuine	0	0.3706	0	0.0
LOC115931576	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29046961_4	genuine	0	0.2279	0	0.0
LOC115931576	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29046961_4	genuine	0	0.4067	1793	0.468
LOC115931576	ZNF91	DN_NC_073244.2_29046961_4	DN_NC_073244.2_29680825_2	genuine	0	0.2136	1556	0.3829
LOC115931610	ZNF283	DN_NC_073244.2_15648295_6	DN_NC_073244.2_55341363_7	genuine	0	0.1761	0	0.0
LOC115931654	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65266359_4	genuine	0	0.2038	0	0.0
LOC115931654	ZNF701	DN_NC_073244.2_64543447_4	DN_NC_073244.2_65266359_4	genuine	0	0.2190	2223	0.6024
LOC115931857	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073246.2_15789320_2	genuine	0	0.2354	0	0.0
LOC115931857	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073246.2_15789320_2	genuine	0	0.2274	0	0.0
LOC115932055	TFDP1	DN_NC_073238.2_128463727_12	DN_NC_073247.2_47501169_3	genuine	0	0.4303	2496	0.9234
LOC115932241	LOC129530333	DN_NC_073247.2_18318973_2	DN_NC_073248.2_30080680_2	genuine	0	0.3675	581	0.875
LOC115932281	LOC129530333	DN_NC_073247.2_18934892_2	DN_NC_073248.2_30080680_2	genuine	0	0.6366	664	1.0311
LOC115932634	PPIF	DN_NC_073232.2_36391573_6	DN_NC_073232.2_91788490_6	genuine	0	0.4936	2270	1.0004
LOC115932679	LOC129523854	DN_NC_073230.2_47037167_3	DN_NC_073230.2_51605178_3	genuine	0	0.1543	288	0.1543
LOC115932679	LOC129529528	DN_NC_073230.2_47037167_3	DN_NC_086018.1_40100382_3	genuine	0	0.1367	0	0.0
LOC115932679	SLC37A2	DN_NC_073230.2_47037167_3	DN_NC_073233.2_132992860_18	genuine	0	0.1420	0	0.0
LOC115932735	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_124254598_20	genuine	0	0.1552	510	0.1439
LOC115932756	LOC115933156	DN_NC_073236.2_24785599_8	DN_NC_073240.2_17174470_5	genuine	0	0.1567	1001	0.3872
LOC115932756	LOC129530227	DN_NC_073240.2_17174470_5	DN_NC_073248.2_45277558_8	genuine	0	0.2710	906	0.6093
LOC115932756	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073240.2_17174470_5	TP	0	0.4120	1170	0.7303
LOC115932762	LOC129524026	DN_NC_073231.2_148826481_3	DN_NC_073236.2_30490104_2	genuine	0	0.1352	0	0.0
LOC115932762	LOC129527190	DN_NC_073236.2_30501599_2	DN_NC_073238.2_22111250_2	genuine	0	0.4069	1959	0.94
LOC115932762	NOSTRIN	DN_NC_073235.2_71287360_16	DN_NC_073236.2_30490104_2	genuine	0	0.2562	1233	0.6086
LOC115932779	LOC115932992	DN_NC_073242.2_16378095_15	DN_NC_073242.2_29051840_13	genuine	0	0.3379	2452	0.9075
LOC115932779	SORL1	DN_NC_073233.2_129388517_48	DN_NC_073242.2_28854512_28	TP	0	0.6033	3748	1.0
LOC115932787	MAP2K3	DN_NC_073228.2_78724694_4	DN_NC_073228.2_79204251_5	TP	0	0.2592	1260	0.8756
LOC115932794	LOC129529083	DN_NC_073228.2_78872851_5	DN_NC_073245.2_35742393_2	TP	0	0.2048	3507	0.9538
LOC115932794	LOC134757821	DN_NC_073228.2_78872851_5	DN_NC_073245.2_35910982_4	genuine	0	0.1655	3273	0.9104
LOC115932943	LOC129530010	DN_NC_073247.2_84653260_2	DN_NC_073247.2_84678651_3	genuine	0	0.4391	0	0.0
LOC115932954	LOC115933156	DN_NC_073236.2_24785599_8	DN_NC_073238.2_25250945_5	genuine	0	0.2221	850	0.3445
LOC115932954	LOC129523574	DN_NC_073238.2_25250945_5	DN_NC_073246.2_11287585_8	genuine	0	0.2250	761	0.3085
LOC115932954	LOC129530227	DN_NC_073238.2_25250945_5	DN_NC_073248.2_45277558_8	genuine	0	0.4835	755	0.5077
LOC115932954	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073238.2_25250945_5	TP	0	0.4120	1170	0.7303
LOC115932994	LOC129533365	DN_NC_073228.2_81689164_6	DN_NC_073228.2_83259868_7	TP	0	0.1661	3339	1.0813
LOC115933002	LOC115934680	DN_NC_073228.2_46729356_10	DN_NC_073228.2_62340772_5	genuine	0	0.1776	1271	0.2815
LOC115933039	SORL1	DN_NC_073233.2_129388517_48	DN_NC_073244.2_20936541_9	TP	0	0.9015	1442	1.0
LOC115933090	LOC129524676	DN_NC_073237.2_22957046_5	DN_NC_073238.2_31858801_4	genuine	0	0.3751	3036	1.0564
LOC115933090	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073238.2_31858801_4	genuine	0	0.3299	3058	1.064
LOC115933127	LOC115933128	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122741455_4	TP	0	0.6988	1131	1.0107
LOC115933127	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122741455_4	TP	0	0.7230	1123	1.0036
LOC115933127	LOC134757171	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122769394_7	genuine	0	0.7091	1270	1.1229
LOC115933128	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122634080_4	TP	0	0.6962	1116	0.9973
LOC115933128	LOC134757171	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122769394_7	genuine	0	0.6917	1270	1.1349
LOC115933156	LOC129523503	DN_NC_073236.2_24785599_8	DN_NC_073236.2_30205531_7	genuine	0	0.5609	1450	0.5609
LOC115933156	LOC129523574	DN_NC_073236.2_24785599_8	DN_NC_073246.2_11287585_8	genuine	0	0.1497	1036	0.4008
LOC115933156	LOC129526389	DN_NC_073236.2_24785599_8	DN_NC_073238.2_23392840_7	genuine	0	0.5605	1450	0.5609
LOC115933156	LOC129530227	DN_NC_073236.2_24785599_8	DN_NC_073248.2_45277558_8	genuine	0	0.8608	1582	1.0639
LOC115933156	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073236.2_24785599_8	genuine	0	0.1571	1001	0.3872
LOC115933156	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073236.2_24785599_8	genuine	0	0.8731	2591	1.0023
LOC115933156	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_24785599_8	genuine	0	0.4178	2593	1.0031
LOC115933167	LOC129534750	DN_NC_073230.2_51812102_9	DN_NC_073230.2_86128587_5	genuine	0	0.3882	451	0.4149
LOC115933170	WDR70	DN_NC_073243.2_74160733_18	DN_NC_073243.2_79717303_18	genuine	0	0.1387	407	0.1387
LOC115933187	SH3KBP1	DN_NC_073245.2_9841009_7	DN_NC_073247.2_30010111_18	TP	0	0.4068	3051	0.9353
LOC115933219	LOC129527278	DN_NC_073236.2_21829724_2	DN_NC_073245.2_42779121_5	genuine	0	0.1667	1398	0.5485
LOC115933219	LOC129532222	DN_NC_073235.2_33703802_2	DN_NC_073245.2_42779121_5	genuine	0	0.1354	3987	0.7541
LOC115933219	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073245.2_42779121_5	TP	0	0.3336	2361	0.9996
LOC115933235	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_129429039_7	genuine	0	0.3423	2500	1.0008
LOC115933240	LOC134757171	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122769394_7	genuine	0	0.7230	1264	1.1296
LOC115933241	LOC129525599	DN_NC_073224.2_115073393_19	DN_NC_073224.2_116807774_25	genuine	0	0.5070	1887	0.5739
LOC115933241	LOC134756861	DN_NC_073224.2_115073393_19	DN_NC_073224.2_117494263_25	genuine	0	0.5070	1887	0.5739
LOC115933250	LOC115933349	DN_NC_073242.2_30717385_31	DN_NC_073242.2_31497679_8	genuine	0	0.7050	792	0.7059
LOC115933250	LOC129527620	DN_NC_073242.2_28606635_19	DN_NC_073242.2_30717385_31	TP	0	0.4950	2290	0.6727
LOC115933349	LOC134757427	DN_NC_073242.2_15607160_18	DN_NC_073242.2_31497679_8	TP	0	0.2941	331	0.295
LOC115933728	LOC129529583	DN_NC_073235.2_31723374_5	DN_NC_086018.1_18552717_3	genuine	0	0.2382	684	0.4416
LOC115933986	LOC134757408	DN_NC_073241.2_103649905_2	DN_NC_086017.1_47078826_3	genuine	0	0.1471	0	0.0
LOC115933986	LOC134758214	DN_NC_086017.1_47078826_3	DN_NC_086018.1_22567705_3	genuine	0	0.1592	0	0.0
LOC115934025	LOC134757969	DN_NC_086017.1_24755691_2	DN_NC_086017.1_24755694_2	genuine	0	0.9674	3383	0.9674
LOC115934041	LOC129528278	DN_NC_073241.2_83874271_3	DN_NC_086017.1_112545872_3	genuine	0	0.3597	971	0.7306
LOC115934041	LOC129528791	DN_NC_073244.2_6165323_3	DN_NC_086017.1_112545872_3	genuine	0	0.3729	978	0.7629
LOC115934057	ZFP2	DN_NC_073228.2_182864372_4	DN_NC_086017.1_54583506_2	genuine	0	0.1656	0	0.0
LOC115934372	LOC129526178	DN_NC_073227.2_148229831_8	DN_NC_073238.2_39529658_9	genuine	0	0.1550	525	0.155
LOC115934372	LOC129527096	DN_NC_073227.2_148229831_8	DN_NC_073240.2_41396094_2	genuine	0	0.1716	841	0.7801
LOC115934575	USP32	DN_NC_073228.2_31824273_3	DN_NC_073228.2_83368453_5	TP	0	0.1485	2753	1.0069
LOC115935264	PMS2	DN_NC_073230.2_14161449_15	DN_NC_073230.2_81087606_7	genuine	0	0.1647	1105	0.3714
LOC115935268	LOC129534750	DN_NC_073230.2_86077849_4	DN_NC_073230.2_86186055_4	genuine	0	0.4659	2026	1.002
LOC115935369	LOC129523646	DN_NC_073230.2_72857214_2	DN_NC_073230.2_73388327_2	genuine	0	0.1471	2559	0.9957
LOC115935369	LOC129523647	DN_NC_073230.2_72907176_2	DN_NC_073230.2_73388327_2	genuine	0	0.1461	2559	0.9892
LOC115935376	LOC129534750	DN_NC_073230.2_47098444_23	DN_NC_073230.2_86128587_5	genuine	0	0.3413	353	0.3247
LOC115935989	RHEB	DN_NC_073230.2_160290576_8	DN_NC_073232.2_68914292_6	genuine	0	0.3408	714	0.3408
LOC115936279	LOC129523488	DN_NC_073233.2_54778450_7	DN_NC_073233.2_97922937_7	genuine	0	0.6194	1678	0.9964
LOC129523494	LOC129534750	DN_NC_073230.2_112158616_4	DN_NC_073230.2_86128587_5	genuine	0	0.3330	362	0.333
LOC129523494	LRWD1	DN_NC_073230.2_112158616_4	DN_NC_073230.2_86050165_15	genuine	0	0.1355	1028	0.3869
LOC129523503	LOC129523574	DN_NC_073236.2_30205531_7	DN_NC_073246.2_11287585_8	genuine	0	0.1867	948	0.319
LOC129523503	LOC129530227	DN_NC_073236.2_30205531_7	DN_NC_073248.2_45277558_8	genuine	0	0.6584	1018	0.6846
LOC129523505	LOC129525643	DN_NC_073234.2_15631092_11	DN_NC_086017.1_9790451_11	genuine	0	0.7716	1605	0.8877
LOC129523520	LOC129529226	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19027212_8	genuine	0	0.4918	727	0.4939
LOC129523520	LOC129531982	DN_NC_073224.2_19027212_8	DN_NC_073224.2_29070818_24	genuine	0	0.6243	920	0.625
LOC129523564	LOC129529082	DN_NC_073227.2_211418821_2	DN_NC_073245.2_35160176_6	genuine	0	0.1406	0	0.0
LOC129523564	LOC129530428	DN_NC_073227.2_211418821_2	DN_NC_073248.2_10670113_2	genuine	0	0.1619	0	0.0
LOC129523564	NAP1L3	DN_NC_073227.2_211418821_2	DN_NC_073247.2_105439613_2	genuine	0	0.1440	0	0.0
LOC129523564	NDUFAF2	DN_NC_073227.2_211418821_2	DN_NC_073243.2_49045190_4	genuine	0	0.1454	0	0.0
LOC129523564	NGLY1	DN_NC_073227.2_211418821_2	DN_NC_086017.1_35538439_12	genuine	0	0.1344	0	0.0
LOC129523564	SOX30	DN_NC_073227.2_211418821_2	DN_NC_073228.2_161454333_5	genuine	0	0.1351	0	0.0
LOC129523567	LOC129528667	DN_NC_073237.2_23553596_5	DN_NC_073244.2_63882905_5	genuine	0	0.3291	0	0.0
LOC129523567	ZFP37	DN_NC_073237.2_109279481_4	DN_NC_073237.2_23553596_5	genuine	0	0.1866	0	0.0
LOC129523567	ZNF157	DN_NC_073237.2_23553596_5	DN_NC_073247.2_57761829_5	genuine	0	0.1492	0	0.0
LOC129523567	ZNF175	DN_NC_073237.2_23553596_5	DN_NC_073244.2_63542066_5	genuine	0	0.1780	0	0.0
LOC129523567	ZNF180	DN_NC_073237.2_23553596_5	DN_NC_073244.2_55989141_5	genuine	0	0.1326	0	0.0
LOC129523567	ZNF182	DN_NC_073237.2_23553596_5	DN_NC_073247.2_58372296_6	genuine	0	0.3032	0	0.0
LOC129523567	ZNF354A	DN_NC_073228.2_182334642_5	DN_NC_073237.2_23553596_5	genuine	0	0.2240	0	0.0
LOC129523567	ZNF41	DN_NC_073237.2_23553596_5	DN_NC_073247.2_57840463_5	genuine	0	0.1517	0	0.0
LOC129523567	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073237.2_23553596_5	genuine	0	0.2638	0	0.0
LOC129523567	ZNF527	DN_NC_073237.2_23553596_5	DN_NC_073244.2_48620420_5	genuine	0	0.1542	0	0.0
LOC129523567	ZNF568	DN_NC_073237.2_23553596_5	DN_NC_073244.2_48093173_7	genuine	0	0.2131	0	0.0
LOC129523567	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073237.2_23553596_5	genuine	0	0.2853	0	0.0
LOC129523574	LOC129526389	DN_NC_073238.2_23392840_7	DN_NC_073246.2_11287585_8	genuine	0	0.1867	948	0.319
LOC129523574	LOC129530227	DN_NC_073246.2_11287585_8	DN_NC_073248.2_45277558_8	genuine	0	0.3450	941	0.6328
LOC129523574	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073246.2_11287585_8	genuine	0	0.1383	912	0.3524
LOC129523574	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073246.2_11287585_8	genuine	0	0.3439	2036	0.6851
LOC129523574	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073246.2_11287585_8	genuine	0	0.1867	948	0.319
LOC129523582	SLC9B1	DN_NC_073227.2_123234622_13	DN_NC_073242.2_37667715_4	genuine	0	0.2320	430	0.2257
LOC129523646	LOC129523647	DN_NC_073230.2_72857214_2	DN_NC_073230.2_72907176_2	TP	0	1.0000	2570	1.0
LOC129523664	LOC129523899	DN_NC_073230.2_74930869_10	DN_NC_073230.2_74941165_2	genuine	0	0.4388	941	0.4393
LOC129523694	LOC129533124	DN_NC_073227.2_139561252_10	DN_NC_073230.2_64705365_4	genuine	0	0.1467	0	0.0
LOC129523694	LOC129533256	DN_NC_073227.2_166164041_5	DN_NC_073230.2_64705365_4	genuine	0	0.1546	0	0.0
LOC129523694	PSPH	DN_NC_073230.2_64191496_8	DN_NC_073230.2_64705365_4	genuine	0	0.1782	0	0.0
LOC129523822	LOC129525064	DN_NC_073230.2_168783006_4	DN_NC_073232.2_8583099_4	genuine	0	0.9797	819	0.9773
LOC129523822	LOC129525175	DN_NC_073230.2_168783006_4	DN_NC_073232.2_146269317_5	genuine	0	0.3508	490	0.5847
LOC129523822	LOC129527285	DN_NC_073230.2_168783006_4	DN_NC_073239.2_124648897_4	genuine	0	0.9582	799	0.9535
LOC129523822	LOC129527429	DN_NC_073230.2_168783006_4	DN_NC_073242.2_121237165_4	genuine	0	0.9988	838	1.0
LOC129523822	LOC129528751	DN_NC_073230.2_168783006_4	DN_NC_073244.2_70818649_5	genuine	0	0.3508	489	0.5835
LOC129523822	LOC129531751	DN_NC_073230.2_168783006_4	DN_NC_073236.2_140400059_5	genuine	0	0.3508	481	0.574
LOC129523822	LOC129532625	DN_NC_073230.2_168783006_4	DN_NC_086017.1_211655827_5	genuine	0	0.3508	519	0.6193
LOC129523822	LOC129532709	DN_NC_073230.2_168783006_4	DN_NC_086017.1_9337960_4	genuine	0	0.7403	827	0.9988
LOC129523822	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073230.2_168783006_4	genuine	0	0.9964	836	0.9976
LOC129523822	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073230.2_168783006_4	genuine	0	0.9988	838	1.0
LOC129523822	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073230.2_168783006_4	genuine	0	0.3508	479	0.5716
LOC129523822	LOC134756415	DN_NC_073230.2_168783006_4	DN_NC_073241.2_110003031_5	genuine	0	0.3508	491	0.5859
LOC129523822	LOC134757299	DN_NC_073230.2_168783006_4	DN_NC_073240.2_103747497_4	genuine	0	0.9737	816	0.9737
LOC129523822	LOC134759133	DN_NC_073230.2_168783006_4	DN_NC_073231.2_150902261_3	genuine	0	0.5716	482	0.5752
LOC129523822	NDUFA8	DN_NC_073230.2_168783006_4	DN_NC_073237.2_118498911_4	genuine	0	0.7303	839	1.0012
LOC129523854	YAE1	DN_NC_073230.2_47037104_3	DN_NC_073230.2_51605178_3	genuine	0	0.2482	3616	1.0436
LOC129524439	SLC38A6	DN_NC_073237.2_90033004_3	DN_NC_073239.2_77917590_16	genuine	0	0.1390	0	0.0
LOC129524676	LOC129526479	DN_NC_073237.2_22957046_5	DN_NC_073238.2_29552503_8	genuine	0	0.2213	676	0.2184
LOC129524676	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073237.2_22957046_5	genuine	0	0.4405	3094	1.0029
LOC129524788	SLC37A2	DN_NC_073224.2_150835184_3	DN_NC_073233.2_132992860_18	genuine	0	0.1629	1086	0.3003
LOC129525008	TIMM23B	DN_NC_073232.2_65905862_9	DN_NC_073232.2_69473322_8	TP	0	0.1570	1842	0.6588
LOC129525064	LOC129525175	DN_NC_073232.2_146269317_5	DN_NC_073232.2_8583099_4	genuine	0	0.1349	494	0.2236
LOC129525064	LOC129527285	DN_NC_073232.2_8583099_4	DN_NC_073239.2_124648897_4	genuine	0	0.4278	4478	1.0004
LOC129525064	LOC129527429	DN_NC_073232.2_8583099_4	DN_NC_073242.2_121237165_4	genuine	0	0.4707	4496	1.0002
LOC129525064	LOC129528751	DN_NC_073232.2_8583099_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	489	0.2219
LOC129525064	LOC129531751	DN_NC_073232.2_8583099_4	DN_NC_073236.2_140400059_5	genuine	0	0.1366	481	0.2204
LOC129525064	LOC129532625	DN_NC_073232.2_8583099_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	502	0.2253
LOC129525064	LOC129532709	DN_NC_073232.2_8583099_4	DN_NC_086017.1_9337960_4	genuine	0	0.7391	820	0.9903
LOC129525064	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073232.2_8583099_4	genuine	0	0.4300	4493	0.9996
LOC129525064	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073232.2_8583099_4	genuine	0	0.4300	4493	0.9996
LOC129525064	LOC134756415	DN_NC_073232.2_8583099_4	DN_NC_073241.2_110003031_5	genuine	0	0.1358	490	0.2233
LOC129525064	LOC134757299	DN_NC_073232.2_8583099_4	DN_NC_073240.2_103747497_4	genuine	0	0.4294	4489	1.0002
LOC129525064	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073232.2_8583099_4	genuine	0	0.2123	482	0.2114
LOC129525064	NDUFA8	DN_NC_073232.2_8583099_4	DN_NC_073237.2_118498911_4	genuine	0	0.3254	4411	0.9966
LOC129525165	SLC35F6	DN_NC_073232.2_145623155_3	DN_NC_073236.2_113129170_6	genuine	0	0.1542	0	0.0
LOC129525175	LOC129527285	DN_NC_073232.2_146269317_5	DN_NC_073239.2_124648897_4	genuine	0	0.1349	487	0.2205
LOC129525175	LOC129527429	DN_NC_073232.2_146269317_5	DN_NC_073242.2_121237165_4	genuine	0	0.1349	494	0.2236
LOC129525175	LOC129528751	DN_NC_073232.2_146269317_5	DN_NC_073244.2_70818649_5	genuine	0	1.0000	2204	1.0
LOC129525175	LOC129531751	DN_NC_073232.2_146269317_5	DN_NC_073236.2_140400059_5	genuine	0	0.7511	2196	1.0064
LOC129525175	LOC129532625	DN_NC_073232.2_146269317_5	DN_NC_086017.1_211655827_5	genuine	0	0.7478	2205	0.9982
LOC129525175	LOC129532709	DN_NC_073232.2_146269317_5	DN_NC_086017.1_9337960_4	genuine	0	0.5954	494	0.5966
LOC129525175	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073232.2_146269317_5	genuine	0	0.1349	494	0.2236
LOC129525175	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073232.2_146269317_5	genuine	0	0.1349	494	0.2236
LOC129525175	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073232.2_146269317_5	genuine	0	0.2187	477	0.2159
LOC129525175	LOC134756415	DN_NC_073232.2_146269317_5	DN_NC_073241.2_110003031_5	genuine	0	0.3833	2205	1.005
LOC129525175	LOC134757299	DN_NC_073232.2_146269317_5	DN_NC_073240.2_103747497_4	genuine	0	0.1349	494	0.2236
LOC129525175	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073232.2_146269317_5	genuine	0	0.1363	481	0.2177
LOC129525175	NDUFA8	DN_NC_073232.2_146269317_5	DN_NC_073237.2_118498911_4	genuine	0	0.2250	490	0.2218
LOC129525654	RPL7	DN_NC_073231.2_47085106_7	DN_NC_073234.2_95346893_3	TP	0	0.2939	767	0.3249
LOC129525965	LOC129532059	DN_NC_073234.2_106852963_2	DN_NC_073235.2_38606855_2	genuine	0	0.1321	0	0.0
LOC129525965	LOC129532348	DN_NC_073234.2_106852963_2	DN_NC_086017.1_93233442_3	genuine	0	0.1354	0	0.0
LOC129525965	PASD1	DN_NC_073234.2_106852963_2	DN_NC_073247.2_163244071_16	genuine	0	0.1302	0	0.0
LOC129525965	RTP4	DN_NC_073234.2_106852963_2	DN_NC_086017.1_198455801_2	genuine	0	0.1311	0	0.0
LOC129526088	LOC129527203	DN_NC_073238.2_32460857_5	DN_NC_073238.2_33291944_6	genuine	0	0.7027	1182	0.7027
LOC129526123	LOC129532145	DN_NC_073235.2_91038771_5	DN_NC_073238.2_125561692_4	genuine	0	0.1594	0	0.0
LOC129526123	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073238.2_125561692_4	genuine	0	0.1550	0	0.0
LOC129526138	LOC129527231	DN_NC_073238.2_32266743_7	DN_NC_073238.2_33425477_7	genuine	0	0.9969	5619	1.0321
LOC129526385	LOC129526398	DN_NC_073238.2_22875925_6	DN_NC_073238.2_24580375_8	TP	0	0.5078	1618	0.7023
LOC129526385	LOC129526957	DN_NC_073236.2_21263952_7	DN_NC_073238.2_22875925_6	TP	0	0.8082	2387	1.036
LOC129526385	LOC134757216	DN_NC_073238.2_22875925_6	DN_NC_073240.2_14396114_6	TP	0	0.7700	2296	0.9965
LOC129526389	LOC129530227	DN_NC_073238.2_23392840_7	DN_NC_073248.2_45277558_8	genuine	0	0.6584	1017	0.6839
LOC129526391	LOC129526471	DN_NC_073236.2_22701854_7	DN_NC_073236.2_25270756_7	TP	0	0.5363	1831	1.0
LOC129526395	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073238.2_24693721_8	TP	0	0.1403	832	0.2437
LOC129526395	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073238.2_24693721_8	genuine	0	0.2409	1405	0.5948
LOC129526398	TMEM128	DN_NC_073227.2_17184793_5	DN_NC_073238.2_24580375_8	TP	0	0.6070	827	0.6411
LOC129526403	LOC134756951	DN_NC_073238.2_23273370_7	DN_NC_073238.2_24372581_9	genuine	0	0.4683	3068	1.002
LOC129526434	LOC129529583	DN_NC_073238.2_31467876_5	DN_NC_086018.1_18552717_3	genuine	0	0.1600	653	0.2832
LOC129526471	LOC129531453	DN_NC_073236.2_22701854_7	DN_NC_073240.2_15970659_7	TP	0	0.5363	1831	1.0
LOC129526479	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073238.2_29552503_8	genuine	0	0.2220	676	0.2191
LOC129526550	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073239.2_44147073_8	TP	0	0.3215	3420	1.0133
LOC129526638	LOC134757313	DN_NC_073239.2_70164897_2	DN_NC_073240.2_44461085_2	genuine	0	0.2695	1465	0.6795
LOC129526706	LOC134757171	DN_NC_073239.2_122577448_3	DN_NC_073239.2_122707562_3	TP	0	0.7092	1112	1.0363
LOC129526855	LOC134758386	DN_NC_073227.2_211898132_4	DN_NC_073240.2_103158559_3	genuine	0	0.7208	3350	0.9724
LOC129527017	LOC134757267	DN_NC_073240.2_33035459_18	DN_NC_073240.2_33337179_18	genuine	0	1.0000	2505	1.0
LOC129527067	PAK2	DN_NC_073240.2_24402639_2	DN_NC_086017.1_208307881_15	genuine	0	0.3213	1958	0.7453
LOC129527071	LOC134757267	DN_NC_073240.2_24900197_18	DN_NC_073240.2_33337179_18	genuine	0	0.6601	3196	1.0003
LOC129527096	RAB5A	DN_NC_073240.2_41396094_2	DN_NC_086017.1_29787177_6	genuine	0	0.2588	758	0.7032
LOC129527173	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073240.2_29752710_11	genuine	0	0.3330	425	0.4114
LOC129527278	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073236.2_21829724_2	genuine	0	0.2409	1399	0.5923
LOC129527285	LOC129527429	DN_NC_073239.2_124648897_4	DN_NC_073242.2_121237165_4	genuine	0	0.4278	4478	1.0004
LOC129527285	LOC129528751	DN_NC_073239.2_124648897_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	487	0.221
LOC129527285	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073239.2_124648897_4	genuine	0	0.1366	481	0.2204
LOC129527285	LOC129532625	DN_NC_073239.2_124648897_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	487	0.2186
LOC129527285	LOC129532709	DN_NC_073239.2_124648897_4	DN_NC_086017.1_9337960_4	genuine	0	0.7391	805	0.9722
LOC129527285	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073239.2_124648897_4	genuine	0	0.8286	4477	1.0002
LOC129527285	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073239.2_124648897_4	genuine	0	0.8286	4477	1.0002
LOC129527285	LOC134756415	DN_NC_073239.2_124648897_4	DN_NC_073241.2_110003031_5	genuine	0	0.1358	487	0.222
LOC129527285	LOC134757299	DN_NC_073239.2_124648897_4	DN_NC_073240.2_103747497_4	genuine	0	0.8286	4476	1.0
LOC129527285	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073239.2_124648897_4	genuine	0	0.2123	482	0.2114
LOC129527285	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073239.2_124648897_4	genuine	0	0.2253	4395	0.993
LOC129527429	LOC129528751	DN_NC_073242.2_121237165_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	489	0.2219
LOC129527429	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073242.2_121237165_4	genuine	0	0.1366	481	0.2204
LOC129527429	LOC129532625	DN_NC_073242.2_121237165_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	519	0.2329
