gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
LOC101153725	ZNF823	truthbar	1	0.3642	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17751584_2	0.3252	0.2238	0.3252
LOC101153727	LOC109024207	genuine	0	0.2005	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49176797_4	0.2840	0.2779	0.2840
LOC101153727	LOC109027078	truthbar	1	0.1587	DN_NC_073228.2_182909765_5	DN_NC_073244.2_48384768_7	0.3000	0.2840	0.3000
LOC101153727	LOC115931610	truthbar	1						
LOC101153727	ZFP28	truthbar	1	0.2377	DN_NC_073244.2_48384768_7	DN_NC_073244.2_68643423_8	0.2840	0.2165	0.2840
LOC101153727	ZFP3	truthbar	1						
LOC101153727	ZFP69	truthbar	1						
LOC101153727	ZFP82	truthbar	1	0.1856	DN_NC_073244.2_47586219_5	DN_NC_073244.2_48384768_7	0.2963	0.2840	0.2963
LOC101153727	ZNF177	truthbar	1	0.2526	DN_NC_073244.2_15357025_8	DN_NC_073244.2_48384768_7	0.1936	0.2840	0.2840
LOC101153727	ZNF184	truthbar	1	0.2563	DN_NC_073229.2_45067329_6	DN_NC_073244.2_48384768_7	0.1831	0.2840	0.2840
LOC101153727	ZNF189	truthbar	1	0.1554	DN_NC_073237.2_97733433_3	DN_NC_073244.2_48384768_7	0.3112	0.2840	0.3112
LOC101153727	ZNF266	truthbar	1						
LOC101153727	ZNF283	genuine	0	0.2848	DN_NC_073244.2_48384768_7	DN_NC_073244.2_55341363_7	0.2840	0.3000	0.3000
LOC101153727	ZNF30	truthbar	1	0.2460	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48384768_7	0.1432	0.2840	0.2840
LOC101153727	ZNF329	truthbar	1						
LOC101153727	ZNF331	truthbar	1	0.2075	DN_NC_073244.2_48384768_7	DN_NC_073244.2_65470296_6	0.2840	0.2293	0.2840
LOC101153727	ZNF420	truthbar	1	0.3898	DN_NC_073244.2_48242798_5	DN_NC_073244.2_48384768_7	0.2498	0.2840	0.2840
LOC101153727	ZNF461	truthbar	1	0.3080	DN_NC_073244.2_47831779_6	DN_NC_073244.2_48384768_7	0.2212	0.2840	0.2840
LOC101153727	ZNF471	truthbar	1						
LOC101153727	ZNF529	truthbar	1	0.1339	DN_NC_073244.2_47739503_5	DN_NC_073244.2_48384768_7	0.3430	0.2840	0.3430
LOC101153727	ZNF540	truthbar	1						
LOC101153727	ZNF546	truthbar	1	0.3423	DN_NC_073244.2_48384768_7	DN_NC_073244.2_51749194_6	0.2840	0.3443	0.3443
LOC101153727	ZNF560	truthbar	1	0.3146	DN_NC_073244.2_15508499_10	DN_NC_073244.2_48384768_7	0.1478	0.2840	0.2840
LOC101153727	ZNF565	truthbar	1	0.3625	DN_NC_073244.2_47250467_5	DN_NC_073244.2_48384768_7	0.2541	0.2840	0.2840
LOC101153727	ZNF566	truthbar	1	0.3807	DN_NC_073244.2_47642985_5	DN_NC_073244.2_48384768_7	0.3037	0.2840	0.3037
LOC101153727	ZNF571	truthbar	1	0.2522	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49072464_4	0.2840	0.1879	0.2840
LOC101153727	ZNF573	truthbar	1	0.2894	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49246931_6	0.2840	0.3121	0.3121
LOC101153727	ZNF582	truthbar	1	0.4580	DN_NC_073244.2_48384768_7	DN_NC_073244.2_68491976_5	0.2840	0.1818	0.2840
LOC101153727	ZNF583	truthbar	1	0.2303	DN_NC_073244.2_48384768_7	DN_NC_073244.2_68513423_5	0.2840	0.2489	0.2840
LOC101153727	ZNF596	truthbar	1						
LOC101153727	ZNF607	truthbar	1	0.1422	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49205215_5	0.2840	0.1922	0.2840
LOC101153727	ZNF665	truthbar	1	0.4043	DN_NC_073244.2_48384768_7	DN_NC_073244.2_65102393_4	0.2840	0.3815	0.3815
LOC101153727	ZNF684	truthbar	1						
LOC101153727	ZNF780A	truthbar	1	0.1331	DN_NC_073244.2_48384768_7	DN_NC_073244.2_51825388_5	0.2840	0.1618	0.2840
LOC101153727	ZNF780B	truthbar	1						
LOC101153727	ZNF790	truthbar	1	0.1914	DN_NC_073244.2_47997304_5	DN_NC_073244.2_48384768_7	0.2772	0.2840	0.2840
LOC101153727	ZNF829	truthbar	1						
LOC101153727	ZNF891	truthbar	1						
LOC101153837	LOC101154200	truthbar	1	0.1324	DN_NC_073244.2_18232282_4	DN_NC_073244.2_18307855_4	0.1848	0.2845	0.2845
LOC101153837	LOC109024269	genuine	0	0.3878	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18232282_4	0.2882	0.1848	0.2882
LOC101153837	LOC109025073	genuine	0	0.1555	DN_NC_073244.2_18096775_3	DN_NC_073244.2_18232282_4	0.2715	0.1848	0.2715
LOC101153837	LOC129527774	genuine	0						
LOC101153837	RPL14	genuine	0						
LOC101153837	ZNF124	truthbar	1	0.1936	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18232282_4	0.2609	0.1848	0.2609
LOC101153837	ZNF136	truthbar	1	0.2457	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18232282_4	0.2902	0.1848	0.2902
LOC101153837	ZNF14	truthbar	1						
LOC101153837	ZNF426	truthbar	1						
LOC101153837	ZNF433	genuine	0						
LOC101153837	ZNF440	truthbar	1						
LOC101153837	ZNF441	truthbar	1						
LOC101153837	ZNF443	truthbar	1						
LOC101153837	ZNF490	truthbar	1	0.2479	DN_NC_073244.2_18232282_4	DN_NC_073244.2_18614963_5	0.1848	0.3893	0.3893
LOC101153837	ZNF563	truthbar	1						
LOC101153837	ZNF564	truthbar	1	0.1617	DN_NC_073244.2_18232282_4	DN_NC_073244.2_18564507_4	0.1848	0.3214	0.3214
LOC101153837	ZNF57	truthbar	1	0.1422	DN_NC_073244.2_18232282_4	DN_NC_073244.2_8680135_4	0.1848	0.2270	0.2270
LOC101153837	ZNF627	truthbar	1	0.2021	DN_NC_073244.2_17635782_4	DN_NC_073244.2_18232282_4	0.2854	0.1848	0.2854
LOC101153837	ZNF669	truthbar	1	0.1857	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18232282_4	0.3619	0.1848	0.3619
LOC101153837	ZNF670	truthbar	1						
LOC101153837	ZNF77	truthbar	1	0.3632	DN_NC_073244.2_18232282_4	DN_NC_073244.2_8711681_4	0.1848	0.1126	0.1848
LOC101153837	ZNF791	truthbar	1	0.1795	DN_NC_073244.2_18232282_4	DN_NC_073244.2_18649721_4	0.1848	0.4193	0.4193
LOC101153837	ZNF799	truthbar	1						
LOC101153837	ZNF823	truthbar	1						
LOC101153891	LOC109026917	genuine	0	0.1345	DN_NC_073224.2_27333739_3	DN_NC_073228.2_64771915_4	0.1338	0.1815	0.1815
LOC101153990	TLE2	truthbar	1	0.4067	DN_NC_073237.2_75784390_20	DN_NC_073244.2_8775501_20	0.1129	0.0397	0.1129
LOC101154200	LOC109024269	genuine	0	0.2207	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18307855_4	0.2882	0.2845	0.2882
LOC101154200	LOC109025073	truthbar	1	0.2393	DN_NC_073244.2_18096775_3	DN_NC_073244.2_18307855_4	0.2715	0.2845	0.2845
LOC101154200	LOC129527774	genuine	0						
LOC101154200	RPL14	genuine	0						
LOC101154200	ZNF124	truthbar	1	0.1840	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18307855_4	0.2609	0.2845	0.2845
LOC101154200	ZNF136	truthbar	1	0.2838	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18307855_4	0.2902	0.2845	0.2902
LOC101154200	ZNF14	truthbar	1						
LOC101154200	ZNF426	truthbar	1	0.1321	DN_NC_073244.2_15569240_8	DN_NC_073244.2_18307855_4	0.2474	0.2845	0.2845
LOC101154200	ZNF433	truthbar	1	0.3231	DN_NC_073244.2_18047026_4	DN_NC_073244.2_18307855_4	0.2906	0.2845	0.2906
LOC101154200	ZNF440	truthbar	1	0.2805	DN_NC_073244.2_17846610_4	DN_NC_073244.2_18307855_4	0.2517	0.2845	0.2845
LOC101154200	ZNF441	truthbar	1						
LOC101154200	ZNF443	truthbar	1	0.3451	DN_NC_073244.2_18307855_4	DN_NC_073244.2_18470484_4	0.2845	0.1929	0.2845
LOC101154200	ZNF490	truthbar	1						
LOC101154200	ZNF563	truthbar	1	0.4825	DN_NC_073244.2_18307855_4	DN_NC_073244.2_18356684_4	0.2845	0.3045	0.3045
LOC101154200	ZNF564	truthbar	1	0.2073	DN_NC_073244.2_18307855_4	DN_NC_073244.2_18564507_4	0.2845	0.3214	0.3214
LOC101154200	ZNF57	truthbar	1	0.1734	DN_NC_073244.2_18307855_4	DN_NC_073244.2_8680135_4	0.2845	0.2270	0.2845
LOC101154200	ZNF627	truthbar	1						
LOC101154200	ZNF669	truthbar	1	0.2368	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18307855_4	0.3619	0.2845	0.3619
LOC101154200	ZNF670	truthbar	1						
LOC101154200	ZNF77	truthbar	1	0.1470	DN_NC_073244.2_18307855_4	DN_NC_073244.2_8711681_4	0.2845	0.1126	0.2845
LOC101154200	ZNF791	truthbar	1	0.1476	DN_NC_073244.2_18307855_4	DN_NC_073244.2_18649721_4	0.2845	0.4193	0.4193
LOC101154200	ZNF799	truthbar	1	0.4324	DN_NC_073244.2_18307855_4	DN_NC_073244.2_18426035_4	0.2845	0.2437	0.2845
LOC101154200	ZNF823	truthbar	1	0.6977	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18307855_4	0.2238	0.2845	0.2845
LOC101154261	RBM4	genuine	0	0.3674	DN_NC_073233.2_74557606_4	DN_NC_073233.2_74583920_4	0.0821	0.0940	0.0940
LOC101154433	LOC115930161	TP	1	0.7692	DN_NC_073242.2_99181437_12	DN_NC_073242.2_99604879_12	0.0269	0.0139	0.0269
LOC101154433	LOC129527724	TP	1	0.4590	DN_NC_073242.2_104350782_12	DN_NC_073242.2_99604879_12	0.0211	0.0139	0.0211
LOC101154437	TUBG2	TP	1	0.7854	DN_NC_073228.2_49804904_11	DN_NC_073228.2_49856055_11	0.0011	0.0176	0.0176
LOC101154556	TOM1L1	genuine	0	0.4554	DN_NC_073228.2_37084614_4	DN_NC_073228.2_37089052_16	0.1147	0.1086	0.1147
LOC109023154	LOC109024560	genuine	0						
LOC109023154	LOC109025730	genuine	0	0.2485	DN_NC_073224.2_123525276_5	DN_NC_073239.2_123333523_2	0.4684	0.2548	0.4684
LOC109023154	LOC109028669	genuine	0						
LOC109023154	LOC129530096	genuine	0						
LOC109023154	LOC129530131	genuine	0	0.1467	DN_NC_073239.2_123333523_2	DN_NC_073247.2_115708949_2	0.2548	0.2180	0.2548
LOC109023154	LOC129533438	genuine	0						
LOC109023154	LOC134756589	genuine	0	0.1467	DN_NC_073234.2_126370406_2	DN_NC_073239.2_123333523_2	0.4160	0.2548	0.4160
LOC109023154	LRFN5	genuine	0						
LOC109023154	MINPP1	genuine	0						
LOC109023154	MMP24OS	genuine	0						
LOC109023154	NCALD	genuine	0	0.1445	DN_NC_073231.2_107519754_4	DN_NC_073239.2_123333523_2	0.1799	0.2548	0.2548
LOC109023154	NCR3LG1	genuine	0	0.1454	DN_NC_073233.2_23732821_4	DN_NC_073239.2_123333523_2	0.1950	0.2548	0.2548
LOC109023154	NFXL1	genuine	0						
LOC109023154	OXCT1	genuine	0						
LOC109023154	PDCD5	genuine	0	0.2641	DN_NC_073239.2_123333523_2	DN_NC_073244.2_43610901_6	0.2548	0.4805	0.4805
LOC109023154	SELENOP	genuine	0	0.1436	DN_NC_073239.2_123333523_2	DN_NC_073243.2_69046517_5	0.2548	0.2890	0.2890
LOC109023154	SEM1	genuine	0						
LOC109023154	SMYD3	genuine	0						
LOC109023154	SPATA33	genuine	0						
LOC109023154	SPC25	genuine	0	0.2449	DN_NC_073235.2_71373985_7	DN_NC_073239.2_123333523_2	0.4132	0.2548	0.4132
LOC109023154	THNSL1	genuine	0						
LOC109023154	TMEM38B	genuine	0	0.1467	DN_NC_073237.2_101948554_6	DN_NC_073239.2_123333523_2	0.3249	0.2548	0.3249
LOC109023154	TSPAN8	genuine	0	0.1388	DN_NC_073234.2_86426177_10	DN_NC_073239.2_123333523_2	0.3965	0.2548	0.3965
LOC109023154	UCHL1	genuine	0	0.1454	DN_NC_073227.2_49278079_9	DN_NC_073239.2_123333523_2	0.3524	0.2548	0.3524
LOC109023261	LOC109023855	genuine	0						
LOC109023261	LOC109029389	genuine	0						
LOC109023261	LOC129526123	genuine	0						
LOC109023261	LOC129532125	genuine	0	0.1483	DN_NC_073235.2_83159862_3	DN_NC_073239.2_87154592_2	0.3187	0.3862	0.3862
LOC109023261	LOC129532145	genuine	0						
LOC109023261	LOC129532854	genuine	0	0.1649	DN_NC_073227.2_109806788_5	DN_NC_073239.2_87154592_2	0.5110	0.3862	0.5110
LOC109023261	NLGN1	genuine	0						
LOC109023386	LOC115930830	TP	1	0.2988	DN_NC_073240.2_23447377_5	DN_NC_073240.2_31271054_17	0.1846	0.0842	0.1846
LOC109023386	LOC129527072	TP	0						
LOC109023386	LOC134757229	TP	0	0.3211	DN_NC_073240.2_23459848_11	DN_NC_073240.2_24764672_4	0.1035	0.4845	0.4845
LOC109023808	LOC115930530	genuine	0						
LOC109023808	LOC115931240	genuine	0	0.7007	DN_NC_073243.2_97368865_2	DN_NC_073243.2_97368870_3	0.1087	0.0757	0.1087
LOC109023809	TRIP13	genuine	0	0.3281	DN_NC_073224.2_117447152_14	DN_NC_073243.2_111262956_13	0.2343	0.1657	0.2343
LOC109023855	LOC109029389	genuine	0						
LOC109023855	LOC129526123	genuine	0	0.1348	DN_NC_073238.2_125561692_4	DN_NC_073243.2_94988262_4	0.3042	0.3381	0.3381
LOC109023855	LOC129532125	genuine	0						
LOC109023855	LOC129532145	genuine	0						
LOC109023855	LOC129532854	genuine	0	0.2026	DN_NC_073227.2_109806788_5	DN_NC_073243.2_94988262_4	0.5110	0.3381	0.5110
LOC109023855	NLGN1	genuine	0	0.1432	DN_NC_073243.2_94988262_4	DN_NC_086017.1_185299820_2	0.3381	0.3208	0.3381
LOC109024129	ZNF264	genuine	0	0.2021	DN_NC_073244.2_59726455_2	DN_NC_073244.2_69294668_4	0.0334	0.1742	0.1742
LOC109024129	ZNF311	genuine	0						
LOC109024129	ZNF35	genuine	0	0.2238	DN_NC_073244.2_59726455_2	DN_NC_086017.1_54551513_4	0.0334	0.1422	0.1422
LOC109024129	ZNF460	genuine	0						
LOC109024129	ZNF473	genuine	0	0.9195	DN_NC_073244.2_59724372_5	DN_NC_073244.2_59726455_2	0.0567	0.0334	0.0567
LOC109024129	ZNF543	genuine	0						
LOC109024129	ZNF550	genuine	0						
LOC109024129	ZNF594	genuine	0	0.1797	DN_NC_073243.2_20322881_2	DN_NC_073244.2_59726455_2	0.3175	0.0334	0.3175
LOC109024129	ZNF667	genuine	0						
LOC109024129	ZNF805	genuine	0						
LOC109024129	ZSCAN20	genuine	0	0.1345	DN_NC_073224.2_206460331_8	DN_NC_073244.2_59726455_2	0.0571	0.0334	0.0571
LOC109024193	LOC115930105	truthbar	1	0.1780	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69572632_2	0.1569	0.2691	0.2691
LOC109024193	ZIK1	truthbar	1	0.1886	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69685698_2	0.1569	0.1538	0.1569
LOC109024193	ZNF132	truthbar	1	0.3905	DN_NC_073244.2_69514207_2	DN_NC_073244.2_70525717_3	0.1569	0.0688	0.1569
LOC109024193	ZNF134	truthbar	1	0.1749	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69715659_3	0.1569	0.1130	0.1569
LOC109024193	ZNF154	truthbar	1	0.3083	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69799604_5	0.1569	0.1146	0.1569
LOC109024193	ZNF256	truthbar	1	0.2139	DN_NC_073244.2_69514207_2	DN_NC_073244.2_70043245_2	0.1569	0.1315	0.1569
LOC109024193	ZNF304	truthbar	1	0.3189	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69514207_2	0.0843	0.1569	0.1569
LOC109024193	ZNF416	truthbar	1	0.2238	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69672458_4	0.1569	0.0429	0.1569
LOC109024193	ZNF418	truthbar	1	0.1581	DN_NC_073244.2_69514207_2	DN_NC_073244.2_70024584_5	0.1569	0.1190	0.1569
LOC109024193	ZNF547	truthbar	1						
LOC109024193	ZNF548	truthbar	1	0.1839	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69514207_2	0.3216	0.1569	0.3216
LOC109024193	ZNF549	truthbar	1						
LOC109024193	ZNF551	truthbar	1	0.1573	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69783488_3	0.1569	0.2220	0.2220
LOC109024193	ZNF552	truthbar	1						
LOC109024193	ZNF584	truthbar	1	0.1929	DN_NC_073244.2_69514207_2	DN_NC_073244.2_70501781_3	0.1569	0.2138	0.2138
LOC109024193	ZNF586	truthbar	1						
LOC109024193	ZNF671	truthbar	1						
LOC109024193	ZNF776	truthbar	1						
LOC109024193	ZNF792	truthbar	1	0.2019	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69514207_2	0.1794	0.1569	0.1794
LOC109024207	LOC109027078	genuine	0	0.1835	DN_NC_073228.2_182909765_5	DN_NC_073244.2_49176797_4	0.3000	0.2779	0.3000
LOC109024207	LOC115931610	genuine	0						
LOC109024207	ZFP28	genuine	0						
LOC109024207	ZFP3	genuine	0						
LOC109024207	ZFP69	genuine	0						
LOC109024207	ZFP82	genuine	0						
LOC109024207	ZNF177	genuine	0						
LOC109024207	ZNF184	genuine	0	0.1828	DN_NC_073229.2_45067329_6	DN_NC_073244.2_49176797_4	0.1831	0.2779	0.2779
LOC109024207	ZNF189	genuine	0						
LOC109024207	ZNF266	genuine	0						
LOC109024207	ZNF283	genuine	0						
LOC109024207	ZNF30	genuine	0	0.2185	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49176797_4	0.1432	0.2779	0.2779
LOC109024207	ZNF329	genuine	0						
LOC109024207	ZNF331	genuine	0						
LOC109024207	ZNF420	genuine	0	0.1575	DN_NC_073244.2_48242798_5	DN_NC_073244.2_49176797_4	0.2498	0.2779	0.2779
LOC109024207	ZNF461	genuine	0						
LOC109024207	ZNF471	genuine	0	0.1825	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68611978_5	0.2779	0.3475	0.3475
LOC109024207	ZNF529	genuine	0						
LOC109024207	ZNF540	genuine	0						
LOC109024207	ZNF546	genuine	0	0.1565	DN_NC_073244.2_49176797_4	DN_NC_073244.2_51749194_6	0.2779	0.3443	0.3443
LOC109024207	ZNF560	genuine	0	0.1902	DN_NC_073244.2_15508499_10	DN_NC_073244.2_49176797_4	0.1478	0.2779	0.2779
LOC109024207	ZNF565	genuine	0	0.1811	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49176797_4	0.2541	0.2779	0.2779
LOC109024207	ZNF566	genuine	0						
LOC109024207	ZNF571	genuine	0	0.2327	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49176797_4	0.1879	0.2779	0.2779
LOC109024207	ZNF573	genuine	0	0.2136	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49246931_6	0.2779	0.3121	0.3121
LOC109024207	ZNF582	genuine	0	0.1489	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68491976_5	0.2779	0.1818	0.2779
LOC109024207	ZNF583	genuine	0						
LOC109024207	ZNF596	genuine	0						
LOC109024207	ZNF607	genuine	0	0.1521	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49205215_5	0.2779	0.1922	0.2779
LOC109024207	ZNF665	genuine	0	0.1948	DN_NC_073244.2_49176797_4	DN_NC_073244.2_65102393_4	0.2779	0.3815	0.3815
LOC109024207	ZNF684	genuine	0						
LOC109024207	ZNF780A	genuine	0						
LOC109024207	ZNF780B	genuine	0						
LOC109024207	ZNF790	genuine	0						
LOC109024207	ZNF829	genuine	0	0.1461	DN_NC_073244.2_48066692_6	DN_NC_073244.2_49176797_4	0.4705	0.2779	0.4705
LOC109024207	ZNF891	genuine	0						
LOC109024216	LOC109026610	genuine	0	0.1417	DN_NC_073227.2_8705656_4	DN_NC_073244.2_65293743_4	0.3416	0.2768	0.3416
LOC109024216	LOC115930172	genuine	0	0.1919	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65293743_4	0.4137	0.2768	0.4137
LOC109024216	LOC115931567	truthbar	1	0.1636	DN_NC_073244.2_27566430_5	DN_NC_073244.2_65293743_4	0.4258	0.2768	0.4258
LOC109024216	LOC115931568	truthbar	1	0.1910	DN_NC_073244.2_28072858_4	DN_NC_073244.2_65293743_4	0.3930	0.2768	0.3930
LOC109024216	LOC115931576	truthbar	1	0.3211	DN_NC_073244.2_29046961_4	DN_NC_073244.2_65293743_4	0.4500	0.2768	0.4500
LOC109024216	LOC115931654	truthbar	1	0.4760	DN_NC_073244.2_65266359_4	DN_NC_073244.2_65293743_4	0.3995	0.2768	0.3995
LOC109024216	LOC115931857	truthbar	1						
LOC109024216	LOC129527827	genuine	0	0.1570	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65293743_4	0.4438	0.2768	0.4438
LOC109024216	LOC129528947	genuine	0	0.1644	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65293743_4	0.5416	0.2768	0.5416
LOC109024216	OSBPL10	genuine	0	0.1640	DN_NC_073244.2_65293743_4	DN_NC_086017.1_41849524_2	0.2768	0.2669	0.2768
LOC109024216	ZNF141	genuine	0						
LOC109024216	ZNF195	truthbar	1						
LOC109024216	ZNF254	truthbar	1	0.3692	DN_NC_073244.2_30438386_2	DN_NC_073244.2_65293743_4	0.3964	0.2768	0.3964
LOC109024216	ZNF267	truthbar	1						
LOC109024216	ZNF273	truthbar	1	0.3276	DN_NC_073230.2_74299233_4	DN_NC_073244.2_65293743_4	0.3847	0.2768	0.3847
LOC109024216	ZNF28	truthbar	1	0.1933	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65293743_4	0.3434	0.2768	0.3434
LOC109024216	ZNF347	truthbar	1	0.3150	DN_NC_073244.2_65073171_5	DN_NC_073244.2_65293743_4	0.3826	0.2768	0.3826
LOC109024216	ZNF415	genuine	0	0.3966	DN_NC_073244.2_65046428_2	DN_NC_073244.2_65293743_4	0.1755	0.2768	0.2768
LOC109024216	ZNF429	truthbar	1	0.1458	DN_NC_073244.2_27956158_4	DN_NC_073244.2_65293743_4	0.5461	0.2768	0.5461
LOC109024216	ZNF43	truthbar	1	0.3045	DN_NC_073244.2_28333451_4	DN_NC_073244.2_65293743_4	0.4625	0.2768	0.4625
LOC109024216	ZNF430	truthbar	1	0.1392	DN_NC_073244.2_27504818_5	DN_NC_073244.2_65293743_4	0.4270	0.2768	0.4270
LOC109024216	ZNF468	genuine	0	0.1694	DN_NC_073244.2_64797239_5	DN_NC_073244.2_65293743_4	0.3221	0.2768	0.3221
LOC109024216	ZNF480	genuine	0	0.2179	DN_NC_073244.2_64265252_5	DN_NC_073244.2_65293743_4	0.5307	0.2768	0.5307
LOC109024216	ZNF486	genuine	0	0.2080	DN_NC_073244.2_26666712_5	DN_NC_073244.2_65293743_4	0.4566	0.2768	0.4566
LOC109024216	ZNF506	genuine	0	0.1528	DN_NC_073244.2_26240039_2	DN_NC_073244.2_65293743_4	0.4246	0.2768	0.4246
LOC109024216	ZNF519	truthbar	1						
LOC109024216	ZNF528	truthbar	1						
LOC109024216	ZNF578	truthbar	1	0.2522	DN_NC_073244.2_64426370_6	DN_NC_073244.2_65293743_4	0.4463	0.2768	0.4463
LOC109024216	ZNF595	truthbar	1						
LOC109024216	ZNF600	truthbar	1	0.2837	DN_NC_073244.2_64724127_4	DN_NC_073244.2_65293743_4	0.3339	0.2768	0.3339
LOC109024216	ZNF611	truthbar	1	0.2509	DN_NC_073244.2_64672255_4	DN_NC_073244.2_65293743_4	0.3521	0.2768	0.3521
LOC109024216	ZNF616	truthbar	1						
LOC109024216	ZNF626	genuine	0	0.1573	DN_NC_073244.2_27131194_2	DN_NC_073244.2_65293743_4	0.4557	0.2768	0.4557
LOC109024216	ZNF655	genuine	0						
LOC109024216	ZNF675	truthbar	1						
LOC109024216	ZNF678	truthbar	1						
LOC109024216	ZNF680	truthbar	1						
LOC109024216	ZNF681	truthbar	1	0.1512	DN_NC_073244.2_30067652_4	DN_NC_073244.2_65293743_4	0.4267	0.2768	0.4267
LOC109024216	ZNF682	genuine	0	0.3024	DN_NC_073244.2_26470366_4	DN_NC_073244.2_65293743_4	0.3255	0.2768	0.3255
LOC109024216	ZNF695	truthbar	1						
LOC109024216	ZNF701	genuine	0	0.2184	DN_NC_073244.2_64543447_4	DN_NC_073244.2_65293743_4	0.2106	0.2768	0.2768
LOC109024216	ZNF721	truthbar	1	0.1758	DN_NC_073227.2_9009655_3	DN_NC_073244.2_65293743_4	0.3750	0.2768	0.3750
LOC109024216	ZNF723	truthbar	1						
LOC109024216	ZNF727	truthbar	1						
LOC109024216	ZNF736	genuine	0						
LOC109024216	ZNF761	truthbar	1	0.1678	DN_NC_073244.2_65293743_4	DN_NC_073244.2_65362909_5	0.2768	0.3364	0.3364
LOC109024216	ZNF766	genuine	0	0.2202	DN_NC_073244.2_64231369_4	DN_NC_073244.2_65293743_4	0.2784	0.2768	0.2784
LOC109024216	ZNF8	genuine	0						
LOC109024216	ZNF808	truthbar	1	0.2481	DN_NC_073244.2_64500861_5	DN_NC_073244.2_65293743_4	0.4373	0.2768	0.4373
LOC109024216	ZNF813	truthbar	1	0.4378	DN_NC_073244.2_65293743_4	DN_NC_073244.2_65398487_4	0.2768	0.3208	0.3208
LOC109024216	ZNF83	truthbar	1	0.2114	DN_NC_073244.2_64585864_4	DN_NC_073244.2_65293743_4	0.3038	0.2768	0.3038
LOC109024216	ZNF836	truthbar	1	0.1369	DN_NC_073244.2_64125568_5	DN_NC_073244.2_65293743_4	0.4107	0.2768	0.4107
LOC109024216	ZNF841	truthbar	1	0.1321	DN_NC_073244.2_64034715_7	DN_NC_073244.2_65293743_4	0.3325	0.2768	0.3325
LOC109024216	ZNF888	truthbar	1	0.4644	DN_NC_073244.2_64860608_4	DN_NC_073244.2_65293743_4	0.4244	0.2768	0.4244
LOC109024216	ZNF91	truthbar	1	0.2195	DN_NC_073244.2_29680825_4	DN_NC_073244.2_65293743_4	0.4948	0.2768	0.4948
LOC109024216	ZNF92	truthbar	1						
LOC109024259	ZNF112	genuine	0	0.1621	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55835875_4	0.2361	0.1143	0.2361
LOC109024259	ZNF155	genuine	0	0.4177	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55618657_2	0.1626	0.2361	0.2361
LOC109024259	ZNF214	genuine	0						
LOC109024259	ZNF221	genuine	0	0.4563	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55618657_2	0.1676	0.2361	0.2361
LOC109024259	ZNF222	genuine	0	0.4108	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55618657_2	0.1228	0.2361	0.2361
LOC109024259	ZNF224	TP	0	0.5993	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55618657_2	0.1220	0.2361	0.2361
LOC109024259	ZNF225	genuine	0	0.3758	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55626504_5	0.2361	0.1971	0.2361
LOC109024259	ZNF229	genuine	0	0.2250	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55940471_6	0.2361	0.1795	0.2361
LOC109024259	ZNF230	genuine	0	0.1628	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55618657_2	0.1521	0.2361	0.2361
