gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	same_chrom
LOC101138859	NC_073247.2	LOC101145104	NC_073247.2	0.997	0.971	1
LOC115933270	NC_073243.2	LOC134757605	NC_073243.2	0.531	0.971	1
LOC115936299	NC_073227.2	LOC129534177	NC_073229.2	0.386	0.971	0
LOC129523684	NC_073230.2	LOC129534780	NC_073230.2	0.63	0.971	1
LOC109023808	NC_073243.2	LOC109027324	NC_073229.2	0.982	0.971	0
LOC101133864	NC_073242.2	LOC109026322	NC_086017.1	0.994	0.971	0
LOC109024418	NC_073245.2	RPL12	NC_073237.2	0.983	0.971	0
LOC101136188	NC_073228.2	LOC115932637	NC_073240.2	0.183	0.971	0
LOC115931232	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527865	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527866	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527868	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527871	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527874	NC_073243.2	LOC129527886	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527890	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527892	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527896	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527897	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527898	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527899	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527901	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527909	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527910	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC129527912	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757555	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757556	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757557	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757558	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757559	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757560	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757561	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757562	NC_073243.2	0.99	0.971	1
LOC129527886	NC_073243.2	LOC134757563	NC_073243.2	0.99	0.971	1
LOC134757481	NC_073242.2	LOC134758137	NC_086017.1	0.266	0.971	0
LOC101138765	NC_073234.2	RPL13A	NC_073244.2	1.0	0.971	0
LOC101126442	NC_073231.2	LOC101129521	NC_073240.2	0.507	0.971	0
LOC101133864	NC_073242.2	LOC115930210	NC_073234.2	0.982	0.971	0
LOC109027802	NC_073232.2	LOC129534780	NC_073230.2	0.74	0.971	0
LOC129528175	NC_073241.2	LOC129529427	NC_086018.1	0.396	0.971	0
LOC109027802	NC_073232.2	LOC115932637	NC_073240.2	0.458	0.971	0
LOC101151846	NC_073224.2	RPS7	NC_073236.2	0.998	0.971	0
LOC109027802	NC_073232.2	LOC129529231	NC_073224.2	0.464	0.971	0
LOC101151538	NC_073243.2	RPL21	NC_073238.2	0.814	0.971	0
LOC101138851	NC_073231.2	LOC101151538	NC_073243.2	0.902	0.971	0
LOC109024528	NC_073246.2	LOC129530379	NC_073248.2	0.466	0.971	0
LOC109027802	NC_073232.2	LOC129532621	NC_086017.1	0.457	0.971	0
LOC101137537	NC_086017.1	LOC115933486	NC_073233.2	0.942	0.971	0
LOC101143299	NC_073234.2	LOC101152650	NC_073230.2	0.993	0.971	0
LOC101136188	NC_073228.2	LOC129532621	NC_086017.1	0.304	0.971	0
LOC101138851	NC_073231.2	LOC115933486	NC_073233.2	0.902	0.971	0
LOC101144435	NC_073227.2	LOC129530113	NC_073247.2	0.534	0.971	0
LOC101128812	NC_073228.2	LOC101134919	NC_073228.2	0.394	0.971	1
LOC101137607	NC_073246.2	LOC109024497	NC_073246.2	0.212	0.971	1
LOC101141290	NC_073229.2	LOC129524776	NC_073237.2	0.548	0.971	0
HSPB1	NC_073230.2	LOC101133686	NC_073237.2	0.572	0.971	0
LOC101147225	NC_073237.2	SNRPE	NC_073224.2	0.858	0.971	0
LOC129530591	NC_073241.2	SNRPE	NC_073224.2	0.858	0.971	0
ISCA1	NC_073237.2	LOC101148543	NC_073243.2	0.54	0.971	0
LOC129530307	NC_073248.2	LOC129532621	NC_086017.1	0.308	0.971	0
LOC101132095	NC_073224.2	LOC101142327	NC_073236.2	0.545	0.971	0
LOC129524656	NC_073237.2	LOC129526431	NC_073238.2	0.303	0.971	0
LOC129524667	NC_073237.2	LOC129526431	NC_073238.2	0.3	0.971	0
LOC129526431	NC_073238.2	LOC129530495	NC_073246.2	0.306	0.971	0
LOC129526431	NC_073238.2	LOC129529382	NC_073246.2	0.297	0.971	0
LOC101126097	NC_073224.2	LOC101130554	NC_073224.2	0.151	0.97	1
ZC3H11A	NC_073224.2	ZC3H11B	NC_073224.2	0.638	0.97	1
LOC101153918	NC_073240.2	LOC129527071	NC_073240.2	0.253	0.97	1
LOC101125737	NC_073224.2	LOC129525331	NC_073224.2	0.227	0.97	1
LOC129527057	NC_073240.2	LOC134757232	NC_073240.2	0.265	0.97	1
LOC129525065	NC_073232.2	LOC134756357	NC_073224.2	0.138	0.97	0
NLGN4X	NC_073247.2	NLGN4Y	NC_073248.2	0.34	0.97	0
LOC115934041	NC_086017.1	LOC129524726	NC_073238.2	0.31	0.97	0
LOC101128488	NC_073230.2	LOC101146186	NC_073230.2	0.382	0.97	1
IGSF3	NC_073224.2	LOC129528193	NC_073241.2	0.437	0.97	0
IGSF3	NC_073224.2	LOC129530464	NC_073238.2	0.341	0.97	0
IGSF3	NC_073224.2	LOC129524658	NC_073237.2	0.286	0.97	0
LOC101141855	NC_073242.2	LOC129527613	NC_073242.2	0.218	0.97	1
LOC129525550	NC_073233.2	LOC129534573	NC_073229.2	0.32	0.97	0
LOC115933751	NC_073235.2	LOC115933765	NC_073235.2	0.247	0.97	1
LOC101143657	NC_073233.2	LOC115930165	NC_073233.2	0.786	0.97	1
LOC101128260	NC_073231.2	LOC101133440	NC_073231.2	0.363	0.97	1
LOC129530243	NC_073248.2	LOC129530256	NC_073248.2	0.582	0.97	1
LOC129530242	NC_073248.2	LOC129530267	NC_073248.2	0.931	0.97	1
ARHGAP23	NC_073228.2	LOC129527200	NC_073240.2	0.575	0.97	0
ARHGAP23	NC_073228.2	LOC115933558	NC_073236.2	0.835	0.97	0
LOC101148271	NC_073230.2	LOC129525065	NC_073232.2	0.455	0.97	0
LOC115930151	NC_073240.2	LOC134758136	NC_086017.1	0.47	0.97	0
LOC129528422	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528424	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528419	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528410	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528417	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528418	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528420	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528423	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC129528426	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC101148271	NC_073230.2	LOC129523855	NC_073230.2	0.287	0.97	1
LOC129528416	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0
LOC101152998	NC_073229.2	LYPLA2	NC_073224.2	0.65	0.97	0
LOC101143315	NC_073238.2	LOC109025589	NC_073236.2	0.415	0.97	0
LOC115931074	NC_073242.2	LOC129527053	NC_073240.2	0.345	0.97	0
ABHD17A	NC_073244.2	LOC129530229	NC_073248.2	0.373	0.97	0
LOC101146454	NC_073224.2	LOC115930226	NC_073224.2	0.998	0.97	1
FOXD4L1	NC_073235.2	LOC129524612	NC_073237.2	0.702	0.97	0
LOC101140640	NC_073229.2	LOC134757554	NC_073243.2	0.694	0.97	0
LOC101148918	NC_073224.2	LOC115934622	NC_073228.2	0.254	0.97	0
LOC101125723	NC_086018.1	LOC129524570	NC_073237.2	0.377	0.97	0
LOC129534554	NC_073229.2	LOC134756800	NC_073236.2	0.565	0.97	0
LOC129534177	NC_073229.2	LOC134756800	NC_073236.2	0.614	0.97	0
LOC101128987	NC_073224.2	PRELID1	NC_073228.2	1.0	0.97	0
LOC134756357	NC_073224.2	LOC134758127	NC_086017.1	0.708	0.97	0
LOC129526121	NC_073238.2	LOC129526127	NC_073238.2	0.846	0.97	1
LOC129526121	NC_073238.2	LOC129526209	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC129526152	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC129526203	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC129526208	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC129526210	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC134757023	NC_073238.2	0.846	0.97	1
LOC129526127	NC_073238.2	LOC134757024	NC_073238.2	0.846	0.97	1
LOC129526152	NC_073238.2	LOC129526209	NC_073238.2	0.846	0.97	1
LOC129526203	NC_073238.2	LOC129526209	NC_073238.2	0.846	0.97	1
LOC129526208	NC_073238.2	LOC129526209	NC_073238.2	0.846	0.97	1
LOC129526209	NC_073238.2	LOC129526210	NC_073238.2	0.846	0.97	1
LOC129526209	NC_073238.2	LOC134757023	NC_073238.2	0.846	0.97	1
LOC129526209	NC_073238.2	LOC134757024	NC_073238.2	0.846	0.97	1
LOC129530380	NC_073248.2	LOC129530568	NC_073246.2	0.974	0.97	0
LOC101148340	NC_073224.2	LOC129533082	NC_073224.2	0.999	0.97	1
GGT1	NC_086018.1	GGTLC1	NC_073245.2	0.771	0.97	0
LOC101142220	NC_073238.2	LOC101145104	NC_073247.2	0.995	0.97	0
LOC101130686	NC_073224.2	RPSA	NC_086017.1	1.0	0.97	0
LOC129523572	NC_073240.2	LOC129528465	NC_073241.2	0.415	0.97	0
LOC134757391	NC_073241.2	TPTE2	NC_073238.2	0.315	0.97	0
LOC129527151	NC_073224.2	LOC134758964	NC_073230.2	0.809	0.97	0
LOC101147293	NC_073235.2	LOC109025979	NC_073235.2	1.0	0.97	1
LOC101141135	NC_073244.2	LOC115931624	NC_073244.2	0.952	0.97	1
LOC115932905	NC_073240.2	LOC129526400	NC_073238.2	0.785	0.97	0
LOC129533126	NC_073227.2	LOC134757481	NC_073242.2	0.287	0.97	0
LOC115932905	NC_073240.2	LOC134757039	NC_073238.2	0.785	0.97	0
GLTP	NC_073234.2	LOC129525466	NC_073233.2	0.553	0.97	0
LOC129532621	NC_086017.1	LOC134758129	NC_086017.1	0.442	0.97	1
CCL3	NC_073228.2	LOC101139671	NC_073228.2	0.647	0.97	1
LOC101128488	NC_073230.2	LOC101148457	NC_086018.1	0.132	0.97	0
BDH2	NC_073227.2	LOC101129796	NC_073229.2	0.506	0.97	0
LOC129527979	NC_073243.2	LOC129534780	NC_073230.2	0.634	0.97	0
CCL3	NC_073228.2	LOC129533794	NC_073228.2	0.659	0.97	1
LOC109027324	NC_073229.2	LOC109028379	NC_073224.2	0.981	0.97	0
LOC101123878	NC_086018.1	LOC129529625	NC_086018.1	0.779	0.97	1
LOC134756976	NC_073238.2	SLX9	NC_073246.2	0.316	0.97	0
LOC115931972	NC_086018.1	LOC129529581	NC_086018.1	0.885	0.97	1
LOC101136779	NC_073247.2	LOC129528333	NC_073224.2	0.772	0.97	0
CBFB	NC_073242.2	LOC134756387	NC_073236.2	0.207	0.97	0
LOC109024418	NC_073245.2	LOC134758341	NC_073227.2	0.975	0.97	0
LOC129526976	NC_073240.2	LOC129531947	NC_073235.2	0.977	0.97	0
LOC129529648	NC_086018.1	LOC129529660	NC_086018.1	0.221	0.97	1
LOC101124648	NC_073224.2	LOC109027802	NC_073232.2	0.633	0.97	0
LOC129534780	NC_073230.2	LOC134756800	NC_073236.2	0.34	0.97	0
LOC101133864	NC_073242.2	LOC101152267	NC_073228.2	0.997	0.97	0
LOC101137306	NC_073234.2	LOC115930192	NC_073224.2	0.993	0.97	0
LOC129533127	NC_073227.2	LOC134756357	NC_073224.2	0.455	0.97	0
LOC101126442	NC_073231.2	LOC101146784	NC_073224.2	0.86	0.97	0
LOC115936029	NC_073232.2	LOC134759211	NC_073232.2	0.978	0.97	1
FRG1	NC_073227.2	LOC129529294	NC_073246.2	0.857	0.97	0
LOC101151538	NC_073243.2	LOC129533959	NC_073228.2	0.912	0.97	0
LOC101134521	NC_073233.2	LOC101146566	NC_073233.2	0.913	0.97	1
LOC129529385	NC_073246.2	LOC129530498	NC_073246.2	0.677	0.97	1
LOC101135754	NC_073242.2	TPM3	NC_073224.2	0.442	0.97	0
LOC129533402	NC_073228.2	LOC134758127	NC_086017.1	0.218	0.97	0
LOC115932907	NC_073236.2	LOC129529639	NC_086018.1	1.0	0.97	0
LOC129533402	NC_073228.2	LOC134758128	NC_086017.1	0.244	0.97	0
LOC115932939	NC_073236.2	LOC129529639	NC_086018.1	1.0	0.97	0
LOC129529333	NC_073246.2	LOC129529548	NC_086018.1	0.655	0.97	0
LOC101154501	NC_073224.2	LOC129531710	NC_073236.2	1.0	0.97	0
LOC101133796	NC_073231.2	LOC101141346	NC_073235.2	1.0	0.97	0
HMGN1	NC_073246.2	LOC129531710	NC_073236.2	1.0	0.97	0
LOC101132158	NC_073224.2	LOC101137471	NC_073230.2	0.985	0.97	0
ALG1L2	NC_086017.1	LOC101130727	NC_073233.2	0.198	0.97	0
LOC129533805	NC_073228.2	LOC129533809	NC_073228.2	0.312	0.97	1
LOC101127907	NC_073233.2	LOC101151349	NC_073247.2	0.431	0.97	0
LOC101146227	NC_073234.2	LOC129525323	NC_073224.2	0.994	0.97	0
LOC129529382	NC_073246.2	LOC129530398	NC_073248.2	0.825	0.97	0
LOC101135585	NC_073224.2	LOC129525599	NC_073224.2	0.158	0.969	1
TAF1	NC_073247.2	TAF1L	NC_073237.2	0.702	0.969	0
LOC101150678	NC_073240.2	LOC101153918	NC_073240.2	0.254	0.969	1
LOC101153918	NC_073240.2	LOC129527170	NC_073240.2	0.255	0.969	1
LOC101124648	NC_073224.2	LOC129523855	NC_073230.2	0.153	0.969	0
LOC129525691	NC_073224.2	LOC134756861	NC_073224.2	0.186	0.969	1
LOC115933574	NC_073236.2	SLC6A8	NC_073247.2	0.262	0.969	0
LOC134756357	NC_073224.2	LOC134757481	NC_073242.2	0.207	0.969	0
LOC129532017	NC_073235.2	LOC134756800	NC_073236.2	0.246	0.969	0
BCR	NC_086018.1	LOC115931971	NC_086018.1	0.245	0.969	1
LOC101139531	NC_073227.2	LOC109026641	NC_073227.2	0.905	0.969	1
LOC115930101	NC_073244.2	SULT1A2	NC_073242.2	0.723	0.969	0
LOC101140955	NC_073224.2	RBMXL1	NC_073224.2	0.618	0.969	1
LOC101126173	NC_073241.2	NFE2L3	NC_073230.2	0.595	0.969	0
LOC115933216	NC_073230.2	LOC115935261	NC_073230.2	0.602	0.969	1
LOC129528429	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC129528427	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC129528428	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC115933009	NC_073224.2	PRAMEF19	NC_073224.2	1.0	0.969	1
LOC129528411	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC134756367	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC129528415	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC129528431	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0
LOC115935262	NC_073230.2	LOC115935290	NC_073230.2	0.707	0.969	1
LOC101124648	NC_073224.2	LOC101148271	NC_073230.2	0.336	0.969	0
LOC109025589	NC_073236.2	LOC115935789	NC_073237.2	0.796	0.969	0
LOC101148271	NC_073230.2	LOC129524261	NC_073231.2	0.457	0.969	0
LOC115935567	NC_073231.2	SRRM1	NC_073224.2	0.606	0.969	0
LOC101140122	NC_073228.2	LOC115930237	NC_073234.2	0.313	0.969	0
CDH18	NC_073243.2	LOC101140640	NC_073229.2	0.733	0.969	0
LOC115933574	NC_073236.2	LOC129527390	NC_073242.2	0.302	0.969	0
LOC101141121	NC_073228.2	MAPK8IP1	NC_073233.2	0.545	0.969	0
LOC101130554	NC_073224.2	LOC129525722	NC_073224.2	0.518	0.969	1
LOC101148271	NC_073230.2	LOC115933023	NC_073231.2	0.413	0.969	0
LOC101126312	NC_073231.2	LOC134759001	NC_073231.2	0.998	0.969	1
DNAJC9	NC_073232.2	LOC129529204	NC_073245.2	0.578	0.969	0
LOC115931046	NC_073242.2	LOC115931110	NC_073242.2	0.726	0.969	1
LOC115931046	NC_073242.2	LOC115931047	NC_073242.2	0.812	0.969	1
LOC129530380	NC_073248.2	LOC134757392	NC_073241.2	0.536	0.969	0
LOC101148643	NC_073224.2	LOC129533569	NC_073228.2	0.32	0.969	0
FGF7	NC_073240.2	LOC129526430	NC_073238.2	0.338	0.969	0
LOC101153153	NC_073247.2	LOC129523569	NC_073247.2	0.622	0.969	1
LOC115931720	NC_073245.2	UBE2D3	NC_073227.2	0.713	0.969	0
HNRNPA3	NC_073235.2	LOC109029309	NC_073238.2	0.496	0.969	0
LOC115934622	NC_073228.2	LOC134756800	NC_073236.2	0.248	0.969	0
LOC101130214	NC_086017.1	LOC101134010	NC_073230.2	0.73	0.969	0
LOC101125723	NC_086018.1	LOC129526400	NC_073238.2	0.769	0.969	0
LOC101143341	NC_073236.2	LOC115931021	NC_073242.2	0.678	0.969	0
LOC129532017	NC_073235.2	LOC129534553	NC_073229.2	0.164	0.969	0
LOC115933023	NC_073231.2	LOC115934622	NC_073228.2	0.223	0.969	0
LOC115932761	NC_073246.2	LOC129530380	NC_073248.2	0.974	0.969	0
LOC101145104	NC_073247.2	LOC129528351	NC_073241.2	0.998	0.969	0
LOC134756357	NC_073224.2	LOC134758128	NC_086017.1	0.679	0.969	0
EPPK1	NC_073231.2	FUT5	NC_073244.2	0.207	0.969	0
LOC101130686	NC_073224.2	LOC101142220	NC_073238.2	1.0	0.969	0
LOC101150759	NC_073233.2	LOC101151126	NC_073233.2	1.0	0.969	1
LOC129529606	NC_086018.1	LOC129534573	NC_073229.2	0.235	0.969	0
LOC134757613	NC_073243.2	LOC134757618	NC_073243.2	1.0	0.969	1
LOC129532621	NC_086017.1	LOC129533402	NC_073228.2	0.304	0.969	0
LOC109024055	NC_073244.2	LOC129526120	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526156	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526157	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526207	NC_073238.2	0.582	0.969	0
LOC101136188	NC_073228.2	LOC101148271	NC_073230.2	0.145	0.969	0
LOC109024055	NC_073244.2	LOC129526127	NC_073238.2	0.601	0.969	0
LOC109024055	NC_073244.2	LOC129526209	NC_073238.2	0.603	0.969	0
LOC109024055	NC_073244.2	LOC129526101	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526102	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526103	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526104	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526109	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526113	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526131	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC129526155	NC_073238.2	0.582	0.969	0
LOC109024055	NC_073244.2	LOC134756380	NC_073238.2	0.582	0.969	0
BCAP31	NC_073247.2	LOC115933460	NC_073242.2	0.415	0.969	0
LOC129531947	NC_073235.2	LOC134757038	NC_073238.2	1.0	0.969	0
LOC101153588	NC_073228.2	LOC115933479	NC_073233.2	0.988	0.969	0
EIF3F	NC_073233.2	LOC129531742	NC_073236.2	0.267	0.969	0
EIF3F	NC_073233.2	LOC134756925	NC_073237.2	0.267	0.969	0
LOC101129624	NC_073234.2	NME2	NC_073228.2	0.702	0.969	0
LOC109024055	NC_073244.2	LOC129526121	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC129526152	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC129526203	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC129526208	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC129526210	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC134757023	NC_073238.2	0.645	0.969	0
LOC109024055	NC_073244.2	LOC134757024	NC_073238.2	0.645	0.969	0
LOC101151343	NC_073247.2	LOC115930107	NC_073247.2	0.424	0.969	1
LOC101129521	NC_073240.2	LOC101141368	NC_086017.1	0.485	0.969	0
LOC101141368	NC_086017.1	LOC101146784	NC_073224.2	0.803	0.969	0
LOC101138981	NC_073237.2	LOC115935829	NC_073237.2	0.995	0.969	1
LOC109027802	NC_073232.2	LOC129530307	NC_073248.2	0.855	0.969	0
LOC115936299	NC_073227.2	LOC129532621	NC_086017.1	0.214	0.969	0
LOC134757481	NC_073242.2	LOC134758129	NC_086017.1	0.311	0.969	0
LOC134756357	NC_073224.2	LOC134758129	NC_086017.1	0.216	0.969	0
LOC115932637	NC_073240.2	LOC129527979	NC_073243.2	0.131	0.969	0
GON4L	NC_073224.2	LOC129533367	NC_073224.2	0.212	0.969	1
LOC109027802	NC_073232.2	LOC129525556	NC_073233.2	0.401	0.969	0
LOC101143299	NC_073234.2	LOC101144988	NC_073247.2	0.937	0.969	0
LOC129528719	NC_073244.2	LOC134758129	NC_086017.1	0.357	0.969	0
LOC134758129	NC_086017.1	LOC134759133	NC_073231.2	0.215	0.969	0
LOC109027802	NC_073232.2	LOC129528719	NC_073244.2	0.4	0.969	0
LOC129527979	NC_073243.2	LOC129532017	NC_073235.2	0.13	0.969	0
LOC129532017	NC_073235.2	LOC129534780	NC_073230.2	0.252	0.969	0
LOC115936299	NC_073227.2	LOC134758129	NC_086017.1	0.526	0.969	0
LOC101140244	NC_073239.2	MAGOHB	NC_073234.2	0.698	0.969	0
LOC101126684	NC_073232.2	LOC101137537	NC_086017.1	0.926	0.969	0
LOC101137537	NC_086017.1	LOC129530113	NC_073247.2	1.0	0.969	0
LOC101137833	NC_073241.2	LOC129530113	NC_073247.2	0.994	0.969	0
LOC115933023	NC_073231.2	LOC134758129	NC_086017.1	0.17	0.969	0
LOC101137537	NC_086017.1	LOC101141290	NC_073229.2	1.0	0.969	0
LOC101144988	NC_073247.2	LOC101152650	NC_073230.2	0.993	0.969	0
LOC129529648	NC_086018.1	LOC129529663	NC_086018.1	0.547	0.969	1
LOC129526375	NC_073236.2	LOC129529639	NC_086018.1	0.991	0.969	0
LOC101137471	NC_073230.2	RPS27	NC_073224.2	0.967	0.969	0
LOC129523684	NC_073230.2	LOC134759135	NC_073231.2	0.178	0.969	0
LOC109027802	NC_073232.2	LOC134758129	NC_086017.1	0.325	0.969	0
LOC109027802	NC_073232.2	LOC134758137	NC_086017.1	0.325	0.969	0
LOC109027802	NC_073232.2	LOC134758144	NC_086017.1	0.326	0.969	0
LAMTOR5	NC_073224.2	LOC129525086	NC_073232.2	0.903	0.969	0
LOC129532044	NC_073235.2	LOC129532201	NC_073235.2	0.64	0.969	1
POM121	NC_073230.2	POM121C	NC_073230.2	0.205	0.968	1
LOC115932637	NC_073240.2	LOC134756357	NC_073224.2	0.143	0.968	0
LOC129525330	NC_073224.2	LOC129525599	NC_073224.2	0.232	0.968	1
LOC101127525	NC_073247.2	LOC129530427	NC_073248.2	0.162	0.968	0
LOC129527071	NC_073240.2	LOC134757232	NC_073240.2	0.265	0.968	1
HSP90AA1	NC_073239.2	LOC115936257	NC_073233.2	1.0	0.968	0
GLUD1	NC_073232.2	GLUD2	NC_073247.2	0.623	0.968	0
IGSF3	NC_073224.2	LOC129529381	NC_073246.2	0.956	0.968	0
LOC129527390	NC_073242.2	SLC6A8	NC_073247.2	0.653	0.968	0
LOC129524559	NC_073237.2	LOC129525550	NC_073233.2	0.203	0.968	0
LOC109025589	NC_073236.2	LOC109028392	NC_073237.2	0.812	0.968	0
LOC134756357	NC_073224.2	LOC134758136	NC_086017.1	0.483	0.968	0
LOC115936298	NC_086018.1	LOC134756357	NC_073224.2	0.182	0.968	0
LOC101146750	NC_073230.2	LOC115935297	NC_073230.2	0.671	0.968	1
LOC129524261	NC_073231.2	LOC134756357	NC_073224.2	0.457	0.968	0
LOC101148570	NC_073230.2	LOC115935380	NC_073230.2	0.479	0.968	1
LOC109025589	NC_073236.2	LOC129524434	NC_073237.2	0.756	0.968	0
PPP1R2	NC_086017.1	PPP1R2B	NC_073228.2	0.469	0.968	0
LOC129525556	NC_073233.2	LOC129534177	NC_073229.2	0.614	0.968	0
LOC129527234	NC_073238.2	TERF1	NC_073231.2	0.353	0.968	0
LOC129525556	NC_073233.2	LOC129534554	NC_073229.2	0.565	0.968	0
LOC101148714	NC_073224.2	LOC115932964	NC_073224.2	1.0	0.968	1
LOC109026809	NC_073228.2	PPA1	NC_073232.2	0.483	0.968	0
LOC129523855	NC_073230.2	LOC129527979	NC_073243.2	0.378	0.968	0
HNRNPA1	NC_073234.2	LOC101134010	NC_073230.2	0.634	0.968	0
LOC101133347	NC_073233.2	PGAM1	NC_073232.2	0.487	0.968	0
LOC109026114	NC_086017.1	LOC115934050	NC_086017.1	0.881	0.968	1
LOC134756800	NC_073236.2	LOC134758127	NC_086017.1	0.708	0.968	0
LOC134756800	NC_073236.2	LOC134758136	NC_086017.1	0.483	0.968	0
LOC134756800	NC_073236.2	LOC134758128	NC_086017.1	0.679	0.968	0
LOC129528447	NC_073241.2	TPTE2	NC_073238.2	0.599	0.968	0
LOC129523572	NC_073240.2	LOC129528194	NC_073241.2	0.637	0.968	0
LOC129528465	NC_073241.2	TPTE2	NC_073238.2	0.415	0.968	0
LOC109024567	NC_086018.1	LOC129529623	NC_086018.1	0.993	0.968	1
LOC129532621	NC_086017.1	LOC134757481	NC_073242.2	0.314	0.968	0
LOC101149759	NC_086018.1	LOC109024567	NC_086018.1	0.993	0.968	1
LOC101141135	NC_073244.2	LOC115931595	NC_073244.2	0.816	0.968	1
LOC101141135	NC_073244.2	MBD3L3	NC_073244.2	0.867	0.968	1
LOC101147312	NC_086017.1	MTHFD2	NC_073236.2	0.436	0.968	0
LOC129524661	NC_073237.2	TPTE2	NC_073238.2	0.712	0.968	0
LOC129528453	NC_073241.2	TPTE2	NC_073238.2	0.712	0.968	0
FRG2C	NC_086017.1	LOC115932837	NC_073246.2	0.784	0.968	0
FRG2C	NC_086017.1	LOC129530558	NC_086018.1	0.784	0.968	0
LOC101123958	NC_073239.2	LOC101142220	NC_073238.2	0.995	0.968	0
LOC129526400	NC_073238.2	LOC129526554	NC_073239.2	1.0	0.968	0
AMACR	NC_073243.2	LOC129530595	NC_073241.2	0.192	0.968	0
LOC129526554	NC_073239.2	LOC134757039	NC_073238.2	1.0	0.968	0
LOC101125723	NC_086018.1	LOC134757039	NC_073238.2	0.972	0.968	0
