dna_family	n_copies	n_transcribed	n_well_expressed	genes
DFAM1530	3	3	1	LOC101134109,UAP1,UAP1L1
DFAM1531	3	3	1	LOC101134144,MYT1,MYT1L
DFAM1532	3	1	1	LOC101129444,LOC101134822,MEMO1
DFAM1533	3	2	2	CHCHD3,CHCHD6,LOC101135100
DFAM1534	3	2	1	LOC101128987,LOC101135126,PRELID1
DFAM1535	3	2	1	LOC101135385,LOC101141650,LOC101151536
DFAM1536	3	3	1	LOC115932736,PCMTD1,PCMTD2
DFAM1537	3	3	2	PCNX1,PCNX2,PCNX3
DFAM1538	3	3	2	PDE1A,PDE1B,PDE1C
DFAM1539	3	3	3	POGLUT1,POGLUT2,POGLUT3
DFAM1540	3	3	2	LOC109029002,LOC109029365,POLR2K
DFAM1541	3	3	3	POLR1B,POLR2B,POLR3B
DFAM1542	3	3	3	PTGR1,PTGR2,PTGR3
DFAM1543	3	3	3	PTPRD,PTPRF,PTPRS
DFAM1544	3	3	2	PTPN5,PTPN7,PTPRR
DFAM1545	3	3	2	PURA,PURB,PURG
DFAM1546	3	3	3	RCAN1,RCAN2,RCAN3
DFAM1547	3	2	2	RCOR1,RCOR2,RCOR3
DFAM1548	3	2	2	REL,RELA,RELB
DFAM1549	3	2	1	LOC101133218,LOC129525227,RPLP0
DFAM1550	3	1	1	LOC101129832,LOC101141974,RPS20
DFAM1551	3	3	3	LOC129530250,RPS4X,RPS4Y1
DFAM1552	3	1	1	LOC101151846,LOC115930422,RPS7
DFAM1553	3	0	0	OPN4,OPN5,RRH
DFAM1554	3	3	3	SESN1,SESN2,SESN3
DFAM1555	3	3	1	SEZ6,SEZ6L,SEZ6L2
DFAM1556	3	3	2	SFRP1,SFRP2,SFRP5
DFAM1557	3	3	1	SGCD,SGCG,SGCZ
DFAM1558	3	2	0	SLC28A1,SLC28A2,SLC28A3
DFAM1559	3	3	2	SLC29A1,SLC29A2,SLC29A3
DFAM1560	3	3	2	SLC2A10,SLC2A12,SLC2A13
DFAM1561	3	3	2	SLC2A4RG,ZNF395,ZNF704
DFAM1562	3	1	0	SLC34A1,SLC34A2,SLC34A3
DFAM1563	3	3	3	SLC35A1,SLC35A2,SLC35A3
DFAM1564	3	3	1	SORCS1,SORCS2,SORCS3
DFAM1565	3	3	2	SOX13,SOX5,SOX6
DFAM1566	3	0	0	SOX14,SOX21,SOX7
DFAM1567	3	2	2	LOC101141762,TAF9,TAF9B
DFAM1568	3	3	3	TAOK1,TAOK2,TAOK3
DFAM1569	3	3	3	TARS1,TARS2,TARS3
DFAM1570	3	2	2	TAS1R1,TAS1R2,TAS1R3
DFAM1571	3	3	3	TFCP2,TFCP2L1,UBP1
DFAM1572	3	0	0	TFF1,TFF2,TFF3
DFAM1573	3	3	2	TGFB1,TGFB2,TGFB3
DFAM1574	3	3	3	TGIF1,TGIF2,TGIF2LX
DFAM1575	3	3	3	THAP1,THAP2,THAP3
DFAM1576	3	2	1	TNNI1,TNNI2,TNNI3
DFAM1577	3	2	0	TNNT1,TNNT2,TNNT3
DFAM1578	3	3	3	TNRC6A,TNRC6B,TNRC6C
DFAM1579	3	3	3	TNS1,TNS2,TNS3
DFAM1580	3	3	3	TOM1,TOM1L1,TOM1L2
DFAM1581	3	2	1	LOC101139256,TOMM20,TOMM20L
DFAM1582	3	3	3	LOC129532220,TOMM40,TOMM40L
DFAM1583	3	3	3	TP53I3,VAT1,VAT1L
DFAM1584	3	2	1	LRRC26,TPBG,TPBGL
DFAM1585	3	3	3	LOC101136066,TTC39A,TTC39B
DFAM1586	3	1	1	TTC9,TTC9B,TTC9C
DFAM1587	3	3	0	TTLL13,TTLL6,TTLL7
DFAM1588	3	2	2	TTLL1,TTLL2,TTLL9
DFAM1589	3	2	2	TTYH1,TTYH2,TTYH3
DFAM1590	3	3	3	VRK1,VRK2,VRK3
DFAM1591	3	3	2	LOC101143038,WASHC2A,WASHC2C
DFAM1592	3	3	2	ZSWIM4,ZSWIM5,ZSWIM6
DFAM1593	3	3	1	LOC101125479,ZXDB,ZXDC
DFAM1594	3	3	3	AMOT,AMOTL1,AMOTL2
DFAM1595	3	3	2	AMPD1,AMPD2,AMPD3
DFAM1596	3	3	3	ANAPC11,RBX1,RNF7
DFAM1597	3	2	0	ANKRD1,ANKRD2,ANKRD23
DFAM1598	3	2	0	ANKRD34A,ANKRD34B,ANKRD34C
DFAM1599	3	3	2	ANKRD28,ANKRD44,ANKRD52
DFAM1600	3	2	2	ARHGAP18,ARHGAP28,ARHGAP40
DFAM1601	3	3	1	ARHGAP22,ARHGAP24,ARHGAP25
DFAM1602	3	2	2	ARHGDIA,ARHGDIB,ARHGDIG
DFAM1603	3	3	2	ARHGEF1,ARHGEF11,ARHGEF12
DFAM1604	3	3	3	ARHGEF2,ARHGEF28,LOC101146993
DFAM1605	3	3	3	ARHGEF40,PLEKHG4,PLEKHG4B
DFAM1606	3	1	1	ARID3A,ARID3B,ARID3C
DFAM1607	3	3	2	B3GAT1,B3GAT2,B3GAT3
DFAM1608	3	3	3	CCNG1,CCNG2,CCNI
DFAM1609	3	2	2	CDYL,CDYL2,LOC129530247
DFAM1610	3	3	1	CELSR1,CELSR2,CELSR3
DFAM1611	3	2	0	COL13A1,COL23A1,COL25A1
DFAM1612	3	3	2	COL28A1,COL6A1,COL6A2
DFAM1613	3	3	1	COL6A3,COL6A5,LOC101152234
DFAM1614	3	3	3	CTDSP1,CTDSP2,CTDSPL
DFAM1615	3	3	3	CTNNA1,CTNNA2,CTNNA3
DFAM1616	3	2	1	CTSB,TINAG,TINAGL1
DFAM1617	3	0	0	CTXN1,CTXN2,CTXN3
DFAM1618	3	3	3	CUL3,CUL4A,CUL4B
DFAM1619	3	1	0	DIO1,DIO2,DIO3
DFAM1620	3	3	3	DIP2A,DIP2B,DIP2C
DFAM1621	3	3	3	DIS3,DIS3L,DIS3L2
DFAM1622	3	1	0	DKK1,DKK2,DKK4
DFAM1623	3	2	0	DMRT3,DMRTA1,DMRTA2
DFAM1624	3	3	2	DVL1,DVL2,DVL3
DFAM1625	3	3	3	DYNLT1,DYNLT2B,DYNLT3
DFAM1626	3	3	2	ENTREP1,ENTREP2,ENTREP3
DFAM1627	3	1	1	EPHX2,EPHX3,EPHX4
DFAM1628	3	3	2	EPN1,EPN2,EPN3
DFAM1629	3	3	3	BTRC,FBXW11,FBXW7
DFAM1630	3	3	3	FCF1,LOC109027573,LOC129532227
DFAM1631	3	3	2	FCHO1,FCHO2,SGIP1
DFAM1632	3	2	0	FCGR1A,FCRLA,FCRLB
DFAM1633	3	3	2	DYSF,FER1L5,MYOF
DFAM1634	3	2	0	FER1L4,FER1L6,OTOF
DFAM1635	3	3	1	FERMT1,FERMT2,FERMT3
DFAM1636	3	1	1	G6PC1,G6PC2,G6PC3
DFAM1637	3	2	1	GADD45A,GADD45B,GADD45G
DFAM1638	3	2	1	GNG11,GNGT1,GNGT2
DFAM1639	3	2	2	GOT1,GOT1L1,GOT2
DFAM1640	3	2	2	GPAT4,LOC109026970,LOC134758102
DFAM1641	3	3	1	HAS1,HAS2,HAS3
DFAM1642	3	3	2	HDGF,HDGFL1,HDGFL3
DFAM1643	3	2	1	ICAM1,ICAM3,ICAM5
DFAM1644	3	3	3	IDH3A,IDH3B,IDH3G
DFAM1645	3	3	3	JADE1,JADE2,JADE3
DFAM1646	3	3	1	JAKMIP1,JAKMIP2,JAKMIP3
DFAM1647	3	3	2	JUN,JUNB,JUND
DFAM1648	3	3	1	KANK2,KANK3,KANK4
DFAM1649	3	3	2	KCNAB1,KCNAB2,KCNAB3
DFAM1650	3	3	3	L3MBTL1,L3MBTL3,L3MBTL4
DFAM1651	3	3	2	LAMA3,LAMA4,LAMA5
DFAM1652	3	3	2	LAMB1,LAMB2,LAMB4
DFAM1653	3	3	2	LAMC1,LAMC2,LAMC3
DFAM1654	3	2	2	LAMTOR5,LOC129525086,LOC129526804
DFAM1655	3	3	2	LANCL1,LANCL2,LANCL3
DFAM1656	3	2	2	LAPTM4A,LAPTM4B,LOC101135945
DFAM1657	3	2	2	LOC101126856,U2AF1,U2AF1L4
DFAM1658	3	2	2	FAM114A1,FAM114A2,LOC101126949
DFAM1659	3	3	3	LOC101127117,LOC129524615,LOC129527965
DFAM1660	3	3	3	BRIP1,LOC101127712,LOC129529069
DFAM1661	3	1	1	LOC101132095,LOC101132458,LOC101142327
DFAM1662	3	3	2	LOC101137006,LOC115931241,SEPTIN7
DFAM1663	3	3	3	LOC101133649,LOC101137162,LOC109029292
DFAM1664	3	3	1	LOC101137570,LOC129528093,OFD1
DFAM1665	3	2	2	IGLL1,LOC101127022,LOC101140402
DFAM1666	3	2	1	LOC101129839,LOC101140424,SDHC
DFAM1667	3	3	1	LOC101140640,LOC134757554,NUP50
DFAM1668	3	1	0	LOC101140208,LOC101141448,MS4A7
DFAM1669	3	1	0	LOC101126229,LOC101143888,LOC101144264
DFAM1670	3	3	3	LOC101144655,ZMYM3,ZMYM4
DFAM1671	3	1	1	GGT1,LOC129524657,LOC129528175
DFAM1672	3	1	0	LOC129526788,PABPC1L2A,PABPC1L2B
DFAM1673	3	3	0	LOC115930126,LOC115932684,LOC129527248
DFAM1674	3	2	1	LOC101150852,LOC129529661,USP18
DFAM1675	3	3	2	CHMP5,LOC129528483,LOC129529733
DFAM1676	3	3	1	CBFB,LOC129531450,LOC134756387
DFAM1677	3	1	0	LOC115933187,LOC134758032,LOC134758397
DFAM1678	3	3	2	LOC134758146,UBE2V1,UBE2V2
DFAM1679	3	3	3	LRRN1,LRRN2,LRRN3
DFAM1680	3	2	0	LTA,TNF,TNFSF15
DFAM1681	3	3	3	LTA4H,RNPEP,RNPEPL1
DFAM1682	3	3	3	LUC7L,LUC7L2,LUC7L3
DFAM1683	3	3	3	MCOLN1,MCOLN2,MCOLN3
DFAM1684	3	2	2	LOC109024695,MCRIP1,MCRIP2
DFAM1685	3	3	3	ME1,ME2,ME3
DFAM1686	3	3	3	LOC115932953,MRPS12,RPS23
DFAM1687	3	1	0	LOC101136534,LOC129531768,MRPS17
DFAM1688	3	1	1	LOC101136050,LOC101146101,MRPS21
DFAM1689	3	1	1	LOC101133082,LOC101139475,NDUFA4
DFAM1690	3	3	2	NECAB1,NECAB2,NECAB3
DFAM1691	3	2	1	NPTX1,NPTX2,NPTXR
DFAM1692	3	3	1	NRXN1,NRXN2,NRXN3
DFAM1693	3	2	1	CALY,NSG1,NSG2
DFAM1694	3	3	3	NT5DC1,NT5DC2,NT5DC3
DFAM1695	3	3	3	P3H1,P3H2,P3H3
DFAM1696	3	3	2	P4HA1,P4HA2,P4HA3
DFAM1697	3	3	3	PABIR1,PABIR2,PABIR3
DFAM1698	3	3	2	PACSIN1,PACSIN2,PACSIN3
DFAM1699	3	3	3	PANK1,PANK2,PANK3
DFAM1700	3	3	2	LDB3,PDLIM5,PDLIM7
DFAM1701	3	2	0	LOC101142064,NHERF4,PDZK1
DFAM1702	3	3	2	PDZD4,PDZRN3,PDZRN4
DFAM1703	3	3	1	MEGF10,MEGF11,PEAR1
DFAM1704	3	3	2	PELI1,PELI2,PELI3
DFAM1705	3	3	2	PER1,PER2,PER3
DFAM1706	3	3	3	PFKL,PFKM,PFKP
DFAM1707	3	2	2	PLEKHA5,PLEKHA6,PLEKHA7
DFAM1708	3	2	2	PLEKHG1,PLEKHG2,PLEKHG3
DFAM1709	3	3	2	LOC101135518,LOC101151290,PLEKHM1
DFAM1710	3	2	2	PLIN2,PLIN3,PLIN5
DFAM1711	3	3	3	PLOD1,PLOD2,PLOD3
DFAM1712	3	3	3	GPM6A,GPM6B,PLP1
DFAM1713	3	3	1	PLPPR1,PLPPR2,PLPPR5
DFAM1714	3	2	2	PRKAG1,PRKAG2,PRKAG3
DFAM1715	3	3	3	PRKD1,PRKD2,PRKD3
DFAM1716	3	3	3	PYCR1,PYCR2,PYCR3
DFAM1717	3	0	0	NPY,PPY,PYY
DFAM1718	3	3	2	ARPP21,R3HDM1,R3HDM2
DFAM1719	3	3	2	RETREG1,RETREG2,RETREG3
DFAM1720	3	3	2	RFX1,RFX2,RFX3
DFAM1721	3	3	2	ROBO1,ROBO2,ROBO3
DFAM1722	3	2	1	BCO1,BCO2,RPE65
DFAM1723	3	3	2	SCMH1,SCML2,SCML4
DFAM1724	3	3	3	SCRN1,SCRN2,SCRN3
DFAM1725	3	3	0	SCUBE1,SCUBE2,SCUBE3
DFAM1726	3	2	2	LOC101151335,SDC2,SDC4
DFAM1727	3	2	2	SDS,SDSL,SRR
DFAM1728	3	3	2	SIPA1L1,SIPA1L2,SIPA1L3
DFAM1729	2	2	1	A3GALT2,ABO
DFAM1730	2	1	0	A4GALT,A4GNT
DFAM1731	2	2	2	AARS1,AARS2
DFAM1732	2	2	1	ABCG1,ABCG4
DFAM1733	2	1	0	ABCG5,ABCG8
DFAM1734	2	2	2	ABHD1,ABHD3
DFAM1735	2	1	1	ABHD12,ABHD12B
DFAM1736	2	2	2	ABHD14A,ABHD14B
DFAM1737	2	2	1	ABHD16A,ABHD16B
DFAM1738	2	2	2	ABHD4,ABHD5
DFAM1739	2	2	2	ABL1,ABL2
DFAM1740	2	1	1	ACY3,ASPA
DFAM1741	2	2	2	ASPHD1,ASPHD2
DFAM1742	2	2	2	ASRGL1,TASP1
DFAM1743	2	2	2	ASTN1,ASTN2
DFAM1744	2	2	2	ATAD2,ATAD2B
DFAM1745	2	2	2	ATF6,ATF6B
DFAM1746	2	2	2	ATG16L1,ATG16L2
DFAM1747	2	2	1	ATG2A,ATG2B
DFAM1748	2	2	1	ATG9A,ATG9B
DFAM1749	2	1	1	CASQ1,CASQ2
DFAM1750	2	2	2	CBL,CBLB
DFAM1751	2	2	0	CBLIF,TCN1
DFAM1752	2	1	1	CBLL1,CBLL2
DFAM1753	2	2	1	CBR1,CBR3
DFAM1754	2	2	2	CC2D1A,CC2D1B
DFAM1755	2	2	2	CC2D2A,CC2D2B
DFAM1756	2	2	2	CCAR1,CCAR2
DFAM1757	2	2	1	CCDC102A,CCDC102B
DFAM1758	2	1	1	CLEC12A,CLEC12B
DFAM1759	2	2	1	CLIP3,CLIP4
DFAM1760	2	2	1	CLOCK,NPAS2
DFAM1761	2	0	0	CLPS,CLPSL1
DFAM1762	2	2	2	CLPTM1,CLPTM1L
DFAM1763	2	1	0	CLRN1,CLRN2
DFAM1764	2	2	1	CLTA,CLTB
DFAM1765	2	2	2	CLTC,CLTCL1
DFAM1766	2	2	2	ERGIC2,ERGIC3
DFAM1767	2	2	2	ERI1,ERI3
DFAM1768	2	2	2	ERLIN1,ERLIN2
DFAM1769	2	2	2	ERN1,ERN2
DFAM1770	2	2	2	ERO1A,ERO1B
DFAM1771	2	0	0	ERVV-2,LOC115931655
DFAM1772	2	2	2	ESCO1,ESCO2
DFAM1773	2	1	0	ESPN,ESPNL
DFAM1774	2	1	0	ESRP1,ESRP2
DFAM1775	2	1	1	EVA1A,EVA1B
DFAM1776	2	2	1	EVPL,PPL
DFAM1777	2	2	1	GLIS1,GLIS3
DFAM1778	2	2	1	GLS,GLS2
DFAM1779	2	2	2	GLT8D1,GLT8D2
DFAM1780	2	2	2	GLUD1,GLUD2
DFAM1781	2	2	2	GMCL1,GMCL2
DFAM1782	2	2	2	GMEB1,GMEB2
DFAM1783	2	1	1	GMFB,GMFG
DFAM1784	2	2	2	GMPPA,GMPPB
DFAM1785	2	2	2	GMPR,GMPR2
DFAM1786	2	1	0	IL17C,IL25
DFAM1787	2	1	0	IL3RA,LOC129530148
DFAM1788	2	2	1	IMMP1L,IMMP2L
DFAM1789	2	2	2	IMP4,RPF1
DFAM1790	2	2	1	IMPA2,LOC101149175
DFAM1791	2	2	2	INIP,LOC129533141
DFAM1792	2	2	2	EEF1G,LOC101137860
DFAM1793	2	2	2	ATG12,LOC101138073
DFAM1794	2	1	1	LOC101138893,RBM7
DFAM1795	2	1	1	LOC101138975,THAP12
DFAM1796	2	1	0	GLRX,LOC101152153
DFAM1797	2	2	1	LOC101152516,MRPL45
DFAM1798	2	1	1	HAUS6,LOC101152900
DFAM1799	2	2	1	LOC101152909,ZNF746
DFAM1800	2	1	1	LOC101152913,NDUFA5
DFAM1801	2	2	1	BCL2L12,LOC101152959
DFAM1802	2	0	0	LOC101127583,LOC101153161
DFAM1803	2	2	1	ANAPC1,LOC109025714
DFAM1804	2	2	1	LOC109026053,WDR82
DFAM1805	2	2	2	LOC109026643,ZBTB8OS
DFAM1806	2	1	1	LOC109026848,SEM1
DFAM1807	2	0	0	LOC101144084,LOC109026918
DFAM1808	2	2	1	LOC109026962,SIMC1
DFAM1809	2	2	0	FOXH1,LOC109027149
DFAM1810	2	1	1	DOK7,LOC115934290
DFAM1811	2	2	1	C17H18orf32,LOC115934570
DFAM1812	2	2	1	LOC115934628,LOC134758435
DFAM1813	2	1	0	LOC115935031,LOC134758727
DFAM1814	2	2	0	LOC101143855,LOC115935294
DFAM1815	2	0	0	LOC129524832,LOC129525416
DFAM1816	2	1	1	C4H5orf63,LOC129525260
DFAM1817	2	1	1	GLTP,LOC129525466
DFAM1818	2	1	1	LOC129525577,NDUFA8
DFAM1819	2	2	2	LOC129525628,LOC134757007
DFAM1820	2	1	0	LOC129525761,OOSP4B
DFAM1821	2	1	1	LOC129525930,RPL13
DFAM1822	2	2	2	IER3IP1,LOC129526030
DFAM1823	2	2	1	LOC101123970,LOC129527614
DFAM1824	2	2	0	LOC129527573,LOC129527626
DFAM1825	2	2	1	LOC129527642,LOC129527643
DFAM1826	2	2	0	LOC129527696,LOC129527726
DFAM1827	2	0	0	LOC129527752,MSLN
DFAM1828	2	1	0	LOC129532405,RPL38
DFAM1829	2	0	0	LOC129532506,LOC129534528
DFAM1830	2	1	0	LOC129525065,LOC129532624
DFAM1831	2	2	2	MAML1,MAML3
DFAM1832	2	2	2	MAN2A1,MAN2A2
DFAM1833	2	2	2	LOC101149594,MANBAL
DFAM1834	2	1	1	MANEA,MANEAL
DFAM1835	2	2	2	MAOA,MAOB
DFAM1836	2	2	1	MAP3K12,MAP3K13
DFAM1837	2	2	2	MAP3K2,MAP3K3
DFAM1838	2	2	2	MARCHF1,MARCHF8
DFAM1839	2	2	2	MICAL2,MICAL3
DFAM1840	2	2	1	MICALL1,MICALL2
DFAM1841	2	2	1	MIDEAS,TRERF1
DFAM1842	2	2	2	MIEF1,MIEF2
DFAM1843	2	2	2	MIGA1,MIGA2
DFAM1844	2	2	2	MINDY1,MINDY2
DFAM1845	2	1	1	MINDY4,MINDY4B
DFAM1846	2	0	0	MIXL1,PROP1
DFAM1847	2	2	2	MLF1,MLF2
DFAM1848	2	2	2	MLLT1,MLLT3
DFAM1849	2	2	2	MLLT10,MLLT6
DFAM1850	2	2	1	MLXIP,MLXIPL
DFAM1851	2	1	1	MMD,MMD2
DFAM1852	2	2	2	MYNN,ZBTB49
DFAM1853	2	2	1	MYO15A,MYO15B
DFAM1854	2	2	2	MYO18A,MYO18B
DFAM1855	2	2	0	MYO7A,MYO7B
DFAM1856	2	2	2	MYPN,PALLD
DFAM1857	2	2	1	MYRF,MYRFL
DFAM1858	2	2	2	NAA10,NAA11
DFAM1859	2	2	2	NAA15,NAA16
DFAM1860	2	2	2	NAB1,NAB2
DFAM1861	2	2	2	NIBAN1,NIBAN2
DFAM1862	2	1	1	LOC101130789,NICN1
DFAM1863	2	2	2	NID1,NID2
DFAM1864	2	2	1	NINJ1,NINJ2
DFAM1865	2	2	2	NIPAL2,NIPAL3
DFAM1866	2	2	2	NIPSNAP1,NIPSNAP2
DFAM1867	2	2	1	LOC101151107,NIPSNAP3A
DFAM1868	2	2	2	NIT1,NIT2
DFAM1869	2	2	1	NKAP,NKAPL
DFAM1870	2	2	0	NKD1,NKD2
DFAM1871	2	2	2	NKIRAS1,NKIRAS2
DFAM1872	2	2	1	LOC101146023,NMRAL1
DFAM1873	2	2	2	NT5C2,NT5DC4
DFAM1874	2	2	1	NTMT1,NTMT2
DFAM1875	2	2	2	NUAK1,NUAK2
DFAM1876	2	2	2	NUCB1,NUCB2
DFAM1877	2	2	2	NUDT12,NUDT13
DFAM1878	2	2	2	LOC109026149,NUDT16
DFAM1879	2	1	0	NUDT7,NUDT8
DFAM1880	2	2	1	LOC101143487,LOC129523491
DFAM1881	2	2	0	LOC101143607,ZP3
DFAM1882	2	2	1	LOC101143820,SNRNP25
DFAM1883	2	1	0	FBXW10,LOC101143828
DFAM1884	2	1	1	LOC101143859,XPOT
DFAM1885	2	1	1	LOC101145155,STUB1
DFAM1886	2	1	1	BET1,LOC101145336
DFAM1887	2	2	0	LOC101145660,WHAMM
DFAM1888	2	2	2	LOC101145825,LOC115931919
DFAM1889	2	0	0	LOC101145885,LOC101146232
DFAM1890	2	1	1	GOLGA7,LOC101146184
DFAM1891	2	2	2	LOC101146213,NAA50
DFAM1892	2	2	1	LOC101147843,PFDN4
DFAM1893	2	1	1	LOC101147941,SNRNP27
DFAM1894	2	2	2	LOC101134642,LOC101148384
DFAM1895	2	2	1	LOC101147097,LOC101148582
DFAM1896	2	1	1	C9H11orf58,LOC101148636
DFAM1897	2	1	0	LOC101149014,LOC129533461
DFAM1898	2	2	1	LOC109024444,MTRES1
DFAM1899	2	1	1	LOC109024598,PTK6
DFAM1900	2	2	2	LOC109024653,MAGEH1
DFAM1901	2	1	1	COPS3,LOC109024660
DFAM1902	2	2	1	LOC109024667,SHISA5
DFAM1903	2	1	1	LOC101132438,LOC109024713
DFAM1904	2	1	1	LOC109024826,SAP18
DFAM1905	2	2	1	LOC109024996,RTCA
DFAM1906	2	1	1	LOC101127636,LOC115930424
DFAM1907	2	1	1	LOC101152722,LOC115930434
DFAM1908	2	2	2	LOC109023154,LOC115930559
DFAM1909	2	1	1	LOC115930767,SNRPD2
DFAM1910	2	1	1	DOC2A,LOC115931070
DFAM1911	2	1	1	LOC115931250,MRPL14
DFAM1912	2	1	1	EI24,LOC115931433
DFAM1913	2	2	2	LOC115932634,PPIF
DFAM1914	2	2	2	LOC115932699,PARN
DFAM1915	2	1	0	LOC109027025,LOC115932787
DFAM1916	2	2	1	HIKESHI,LOC115932917
DFAM1917	2	2	1	FAM236B,LOC115932941
DFAM1918	2	2	1	LOC101154628,LOC115933063
DFAM1919	2	2	0	LOC115933107,LOC115933177
DFAM1920	2	1	1	LOC115935567,SRRM1
DFAM1921	2	0	0	LOC115935776,PAEP
DFAM1922	2	2	2	DAPK1,LOC115935778
DFAM1923	2	1	0	LOC115935792,NDUFAF8
DFAM1924	2	2	1	CCDC3,LOC115935825
DFAM1925	2	2	1	LOC115935857,OBI1
DFAM1926	2	1	1	LOC115935870,LOC129524455
DFAM1927	2	2	1	LOC115935989,SHLD2
DFAM1928	2	1	1	LOC115936297,SINHCAF
DFAM1929	2	2	2	LOC101124545,LOC129526151
DFAM1930	2	0	0	LOC129526381,LOC129529663
DFAM1931	2	2	0	CCDC196,LOC129526440
DFAM1932	2	2	1	DPH3,LOC129529060
DFAM1933	2	2	0	LOC129529112,LOC129529113
DFAM1934	2	1	1	DNAJC9,LOC129529204
DFAM1935	2	2	0	LOC101144369,LOC129529220
DFAM1936	2	1	0	LOC101136027,LOC129529528
DFAM1937	2	2	0	LOC115934041,LOC129529606
DFAM1938	2	2	0	LOC101142742,LOC129533355
DFAM1939	2	1	0	LOC115932124,LOC129533630
DFAM1940	2	2	2	LOC129533706,SRP14
DFAM1941	2	0	0	LOC129530485,LOC134757054
DFAM1942	2	0	0	LOC115934309,LOC134757060
DFAM1943	2	1	0	LOC115933354,LOC134757425
DFAM1944	2	2	0	LOC115932641,LOC134757470
DFAM1945	2	2	1	LOC134757498,NAA60
DFAM1946	2	2	2	LRATD1,LRATD2
DFAM1947	2	2	2	LRBA,NBEA
DFAM1948	2	2	1	LRRC14,LRRC14B
DFAM1949	2	2	2	LRRC57,LRRC58
DFAM1950	2	1	0	LRRC30,LRRC69
DFAM1951	2	2	1	MARCHF2,MARCHF3
DFAM1952	2	2	2	MARCKS,MARCKSL1
DFAM1953	2	2	1	MAT1A,MAT2A
DFAM1954	2	2	2	MATCAP1,MATCAP2
DFAM1955	2	2	2	MBOAT1,MBOAT2
DFAM1956	2	2	2	MCCC1,PCCA
DFAM1957	2	2	1	MMP2,MMP9
DFAM1958	2	2	2	MON1A,MON1B
DFAM1959	2	2	2	MORC1,MORC2
DFAM1960	2	2	2	MORC3,MORC4
DFAM1961	2	2	1	MOSPD1,MOSPD3
DFAM1962	2	2	2	MOV10,MOV10L1
DFAM1963	2	1	1	LOC101144761,MPEG1
DFAM1964	2	2	1	MPPED1,MPPED2
DFAM1965	2	2	0	LOC101125551,MPV17L
DFAM1966	2	2	2	MTMR3,MTMR4
DFAM1967	2	2	2	MTREX,SKIC2
DFAM1968	2	2	2	MTRF1,MTRF1L
DFAM1969	2	2	1	MTSS1,MTSS2
DFAM1970	2	2	1	MVB12A,MVB12B
DFAM1971	2	1	0	MYADM,MYADML2
DFAM1972	2	1	0	MYBPH,MYBPHL
DFAM1973	2	2	2	HNRNPM,MYEF2
DFAM1974	2	2	2	NEK8,NEK9
DFAM1975	2	2	2	NELL1,NELL2
DFAM1976	2	2	2	NEMP1,NEMP2
DFAM1977	2	2	1	NETO1,NETO2
DFAM1978	2	2	2	NEURL1,NEURL1B
DFAM1979	2	2	2	NFKB1,NFKB2
DFAM1980	2	2	2	NFKBIA,NFKBIB
DFAM1981	2	1	0	BCL3,NFKBID
DFAM1982	2	2	1	NFS1,SCLY
DFAM1983	2	2	2	NFX1,NFXL1
DFAM1984	2	2	2	NHERF1,NHERF2
DFAM1985	2	1	0	NHLH1,NHLH2
DFAM1986	2	2	2	NXT1,NXT2
DFAM1987	2	1	0	NYAP1,NYAP2
DFAM1988	2	1	1	OAS1,OASL
DFAM1989	2	2	2	OAS2,OAS3
DFAM1990	2	0	0	OCM2,PVALB
DFAM1991	2	2	2	INPP5B,OCRL
DFAM1992	2	2	1	OGFR,OGFRL1
DFAM1993	2	2	1	OLFML2A,OLFML2B
DFAM1994	2	2	1	CLEC1A,OLR1
DFAM1995	2	2	1	PAPPA,PAPPA2
DFAM1996	2	2	2	PAPSS1,PAPSS2
DFAM1997	2	2	2	PAQR7,PAQR8
DFAM1998	2	2	2	PARD3,PARD3B
DFAM1999	2	2	2	LOC115933075,PARG
DFAM2000	2	2	1	PARP2,PARP3
DFAM2001	2	2	2	PARP6,PARP8
DFAM2002	2	1	0	PATE1,PATE3
DFAM2003	2	2	2	MPDZ,PATJ
DFAM2004	2	2	1	PATL1,PATL2
DFAM2005	2	1	1	PAX1,PAX9
DFAM2006	2	1	1	MOS,PBK
DFAM2007	2	2	1	PCBD1,PCBD2
DFAM2008	2	2	2	MCCC2,PCCB
DFAM2009	2	2	2	PHYHIP,PHYHIPL
DFAM2010	2	2	2	PI4K2A,PI4K2B
DFAM2011	2	2	2	PICALM,SNAP91
DFAM2012	2	2	2	PIEZO1,PIEZO2
DFAM2013	2	2	1	LOC115933784,PIGY
DFAM2014	2	2	2	PIP4P1,PIP4P2
DFAM2015	2	2	2	POLR3G,POLR3GL
DFAM2016	2	2	2	POMT1,POMT2
DFAM2017	2	1	1	PPDPF,PPDPFL
DFAM2018	2	2	2	PPFIBP1,PPFIBP2
DFAM2019	2	2	1	PPIE,PPIH
DFAM2020	2	2	1	PROK1,PROK2
DFAM2021	2	0	0	PROKR1,PROKR2
DFAM2022	2	2	0	PROX1,PROX2
DFAM2023	2	2	2	PRPF40A,PRPF40B
DFAM2024	2	1	0	PRPH2,ROM1
DFAM2025	2	1	1	LOC101138362,PRR13
DFAM2026	2	1	0	PRR15,PRR15L
DFAM2027	2	2	1	PRR5,PRR5L
DFAM2028	2	2	2	PRSS23,PRSS35
DFAM2029	2	0	0	PRSS37,PRSS58
