gene_a	gene_b	cls	cls_auth	in_dna_loose	in_ep	ep_tier	core_recip	core_source	has_direct_edge	aln_len	aln_frac	mm_median_hi	mm_mean_hi	mm_max_hi	mm_median_lo	mm_mean_lo	mm_max_lo	mm_max_max	mm_max_min	mm_median_max	mm_mean_max	allele_gene	allele_balanced_frac	allele_het_risk	allele_copy_like	allele_med_maf	abl_bridge_mask
LOC129527626	LOC134757427	TP	TP	1	0	none	0.3415	dn	1	2836	0.9882	4.0000	5.2658	51	4.0000	5.9498	51	51	51	4.0000	5.9498	NA	NA	NA	NA	NA	0.3631
LOC129527626	LOC134757432	genuine	genuine-FP	0	0	none	0.2616	dn	1	2872	1.0017	4.0000	5.1956	51	4.0000	5.9498	51	51	51	4.0000	5.9498	NA	NA	NA	NA	NA	0.3690
LOC129527626	SNX29	genuine	genuine-FP	0	0	none	0.1677	dn	1	570	0.4305	4.0000	6.1116	51	7.0000	7.4565	51	51	51	7.0000	7.4565	NA	NA	NA	NA	NA	0.3353
LOC129527656	LOC134757969	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527656	LOC134758232	genuine	genuine-FP	0	0	none	0.2112	dn	1	0	0.0000	51.0000	48.7726	52	1.0000	6.7826	52	52	52	51.0000	48.7726	NA	NA	NA	NA	NA	0.5595
LOC129527656	PGM3	genuine	genuine-FP	0	0	none	0.1343	dn	1	0	0.0000	1.0000	19.5275	52	51.0000	48.7726	52	52	52	51.0000	48.7726	NA	NA	NA	NA	NA	0.5595
LOC129527774	RPL14	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF124	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF136	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF14	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF426	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF433	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF440	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF441	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF443	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF490	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF563	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF564	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF57	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF627	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF669	genuine	genuine-FP	0	0	none	0.1663	dn	1	0	0.0000	50.5000	49.5900	52	13.0000	12.0984	52	52	52	50.5000	49.5900	NA	NA	NA	NA	NA	0.3619
LOC129527774	ZNF670	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF77	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF791	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF799	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF823	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	LOC129528947	genuine	genuine-FP	0	0	none	0.2279	dn	1	2171	0.5667	51.0000	47.7675	52	51.0000	48.2775	52	52	52	51.0000	48.2775	NA	NA	NA	NA	NA	0.5416
LOC129527827	OSBPL10	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF141	genuine	genuine-FP	0	0	none	0.1346	dn	1	0	0.0000	51.0000	41.4050	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF195	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF254	genuine	genuine-FP	0	0	none	0.2278	dn	1	0	0.0000	51.0000	47.7675	52	51.0000	45.9875	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF267	genuine	genuine-FP	0	0	none	0.1750	dn	1	0	0.0000	51.0000	47.7675	52	2.0000	2.1775	40	52	40	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF273	genuine	genuine-FP	0	0	none	0.2459	dn	1	1682	0.4472	50.0000	43.3025	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF28	genuine	genuine-FP	0	0	none	0.1819	dn	1	0	0.0000	51.0000	47.7675	52	13.0000	17.5700	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF347	genuine	genuine-FP	0	0	none	0.1681	dn	1	0	0.0000	51.0000	47.7675	52	22.0000	18.1300	51	52	51	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF415	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF429	genuine	genuine-FP	0	0	none	0.3912	dn	1	0	0.0000	51.0000	47.7675	52	50.0000	47.5000	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.5265
LOC129527827	ZNF43	genuine	genuine-FP	0	0	none	0.2176	dn	1	2455	0.6042	51.0000	47.7675	52	47.0000	36.7150	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4625
LOC129527827	ZNF430	genuine	genuine-FP	0	0	none	0.2512	dn	1	1482	0.4021	51.0000	47.7675	52	51.0000	45.9425	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF468	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF480	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF486	genuine	genuine-FP	0	0	none	0.1538	dn	1	0	0.0000	51.0000	47.7675	52	49.0000	42.4925	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4566
LOC129527827	ZNF506	genuine	genuine-FP	0	0	none	0.2809	dn	1	0	0.0000	51.0000	47.7675	52	50.0000	46.2400	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF519	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF528	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF578	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF595	genuine	genuine-FP	0	0	none	0.1920	dn	1	0	0.0000	51.0000	47.7675	52	40.0000	29.3775	51	52	51	51.0000	47.7675	NA	NA	NA	NA	NA	0.5689
LOC129527827	ZNF600	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF611	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF616	genuine	genuine-FP	0	0	none	0.1728	dn	1	0	0.0000	51.0000	47.7675	52	2.0000	5.6650	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF626	genuine	genuine-FP	0	0	none	0.2697	dn	1	0	0.0000	51.0000	47.7675	52	51.0000	49.1125	52	52	52	51.0000	49.1125	NA	NA	NA	NA	NA	0.4557
LOC129527827	ZNF655	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF675	genuine	genuine-FP	0	0	none	0.2180	dn	1	0	0.0000	51.0000	47.7675	52	49.0000	43.8850	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF678	genuine	genuine-FP	0	0	none	0.1308	dn	1	0	0.0000	51.0000	44.7239	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF680	genuine	genuine-FP	0	0	none	0.1447	dn	1	0	0.0000	50.0000	45.9375	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF681	genuine	genuine-FP	0	0	none	0.1787	dn	1	1930	0.4750	51.0000	47.7675	52	49.0000	44.1275	51	52	51	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF682	genuine	genuine-FP	0	0	none	0.1410	dn	1	0	0.0000	51.0000	47.7675	52	45.0000	38.0750	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF695	genuine	genuine-FP	0	0	none	0.2424	dn	1	0	0.0000	50.5000	49.6925	52	51.0000	47.7675	52	52	52	51.0000	49.6925	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF701	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF721	genuine	genuine-FP	0	0	none	0.2033	dn	1	0	0.0000	51.0000	41.4400	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF723	genuine	genuine-FP	0	0	none	0.2073	dn	1	1850	0.7988	51.0000	47.7675	52	51.0000	45.7600	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.5099
LOC129527827	ZNF727	genuine	genuine-FP	0	0	none	0.1312	dn	1	0	0.0000	50.0000	46.8750	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF736	genuine	genuine-FP	0	0	none	0.1396	dn	1	0	0.0000	51.0000	48.9375	52	51.0000	47.7675	52	52	52	51.0000	48.9375	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF761	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF766	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF8	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF808	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF813	genuine	genuine-FP	0	0	none	0.1386	dn	1	0	0.0000	51.0000	47.7675	52	23.0000	22.0150	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF83	genuine	genuine-FP	0	0	none	0.1591	dn	1	0	0.0000	20.0000	19.9575	53	51.0000	47.7675	52	53	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129527827	ZNF836	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF841	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF888	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF91	genuine	genuine-FP	0	0	none	0.2035	dn	1	0	0.0000	50.0000	42.6700	53	51.0000	47.7675	52	53	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4948
LOC129527827	ZNF92	genuine	genuine-FP	0	0	none	0.1382	dn	1	0	0.0000	50.0000	43.3875	52	51.0000	47.7675	52	52	52	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC129528096	MPHOSPH8	genuine	genuine-FP	0	0	none	0.3572	dn	1	426	0.4124	51.0000	37.1508	53	1.5000	20.8333	51	53	51	51.0000	37.1508	MPHOSPH8	0.3310	0.0000	1.0000	0.3000	0.5102
LOC129528096	SVBP	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528278	LOC129528791	genuine	genuine-FP	0	0	none	0.4540	dn	1	979	0.7637	51.0000	47.3697	52	51.0000	49.8182	52	52	52	51.0000	49.8182	NA	NA	NA	NA	NA	0.7410
LOC129528278	LOC134758719	genuine	genuine-FP	0	0	none	0.1670	dn	1	846	0.6366	51.0000	42.3913	52	51.0000	47.3697	52	52	52	51.0000	47.3697	NA	NA	NA	NA	NA	0.7306
LOC129528278	PLGRKT	genuine	genuine-FP	0	0	none	0.1994	dn	1	0	0.0000	1.0000	14.6774	52	51.0000	47.3697	52	52	52	51.0000	47.3697	NA	NA	NA	NA	NA	0.7306
LOC129528278	RHOT1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528278	SERPINA3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528278	SSBP1	genuine	genuine-FP	0	0	none	0.2220	dn	1	743	0.5591	4.0000	11.6380	52	51.0000	47.3697	52	52	52	51.0000	47.3697	NA	NA	NA	NA	NA	0.7306
LOC129528486	RPL23A	genuine	genuine-FP	0	0	none	0.1525	dn	1	487	0.3829	6.0000	19.6634	52	23.0000	28.0345	52	52	52	23.0000	28.0345	NA	NA	NA	NA	NA	0.3227
LOC129528551	ZFAND5	genuine	genuine-FP	0	0	none	0.2499	dn	1	632	0.2866	2.0000	2.7775	52	2.0000	2.5100	51	52	51	2.0000	2.7775	NA	NA	NA	NA	NA	0.2322
LOC129528667	ZFP37	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF10	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF140	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF157	truthbar	truthbar-FP	0	1	tier1	0.2172	dn	1	NA	NA	9.5000	24.0256	52	1.0000	1.0000	1	52	1	9.5000	24.0256	NA	NA	NA	NA	NA	0.2497
LOC129528667	ZNF175	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF180	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF182	truthbar	truthbar-FP	0	1	tier1	0.1978	dn	1	NA	NA	9.5000	24.0256	52	1.0000	2.7376	51	52	51	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF25	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF26	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF260	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF268	genuine	genuine-FP	0	0	none	0.3145	dn	1	0	0.0000	9.5000	24.0256	52	1.0000	1.2750	51	52	51	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF287	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF300	truthbar	truthbar-FP	0	1	tier1	0.2846	dn	1	NA	NA	1.0000	3.8350	52	9.5000	24.0256	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF302	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF334	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF33B	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF354A	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF354B	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF382	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF41	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF432	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF484	truthbar	truthbar-FP	0	1	tier1	0.1337	dn	1	NA	NA	9.5000	24.0256	52	1.0000	1.3310	31	52	31	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF487	truthbar	truthbar-FP	0	1	tier1	0.2589	dn	1	NA	NA	1.0000	18.4250	52	9.5000	24.0256	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF501	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF510	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF527	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF565	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF567	truthbar	truthbar-FP	0	1	tier1	0.2875	dn	1	NA	NA	9.5000	24.0256	52	3.0000	2.8625	4	52	4	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF568	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF569	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF577	truthbar	truthbar-FP	0	1	tier1	0.1402	dn	1	NA	NA	1.0000	12.5544	52	9.5000	24.0256	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF585A	genuine	genuine-FP	0	0	none	0.1847	dn	1	0	0.0000	2.0000	3.8729	52	9.5000	24.0256	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF585B	truthbar	truthbar-FP	0	1	tier1	0.4522	dn	1	NA	NA	2.0000	3.0559	52	9.5000	24.0256	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF605	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF606	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF613	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF614	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF615	truthbar	truthbar-FP	0	1	tier1	0.2981	dn	1	NA	NA	9.5000	24.0256	52	2.0000	9.6577	52	52	52	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF624	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF649	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF674	truthbar	truthbar-FP	0	1	tier1	0.2306	dn	1	NA	NA	9.5000	24.0256	52	2.0000	2.6933	51	52	51	9.5000	24.0256	NA	NA	NA	NA	NA	0.2320
LOC129528667	ZNF717	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF782	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF81	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF84	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129528667	ZNF883	truthbar	truthbar-FP	0	1	tier1	0.1358	dn	1	NA	NA	9.5000	24.0256	52	1.0000	1.0000	1	52	1	9.5000	24.0256	NA	NA	NA	NA	NA	0.2819
LOC129528751	LOC129531751	genuine	genuine-FP	0	0	none	0.7511	dn	1	2196	1.0064	23.0000	25.5300	52	23.0000	23.4375	51	52	51	23.0000	25.5300	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC129532625	genuine	genuine-FP	0	0	none	0.7473	dn	1	2204	1.0000	23.0000	23.4375	51	23.0000	23.6775	51	51	51	23.0000	23.6775	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC129532709	genuine	genuine-FP	0	0	none	0.5894	dn	1	489	0.5906	23.0000	22.8200	52	23.0000	23.4375	51	52	51	23.0000	23.4375	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC129532808	genuine	genuine-FP	0	0	none	0.1352	dn	1	489	0.2219	23.0000	22.1400	51	23.0000	23.4375	51	51	51	23.0000	23.4375	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC129533287	genuine	genuine-FP	0	0	none	0.1352	dn	1	489	0.2219	23.0000	22.8600	52	23.0000	23.4375	51	52	51	23.0000	23.4375	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC129534552	genuine	genuine-FP	0	0	none	0.2191	dn	1	477	0.2164	23.0000	25.6800	52	23.0000	23.4375	51	52	51	23.0000	25.6800	NA	NA	NA	NA	NA	0.4780
LOC129528751	LOC134756415	genuine	genuine-FP	0	0	none	0.3833	dn	1	2204	1.0046	23.0000	25.3425	52	23.0000	23.4375	51	52	51	23.0000	25.3425	NA	NA	NA	NA	NA	0.2645
LOC129528751	LOC134757299	genuine	genuine-FP	0	0	none	0.1352	dn	1	489	0.2219	23.0000	22.3300	51	23.0000	23.4375	51	51	51	23.0000	23.4375	LOC134757299	0.3100	0.0000	1.0000	0.3020	0.2645
LOC129528751	LOC134759133	genuine	genuine-FP	0	0	none	0.1366	dn	1	481	0.2182	23.0000	23.4625	51	23.0000	23.4375	51	51	51	23.0000	23.4625	NA	NA	NA	NA	NA	0.4184
