dn	n_kmers	km_median	km_mean	km_p90	km_frac_ge_100
DN_NC_073247.2_59706220_5	2062	0.0000	1613.2915	13.0000	0.0500
DN_NC_073247.2_59715729_5	2087	0.0000	1594.0426	13.0000	0.0494
DN_NC_073247.2_59725264_5	1533	0.0000	2230.3725	12.0000	0.0444
DN_NC_073247.2_59744368_5	523	0.0000	4.5946	12.0000	0.0000
DN_NC_073247.2_59753367_5	1075	0.0000	4.6270	12.0000	0.0000
DN_NC_073247.2_59772963_5	1507	0.0000	2268.8806	12.0000	0.0451
DN_NC_073247.2_59782481_5	559	0.0000	4.7531	12.0000	0.0000
DN_NC_073247.2_59792068_6	4218	0.0000	0.9137	1.0000	0.0000
DN_NC_073247.2_59878462_6	633	0.0000	0.5482	1.0000	0.0000
DN_NC_073247.2_60113711_15	4886	0.0000	0.4685	1.0000	0.0000
DN_NC_073247.2_61509959_2	2500	0.0000	3.4144	2.0000	0.0020
DN_NC_073247.2_61690478_2	3821	1.0000	2.4876	2.0000	0.0042
DN_NC_073247.2_62249491_13	2591	0.0000	0.9143	2.0000	0.0000
DN_NC_073247.2_62361057_13	2573	0.0000	0.9398	2.0000	0.0000
DN_NC_073247.2_62664010_4	506	0.0000	1.1285	2.0000	0.0000
DN_NC_073247.2_62680287_4	465	0.0000	0.8559	2.0000	0.0000
DN_NC_073247.2_62823555_8	1255	0.0000	681.3004	8.0000	0.0080
DN_NC_073247.2_62876862_8	1339	0.0000	638.0217	8.0000	0.0075
DN_NC_073247.2_63315044_26	6803	0.0000	0.7226	1.0000	0.0004
DN_NC_073247.2_64062359_23	5633	0.0000	0.4964	1.0000	0.0000
DN_NC_073247.2_64556424_5	4720	0.0000	1240.7127	1.0000	0.0456
DN_NC_073247.2_64561534_19	3481	0.0000	10.2146	1.0000	0.0055
DN_NC_073247.2_64921939_13	2295	0.0000	0.5098	1.0000	0.0000
DN_NC_073247.2_64998786_13	4791	0.0000	0.4897	1.0000	0.0000
DN_NC_073247.2_65202088_3	3873	1.0000	4.0106	2.0000	0.0034
DN_NC_073247.2_66651439_2	2540	1.0000	0.5661	1.0000	0.0000
DN_NC_073247.2_67140263_2	4851	1.0000	0.5747	1.0000	0.0000
DN_NC_073247.2_67140268_2	4600	1.0000	0.5748	1.0000	0.0000
DN_NC_073247.2_67278734_2	1236	0.0000	1.3754	3.0000	0.0000
DN_NC_073247.2_77369372_13	4030	0.0000	0.6481	2.0000	0.0000
DN_NC_073247.2_80936309_3	2313	0.0000	0.5006	1.0000	0.0000
DN_NC_073247.2_81944671_6	1841	1.0000	0.7854	2.0000	0.0000
DN_NC_073247.2_84011480_7	1650	1.0000	1.4533	5.0000	0.0000
DN_NC_073247.2_84517974_3	436	0.0000	1.4312	4.0000	0.0000
DN_NC_073247.2_84653260_2	251	2.0000	1.5857	4.0000	0.0000
DN_NC_073247.2_84678651_3	543	0.0000	1.4494	4.0000	0.0000
DN_NC_073247.2_89808941_7	3040	1.0000	10.9109	2.0000	0.0030
DN_NC_073247.2_95843403_22	6227	0.0000	3.2753	1.0000	0.0013
DN_NC_073247.2_97674612_15	3508	0.0000	1095.7560	1.0000	0.0251
DN_NC_073248.2_10670113_2	3186	0.0000	7.7662	2.0000	0.0097
DN_NC_073248.2_10847471_7	3651	0.0000	1613.9132	17.0000	0.0488
DN_NC_073248.2_15918163_7	3557	1.0000	14.6950	15.0000	0.0017
DN_NC_073248.2_16416010_5	1882	0.0000	49.2949	16.0000	0.0122
DN_NC_073248.2_19602755_10	1666	0.0000	5.6194	15.0000	0.0000
DN_NC_073248.2_19625716_11	1784	0.0000	5.8503	15.0000	0.0000
DN_NC_073248.2_19648671_11	1787	0.0000	5.6939	15.0000	0.0000
DN_NC_073248.2_19671639_11	1727	0.0000	5.6717	15.0000	0.0000
DN_NC_073248.2_19694607_11	1784	0.0000	5.8924	15.0000	0.0000
DN_NC_073248.2_25704431_6	2421	0.0000	22.6518	16.0000	0.0050
DN_NC_073248.2_25725363_11	1794	0.0000	5.3328	15.0000	0.0000
DN_NC_073248.2_26366947_7	1056	0.0000	0.6761	1.0000	0.0000
DN_NC_073248.2_26554434_7	2054	0.0000	2131.9367	3.0000	0.0638
DN_NC_073248.2_27104145_4	3579	1.0000	436.1123	15.2000	0.0606
DN_NC_073248.2_27118037_27	7283	0.0000	3.5970	1.0000	0.0018
DN_NC_073248.2_30080680_2	635	0.0000	1.6740	6.0000	0.0000
DN_NC_073248.2_30409029_3	2568	1.0000	1645.5915	2.0000	0.0619
DN_NC_073248.2_31199793_17	7641	1.0000	1.0674	1.0000	0.0014
DN_NC_073248.2_31260866_11	3486	0.0000	0.5795	1.0000	0.0000
DN_NC_073248.2_34736504_6	1123	0.0000	4.0294	10.0000	0.0000
DN_NC_073248.2_34798633_6	1066	0.0000	4.0225	10.0000	0.0000
DN_NC_073248.2_34819290_6	1098	0.0000	4.0355	10.0000	0.0000
DN_NC_073248.2_34839953_6	1119	0.0000	4.0277	10.0000	0.0000
DN_NC_073248.2_42783128_31	3595	0.0000	1.1981	3.0000	0.0000
DN_NC_073248.2_45277558_8	1467	0.0000	3.4738	11.0000	0.0000
DN_NC_073248.2_8111002_4	1507	0.0000	562.5534	2.0000	0.0066
DN_NC_073248.2_9064807_2	4618	0.0000	440.4582	2.0000	0.0271
DN_NC_073248.2_9423438_7	1426	0.0000	0.6529	2.0000	0.0000
DN_NC_073248.2_9517725_8	6136	0.0000	0.5601	1.0000	0.0000
DN_NC_086017.1_104876268_2	3002	1.0000	204.8518	3.0000	0.0283
DN_NC_086017.1_112545872_3	1687	0.0000	1313.1618	472.2000	0.2365
DN_NC_086017.1_118126676_3	4043	1.0000	0.6119	1.0000	0.0000
DN_NC_086017.1_119256163_19	3551	0.0000	0.4317	1.0000	0.0000
DN_NC_086017.1_125108432_2	2783	0.0000	18.3543	1.0000	0.0341
DN_NC_086017.1_12917334_8	6760	1.0000	181.6675	1.0000	0.0067
DN_NC_086017.1_12936527_11	5184	0.0000	0.4975	1.0000	0.0000
DN_NC_086017.1_134833806_5	864	0.0000	0.7153	2.0000	0.0000
DN_NC_086017.1_136773097_2	3418	1.0000	170.4669	10.0000	0.0073
DN_NC_086017.1_136815000_6	988	0.0000	0.6923	2.0000	0.0000
DN_NC_086017.1_136950625_23	3660	0.0000	0.4585	1.0000	0.0000
DN_NC_086017.1_140746758_18	3252	0.0000	0.4345	1.0000	0.0000
DN_NC_086017.1_14101436_3	4720	1.0000	494.3610	7.0000	0.0269
DN_NC_086017.1_141278779_5	2226	0.0000	2.6662	9.0000	0.0000
DN_NC_086017.1_14572523_16	3526	0.0000	0.7774	1.0000	0.0011
DN_NC_086017.1_145972418_16	4650	0.0000	1.9101	1.0000	0.0015
DN_NC_086017.1_148168205_5	2357	0.0000	30.4213	11.4000	0.0560
DN_NC_086017.1_150515222_8	2949	1.0000	1524.6697	1.0000	0.0363
DN_NC_086017.1_150527432_22	4966	0.0000	0.4768	1.0000	0.0000
DN_NC_086017.1_153776814_16	4069	0.0000	0.5195	1.0000	0.0000
DN_NC_086017.1_154449519_16	3589	0.0000	0.4859	1.0000	0.0000
DN_NC_086017.1_156500672_2	2654	1.0000	15.8613	1.0000	0.0222
DN_NC_086017.1_156500672_3	3093	1.0000	17.9564	8.0000	0.0330
DN_NC_086017.1_161710205_3	2285	0.0000	1489.4074	2.0000	0.0648
DN_NC_086017.1_165200217_5	2790	0.0000	481.3566	19.1000	0.0728
DN_NC_086017.1_181307962_18	4966	0.0000	296.6953	2.0000	0.0171
DN_NC_086017.1_185299820_2	3322	1.0000	22.8513	1.0000	0.0391
DN_NC_086017.1_190656695_14	2481	0.0000	0.4442	1.0000	0.0000
DN_NC_086017.1_190680196_7	3551	0.0000	128.4292	1.0000	0.0107
DN_NC_086017.1_195260184_15	2326	0.0000	0.4953	1.0000	0.0000
DN_NC_086017.1_195677389_14	3458	0.0000	1.7377	1.0000	0.0032
DN_NC_086017.1_19569853_12	3669	0.0000	27.1464	1.0000	0.0030
DN_NC_086017.1_19588191_12	1435	0.0000	0.4425	1.0000	0.0000
DN_NC_086017.1_19795280_8	2068	0.0000	2902.1011	194.3000	0.1146
DN_NC_086017.1_198207851_3	1870	0.0000	0.8513	1.0000	0.0000
DN_NC_086017.1_198455801_2	2370	1.0000	7.7388	1.0000	0.0127
DN_NC_086017.1_19858571_3	1086	0.0000	0.5691	2.0000	0.0000
DN_NC_086017.1_207228653_16	2378	0.0000	0.9432	3.0000	0.0000
DN_NC_086017.1_207540432_15	3967	1.0000	103.7724	4.0000	0.0189
DN_NC_086017.1_208307881_15	6067	0.0000	96.9347	3.0000	0.0196
DN_NC_086017.1_209174437_6	2325	0.0000	13.8103	18.0000	0.0366
DN_NC_086017.1_211655827_5	2208	0.0000	1143.7985	21.0000	0.0371
DN_NC_086017.1_22368298_8	5583	1.0000	0.5083	1.0000	0.0000
DN_NC_086017.1_22395793_17	5299	0.0000	0.4791	1.0000	0.0000
DN_NC_086017.1_22612673_15	5651	0.0000	11.1624	1.0000	0.0088
DN_NC_086017.1_22648299_4	4329	0.0000	14.5780	1.0000	0.0116
DN_NC_086017.1_24755690_2	3806	1.0000	947.9664	2.0000	0.0376
DN_NC_086017.1_24755691_2	3474	1.0000	1038.5081	2.0000	0.0412
DN_NC_086017.1_24755694_2	3748	1.0000	962.6278	2.0000	0.0382
DN_NC_086017.1_26423028_11	3457	0.0000	0.6430	1.0000	0.0000
DN_NC_086017.1_29787177_6	6450	0.0000	511.1082	2.0000	0.0434
DN_NC_086017.1_29831691_3	2507	0.0000	0.4711	1.0000	0.0000
DN_NC_086017.1_29881584_18	4248	0.0000	0.4880	1.0000	0.0000
DN_NC_086017.1_33635296_6	2413	0.0000	4.7236	1.0000	0.0012
DN_NC_086017.1_33716761_5	5774	0.0000	68.1808	1.0000	0.0152
DN_NC_086017.1_35250847_8	3395	0.0000	2.6913	1.0000	0.0038
DN_NC_086017.1_35538439_12	4225	1.0000	148.2062	1.0000	0.0308
DN_NC_086017.1_37226306_22	3317	0.0000	1.9897	1.0000	0.0009
DN_NC_086017.1_41849470_3	4326	1.0000	505.8044	6.0000	0.0268
DN_NC_086017.1_41849524_2	4318	1.0000	706.7371	6.0000	0.0320
DN_NC_086017.1_42871160_16	3663	0.0000	22.3221	1.0000	0.0071
DN_NC_086017.1_43678546_18	5947	0.0000	0.5715	1.0000	0.0000
DN_NC_086017.1_47078826_3	639	1.0000	35.0986	31.2000	0.0814
DN_NC_086017.1_48397256_6	4300	0.0000	264.2258	1.0000	0.0230
DN_NC_086017.1_49305793_6	981	1.0000	7.6381	24.0000	0.0000
DN_NC_086017.1_50362387_6	1922	0.0000	1443.8054	146.9000	0.1072
DN_NC_086017.1_50382141_5	4077	0.0000	945.7609	2.0000	0.0456
DN_NC_086017.1_50412575_3	3994	0.0000	1273.8605	4.0000	0.0578
DN_NC_086017.1_50431420_5	4374	0.0000	352.7318	1.0000	0.0201
DN_NC_086017.1_52688084_4	2768	1.0000	1276.0195	8.0000	0.0600
DN_NC_086017.1_54457640_6	3803	0.0000	1.0600	2.0000	0.0005
DN_NC_086017.1_54487757_3	2209	1.0000	1.0072	1.0000	0.0005
DN_NC_086017.1_54527845_6	3927	1.0000	446.2002	1.0000	0.0278
DN_NC_086017.1_54551513_4	2630	1.0000	0.8468	2.0000	0.0000
DN_NC_086017.1_54583506_2	4243	0.0000	301.7146	1.0000	0.0064
DN_NC_086017.1_54612772_3	3149	1.0000	65.1667	1.0000	0.0048
DN_NC_086017.1_54629198_3	3816	0.0000	693.1116	1.0000	0.0126
DN_NC_086017.1_56236992_2	3828	0.0000	0.5071	1.0000	0.0000
DN_NC_086017.1_56254132_2	3325	0.0000	0.4941	1.0000	0.0000
DN_NC_086017.1_57502847_23	2596	0.0000	0.4206	1.0000	0.0000
DN_NC_086017.1_58115065_4	5569	0.0000	14.3313	2.0000	0.0199
DN_NC_086017.1_58271357_16	2548	0.0000	0.4560	1.0000	0.0000
DN_NC_086017.1_58383797_14	3594	0.0000	0.4930	1.0000	0.0000
DN_NC_086017.1_58612310_12	2885	0.0000	279.6021	1.0000	0.0042
DN_NC_086017.1_58705155_2	2046	1.0000	4322.2028	5308.5000	0.2297
DN_NC_086017.1_60157910_4	1959	0.0000	0.4814	1.0000	0.0000
DN_NC_086017.1_60161487_2	1297	0.0000	0.4464	1.0000	0.0000
DN_NC_086017.1_60479047_11	2567	0.0000	0.4675	1.0000	0.0000
DN_NC_086017.1_68009077_13	3695	0.0000	0.4912	1.0000	0.0000
DN_NC_086017.1_82640717_11	2924	0.0000	1.3458	2.0000	0.0007
DN_NC_086017.1_83275067_10	4249	0.0000	0.4726	1.0000	0.0000
DN_NC_086017.1_85330170_7	2507	0.0000	2.2657	8.0000	0.0000
DN_NC_086017.1_85766278_5	3804	0.0000	1.6498	3.0000	0.0016
DN_NC_086017.1_93233442_3	4138	0.0000	16.3316	1.0000	0.0302
DN_NC_086017.1_9337960_4	808	0.5000	6.6126	22.0000	0.0000
DN_NC_086017.1_9790451_11	2184	0.0000	4.8613	4.0000	0.0220
DN_NC_086018.1_15884108_19	7506	0.0000	646.8373	1.0000	0.0153
DN_NC_086018.1_16134008_5	2013	0.0000	0.5524	1.0000	0.0000
DN_NC_086018.1_16346801_5	1160	0.0000	1.1302	3.0000	0.0000
DN_NC_086018.1_16610610_33	5518	0.0000	0.4801	1.0000	0.0000
DN_NC_086018.1_1713296_2	3612	2.0000	3.0939	8.0000	0.0014
DN_NC_086018.1_17151658_12	3540	0.0000	0.4873	1.0000	0.0000
DN_NC_086018.1_1774757_3	3155	1.0000	489.2887	19.0000	0.0241
DN_NC_086018.1_17748702_5	3239	0.0000	1.1976	3.0000	0.0000
DN_NC_086018.1_17871480_5	3972	1.0000	114.9743	3.0000	0.0123
DN_NC_086018.1_17871581_2	2781	1.0000	163.8763	3.0000	0.0176
DN_NC_086018.1_18253436_31	3775	0.0000	0.6503	2.0000	0.0000
DN_NC_086018.1_18552717_3	2642	0.0000	1204.9296	2.0000	0.0447
DN_NC_086018.1_18646417_6	2242	0.0000	3.3970	12.0000	0.0000
DN_NC_086018.1_18821463_5	3750	1.0000	213.9053	3.0000	0.0115
DN_NC_086018.1_19032395_10	2198	0.0000	2374.5610	2.0000	0.0701
DN_NC_086018.1_19196747_2	3094	0.0000	0.5139	1.0000	0.0000
DN_NC_086018.1_19202967_5	1353	0.0000	0.4893	1.0000	0.0000
DN_NC_086018.1_19844955_6	2470	0.0000	247.0794	1009.8000	0.1830
DN_NC_086018.1_19935965_4	881	1.0000	1.5392	5.0000	0.0000
DN_NC_086018.1_19995243_3	5272	1.0000	74.2614	1.0000	0.0116
DN_NC_086018.1_20024455_2	2662	0.0000	0.5255	1.0000	0.0000
DN_NC_086018.1_2012052_3	1484	1.0000	1910.8814	6.0000	0.0600
DN_NC_086018.1_20765108_15	4396	0.0000	2.8057	12.0000	0.0000
DN_NC_086018.1_21140998_4	5872	0.0000	0.5834	1.0000	0.0000
DN_NC_086018.1_21231592_2	3760	0.0000	486.0287	1.0000	0.0346
DN_NC_086018.1_22138206_15	2248	0.0000	7.5907	27.0000	0.0000
DN_NC_086018.1_22166696_9	2635	0.0000	5.4490	13.0000	0.0000
DN_NC_086018.1_22406144_7	2632	0.0000	6.2819	13.0000	0.0000
DN_NC_086018.1_22567705_3	3189	0.0000	21.8344	3.0000	0.0351
DN_NC_086018.1_23267560_8	2329	0.0000	0.5028	1.0000	0.0000
DN_NC_086018.1_23370474_4	905	0.0000	159.2619	4.0000	0.0177
DN_NC_086018.1_23590926_21	3622	0.0000	0.5395	1.0000	0.0000
DN_NC_086018.1_24502908_7	3953	0.0000	238.8163	1.0000	0.0258
DN_NC_086018.1_24509591_14	4508	0.0000	108.1965	1.0000	0.0140
DN_NC_086018.1_24877691_3	3117	0.0000	1977.4475	896.8000	0.1331
DN_NC_086018.1_25932455_2	4020	0.0000	1780.2455	25.2000	0.0751
DN_NC_086018.1_26719433_15	2718	0.0000	47.9838	3.0000	0.0055
DN_NC_086018.1_26773900_6	1125	0.0000	2120.8258	12.6000	0.0720
DN_NC_086018.1_27357888_21	4147	0.0000	0.4898	1.0000	0.0000
DN_NC_086018.1_27470342_2	2326	0.0000	1183.7412	3.0000	0.0318
DN_NC_086018.1_28313237_9	1968	0.0000	0.4634	1.0000	0.0000
DN_NC_086018.1_28714522_15	4569	1.0000	0.7873	1.0000	0.0007
DN_NC_086018.1_29227554_16	4175	0.0000	0.4771	1.0000	0.0000
DN_NC_086018.1_29956541_2	1821	0.0000	0.5129	1.0000	0.0000
DN_NC_086018.1_30368542_3	1404	0.0000	0.8369	3.0000	0.0000
DN_NC_086018.1_34137538_4	2051	0.0000	0.6192	1.0000	0.0000
DN_NC_086018.1_34186611_4	3130	0.0000	28.7958	23.0000	0.0741
DN_NC_086018.1_34223461_5	2536	0.0000	1173.5864	2.0000	0.0402
DN_NC_086018.1_34278584_41	7526	0.0000	0.4830	1.0000	0.0000
DN_NC_086018.1_35225663_7	1406	0.0000	0.4651	1.0000	0.0000
DN_NC_086018.1_35282535_13	4457	0.0000	17.4858	1.0000	0.0027
DN_NC_086018.1_35611817_17	2896	0.0000	0.4748	1.0000	0.0000
DN_NC_086018.1_36304756_7	3595	0.0000	911.6865	1.0000	0.0220
DN_NC_086018.1_36987543_6	3073	1.0000	1977.5073	13.8000	0.0706
DN_NC_086018.1_37016890_4	2753	1.0000	518.4333	3.0000	0.0349
DN_NC_086018.1_37043543_7	4442	1.0000	1428.5371	32.0000	0.0788
DN_NC_086018.1_39469630_18	4019	0.0000	332.1155	2.0000	0.0209
DN_NC_086018.1_39525778_6	7820	1.0000	0.5478	1.0000	0.0000
DN_NC_086018.1_40100382_3	3494	0.0000	23.3798	2.0000	0.0332
DN_NC_086018.1_40516247_7	2787	0.0000	642.5576	2.0000	0.0423
DN_NC_086018.1_40570429_6	4979	1.0000	923.2121	2.0000	0.0450
DN_NC_086018.1_40865904_11	3220	0.0000	0.6230	1.0000	0.0003
DN_NC_086018.1_47820238_12	4165	0.0000	0.4989	1.0000	0.0000
DN_NC_086018.1_48324966_37	6438	0.0000	0.5120	1.0000	0.0002
DN_NC_086018.1_48564680_20	3574	0.0000	0.5008	1.0000	0.0000
DN_NC_086018.1_48579325_2	1018	1.0000	0.5069	1.0000	0.0000
DN_NC_086018.1_48818439_9	1184	0.0000	1.9662	6.0000	0.0000
