a	b	core_recip
DN_NC_073244.2_48319142_5	DN_NC_086017.1_54527845_6	0.2014
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48242798_5	0.2322
DN_NC_073244.2_27051998_4	DN_NC_073244.2_28711447_2	0.1898
DN_NC_073227.2_8633416_4	DN_NC_073244.2_27408454_4	0.4097
DN_NC_073224.2_117494263_25	DN_NC_073224.2_130335848_23	0.2336
DN_NC_073227.2_9009888_2	DN_NC_073244.2_64125568_5	0.1781
DN_NC_073242.2_105636398_4	DN_NC_086017.1_50382141_5	0.2261
DN_NC_073224.2_130406472_4	DN_NC_073235.2_137582288_5	0.1759
DN_NC_073244.2_30438340_4	DN_NC_073244.2_65266359_4	0.1374
DN_NC_073244.2_55585242_5	DN_NC_073244.2_55654796_6	0.1625
DN_NC_073224.2_115073393_19	DN_NC_073224.2_218361248_19	0.1967
DN_NC_073224.2_8222533_5	DN_NC_073227.2_9009888_2	0.1815
DN_NC_073244.2_64672255_4	DN_NC_073244.2_65102393_4	0.192
DN_NC_073237.2_97733433_3	DN_NC_073244.2_51749194_6	0.1782
DN_NC_073227.2_36265860_3	DN_NC_073241.2_59430535_4	0.1328
DN_NC_073241.2_36126183_3	DN_NC_073244.2_65046428_4	0.1956
DN_NC_073227.2_8705656_4	DN_NC_073244.2_28256975_5	0.2857
DN_NC_073243.2_69046517_5	DN_NC_073247.2_147586730_5	0.1348
DN_NC_073231.2_150618111_5	DN_NC_073232.2_81253567_6	0.2376
DN_NC_073244.2_27504818_5	DN_NC_073244.2_48660338_4	0.3106
DN_NC_073235.2_31723374_5	DN_NC_073240.2_22595737_5	0.8922
DN_NC_073244.2_64724127_4	DN_NC_073244.2_65003440_7	0.3651
DN_NC_073244.2_64585864_4	DN_NC_086017.1_54527845_6	0.2247
DN_NC_073240.2_56108341_2	DN_NC_073244.2_17124484_18	0.1432
DN_NC_073244.2_45737704_5	DN_NC_073245.2_58728682_5	0.1353
DN_NC_073242.2_85744192_2	DN_NC_073242.2_85815514_3	0.4199
DN_NC_073239.2_33872730_10	DN_NC_073239.2_33878048_2	0.2773
DN_NC_073228.2_184836166_2	DN_NC_086017.1_54527845_6	0.2249
DN_NC_073229.2_50165852_6	DN_NC_073229.2_50300098_6	0.4604
DN_NC_073230.2_74190289_5	DN_NC_073241.2_36126183_3	0.2089
DN_NC_073244.2_48093173_7	DN_NC_073247.2_58372296_6	0.2006
DN_NC_073230.2_73508332_4	DN_NC_073244.2_28333451_4	0.203
DN_NC_073244.2_29046961_4	DN_NC_073244.2_65003440_7	0.1528
DN_NC_073244.2_28333451_4	DN_NC_073244.2_64724127_4	0.2536
DN_NC_073242.2_100900995_5	DN_NC_073244.2_48030811_4	0.1806
DN_NC_073228.2_57567147_5	DN_NC_073228.2_57642308_6	0.2308
DN_NC_073224.2_150712594_12	DN_NC_073224.2_150903711_11	0.2766
DN_NC_073231.2_149487100_2	DN_NC_073247.2_58228088_5	0.1918
DN_NC_073224.2_123525276_5	DN_NC_073234.2_50306180_17	0.2696
DN_NC_073228.2_94585570_2	DN_NC_073228.2_94585811_2	0.7353
DN_NC_073243.2_20324218_2	DN_NC_073244.2_51825388_5	0.1392
DN_NC_073232.2_12004654_22	DN_NC_073246.2_46134650_22	0.4324
DN_NC_073228.2_83513581_6	DN_NC_073244.2_48980018_5	0.1564
DN_NC_073244.2_26240035_4	DN_NC_073244.2_64034715_7	0.2399
DN_NC_073227.2_8633416_4	DN_NC_073244.2_64340366_4	0.222
DN_NC_073243.2_23322934_2	DN_NC_073243.2_23322934_5	0.8814
DN_NC_073230.2_87356040_5	DN_NC_073235.2_21834574_3	0.1316
DN_NC_073227.2_211080863_4	DN_NC_073239.2_124648897_4	0.8286
DN_NC_073244.2_67840893_3	DN_NC_086018.1_30368542_3	0.6056
DN_NC_073243.2_18635045_12	DN_NC_073243.2_18635046_2	0.8482
DN_NC_073231.2_150549342_2	DN_NC_073244.2_48352926_4	0.1464
DN_NC_073238.2_32617313_2	DN_NC_073241.2_83874271_3	0.2114
DN_NC_073227.2_94499432_2	DN_NC_073247.2_65342412_4	0.46
DN_NC_073230.2_74299233_4	DN_NC_073246.2_15789320_2	0.2372
DN_NC_073244.2_28256975_5	DN_NC_073244.2_48093173_7	0.1462
DN_NC_073227.2_8705656_4	DN_NC_073244.2_29557605_4	0.3434
DN_NC_073244.2_69848672_3	DN_NC_073244.2_70024584_5	0.1947
DN_NC_073244.2_49072464_4	DN_NC_073244.2_51749194_6	0.3592
DN_NC_073227.2_9010062_2	DN_NC_073244.2_47642985_5	0.142
DN_NC_073229.2_44967262_5	DN_NC_073244.2_18232282_4	0.1351
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69783488_3	0.2545
DN_NC_073244.2_64306022_6	DN_NC_073244.2_65003440_7	0.2284
DN_NC_073236.2_32240619_3	DN_NC_073244.2_64125568_5	0.1557
DN_NC_073244.2_64500861_5	DN_NC_073244.2_65266359_4	0.2371
DN_NC_073235.2_32697745_5	DN_NC_073238.2_31467876_5	0.8725
DN_NC_073244.2_69514207_2	DN_NC_073244.2_70024584_5	0.1581
DN_NC_073244.2_29970261_4	DN_NC_073244.2_65003440_7	0.1485
DN_NC_073228.2_154747841_5	DN_NC_073244.2_47250467_5	0.3908
DN_NC_073244.2_49072464_4	DN_NC_073244.2_64543447_4	0.2069
DN_NC_073244.2_26666712_5	DN_NC_073244.2_29046961_4	0.2227
DN_NC_073230.2_132467242_13	DN_NC_073233.2_14005356_9	0.1719
DN_NC_073228.2_52119080_9	DN_NC_086017.1_35250847_8	0.3247
DN_NC_073224.2_150050706_3	DN_NC_073224.2_150050734_2	0.9891
DN_NC_073235.2_137582288_5	DN_NC_073242.2_7013229_2	0.1429
DN_NC_073233.2_15764817_25	DN_NC_073234.2_70557569_25	0.2341
DN_NC_073245.2_24321532_3	DN_NC_073245.2_24321534_2	0.9441
DN_NC_073241.2_36126198_2	DN_NC_073244.2_65046428_2	0.2265
DN_NC_073232.2_13991147_3	DN_NC_073232.2_27927613_2	0.1433
DN_NC_073244.2_69783488_3	DN_NC_073244.2_70525717_3	0.1923
DN_NC_073244.2_49101177_5	DN_NC_073244.2_55341363_7	0.3115
DN_NC_073230.2_73776646_4	DN_NC_073244.2_26314241_4	0.2214
DN_NC_073231.2_47085106_7	DN_NC_073234.2_95346893_3	0.2939
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27504818_5	0.3934
DN_NC_073244.2_64125568_5	DN_NC_073244.2_64543447_4	0.1688
DN_NC_073244.2_69572632_3	DN_NC_073244.2_70042341_3	0.2103
DN_NC_073227.2_9009888_2	DN_NC_073242.2_66613619_4	0.2033
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28711447_2	0.3405
DN_NC_073229.2_50300098_6	DN_NC_073229.2_50795834_6	0.3442
DN_NC_073245.2_14599986_2	DN_NC_073245.2_14600539_2	0.9573
DN_NC_073245.2_12403861_6	DN_NC_073245.2_28291357_5	0.3557
DN_NC_073244.2_26901109_4	DN_NC_073244.2_29046961_4	0.3591
DN_NC_073244.2_26470366_4	DN_NC_073244.2_30438340_4	0.2929
DN_NC_073244.2_51749194_6	DN_NC_073244.2_64672255_4	0.1919
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18426035_4	0.2421
DN_NC_073224.2_8222533_5	DN_NC_073233.2_9788172_5	0.1536
DN_NC_073227.2_8633418_2	DN_NC_073244.2_29557605_4	0.4976
DN_NC_073244.2_64672255_4	DN_NC_073244.2_65046428_4	0.1861
DN_NC_073248.2_15918163_7	DN_NC_073248.2_16416010_5	0.3685
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17751582_4	0.2356
DN_NC_073244.2_27051998_4	DN_NC_073244.2_64500861_5	0.172
DN_NC_073231.2_107519754_4	DN_NC_073236.2_129488631_5	0.3474
DN_NC_073233.2_103702122_11	DN_NC_073233.2_103744968_15	0.5439
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26666712_5	0.3648
DN_NC_073244.2_47878793_6	DN_NC_073244.2_63895938_6	0.1444
DN_NC_073228.2_182827930_5	DN_NC_073232.2_81033881_5	0.156
DN_NC_073227.2_8705656_4	DN_NC_073244.2_29232445_4	0.4853
DN_NC_073230.2_91654449_3	DN_NC_073230.2_91659196_3	0.6898
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63961971_6	0.1798
DN_NC_073227.2_9009655_3	DN_NC_073246.2_15789285_3	0.1331
DN_NC_073227.2_8705656_4	DN_NC_073244.2_28711447_4	0.287
DN_NC_073233.2_94691683_2	DN_NC_073233.2_94701214_2	0.9113
DN_NC_073244.2_15324693_6	DN_NC_073244.2_47997304_5	0.2317
DN_NC_073230.2_73977205_4	DN_NC_073244.2_29970261_4	0.5881
DN_NC_073224.2_216467757_3	DN_NC_073241.2_64520244_2	0.1733
DN_NC_073247.2_163590486_3	DN_NC_073247.2_164397061_3	0.2622
DN_NC_073229.2_45706582_4	DN_NC_073237.2_30220066_5	0.1439
DN_NC_073227.2_8633416_4	DN_NC_073244.2_30067652_4	0.3444
DN_NC_073233.2_23732821_4	DN_NC_073234.2_126370406_2	0.1674
DN_NC_073227.2_16860393_3	DN_NC_073227.2_21866694_4	0.1489
DN_NC_073244.2_64340366_4	DN_NC_073244.2_64908457_4	0.3202
DN_NC_073242.2_100900995_5	DN_NC_073243.2_20324218_2	0.1657
DN_NC_073242.2_15387796_13	DN_NC_073242.2_35785087_23	0.9672
DN_NC_073240.2_21986088_4	DN_NC_073247.2_147586730_5	0.1319
DN_NC_073224.2_204820137_2	DN_NC_073247.2_105164639_2	0.1417
DN_NC_073244.2_70042341_3	DN_NC_073244.2_70043245_2	0.8725
DN_NC_073236.2_112799498_6	DN_NC_073243.2_84505022_2	0.14
DN_NC_073227.2_9009888_2	DN_NC_073230.2_74637814_2	0.1677
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17751582_4	0.2339
DN_NC_073244.2_15508499_10	DN_NC_073244.2_49072464_4	0.2887
DN_NC_073229.2_45067329_6	DN_NC_073244.2_27765726_4	0.271
DN_NC_073244.2_49101177_5	DN_NC_073244.2_49246931_6	0.2791
DN_NC_073244.2_26240035_4	DN_NC_073244.2_65362909_5	0.1414
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27408454_4	0.3468
DN_NC_073244.2_51825388_5	DN_NC_073247.2_58372296_6	0.1823
DN_NC_073244.2_63961971_6	DN_NC_073247.2_58372296_6	0.1568
DN_NC_073230.2_91659196_2	DN_NC_073230.2_91659196_3	0.688
DN_NC_073244.2_26314241_4	DN_NC_073244.2_30438340_4	0.24
DN_NC_073242.2_84922514_14	DN_NC_073242.2_96073882_12	0.1437
DN_NC_073234.2_106852963_2	DN_NC_073247.2_163244071_16	0.1302
DN_NC_073242.2_98342038_4	DN_NC_073242.2_98342370_2	0.9544
DN_NC_073236.2_22701854_7	DN_NC_073247.2_165410205_10	0.3255
DN_NC_073244.2_28256975_5	DN_NC_073244.2_30438340_4	0.1584
DN_NC_073244.2_47706466_2	DN_NC_073247.2_57761829_5	0.2038
DN_NC_073244.2_27566430_5	DN_NC_073244.2_28711447_4	0.3109
DN_NC_073244.2_64340366_4	DN_NC_073244.2_64500861_5	0.2737
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18356684_4	0.2119
DN_NC_073244.2_29046961_4	DN_NC_073244.2_48093173_7	0.2495
DN_NC_073232.2_81033881_5	DN_NC_073244.2_48919547_6	0.2018
DN_NC_073244.2_26901109_4	DN_NC_086017.1_41849470_3	0.1712
DN_NC_073244.2_27626411_5	DN_NC_073244.2_64797239_5	0.1736
DN_NC_073227.2_55859426_23	DN_NC_073246.2_48588228_2	0.1693
DN_NC_073227.2_9010062_2	DN_NC_073244.2_27131194_2	0.1822
DN_NC_073227.2_8633416_4	DN_NC_073244.2_65046428_4	0.3897
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48620420_5	0.1644
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48919547_6	0.1571
DN_NC_073231.2_150817007_4	DN_NC_073244.2_69923243_2	0.174
DN_NC_073237.2_30220066_5	DN_NC_073244.2_70525717_3	0.1917
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64125568_5	0.4855
DN_NC_073242.2_108616637_5	DN_NC_073242.2_18137074_5	0.1412
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69821764_4	0.2103
DN_NC_073241.2_64468689_4	DN_NC_073244.2_48066692_6	0.2431
DN_NC_073244.2_69783488_3	DN_NC_086017.1_54487757_3	0.1326
DN_NC_073244.2_49205215_5	DN_NC_086017.1_54612772_3	0.1448
DN_NC_073244.2_69799604_5	DN_NC_073244.2_70042341_3	0.248
DN_NC_073244.2_27956158_2	DN_NC_073244.2_28333451_4	0.3267
DN_NC_073236.2_32278873_5	DN_NC_073244.2_8594978_5	0.1507
DN_NC_073227.2_36265860_3	DN_NC_073230.2_56036026_15	0.1346
DN_NC_073244.2_64500861_5	DN_NC_073244.2_64797239_5	0.1768
DN_NC_073244.2_48066692_6	DN_NC_073244.2_49246931_6	0.2018
DN_NC_073229.2_49412454_2	DN_NC_073229.2_49429142_2	0.635
DN_NC_073234.2_121621201_3	DN_NC_073235.2_87399371_2	0.1587
DN_NC_073224.2_58444513_10	DN_NC_073224.2_58444554_2	0.8767
DN_NC_073244.2_69492904_4	DN_NC_073244.2_70042341_3	0.238
DN_NC_073244.2_27408454_4	DN_NC_073244.2_65003440_7	0.1644
DN_NC_073244.2_27956158_4	DN_NC_073244.2_65293743_4	0.1458
DN_NC_073247.2_161251228_4	DN_NC_073247.2_164442447_3	0.3938
DN_NC_073224.2_218361248_19	DN_NC_073224.2_223613827_8	0.8034
DN_NC_073240.2_22595737_5	DN_NC_086018.1_18552717_3	0.1677
DN_NC_073244.2_65266359_4	DN_NC_086017.1_54527845_6	0.1408
DN_NC_073224.2_210837399_19	DN_NC_073229.2_94673034_3	0.1362
DN_NC_073244.2_29970261_4	DN_NC_073244.2_48093173_7	0.549
DN_NC_073237.2_131478659_6	DN_NC_073244.2_15891037_6	0.4115
DN_NC_073235.2_144827388_3	DN_NC_073242.2_3666815_3	0.9941
DN_NC_073230.2_73508332_4	DN_NC_073244.2_27956158_2	0.2885
DN_NC_073244.2_64265252_5	DN_NC_073244.2_64543447_4	0.1688
DN_NC_073244.2_64543447_4	DN_NC_073244.2_64618758_7	0.1991
DN_NC_073228.2_182864372_4	DN_NC_073244.2_65073171_5	0.2213
DN_NC_073237.2_93275727_4	DN_NC_073244.2_29970261_4	0.4124
DN_NC_073244.2_64081943_4	DN_NC_073246.2_15789285_3	0.2022
DN_NC_073230.2_74299233_4	DN_NC_073241.2_36126183_3	0.272
DN_NC_073244.2_59726455_2	DN_NC_073247.2_57761829_5	0.1683
DN_NC_073236.2_112799498_6	DN_NC_073240.2_71415152_2	0.1516
DN_NC_073244.2_65102393_4	DN_NC_073247.2_57840463_5	0.1432
DN_NC_073247.2_115141904_3	DN_NC_073247.2_115141928_2	0.8622
DN_NC_073224.2_124254598_20	DN_NC_073224.2_125055626_35	0.1569
DN_NC_073244.2_27765726_4	DN_NC_073246.2_15789285_3	0.3456
DN_NC_073241.2_36126198_2	DN_NC_073244.2_29680825_2	0.1349
DN_NC_073242.2_36070435_9	DN_NC_086018.1_28313237_9	0.3956
DN_NC_073244.2_27956158_2	DN_NC_073244.2_48242798_5	0.5104
DN_NC_073229.2_21212091_2	DN_NC_073229.2_21267403_2	0.3789
DN_NC_073244.2_29970261_4	DN_NC_073244.2_55771764_5	0.2112
DN_NC_073232.2_80964961_8	DN_NC_073244.2_48660338_4	0.1739
DN_NC_073244.2_51749194_6	DN_NC_073244.2_65102393_4	0.217
DN_NC_073243.2_20324218_2	DN_NC_073245.2_58728682_5	0.1437
DN_NC_073224.2_125055626_35	DN_NC_073224.2_125594338_29	0.8728
DN_NC_073241.2_36126198_2	DN_NC_073244.2_68513423_5	0.2859
DN_NC_073224.2_115073393_19	DN_NC_073224.2_116807774_25	0.507
DN_NC_073244.2_27408454_4	DN_NC_073247.2_57840463_5	0.3106
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64500861_5	0.1901
DN_NC_086018.1_37016890_4	DN_NC_086018.1_37043543_7	0.303
DN_NC_073247.2_164426194_3	DN_NC_073247.2_164861277_3	0.4641
DN_NC_073244.2_69974453_2	DN_NC_073244.2_70043245_2	0.1401
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69873255_2	0.1579
DN_NC_073230.2_74126483_4	DN_NC_073244.2_68611978_5	0.1423
DN_NC_073229.2_45067329_6	DN_NC_073244.2_48384768_7	0.2563
DN_NC_073243.2_20324218_2	DN_NC_073244.2_48242798_5	0.1438
DN_NC_073241.2_63472392_2	DN_NC_073246.2_32689693_4	0.1522
DN_NC_073237.2_109279481_4	DN_NC_073244.2_48093173_7	0.2216
DN_NC_073234.2_127419086_3	DN_NC_073234.2_127419118_2	0.9043
DN_NC_073244.2_48030811_4	DN_NC_073244.2_55341363_7	0.316
DN_NC_073228.2_144514226_7	DN_NC_073228.2_144520267_4	0.6266
DN_NC_073224.2_117494263_25	DN_NC_073224.2_124254598_20	0.1527
DN_NC_073244.2_15324693_6	DN_NC_073244.2_48980018_5	0.1819
DN_NC_073237.2_30220066_5	DN_NC_073244.2_47997304_5	0.1647
DN_NC_073244.2_27869273_3	DN_NC_073244.2_65073171_5	0.1315
DN_NC_073237.2_30220066_5	DN_NC_086017.1_54487757_3	0.2325
DN_NC_073244.2_29046961_4	DN_NC_073244.2_30438340_4	0.1722
DN_NC_073224.2_150050707_2	DN_NC_073224.2_150050754_4	0.9272
DN_NC_073244.2_47642985_5	DN_NC_073244.2_65003440_7	0.1569
DN_NC_073231.2_107519754_4	DN_NC_073234.2_126370406_2	0.1681
DN_NC_073228.2_184836165_2	DN_NC_073244.2_55797441_5	0.1519
DN_NC_073238.2_8052138_7	DN_NC_073244.2_11377962_21	0.8894
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27956158_4	0.4963
DN_NC_073227.2_8633418_2	DN_NC_073244.2_26901109_4	0.4867
DN_NC_073244.2_48030811_4	DN_NC_073244.2_69422908_4	0.3157
DN_NC_073241.2_64468689_4	DN_NC_073244.2_64231369_4	0.2485
DN_NC_073244.2_27504818_5	DN_NC_073244.2_48919547_6	0.2648
DN_NC_073239.2_120536470_2	DN_NC_073239.2_120536491_2	0.944
DN_NC_073228.2_182909765_5	DN_NC_073244.2_26470366_4	0.2505
DN_NC_073247.2_161556098_3	DN_NC_073247.2_164405406_2	0.372
DN_NC_073244.2_47997304_5	DN_NC_073247.2_56899135_7	0.1356
DN_NC_073241.2_36126183_3	DN_NC_073243.2_20204464_2	0.203
DN_NC_073224.2_40627195_4	DN_NC_073227.2_9009888_2	0.169
DN_NC_073229.2_44967262_5	DN_NC_073241.2_64479147_4	0.176
DN_NC_073228.2_182864372_4	DN_NC_073244.2_64585864_4	0.3504
DN_NC_073244.2_15605841_4	DN_NC_073244.2_51825388_5	0.1596
DN_NC_073229.2_20766733_4	DN_NC_073232.2_8975313_3	0.6519
DN_NC_073224.2_206460331_8	DN_NC_073231.2_150618111_5	0.1431
DN_NC_073244.2_48242798_5	DN_NC_073244.2_55464824_5	0.171
DN_NC_073232.2_71834982_5	DN_NC_073244.2_27765726_4	0.1554
DN_NC_073237.2_30974188_2	DN_NC_073237.2_30974592_2	0.8745
DN_NC_073244.2_27285351_4	DN_NC_073244.2_28256975_5	0.1982
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65362909_5	0.2955
DN_NC_073244.2_63895938_6	DN_NC_073244.2_69923242_3	0.1318
DN_NC_073232.2_81134357_6	DN_NC_073244.2_8711681_4	0.1957
DN_NC_073229.2_45067329_6	DN_NC_073244.2_27408454_4	0.2224
DN_NC_073242.2_30609335_2	DN_NC_073242.2_35192809_3	0.182
DN_NC_073244.2_29970261_4	DN_NC_073244.2_30438340_4	0.302
DN_NC_073247.2_40732356_2	DN_NC_073247.2_40763707_2	0.2821
DN_NC_073244.2_18096775_3	DN_NC_073244.2_18385030_4	0.1911
DN_NC_073244.2_48352926_4	DN_NC_073244.2_64860608_4	0.1706
DN_NC_073240.2_57401181_22	DN_NC_073247.2_141930386_19	0.1374
DN_NC_073248.2_9064541_2	DN_NC_073248.2_9064807_2	0.9355
DN_NC_073244.2_48030811_4	DN_NC_073244.2_49246931_6	0.4392
DN_NC_073244.2_26240039_2	DN_NC_073244.2_30067652_4	0.3043
DN_NC_073244.2_26470366_4	DN_NC_073244.2_65326089_4	0.1507
DN_NC_073228.2_182994030_5	DN_NC_073244.2_18232282_4	0.171
DN_NC_073228.2_182827930_5	DN_NC_073237.2_109230975_4	0.1682
DN_NC_073244.2_18124193_3	DN_NC_073244.2_18307855_4	0.142
DN_NC_073243.2_20322881_2	DN_NC_073244.2_70042341_3	0.1444
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69685721_4	0.1817
DN_NC_073234.2_148486259_4	DN_NC_073244.2_70042341_3	0.1322
DN_NC_073224.2_125055626_35	DN_NC_073224.2_130335848_23	0.5164
DN_NC_073235.2_71287360_16	DN_NC_073242.2_7013229_2	0.1717
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17797611_4	0.1555
DN_NC_073231.2_150618111_5	DN_NC_073247.2_58372296_6	0.2048
DN_NC_073228.2_45710800_6	DN_NC_073228.2_45948292_6	0.7466
DN_NC_073237.2_30220066_5	DN_NC_073244.2_47878793_6	0.3707
DN_NC_073227.2_210893336_9	DN_NC_073236.2_26203134_8	0.3984
DN_NC_073224.2_216467757_3	DN_NC_073242.2_100900995_5	0.1467
DN_NC_073229.2_45875453_5	DN_NC_073230.2_89330236_3	0.1308
DN_NC_073232.2_81033881_5	DN_NC_073244.2_63934684_6	0.1964
DN_NC_073231.2_150671293_2	DN_NC_073244.2_59724372_5	0.2313
DN_NC_073244.2_48030384_3	DN_NC_086017.1_54487757_3	0.405
DN_NC_073227.2_9010062_2	DN_NC_073230.2_74190289_5	0.1483
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18470484_4	0.3451
DN_NC_073230.2_89330236_3	DN_NC_086017.1_54457640_6	0.1335
DN_NC_073244.2_29557605_4	DN_NC_073244.2_47739503_5	0.1794
DN_NC_073244.2_48620420_5	DN_NC_086017.1_54551513_4	0.2185
DN_NC_073243.2_20232546_4	DN_NC_073244.2_70277256_8	0.1453
DN_NC_073229.2_45764485_6	DN_NC_073244.2_70159242_5	0.2017
DN_NC_073232.2_81134357_6	DN_NC_073244.2_48093173_7	0.1794
DN_NC_073244.2_68611978_5	DN_NC_086017.1_85766278_5	0.2198
DN_NC_073232.2_71973207_3	DN_NC_073244.2_47706466_2	0.1453
DN_NC_073224.2_130406472_2	DN_NC_073239.2_36370724_4	0.1591
DN_NC_073224.2_25093112_7	DN_NC_073243.2_20078090_12	0.5953
DN_NC_073244.2_27566430_5	DN_NC_073244.2_64543447_4	0.2214
DN_NC_073231.2_150671310_5	DN_NC_073244.2_47706460_3	0.1589
DN_NC_073224.2_199406700_5	DN_NC_073244.2_45985550_6	0.1336
DN_NC_073230.2_89330255_2	DN_NC_073241.2_64520244_2	0.1595
DN_NC_073244.2_65046428_4	DN_NC_073244.2_68643423_8	0.1909
DN_NC_073247.2_59715729_5	DN_NC_073247.2_59782481_5	1.0
DN_NC_073229.2_45067329_6	DN_NC_073244.2_48352926_4	0.2469
DN_NC_073241.2_36126183_3	DN_NC_073244.2_65003440_7	0.1543
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65046428_2	0.1875
DN_NC_073244.2_63895938_6	DN_NC_073244.2_63934684_6	0.1303
DN_NC_073244.2_48093173_7	DN_NC_073244.2_55654796_6	0.1758
DN_NC_073244.2_48384768_7	DN_NC_086017.1_54551513_4	0.1897
DN_NC_073237.2_123801018_5	DN_NC_073244.2_48030811_4	0.178
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68611978_5	0.2737
DN_NC_073242.2_66613619_4	DN_NC_073244.2_28711447_2	0.2218
DN_NC_073244.2_55426973_9	DN_NC_073244.2_69601170_4	0.1436
DN_NC_073229.2_45067329_6	DN_NC_073244.2_64368633_7	0.1715
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27956158_4	0.2771
DN_NC_073242.2_37386128_4	DN_NC_073244.2_29557605_4	0.4221
DN_NC_073229.2_44967262_5	DN_NC_073244.2_48030811_4	0.2075
DN_NC_073244.2_28256975_5	DN_NC_073244.2_65326089_4	0.1384
DN_NC_073228.2_83793803_2	DN_NC_073234.2_140369418_3	0.2975
DN_NC_073228.2_182994030_5	DN_NC_073244.2_8594978_5	0.1999
DN_NC_073230.2_73977205_4	DN_NC_073244.2_28072858_4	0.4879
DN_NC_073229.2_45067329_6	DN_NC_073244.2_64340366_4	0.1655
DN_NC_073228.2_182334642_5	DN_NC_073246.2_15789285_3	0.3418
DN_NC_073235.2_71373985_7	DN_NC_073237.2_101948554_6	0.2449
DN_NC_073229.2_45067329_6	DN_NC_073244.2_65102393_4	0.2683
DN_NC_073238.2_33904146_3	DN_NC_073240.2_20728188_4	0.4153
DN_NC_073244.2_18564507_4	DN_NC_073244.2_18649721_4	0.2203
DN_NC_073244.2_59841798_2	DN_NC_073244.2_59841812_2	0.9399
DN_NC_073229.2_21250610_2	DN_NC_073229.2_21267403_2	0.2082
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73508332_4	0.1469
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48660338_4	0.3855
DN_NC_073230.2_159385621_3	DN_NC_073243.2_49045190_4	0.1639
DN_NC_073234.2_148486259_4	DN_NC_073247.2_56899135_7	0.1723
DN_NC_073227.2_210893336_9	DN_NC_073235.2_34402342_7	0.2246
DN_NC_073237.2_126021216_4	DN_NC_073237.2_126029688_6	0.708
DN_NC_073247.2_18318973_2	DN_NC_073247.2_18638732_2	0.4233
DN_NC_073224.2_129970070_21	DN_NC_073224.2_218434129_23	0.1703
DN_NC_073227.2_8705656_4	DN_NC_073244.2_28588105_4	0.1425
DN_NC_073244.2_48352926_4	DN_NC_073244.2_68548768_5	0.1845
DN_NC_073241.2_36126183_3	DN_NC_073247.2_57840463_5	0.1535
DN_NC_073244.2_29046961_4	DN_NC_073244.2_49205215_5	0.2239
DN_NC_073242.2_3790652_3	DN_NC_073242.2_3794469_3	1.0
DN_NC_073227.2_8633418_2	DN_NC_073244.2_29046961_4	0.486
DN_NC_073230.2_73977205_4	DN_NC_073244.2_27765726_4	0.4983
DN_NC_073224.2_40627195_4	DN_NC_073233.2_9788172_5	0.2644
DN_NC_073230.2_88683937_6	DN_NC_073244.2_48093173_7	0.1306
DN_NC_073244.2_26901109_4	DN_NC_073246.2_15789285_3	0.2495
DN_NC_073244.2_64585864_4	DN_NC_086017.1_41849470_3	0.3938
DN_NC_073231.2_150817007_4	DN_NC_073244.2_51783968_5	0.1959
DN_NC_073244.2_69685713_2	DN_NC_073244.2_69873255_2	0.1416
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69715659_3	0.1481
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26666712_5	0.305
DN_NC_073244.2_8711681_4	DN_NC_086017.1_54487757_3	0.2678
DN_NC_073244.2_64426370_6	DN_NC_073244.2_64672255_4	0.2175
DN_NC_073229.2_46656086_7	DN_NC_086017.1_54551513_4	0.132
DN_NC_073244.2_15324693_6	DN_NC_073244.2_48030384_3	0.306
DN_NC_073244.2_64836827_4	DN_NC_073244.2_64908457_4	0.1846
DN_NC_073244.2_28711447_2	DN_NC_073244.2_29680825_4	0.1897
DN_NC_073244.2_64368633_7	DN_NC_073244.2_64426370_6	0.2143
DN_NC_073244.2_48352926_4	DN_NC_073244.2_49101177_5	0.1961
