gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	n_exon_a	n_exon_b	n_exon_min	stratum	both_single	core_recip	aln_frac	contain_ab	contain_ba	recip_contain	fold
LOC115931654	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_65266359_4	truthbar	0	4	4	4	multi	0	0.1476	0.0000	0.0000	0.0000	0.0000	4
LOC115931654	ZNF761	DN_NC_073244.2_65266359_4	DN_NC_073244.2_65362909_5	truthbar	0	4	5	4	multi	0	0.1626	0.8826	0.7500	0.6000	0.6000	4
LOC115931654	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_073244.2_65266359_4	truthbar	0	5	4	4	multi	0	0.2371	0.3602	0.6000	0.5000	0.5000	4
LOC115931654	ZNF813	DN_NC_073244.2_65266359_4	DN_NC_073244.2_65398487_4	truthbar	0	4	4	4	multi	0	0.1755	0.7561	0.0000	0.0000	0.0000	4
LOC115931654	ZNF83	DN_NC_073244.2_64585864_4	DN_NC_073244.2_65266359_4	truthbar	0	4	4	4	multi	0	0.3841	0.0000	0.0000	0.0000	0.0000	4
LOC115931654	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_65266359_4	truthbar	0	5	4	4	multi	0	0.3248	0.0000	0.0000	0.0000	0.0000	4
LOC115931654	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_65266359_4	truthbar	0	7	4	4	multi	0	0.2251	0.0000	0.0000	0.0000	0.0000	4
LOC115931654	ZNF888	DN_NC_073244.2_64860608_4	DN_NC_073244.2_65266359_4	truthbar	0	4	4	4	multi	0	0.2095	0.7408	0.0000	0.0000	0.0000	4
LOC115931654	ZNF91	DN_NC_073244.2_29680825_2	DN_NC_073244.2_65266359_4	truthbar	0	2	4	2	multi	0	0.3248	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073246.2_15789320_2	genuine	0	4	2	2	multi	0	0.2354	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073246.2_15789285_3	truthbar	0	5	3	3	multi	0	0.1419	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF254	DN_NC_073244.2_30438340_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.1830	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2027	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2372	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF415	DN_NC_073244.2_65046428_4	DN_NC_073246.2_15789285_3	truthbar	0	3	3	3	multi	0	0.2147	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF429	DN_NC_073244.2_27956158_2	DN_NC_073246.2_15789285_3	truthbar	0	2	3	2	multi	0	0.3419	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073246.2_15789320_2	truthbar	0	4	2	2	multi	0	0.2302	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073246.2_15789320_2	truthbar	0	5	2	2	multi	0	0.2401	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF519	DN_NC_073241.2_36126183_3	DN_NC_073246.2_15789285_3	TP	1	3	3	3	multi	0	0.8535	1.0105	1.0000	1.0000	1.0000	4
LOC115931857	ZNF528	DN_NC_073244.2_64368633_7	DN_NC_073246.2_15789320_2	truthbar	0	7	2	2	multi	0	0.1331	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073246.2_15789285_3	truthbar	0	2	3	2	multi	0	0.2775	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF600	DN_NC_073244.2_64724127_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2076	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF616	DN_NC_073244.2_64081943_4	DN_NC_073246.2_15789320_2	truthbar	0	4	2	2	multi	0	0.2259	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF675	DN_NC_073244.2_29970261_4	DN_NC_073246.2_15789320_2	truthbar	0	4	2	2	multi	0	0.4005	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2307	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2713	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073246.2_15789320_2	truthbar	0	4	2	2	multi	0	0.2561	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2070	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF721	DN_NC_073227.2_9009655_3	DN_NC_073246.2_15789285_3	truthbar	0	3	3	3	multi	0	0.1331	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF723	DN_NC_073244.2_29232445_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.3869	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF761	DN_NC_073244.2_65362909_5	DN_NC_073246.2_15789285_3	truthbar	0	5	3	3	multi	0	0.1698	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.1633	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF83	DN_NC_073244.2_64585864_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.3004	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF888	DN_NC_073244.2_64860608_4	DN_NC_073246.2_15789285_3	truthbar	0	4	3	3	multi	0	0.2022	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073246.2_15789320_2	genuine	0	4	2	2	multi	0	0.2274	0.0000	0.0000	0.0000	0.0000	4
LOC115931857	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073246.2_15789285_3	truthbar	0	2	3	2	multi	0	0.2696	0.0000	0.0000	0.0000	0.0000	4
LOC115932055	TFDP1	DN_NC_073238.2_128463727_12	DN_NC_073247.2_47501169_3	genuine	0	12	3	3	multi	0	0.4303	0.9234	0.9167	0.3333	0.3333	1
LOC115932241	LOC115932281	DN_NC_073247.2_18318973_2	DN_NC_073247.2_18934892_2	genuine	0	2	2	2	multi	0	0.3944	0.8711	1.0000	1.0000	1.0000	4
LOC115932241	LOC129529790	DN_NC_073247.2_17003459_2	DN_NC_073247.2_18318973_2	truthbar	0	2	2	2	multi	0	0.4144	0.8973	1.0000	0.5000	0.5000	4
LOC115932241	LOC129530333	DN_NC_073247.2_18318973_2	DN_NC_073248.2_30080680_2	genuine	0	2	2	2	multi	0	0.3675	0.8750	1.0000	1.0000	1.0000	4
LOC115932281	LOC129529790	DN_NC_073247.2_17003459_2	DN_NC_073247.2_18934892_2	TP	1	2	2	2	multi	0	0.4178	1.0822	1.0000	1.0000	1.0000	4
LOC115932281	LOC129530333	DN_NC_073247.2_18934892_2	DN_NC_073248.2_30080680_2	genuine	0	2	2	2	multi	0	0.6366	1.0311	1.0000	1.0000	1.0000	4
LOC115932634	PPIF	DN_NC_073232.2_36391573_6	DN_NC_073232.2_91788490_6	genuine	0	6	6	6	multi	0	0.4936	1.0004	0.8333	1.0000	0.8333	3
LOC115932679	LOC129523854	DN_NC_073230.2_47037167_3	DN_NC_073230.2_51605178_3	genuine	0	3	3	3	multi	0	0.1543	0.1543	0.6667	0.6667	0.6667	3
LOC115932679	LOC129529528	DN_NC_073230.2_47037167_3	DN_NC_086018.1_40100382_3	genuine	0	3	3	3	multi	0	0.1367	0.0000	0.0000	0.0000	0.0000	3
LOC115932679	SLC37A2	DN_NC_073230.2_47037167_3	DN_NC_073233.2_132992860_18	genuine	0	3	18	3	multi	0	0.1420	0.0000	0.0000	0.0000	0.0000	3
LOC115932683	TUBGCP5	DN_NC_073240.2_21430216_23	DN_NC_073240.2_24008961_23	TP	1	23	23	23	multi	0	0.9977	0.9977	1.0000	1.0000	1.0000	2
LOC115932735	LOC115932984	DN_NC_073224.2_124254598_20	DN_NC_073224.2_130224824_25	truthbar	0	20	25	20	multi	0	0.1569	0.1705	0.2000	0.4800	0.2000	1
LOC115932735	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_124254598_20	genuine	0	19	20	19	multi	0	0.1552	0.1439	0.1053	0.1500	0.1053	1
LOC115932735	LOC129525330	DN_NC_073224.2_124254598_20	DN_NC_073224.2_125594338_29	truthbar	0	20	29	20	multi	0	0.1569	0.1688	0.2000	0.5517	0.2000	1
LOC115932735	LOC129525331	DN_NC_073224.2_124254598_20	DN_NC_073224.2_125055626_35	truthbar	0	20	35	20	multi	0	0.1569	0.1688	0.2000	0.4571	0.2000	1
LOC115932735	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_124254598_20	truthbar	0	25	20	20	multi	0	0.1527	0.1837	0.3200	0.2000	0.2000	1
LOC115932735	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_124254598_20	truthbar	0	25	20	20	multi	0	0.1527	0.1837	0.3200	0.2000	0.2000	1
LOC115932749	ZC3H7A	DN_NC_073242.2_15387796_13	DN_NC_073242.2_35785087_23	TP	1	13	23	13	multi	0	0.9672	0.9672	0.9231	0.5652	0.5652	1
LOC115932756	LOC115932954	DN_NC_073238.2_25250945_5	DN_NC_073240.2_17174470_5	TP	1	5	5	5	multi	0	0.6332	1.0612	1.0000	1.0000	1.0000	2
LOC115932756	LOC115933156	DN_NC_073236.2_24785599_8	DN_NC_073240.2_17174470_5	genuine	0	8	5	5	multi	0	0.1567	0.3872	0.6250	0.8000	0.6250	2
LOC115932756	LOC129530227	DN_NC_073240.2_17174470_5	DN_NC_073248.2_45277558_8	genuine	0	5	8	5	multi	0	0.2710	0.6093	0.8000	0.6250	0.6250	2
LOC115932756	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073240.2_17174470_5	TP	1	5	5	5	multi	0	0.8018	1.0000	1.0000	1.0000	1.0000	2
LOC115932756	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073240.2_17174470_5	TP	1	2	5	2	multi	0	0.4120	0.7303	0.5000	0.0000	0.0000	2
LOC115932762	LOC129524026	DN_NC_073231.2_148826481_3	DN_NC_073236.2_30490104_2	genuine	0	3	2	2	multi	0	0.1352	0.0000	0.0000	0.0000	0.0000	3
LOC115932762	LOC129527190	DN_NC_073236.2_30501599_2	DN_NC_073238.2_22111250_2	genuine	0	2	2	2	multi	0	0.4069	0.9400	1.0000	1.0000	1.0000	3
LOC115932762	NOSTRIN	DN_NC_073235.2_71287360_16	DN_NC_073236.2_30490104_2	genuine	0	16	2	2	multi	0	0.2562	0.6086	0.0000	0.5000	0.0000	3
LOC115932779	LOC115932992	DN_NC_073242.2_16378095_15	DN_NC_073242.2_29051840_13	genuine	0	15	13	13	multi	0	0.3379	0.9075	1.0000	0.9231	0.9231	0
LOC115932779	LOC115933039	DN_NC_073242.2_28854512_28	DN_NC_073244.2_20936541_9	TP	1	28	9	9	multi	0	1.0000	1.0000	0.3214	1.0000	0.3214	0
LOC115932779	SORL1	DN_NC_073233.2_129388517_48	DN_NC_073242.2_28854512_28	TP	1	48	28	28	multi	0	0.6033	1.0000	0.5417	1.0000	0.5417	0
LOC115932787	MAP2K3	DN_NC_073228.2_78724694_4	DN_NC_073228.2_79204251_5	TP	1	4	5	4	multi	0	0.2592	0.8756	0.7500	0.6000	0.6000	2
LOC115932794	LOC129529083	DN_NC_073228.2_78872851_5	DN_NC_073245.2_35742393_2	TP	1	5	2	2	multi	0	0.2048	0.9538	0.2000	0.5000	0.2000	2
LOC115932794	LOC134757821	DN_NC_073228.2_78872851_5	DN_NC_073245.2_35910982_4	genuine	0	5	4	4	multi	0	0.1655	0.9104	0.4000	0.5000	0.4000	2
LOC115932943	LOC129530010	DN_NC_073247.2_84653260_2	DN_NC_073247.2_84678651_3	genuine	0	2	3	2	multi	0	0.4391	0.0000	0.0000	0.0000	0.0000	3
LOC115932954	LOC115933156	DN_NC_073236.2_24785599_8	DN_NC_073238.2_25250945_5	genuine	0	8	5	5	multi	0	0.2221	0.3445	0.6250	0.8000	0.6250	2
LOC115932954	LOC129523503	DN_NC_073236.2_30205531_7	DN_NC_073238.2_25250945_5	TP	1	7	5	5	multi	0	0.3097	0.3101	0.7143	0.8000	0.7143	2
LOC115932954	LOC129523574	DN_NC_073238.2_25250945_5	DN_NC_073246.2_11287585_8	genuine	0	5	8	5	multi	0	0.2250	0.3085	0.8000	0.6250	0.6250	2
LOC115932954	LOC129526389	DN_NC_073238.2_23392840_7	DN_NC_073238.2_25250945_5	TP	1	7	5	5	multi	0	0.3085	0.3089	0.7143	0.8000	0.7143	2
LOC115932954	LOC129530227	DN_NC_073238.2_25250945_5	DN_NC_073248.2_45277558_8	genuine	0	5	8	5	multi	0	0.4835	0.5077	0.8000	0.6250	0.6250	2
LOC115932954	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073238.2_25250945_5	TP	1	5	5	5	multi	0	0.8403	1.0490	1.0000	1.0000	1.0000	2
LOC115932954	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073238.2_25250945_5	TP	1	8	5	5	multi	0	0.3097	0.3101	0.5000	0.8000	0.5000	2
LOC115932954	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073238.2_25250945_5	TP	1	8	5	5	multi	0	0.3097	0.3101	0.6250	0.8000	0.6250	2
LOC115932954	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073238.2_25250945_5	TP	1	2	5	2	multi	0	0.4120	0.7303	0.5000	0.2000	0.2000	2
LOC115932984	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_130224824_25	TP	1	29	25	25	multi	0	0.7950	0.8118	1.0000	0.9600	0.9600	1
LOC115932984	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_130224824_25	TP	1	35	25	25	multi	0	0.8055	0.8223	1.0000	0.9600	0.9600	1
LOC115932984	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_130224824_25	TP	1	25	25	25	multi	0	0.3123	0.7944	1.0000	0.9600	0.9600	1
LOC115932984	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_130224824_25	TP	1	25	25	25	multi	0	0.3123	0.7944	0.7600	0.9600	0.7600	1
LOC115932994	LOC129533365	DN_NC_073228.2_81689164_6	DN_NC_073228.2_83259868_7	TP	1	8	6	6	multi	0	0.1661	1.0813	0.7500	0.6667	0.6667	2
LOC115933002	LOC115934680	DN_NC_073228.2_46729356_10	DN_NC_073228.2_62340772_5	genuine	0	10	5	5	multi	0	0.1776	0.2815	0.4000	0.6000	0.4000	3
LOC115933006	LOC115933189	DN_NC_073228.2_182513643_26	DN_NC_073228.2_182587557_24	TP	1	26	25	25	multi	0	0.5613	1.0000	0.9231	1.0000	0.9231	1
LOC115933039	SORL1	DN_NC_073233.2_129388517_48	DN_NC_073244.2_20936541_9	TP	1	48	9	9	multi	0	0.9015	1.0000	0.1667	1.0000	0.1667	0
LOC115933090	LOC129524676	DN_NC_073237.2_22957046_5	DN_NC_073238.2_31858801_4	genuine	0	5	4	4	multi	0	0.3751	1.0564	0.8000	0.7500	0.7500	0
LOC115933090	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073238.2_31858801_4	genuine	0	5	4	4	multi	0	0.3299	1.0640	1.0000	1.0000	1.0000	0
LOC115933127	LOC115933128	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122741455_4	TP	1	4	4	4	multi	0	0.6988	1.0107	1.0000	1.0000	1.0000	1
LOC115933127	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122741455_4	TP	1	4	4	4	multi	0	0.7230	1.0036	1.0000	1.0000	1.0000	1
LOC115933127	LOC134757171	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122769394_7	genuine	0	4	7	4	multi	0	0.7091	1.1229	1.0000	1.0000	1.0000	1
LOC115933128	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122634080_4	TP	1	4	4	4	multi	0	0.6962	0.9973	1.0000	1.0000	1.0000	1
LOC115933128	LOC134757171	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122769394_7	genuine	0	4	7	4	multi	0	0.6917	1.1349	1.0000	1.0000	1.0000	1
LOC115933144	LOC129527341	DN_NC_073242.2_35270505_17	DN_NC_073242.2_35624699_9	TP	1	17	9	9	multi	0	0.6106	0.6254	0.5294	0.8889	0.5294	1
LOC115933152	TEX14	DN_NC_073228.2_33351152_31	DN_NC_073236.2_29195344_14	TP	1	31	14	14	multi	0	0.2605	0.2600	0.1613	0.4286	0.1613	4
LOC115933156	LOC129523503	DN_NC_073236.2_24785599_8	DN_NC_073236.2_30205531_7	genuine	0	8	7	7	multi	0	0.5609	0.5609	0.1250	0.0000	0.0000	2
LOC115933156	LOC129523574	DN_NC_073236.2_24785599_8	DN_NC_073246.2_11287585_8	genuine	0	8	8	8	multi	0	0.1497	0.4008	0.8750	0.8750	0.8750	2
LOC115933156	LOC129526389	DN_NC_073236.2_24785599_8	DN_NC_073238.2_23392840_7	genuine	0	8	7	7	multi	0	0.5605	0.5609	0.1250	0.0000	0.0000	2
LOC115933156	LOC129530227	DN_NC_073236.2_24785599_8	DN_NC_073248.2_45277558_8	genuine	0	8	8	8	multi	0	0.8608	1.0639	0.8750	1.0000	0.8750	2
LOC115933156	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073236.2_24785599_8	genuine	0	5	8	5	multi	0	0.1571	0.3872	0.8000	0.6250	0.6250	2
LOC115933156	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073236.2_24785599_8	genuine	0	8	8	8	multi	0	0.8731	1.0023	0.7500	1.0000	0.7500	2
LOC115933156	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_24785599_8	genuine	0	8	8	8	multi	0	0.4178	1.0031	0.8750	1.0000	0.8750	2
LOC115933167	LOC115935376	DN_NC_073230.2_47098444_23	DN_NC_073230.2_51812102_9	genuine	0	23	9	9	multi	0	0.2253	0.2120	0.1304	0.3333	0.1304	2
LOC115933167	LOC129523494	DN_NC_073230.2_112158616_4	DN_NC_073230.2_51812102_9	TP	1	4	9	4	multi	0	0.2259	0.2259	0.5000	0.3333	0.3333	2
LOC115933167	LOC129534750	DN_NC_073230.2_51812102_9	DN_NC_073230.2_86128587_5	genuine	0	9	5	5	multi	0	0.3882	0.4149	0.4444	0.8000	0.4444	2
LOC115933170	WDR70	DN_NC_073243.2_74160733_18	DN_NC_073243.2_79717303_18	genuine	0	18	18	18	multi	0	0.1387	0.1387	0.2222	0.2222	0.2222	3
LOC115933187	SH3KBP1	DN_NC_073245.2_9841009_7	DN_NC_073247.2_30010111_18	TP	1	7	18	7	multi	0	0.4068	0.9353	0.7143	0.2778	0.2778	3
LOC115933219	LOC129527278	DN_NC_073236.2_21829724_2	DN_NC_073245.2_42779121_5	genuine	0	2	5	2	multi	0	0.1667	0.5485	0.5000	0.0000	0.0000	3
LOC115933219	LOC129532222	DN_NC_073235.2_33703802_2	DN_NC_073245.2_42779121_5	genuine	0	2	5	2	multi	0	0.1354	0.7541	0.5000	0.4000	0.4000	3
LOC115933219	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073245.2_42779121_5	TP	1	7	5	5	multi	0	0.3336	0.9996	1.0000	0.8000	0.8000	3
LOC115933235	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_129429039_7	genuine	0	19	7	7	multi	0	0.3423	1.0008	0.3684	1.0000	0.3684	1
LOC115933240	LOC134757171	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122769394_7	genuine	0	4	7	4	multi	0	0.7230	1.1296	1.0000	1.0000	1.0000	1
LOC115933241	LOC129525599	DN_NC_073224.2_115073393_19	DN_NC_073224.2_116807774_25	genuine	0	19	25	19	multi	0	0.5070	0.5739	0.7368	1.0000	0.7368	1
LOC115933241	LOC134756861	DN_NC_073224.2_115073393_19	DN_NC_073224.2_117494263_25	genuine	0	19	25	19	multi	0	0.5070	0.5739	0.7368	1.0000	0.7368	1
LOC115933250	LOC115933349	DN_NC_073242.2_30717385_31	DN_NC_073242.2_31497679_8	genuine	0	31	8	8	multi	0	0.7050	0.7059	0.2258	0.8750	0.2258	4
LOC115933250	LOC129527620	DN_NC_073242.2_28606635_19	DN_NC_073242.2_30717385_31	TP	1	19	31	19	multi	0	0.4950	0.6727	0.7895	0.4839	0.4839	4
LOC115933306	LOC115934662	DN_NC_073228.2_54243403_14	DN_NC_073228.2_56462402_14	TP	1	14	14	14	multi	0	1.0000	1.0000	1.0000	1.0000	1.0000	3
LOC115933306	LOC129533797	DN_NC_073228.2_54243403_14	DN_NC_073228.2_56531257_20	TP	1	14	20	14	multi	0	0.9480	0.9480	0.9286	0.6500	0.6500	3
LOC115933349	LOC134757427	DN_NC_073242.2_15607160_18	DN_NC_073242.2_31497679_8	TP	1	18	8	8	multi	0	0.2941	0.2950	0.0556	0.1250	0.0556	4
LOC115933369	LOC129527725	DN_NC_073242.2_104701006_6	DN_NC_073242.2_99381861_11	TP	1	6	11	6	multi	0	0.4771	0.4767	0.8333	0.4545	0.4545	1
LOC115933429	MPHOSPH8	DN_NC_073238.2_33938258_14	DN_NC_073240.2_20710887_3	TP	1	14	3	3	multi	0	0.5457	0.5457	0.2143	0.6667	0.2143	2
LOC115933728	LOC129526434	DN_NC_073235.2_31723374_5	DN_NC_073238.2_31467876_5	truthbar	0	5	5	5	multi	0	0.8922	0.9322	0.8000	0.8000	0.8000	3
LOC115933728	LOC129529583	DN_NC_073235.2_31723374_5	DN_NC_086018.1_18552717_3	genuine	0	5	3	3	multi	0	0.2382	0.4416	0.2000	0.0000	0.0000	3
LOC115933728	TUBA1C	DN_NC_073234.2_52064465_4	DN_NC_073235.2_31723374_5	truthbar	0	4	5	4	multi	0	0.8599	0.0000	0.0000	0.0000	0.0000	3
LOC115933728	TUBA3E	DN_NC_073235.2_31723374_5	DN_NC_073235.2_32697745_5	TP	1	5	5	5	multi	0	1.0000	1.0000	1.0000	1.0000	1.0000	3
LOC115933728	TUBA8	DN_NC_073235.2_31723374_5	DN_NC_086018.1_16134008_5	truthbar	0	5	5	5	multi	0	0.7708	0.5617	0.4000	0.4000	0.4000	3
LOC115933728	TUBAL3	DN_NC_073232.2_14351656_4	DN_NC_073235.2_31723374_5	truthbar	0	4	5	4	multi	0	0.7547	0.0000	0.0000	0.0000	0.0000	3
LOC115933986	LOC134757408	DN_NC_073241.2_103649905_2	DN_NC_086017.1_47078826_3	genuine	0	2	3	2	multi	0	0.1471	0.0000	0.0000	0.0000	0.0000	1
LOC115933986	LOC134758214	DN_NC_086017.1_47078826_3	DN_NC_086018.1_22567705_3	genuine	0	3	3	3	multi	0	0.1592	0.0000	0.0000	0.0000	0.0000	1
LOC115934025	LOC134757969	DN_NC_086017.1_24755691_2	DN_NC_086017.1_24755694_2	genuine	0	2	2	2	multi	0	0.9674	0.9674	0.5000	0.5000	0.5000	3
LOC115934041	LOC129528278	DN_NC_073241.2_83874271_3	DN_NC_086017.1_112545872_3	genuine	0	3	3	3	multi	0	0.3597	0.7306	0.3333	0.3333	0.3333	1
LOC115934041	LOC129528791	DN_NC_073244.2_6165323_3	DN_NC_086017.1_112545872_3	genuine	0	3	3	3	multi	0	0.3729	0.7629	0.3333	0.3333	0.3333	1
LOC115934057	ZFP2	DN_NC_073228.2_182864372_4	DN_NC_086017.1_54583506_2	genuine	0	4	2	2	multi	0	0.1656	0.0000	0.0000	0.0000	0.0000	3
LOC115934372	LOC129526178	DN_NC_073227.2_148229831_8	DN_NC_073238.2_39529658_9	genuine	0	8	9	8	multi	0	0.1550	0.1550	0.5000	0.4444	0.4444	3
LOC115934372	LOC129527096	DN_NC_073227.2_148229831_8	DN_NC_073240.2_41396094_2	genuine	0	8	2	2	multi	0	0.1716	0.7801	0.0000	0.5000	0.0000	3
LOC115934550	WDR45B	DN_NC_073228.2_62433488_6	DN_NC_073228.2_9345525_10	TP	1	6	10	6	multi	0	0.3837	0.8795	0.1667	0.9000	0.1667	4
LOC115934575	USP32	DN_NC_073228.2_31824273_3	DN_NC_073228.2_83368453_5	TP	1	3	5	3	multi	0	0.1485	1.0069	1.0000	0.6000	0.6000	3
LOC115934626	LRRC37A3	DN_NC_073228.2_27148471_4	DN_NC_073228.2_45948292_6	TP	1	4	6	4	multi	0	0.3107	1.0509	1.0000	1.0000	1.0000	3
LOC115934662	LOC129533797	DN_NC_073228.2_56462402_14	DN_NC_073228.2_56531257_20	TP	1	14	20	14	multi	0	0.9480	0.9480	0.9286	0.6500	0.6500	3
LOC115935264	PMS2	DN_NC_073230.2_14161449_15	DN_NC_073230.2_81087606_7	genuine	0	15	7	7	multi	0	0.1647	0.3714	0.3333	0.5714	0.3333	4
LOC115935268	LOC129534750	DN_NC_073230.2_86077849_4	DN_NC_073230.2_86186055_4	genuine	0	4	4	4	multi	0	0.4659	1.0020	1.0000	1.0000	1.0000	2
LOC115935369	LOC129523646	DN_NC_073230.2_72857214_2	DN_NC_073230.2_73388327_2	genuine	0	2	2	2	multi	0	0.1471	0.9957	1.0000	1.0000	1.0000	0
LOC115935369	LOC129523647	DN_NC_073230.2_72907176_2	DN_NC_073230.2_73388327_2	genuine	0	2	2	2	multi	0	0.1461	0.9892	1.0000	1.0000	1.0000	0
LOC115935376	LOC129534750	DN_NC_073230.2_47098444_23	DN_NC_073230.2_86128587_5	genuine	0	23	5	5	multi	0	0.3413	0.3247	0.1304	0.6000	0.1304	2
LOC115935615	TNFRSF10D	DN_NC_073231.2_27335163_6	DN_NC_073231.2_27367940_9	TP	1	6	9	6	multi	0	0.2354	0.8394	0.8333	0.5556	0.5556	3
LOC115935842	LOC129524687	DN_NC_073236.2_32676987_2	DN_NC_073237.2_31692944_2	TP	1	2	2	2	multi	0	0.3419	1.0100	1.0000	1.0000	1.0000	4
LOC115935989	RHEB	DN_NC_073230.2_160290576_8	DN_NC_073232.2_68914292_6	genuine	0	8	6	6	multi	0	0.3408	0.3408	0.8750	0.1667	0.1667	2
LOC115935989	SHLD2	DN_NC_073232.2_68914292_6	DN_NC_073232.2_99479042_10	TP	1	6	10	6	multi	0	0.5602	0.7860	0.8333	0.6000	0.6000	2
LOC115936279	LOC129523488	DN_NC_073233.2_54778450_7	DN_NC_073233.2_97922937_7	genuine	0	7	7	7	multi	0	0.6194	0.9964	0.8571	1.0000	0.8571	2
LOC129523474	NXF3	DN_NC_073247.2_114041704_23	DN_NC_073247.2_114854872_20	truthbar	0	23	20	20	multi	0	0.3718	0.2431	0.2609	0.3000	0.2609	2
LOC129523494	LOC129534750	DN_NC_073230.2_112158616_4	DN_NC_073230.2_86128587_5	genuine	0	4	5	4	multi	0	0.3330	0.3330	0.5000	0.6000	0.5000	2
