gene_a	gene_b	class	cls	core	aln_frac	all_isoform_alnfrac	gga_score	exon_hom	junc_conc	shared_path	n_exon_match	n_iso_a	n_iso_b
LOC101153727	ZNF461	truthbar-FP	truthbar	0.3080	0.0000	1.0000	0.3955	0.5237	0.4545	0.0800	12	14	11
LOC101153727	ZNF529	truthbar-FP	truthbar	0.1339	0.0000	1.0000	0.3126	0.6051	0.0000	0.0400	10	14	8
LOC101153727	ZNF546	truthbar-FP	truthbar	0.3423	0.0000	1.0000	0.1462	0.2725	0.0000	0.0400	5	14	12
LOC101153727	ZNF560	truthbar-FP	truthbar	0.3146	0.0000	1.0000	0.1976	0.3752	0.0000	0.0400	13	14	8
LOC101153727	ZNF565	truthbar-FP	truthbar	0.3625	0.0000	1.0000	0.3533	0.4791	0.3750	0.0800	9	14	18
LOC101153727	ZNF566	truthbar-FP	truthbar	0.3807	0.0000	1.0000	0.2378	0.4556	0.0000	0.0400	8	14	8
LOC101153727	ZNF571	truthbar-FP	truthbar	0.2522	0.0000	1.0000	0.0650	0.1100	0.0000	0.0400	1	14	9
LOC101153727	ZNF573	truthbar-FP	truthbar	0.2894	0.0000	1.0000	0.0575	0.0950	0.0000	0.0400	1	14	10
LOC101153727	ZNF582	truthbar-FP	truthbar	0.4580	0.0000	1.0000	0.0705	0.1210	0.0000	0.0400	1	14	8
LOC101153727	ZNF583	truthbar-FP	truthbar	0.2303	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	14	8
LOC101153727	ZNF607	truthbar-FP	truthbar	0.1422	0.0000	1.0000	0.0925	0.1651	0.0000	0.0400	4	14	8
LOC101153727	ZNF665	truthbar-FP	truthbar	0.4043	0.0000	1.0000	0.0683	0.1166	0.0000	0.0400	1	14	8
LOC101153727	ZNF780A	truthbar-FP	truthbar	0.1331	0.0000	1.0000	0.0821	0.1442	0.0000	0.0400	1	14	8
LOC101153727	ZNF790	truthbar-FP	truthbar	0.1914	0.0000	1.0000	0.1565	0.2275	0.0909	0.0800	5	14	14
LOC101153837	LOC101154200	truthbar-FP	truthbar	0.1324	0.0000	1.0000	0.4614	0.6294	0.4667	0.1200	18	9	11
LOC101153837	LOC109024269	genuine-FP	genuine	0.3878	0.0000	1.0000	0.5041	0.6670	0.5625	0.1200	18	9	9
LOC101153837	LOC109025073	genuine-FP	genuine	0.1555	0.0000	1.0000	0.4819	0.8328	0.1818	0.0800	14	9	14
LOC101153837	ZNF124	truthbar-FP	truthbar	0.1936	0.0000	1.0000	0.3533	0.5513	0.2308	0.0800	12	9	12
LOC101153837	ZNF136	truthbar-FP	truthbar	0.2457	0.0000	1.0000	0.5746	0.8750	0.4286	0.1200	20	9	11
LOC101153837	ZNF490	truthbar-FP	truthbar	0.2479	0.0000	1.0000	0.2129	0.3302	0.1111	0.0800	13	9	7
LOC101153837	ZNF564	truthbar-FP	truthbar	0.1617	0.0000	1.0000	0.4799	0.7822	0.2353	0.1200	15	9	8
LOC101153837	ZNF57	truthbar-FP	truthbar	0.1422	0.0000	1.0000	0.2658	0.4186	0.0833	0.1429	6	9	6
LOC101153837	ZNF627	truthbar-FP	truthbar	0.2021	0.0000	1.0000	0.3771	0.7341	0.0000	0.0400	10	9	19
LOC101153837	ZNF669	truthbar-FP	truthbar	0.1857	0.0000	1.0000	0.3728	0.7255	0.0000	0.0400	9	9	22
LOC101153837	ZNF77	truthbar-FP	truthbar	0.3632	0.0000	0.3306	0.0389	0.0421	0.0000	0.0714	10	9	5
LOC101153837	ZNF791	truthbar-FP	truthbar	0.1795	0.0000	0.6384	0.0277	0.0327	0.0000	0.0455	5	9	6
LOC101153891	LOC109026917	genuine-FP	genuine	0.1345	0.4073	1.0000	0.2270	0.4040	0.0000	0.1000	8	2	8
LOC101153990	TLE2	truthbar-FP	truthbar	0.4067	0.0000	0.0000	0.5336	0.7053	0.4737	0.2500	17	8	2
LOC101154200	LOC109024269	genuine-FP	genuine	0.2207	0.0000	1.0000	0.5520	0.7773	0.5333	0.1200	18	11	9
LOC101154200	LOC109025073	truthbar-FP	truthbar	0.2393	0.0000	1.0000	0.5356	0.8494	0.3636	0.0800	16	11	14
LOC101154200	ZNF124	truthbar-FP	truthbar	0.1840	0.0000	1.0000	0.3017	0.4481	0.2308	0.0800	10	11	12
LOC101154200	ZNF136	truthbar-FP	truthbar	0.2838	0.0000	1.0000	0.6017	0.8933	0.5000	0.1200	20	11	11
LOC101154200	ZNF426	truthbar-FP	truthbar	0.1321	0.0000	1.0000	0.2642	0.4551	0.0667	0.0800	10	11	8
LOC101154200	ZNF433	truthbar-FP	truthbar	0.3231	0.0000	1.0000	0.6297	0.9693	0.5000	0.0800	19	11	13
LOC101154200	ZNF440	truthbar-FP	truthbar	0.2805	0.0000	1.0000	0.5456	0.8239	0.4545	0.0800	15	11	15
LOC101154200	ZNF443	truthbar-FP	truthbar	0.3451	0.6180	1.0000	0.1567	0.1851	0.1765	0.0800	15	11	8
LOC101154200	ZNF563	truthbar-FP	truthbar	0.4825	0.4814	1.0000	0.3211	0.5140	0.1765	0.0800	15	11	8
LOC101154200	ZNF564	truthbar-FP	truthbar	0.2073	0.0000	1.0000	0.4533	0.7784	0.1765	0.0800	15	11	8
LOC101154200	ZNF57	truthbar-FP	truthbar	0.1734	0.0000	0.0000	0.0357	0.0357	0.0000	0.0714	2	11	6
LOC101154200	ZNF669	truthbar-FP	truthbar	0.2368	0.0000	1.0000	0.3661	0.7122	0.0000	0.0400	8	11	22
LOC101154200	ZNF77	truthbar-FP	truthbar	0.1470	0.0000	0.3306	0.0845	0.0643	0.0667	0.1429	9	11	5
LOC101154200	ZNF791	truthbar-FP	truthbar	0.1476	0.0000	1.0000	0.1140	0.1491	0.0667	0.0909	5	11	6
LOC101154200	ZNF799	truthbar-FP	truthbar	0.4324	0.4312	1.0000	0.2022	0.3312	0.0667	0.0800	6	11	8
LOC101154200	ZNF823	truthbar-FP	truthbar	0.6977	0.6744	1.0000	0.3784	0.7369	0.0000	0.0400	8	11	24
LOC101154261	RBM4	genuine-FP	genuine	0.3674	0.3506	1.0000	0.8542	1.0000	0.7500	0.6667	6	8	8
LOC101154433	LOC115930161	TP	TP	0.7692	1.0000	1.0000	0.7505	1.0000	0.6818	0.3200	25	5	5
LOC101154433	LOC129527724	TP	TP	0.4590	0.9866	1.0000	0.6177	0.9212	0.4286	0.2000	20	5	5
LOC101154437	TUBG2	TP	TP	0.7854	0.7490	1.0000	0.8500	1.0000	0.9000	0.5000	22	5	5
LOC101154556	TOM1L1	genuine-FP	genuine	0.4554	0.4554	0.8553	0.3606	0.5545	0.0000	0.3333	1	6	6
LOC109023154	LOC109025730	genuine-FP	genuine	0.2485	0.3569	1.0000	0.0481	0.0761	0.0000	0.0400	2	12	13
LOC109023154	LOC129530131	genuine-FP	genuine	0.1467	0.2106	1.0000	0.5620	0.7748	0.5385	0.1600	15	12	10
LOC109023154	LOC134756589	genuine-FP	genuine	0.1467	0.2071	1.0000	0.0263	0.0327	0.0000	0.0400	2	12	10
LOC109023154	NCALD	genuine-FP	genuine	0.1445	0.2032	1.0000	0.1299	0.2381	0.0000	0.0435	1	12	8
LOC109023154	NCR3LG1	genuine-FP	genuine	0.1454	0.2093	1.0000	0.1400	0.2549	0.0000	0.0500	5	12	8
LOC109023154	PDCD5	genuine-FP	genuine	0.2641	0.3699	1.0000	0.2772	0.3780	0.2727	0.0800	9	12	14
LOC109023154	SELENOP	genuine-FP	genuine	0.1436	0.2053	1.0000	0.3282	0.6364	0.0000	0.0400	1	12	8
LOC109023154	SPC25	genuine-FP	genuine	0.2449	0.3434	1.0000	0.2034	0.3867	0.0000	0.0400	8	12	18
LOC109023154	TMEM38B	genuine-FP	genuine	0.1467	0.2097	1.0000	0.1780	0.3323	0.0000	0.0476	1	12	8
LOC109023154	TSPAN8	genuine-FP	genuine	0.1388	0.2062	1.0000	0.1115	0.2030	0.0000	0.0400	1	12	6
LOC109023154	UCHL1	genuine-FP	genuine	0.1454	0.2027	1.0000	0.3698	0.6227	0.1538	0.0800	8	12	8
LOC109023261	LOC129532125	genuine-FP	genuine	0.1483	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	3	4
LOC109023261	LOC129532854	genuine-FP	genuine	0.1649	0.0000	1.0000	0.0658	0.0817	0.0000	0.1000	1	3	7
LOC109023386	LOC115930830	TP	TP	0.2988	0.2988	0.6675	0.7499	0.9594	0.6522	0.4286	25	4	3
LOC109023386	LOC134757229	TP	TP	0.3211	0.3192	0.6675	0.7442	0.9480	0.6522	0.4286	25	4	2
LOC109023808	LOC115931240	genuine-FP	genuine	0.7007	0.7017	1.0000	0.9375	1.0000	1.0000	0.7500	4	2	2
LOC109023809	TRIP13	genuine-FP	genuine	0.3281	0.3274	0.5795	0.7831	0.9877	0.6957	0.4615	22	2	2
LOC109023855	LOC129526123	genuine-FP	genuine	0.1348	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	3	4
LOC109023855	LOC129532854	genuine-FP	genuine	0.2026	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	3	7
LOC109023855	NLGN1	genuine-FP	genuine	0.1432	0.0000	0.2259	0.0000	0.0000	0.0000	0.0000	0	3	3
LOC109024129	ZNF264	genuine-FP	genuine	0.2021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	4	2
LOC109024129	ZNF35	genuine-FP	genuine	0.2238	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	4	8
LOC109024129	ZNF473	genuine-FP	genuine	0.9195	0.9195	1.0000	0.0000	0.0000	0.0000	0.0000	0	4	6
LOC109024129	ZNF594	genuine-FP	genuine	0.1797	0.0000	1.0000	0.1866	0.3398	0.0000	0.0667	2	4	6
LOC109024129	ZSCAN20	genuine-FP	genuine	0.1345	0.0000	1.0000	0.8819	1.0000	0.7500	0.7778	10	4	8
LOC109024193	LOC115930105	truthbar-FP	truthbar	0.1780	0.0000	1.0000	0.3581	0.4740	0.2941	0.1905	12	8	8
LOC109024193	ZIK1	truthbar-FP	truthbar	0.1886	0.0000	1.0000	0.5396	0.7027	0.5625	0.1905	15	8	8
LOC109024193	ZNF132	truthbar-FP	truthbar	0.3905	0.0000	1.0000	0.1845	0.3472	0.0000	0.0435	5	8	12
LOC109024193	ZNF134	truthbar-FP	truthbar	0.1749	0.0000	1.0000	0.2041	0.2222	0.2143	0.1579	10	8	8
LOC109024193	ZNF154	truthbar-FP	truthbar	0.3083	0.0000	1.0000	0.3053	0.4734	0.1875	0.0870	10	8	9
LOC109024193	ZNF256	truthbar-FP	truthbar	0.2139	0.0000	1.0000	0.2863	0.4907	0.0769	0.0870	7	8	12
LOC109024193	ZNF304	truthbar-FP	truthbar	0.3189	0.0000	1.0000	0.4335	0.6095	0.3333	0.1818	15	8	9
LOC109024193	ZNF416	truthbar-FP	truthbar	0.2238	0.0000	1.0000	0.3544	0.5654	0.2000	0.0870	13	8	10
LOC109024193	ZNF418	truthbar-FP	truthbar	0.1581	0.0000	1.0000	0.2372	0.3642	0.1333	0.0870	9	8	10
LOC109024193	ZNF548	truthbar-FP	truthbar	0.1839	0.0000	1.0000	0.3760	0.6371	0.1429	0.0870	13	8	11
LOC109024193	ZNF551	truthbar-FP	truthbar	0.1573	0.0000	1.0000	0.3751	0.5673	0.2353	0.1304	12	8	8
LOC109024193	ZNF584	truthbar-FP	truthbar	0.1929	0.0000	0.0000	0.0662	0.0324	0.0000	0.2000	4	8	4
LOC109024193	ZNF792	truthbar-FP	truthbar	0.2019	0.0000	1.0000	0.3699	0.6508	0.0909	0.0870	9	8	14
LOC109024207	LOC109027078	genuine-FP	genuine	0.1835	0.0000	1.0000	0.1576	0.2953	0.0000	0.0400	12	9	5
LOC109024207	ZNF184	genuine-FP	genuine	0.1828	0.0000	1.0000	0.1945	0.3690	0.0000	0.0400	5	9	8
LOC109024207	ZNF30	genuine-FP	genuine	0.2185	0.0000	1.0000	0.2070	0.2540	0.2000	0.1200	9	9	10
LOC109024207	ZNF420	genuine-FP	genuine	0.1575	0.0000	1.0000	0.3004	0.5809	0.0000	0.0400	7	9	15
LOC109024207	ZNF471	genuine-FP	genuine	0.1825	0.0000	1.0000	0.1552	0.2391	0.0625	0.0800	10	9	8
LOC109024207	ZNF546	genuine-FP	genuine	0.1565	0.0000	1.0000	0.2616	0.3479	0.2308	0.1200	9	9	12
LOC109024207	ZNF560	genuine-FP	genuine	0.1902	0.0000	1.0000	0.3238	0.4625	0.2500	0.1200	15	9	8
LOC109024207	ZNF565	genuine-FP	genuine	0.1811	0.0000	1.0000	0.1983	0.3765	0.0000	0.0400	5	9	18
LOC109024207	ZNF571	genuine-FP	genuine	0.2327	0.0000	1.0000	0.2413	0.3802	0.1250	0.0800	10	9	9
LOC109024207	ZNF573	genuine-FP	genuine	0.2136	0.0000	1.0000	0.1079	0.1425	0.0667	0.0800	5	9	10
LOC109024207	ZNF582	genuine-FP	genuine	0.1489	0.0000	1.0000	0.0812	0.1425	0.0000	0.0400	5	9	8
LOC109024207	ZNF607	genuine-FP	genuine	0.1521	0.0000	0.0000	0.0280	0.0360	0.0000	0.0400	5	9	8
LOC109024207	ZNF665	genuine-FP	genuine	0.1948	0.0000	0.0000	0.0268	0.0337	0.0000	0.0400	6	9	8
LOC109024207	ZNF829	genuine-FP	genuine	0.1461	0.0000	1.0000	0.3687	0.5346	0.2857	0.1200	12	9	11
LOC109024216	LOC109026610	genuine-FP	genuine	0.1417	0.0000	1.0000	0.0117	0.0035	0.0000	0.0400	10	37	18
LOC109024216	LOC115930172	genuine-FP	genuine	0.1919	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	28
LOC109024216	LOC115931567	truthbar-FP	truthbar	0.1636	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	38
LOC109024216	LOC115931568	truthbar-FP	truthbar	0.1910	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	32
LOC109024216	LOC115931576	truthbar-FP	truthbar	0.3211	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	29
LOC109024216	LOC115931654	truthbar-FP	truthbar	0.4760	0.3596	1.0000	0.5935	0.8702		0.0400	21	37	32
LOC109024216	LOC129527827	genuine-FP	genuine	0.1570	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	33
LOC109024216	LOC129528947	genuine-FP	genuine	0.1644	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	35
LOC109024216	OSBPL10	genuine-FP	genuine	0.1640	0.3737	1.0000	0.0188	0.0177	0.0000	0.0400	10	37	19
LOC109024216	ZNF254	truthbar-FP	truthbar	0.3692	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	30
LOC109024216	ZNF273	truthbar-FP	truthbar	0.3276	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	35
LOC109024216	ZNF28	truthbar-FP	truthbar	0.1933	0.4662	1.0000	0.3549	0.6899	0.0000	0.0400	15	37	23
LOC109024216	ZNF347	truthbar-FP	truthbar	0.3150	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	19
LOC109024216	ZNF415	genuine-FP	genuine	0.3966	0.0000	1.0000	0.4707	0.6861		0.0400	16	37	33
LOC109024216	ZNF429	truthbar-FP	truthbar	0.1458	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	36
LOC109024216	ZNF43	truthbar-FP	truthbar	0.3045	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	26
LOC109024216	ZNF430	truthbar-FP	truthbar	0.1392	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	32
LOC109024216	ZNF468	genuine-FP	genuine	0.1694	0.8566	1.0000	0.4741	0.6912		0.0400	15	37	25
LOC109024216	ZNF480	genuine-FP	genuine	0.2179	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	18
LOC109024216	ZNF486	genuine-FP	genuine	0.2080	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	32
LOC109024216	ZNF506	genuine-FP	genuine	0.1528	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	34
LOC109024216	ZNF578	truthbar-FP	truthbar	0.2522	0.5383	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	13
LOC109024216	ZNF600	truthbar-FP	truthbar	0.2837	0.9057	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	23
LOC109024216	ZNF611	truthbar-FP	truthbar	0.2509	0.4592	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	19
LOC109024216	ZNF626	genuine-FP	genuine	0.1573	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	29
LOC109024216	ZNF681	truthbar-FP	truthbar	0.1512	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	17
LOC109024216	ZNF682	genuine-FP	genuine	0.3024	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	36
LOC109024216	ZNF701	genuine-FP	genuine	0.2184	0.5385	1.0000	0.0111	0.0023	0.0000	0.0400	1	37	15
LOC109024216	ZNF721	truthbar-FP	truthbar	0.1758	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	46
LOC109024216	ZNF761	truthbar-FP	truthbar	0.1678	0.9923	1.0000	0.0163	0.0127	0.0000	0.0400	12	37	8
LOC109024216	ZNF766	genuine-FP	genuine	0.2202	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	16
LOC109024216	ZNF808	truthbar-FP	truthbar	0.2481	0.2076	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	20
LOC109024216	ZNF813	truthbar-FP	truthbar	0.4378	1.0212	1.0000	0.0147	0.0094	0.0000	0.0400	4	37	8
LOC109024216	ZNF83	truthbar-FP	truthbar	0.2114	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	19
LOC109024216	ZNF836	truthbar-FP	truthbar	0.1369	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	25
LOC109024216	ZNF841	truthbar-FP	truthbar	0.1321	0.0000	1.0000	0.0000	0.0000		0.0000	0	37	25
LOC109024216	ZNF888	truthbar-FP	truthbar	0.4644	0.9072	1.0000	0.0110	0.0021	0.0000	0.0400	11	37	13
LOC109024216	ZNF91	truthbar-FP	truthbar	0.2195	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	37	25
LOC109024259	ZNF112	genuine-FP	genuine	0.1621	0.0000	1.0000	0.0119	0.0039	0.0000	0.0400	1	10	13
LOC109024259	ZNF155	genuine-FP	genuine	0.4177	0.3711	1.0000	0.0705	0.1209	0.0000	0.0400	5	10	8
LOC109024259	ZNF221	genuine-FP	genuine	0.4563	0.4693	1.0000	0.0599	0.0998	0.0000	0.0400	1	10	8
LOC109024259	ZNF222	genuine-FP	genuine	0.4108	0.4251	1.0000	0.0127	0.0054	0.0000	0.0400	4	10	7
LOC109024259	ZNF224	TP	TP	0.5993	0.5996	1.0000	0.0957	0.1715	0.0000	0.0400	1	10	8
LOC109024259	ZNF225	genuine-FP	genuine	0.3758	0.5290	1.0000	0.1316	0.2432	0.0000	0.0400	1	10	8
LOC109024259	ZNF229	genuine-FP	genuine	0.2250	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	10	8
LOC109024259	ZNF230	genuine-FP	genuine	0.1628	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	10	8
LOC109024259	ZNF233	genuine-FP	genuine	0.1569	0.0000	1.0000	0.1027	0.1854	0.0000	0.0400	1	10	6
LOC109024259	ZNF234	genuine-FP	genuine	0.2555	0.1739	1.0000	0.1628	0.3055	0.0000	0.0400	1	10	8
LOC109024259	ZNF235	genuine-FP	genuine	0.3748	0.0000	1.0000	0.0788	0.1376	0.0000	0.0400	1	10	8
LOC109024259	ZNF239	genuine-FP	genuine	0.2817	0.0000	1.0000	0.3445	0.5866	0.1250	0.0800	8	10	8
LOC109024259	ZNF284	genuine-FP	genuine	0.3912	0.3366	1.0000	0.1384	0.2567	0.0000	0.0400	1	10	8
LOC109024259	ZNF45	genuine-FP	genuine	0.2269	0.0000	1.0000	0.0119	0.0039	0.0000	0.0400	1	10	12
LOC109024269	LOC109025073	genuine-FP	genuine	0.3017	0.0000	1.0000	0.5458	0.9606	0.1818	0.0800	17	9	14
LOC109024269	ZNF124	genuine-FP	genuine	0.2430	0.0000	1.0000	0.2749	0.4713	0.0769	0.0800	10	9	12
LOC109024269	ZNF136	genuine-FP	genuine	0.1927	0.0000	1.0000	0.6348	0.9954	0.4286	0.1200	24	9	11
LOC109024269	ZNF14	genuine-FP	genuine	0.3383	0.0000	1.0000	0.3302	0.5435	0.1538	0.0800	12	9	12
LOC109024269	ZNF433	genuine-FP	genuine	0.8342	0.8346	1.0000	0.5082	0.8930	0.1667	0.0800	16	9	13
LOC109024269	ZNF440	genuine-FP	genuine	0.1741	0.0000	1.0000	0.4845	0.8382	0.1818	0.0800	14	9	15
LOC109024269	ZNF443	genuine-FP	genuine	0.1990	0.0000	1.0000	0.5053	0.8035	0.2941	0.1200	18	9	8
LOC109024269	ZNF563	genuine-FP	genuine	0.2119	0.0000	1.0000	0.5238	0.8112	0.3529	0.1200	19	9	8
LOC109024269	ZNF564	genuine-FP	genuine	0.1639	0.0000	1.0000	0.5053	0.8035	0.2941	0.1200	18	9	8
LOC109024269	ZNF627	genuine-FP	genuine	0.1947	0.0000	1.0000	0.3449	0.6697	0.0000	0.0400	10	9	19
LOC109024269	ZNF669	genuine-FP	genuine	0.1686	0.0000	1.0000	0.4056	0.7911	0.0000	0.0400	9	9	22
LOC109024269	ZNF77	genuine-FP	genuine	0.1909	0.0000	0.3306	0.0500	0.0643	0.0000	0.0714	11	9	5
LOC109024269	ZNF791	genuine-FP	genuine	0.2338	0.0000	1.0000	0.1129	0.1491	0.0625	0.0909	8	9	6
LOC109024269	ZNF799	genuine-FP	genuine	0.1898	0.0000	1.0000	0.0962	0.1212	0.0625	0.0800	9	9	8
LOC109024269	ZNF823	genuine-FP	genuine	0.2751	0.0000	1.0000	0.3119	0.6038	0.0000	0.0400	6	9	24
LOC109024546	ZNF280B	genuine-FP	genuine	0.2770	0.2092	1.0000	0.7712	0.9924	0.6000	0.5000	5	6	5
LOC109024560	LOC109025730	genuine-FP	genuine	0.1950	0.3524	1.0000	0.0251	0.0301	0.0000	0.0400	3	8	13
LOC109024560	MMP24OS	genuine-FP	genuine	0.1419	0.2413	1.0000	0.3284	0.6351	0.0000	0.0435	3	8	5
LOC109024560	PDCD5	genuine-FP	genuine	0.2084	0.3938	1.0000	0.1663	0.3126	0.0000	0.0400	3	8	14
LOC109024560	SEM1	genuine-FP	genuine	0.1451	0.2467	1.0000	0.0251	0.0301	0.0000	0.0400	3	8	14
LOC109024560	SPC25	genuine-FP	genuine	0.1537	0.3522	1.0000	0.1721	0.3241	0.0000	0.0400	4	8	18
LOC109024800	THSD1	genuine-FP	genuine	0.2479	0.2782	0.2782	0.0544	0.0089	0.0000	0.2000	1	3	3
LOC109024811	LOC129527096	genuine-FP	genuine	0.2931	0.7727	1.0000	0.4097	0.7569	0.0000	0.1250	1	4	3
LOC109024957	RFPL3	truthbar-FP	truthbar	0.6056	0.0000	0.0000	0.1855	0.2044	0.0000	0.3333	2	4	1
LOC109024957	RFPL4A	TP	TP	0.7860	0.9992	1.0000	0.8125	1.0000	0.7500	0.5000	7	4	2
LOC109025073	ZNF124	genuine-FP	genuine	0.2370	0.0000	1.0000	0.3940	0.5662	0.3636	0.0800	14	14	12
LOC109025073	ZNF136	truthbar-FP	truthbar	0.2644	0.0000	1.0000	0.5580	0.7578	0.6364	0.0800	21	14	11
LOC109025073	ZNF14	truthbar-FP	truthbar	0.2169	0.0000	1.0000	0.4100	0.5527	0.4545	0.0800	14	14	12
LOC109025073	ZNF426	truthbar-FP	truthbar	0.1425	0.0000	1.0000	0.2124	0.4049	0.0000	0.0400	6	14	8
LOC109025073	ZNF433	truthbar-FP	truthbar	0.3658	0.0000	1.0000	0.6704	0.9372	0.7273	0.0800	21	14	13
LOC109025073	ZNF440	truthbar-FP	truthbar	0.2418	0.0000	1.0000	0.4354	0.5581	0.5455	0.0800	15	14	15
LOC109025073	ZNF441	truthbar-FP	truthbar	0.1390	0.0000	1.0000	0.2800	0.4728	0.0909	0.0833	8	14	7
LOC109025073	ZNF443	truthbar-FP	truthbar	0.2414	0.0000	1.0000	0.1872	0.2890	0.0909	0.0800	14	14	8
LOC109025073	ZNF490	truthbar-FP	truthbar	0.2414	0.0000	1.0000	0.1315	0.1775	0.0909	0.0800	13	14	7
LOC109025073	ZNF563	truthbar-FP	truthbar	0.2539	0.0000	1.0000	0.2558	0.4261	0.0909	0.0800	15	14	8
LOC109025073	ZNF564	truthbar-FP	truthbar	0.1833	0.0000	1.0000	0.1650	0.2445	0.0909	0.0800	14	14	8
LOC109025073	ZNF57	truthbar-FP	truthbar	0.2081	0.0000	1.0000	0.2093	0.3829	0.0000	0.0714	2	14	6
LOC109025073	ZNF627	truthbar-FP	truthbar	0.2680	0.0000	1.0000	0.2805	0.4495	0.1429	0.0800	11	14	19
LOC109025073	ZNF669	genuine-FP	genuine	0.2656	0.0000	1.0000	0.4511	0.6122	0.5000	0.0800	11	14	22
LOC109025073	ZNF77	truthbar-FP	truthbar	0.1971	0.0000	0.3306	0.0340	0.0323	0.0000	0.0714	10	14	5
LOC109025073	ZNF791	truthbar-FP	truthbar	0.1336	0.0000	1.0000	0.1051	0.1193	0.0909	0.0909	4	14	6
LOC109025073	ZNF799	truthbar-FP	truthbar	0.2421	0.0000	1.0000	0.0924	0.0994	0.0909	0.0800	4	14	8
LOC109025073	ZNF823	truthbar-FP	truthbar	0.2914	0.0000	1.0000	0.5343	0.6953	0.6667	0.0800	11	14	24
LOC109025084	LOC129528550	genuine-FP	genuine	0.6089	0.6443	0.9255	0.4097	0.6944	0.0000	0.2500	5	3	1
LOC109025132	LOC129523505	TP	TP	0.7362	0.7330	1.0000	0.7705	0.7320	0.8000	0.8182	9	3	8
LOC109025132	LOC129525643	genuine-FP	genuine	0.7705	1.0011	1.0000	1.0000	1.0000	1.0000	1.0000	11	3	3
LOC109025320	LOC129527663	genuine-FP	genuine	0.1985	1.0079	1.0000	1.0000	1.0000	1.0000	1.0000	2	5	1
LOC109025447	LOC129531666	TP	TP	0.5030	0.5032	1.0000	0.4348	0.6988	0.1818	0.1600	14	8	6
LOC109025447	LOC129531667	TP	TP	0.3389	0.6753	1.0000	0.5733	0.9751	0.1429	0.2000	6	8	3
LOC109025447	RGPD8	TP	TP	0.5344	0.5344	1.0000	0.5003	0.6988	0.3636	0.2400	14	8	8
LOC109025592	TIMM23B	genuine-FP	genuine	0.2458	0.3019	1.0000	0.1112	0.1930	0.0000	0.0588	3	3	5
LOC109025592	TOR3A	genuine-FP	genuine	0.3078	0.3095	0.5116	0.0248	0.0201	0.0000	0.0588	1	3	4
LOC109025592	TRAF5	genuine-FP	genuine	0.2984	0.3786	1.0000	0.5302	0.8293	0.2857	0.1765	9	3	5
LOC109025730	LOC109028669	genuine-FP	genuine	0.1762	0.0000	0.3060	0.0000	0.0000	0.0000	0.0000	0	13	1
LOC109025730	LOC129530096	genuine-FP	genuine	0.3464	0.3464	1.0000	0.1871	0.3293	0.0500	0.0400	4	13	5
LOC109025730	LOC129530131	genuine-FP	genuine	0.3569	0.3569	1.0000	0.0965	0.1112	0.0833	0.0800	5	13	10
LOC109025730	LOC134756589	genuine-FP	genuine	0.3539	0.3539	1.0000	0.0235	0.0269	0.0000	0.0400	2	13	10
LOC109025730	LRFN5	genuine-FP	genuine	0.2447	0.3464	1.0000	0.0250	0.0261	0.0000	0.0476	7	13	8
LOC109025730	MINPP1	genuine-FP	genuine	0.2161	0.3313	0.2837	0.0489	0.0265	0.0000	0.1429	7	13	6
LOC109025730	MMP24OS	genuine-FP	genuine	0.1958	0.3456	1.0000	0.0370	0.0523	0.0000	0.0435	8	13	5
