gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
LOC101153725	LOC109024269	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18045307_2	0	302	4	0.3119	0	0	0	0	0	0	0	0			2	4	0.5	2	0	8	497	0.0160966	25	3.2581	1	0.3252	5	6	5.5	10	52	31	400	400	400	1	1	1	1	0.0365	0.0474	0.04195	2491	3754	3122.5	0.3252	0.2882	0.3252
LOC101153727	LOC109024207	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49176797_4	0	313	2	0.2005	0	0	0	0	0	0	0	0			4	7	0.571429	3	0	4	116	0.0344828	24	3.21888	0	0.284	2	3	2.5	52	53	52.5	39	337	188	0.115727	0	0	0	0	0.0197	0.00985	2388	3063	2725.5	0.284	0.2779	0.284
LOC101153727	ZNF283	DN_NC_073244.2_48384768_7	DN_NC_073244.2_55341363_7	0	313	2	0.2848	0	0	0	0	0	0	0	0			7	7	1	0	0	7	116	0.0603448	21	3.09104	1	0.3	2	4	3	46	52	49	39	67	53	0.58209	0	0	0	0	0.0197	0.00985	2388	2539	2463.5	0.3	0.284	0.3
LOC101153837	LOC109024269	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18232282_4	0	302	4	0.3878	0	0	0	0	0	0	0	0			2	4	0.5	2	0	7	130	0.0538462	16	2.83321	1	0.2882	5	7	6	10	44	27	400	400	400	1	1	1	1	0.0009	0.0365	0.0187	2204	3754	2979	0.2882	0.1848	0.2882
LOC101153837	LOC109025073	DN_NC_073244.2_18096775_3	DN_NC_073244.2_18232282_4	0	302	4	0.1555	0	0	0	0	0	0	0	0			3	4	0.75	1	0	2	130	0.0153846	29	3.4012	0	0.2715	5	7	6	10	44	27	400	400	400	1	1	1	1	0.0008	0.0009	0.00085	2204	2563	2383.5	0.2715	0.1848	0.2715
LOC101153891	LOC109026917	DN_NC_073224.2_27333739_3	DN_NC_073228.2_64771915_4	0	315	1	0.1345	0.4073	1272	7.14913	0	0	0	0.0547818	0			3	4	0.75	1	0	2	4	0.5	30	3.43399	0	0.1815	51	51	51	52	52	52	261	357	309	0.731092	0	1	0.5	0.0077	0.0205	0.0141	3103	4624	3863.5	0.1815	0.1338	0.1815
LOC101154200	LOC109024269	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18307855_4	0	302	4	0.2207	0	0	0	0	0	0	0	0			2	4	0.5	2	0	6	236	0.0254237	34	3.55535	1	0.2882	5	6.5	5.75	10	51	30.5	400	400	400	1	0	1	0.5	0.0365	0.0422	0.03935	3754	4175	3964.5	0.2882	0.2845	0.2882
LOC101154261	RBM4	DN_NC_073233.2_74557606_4	DN_NC_073233.2_74583920_4	0	437	1	0.3674	0.3506	649	6.47697	0.25	0.25	0.25	0.12881	0.08765			4	4	1	0	0	2	7	0.285714	45	3.82864	0	0.094	3	4	3.5	51	51	51	400	400	400	1	0	1	0.5	0	0.0038	0.0019	1831	2732	2281.5	0.094	0.0821	0.094
LOC101154433	LOC115930161	DN_NC_073242.2_99181437_12	DN_NC_073242.2_99604879_12	1	343	2	0.7692	1	1937	7.56941	1	0.9167	0.9167	0.7692	1	0.9938	0.396	12	12	1	0	0	2	6	0.333333	329	5.79909	0	0.0269	4	4	4	51	52	51.5	287	289	288	0.99308	0	0	0	0	0	0	1917	2620	2268.5	0.0269	0.0139	0.0269
LOC101154433	LOC129527724	DN_NC_073242.2_104350782_12	DN_NC_073242.2_99604879_12	1	343	2	0.459	0.9866	1911	7.55591	1	0.9167	0.9167	0.452849	0.9866	0.9823	0.326	12	12	1	0	0	3	6	0.5	318	5.76519	0	0.0211	4	4	4	51	51	51	287	328	307.5	0.875	0	0	0	0	0	0	1917	2355	2136	0.0211	0.0139	0.0211
LOC101154437	TUBG2	DN_NC_073228.2_49804904_11	DN_NC_073228.2_49856055_11	1	438	2	0.7854	0.749	1361	7.21671	0.8182	0.8182	0.8182	0.588265	0.612832	0.9301	0.753	11	11	1	0	0	2	3	0.666667	158	5.0689	0	0.0176	3	3	3	51	52	51.5	375	400	387.5	0.9375	0	0	0	0	0	0	1797	2427	2112	0.0176	0.0011	0.0176
LOC101154556	TOM1L1	DN_NC_073228.2_37084614_4	DN_NC_073228.2_37089052_16	0	439	3	0.4554	0.4554	1683	7.42893	0.25	0	0	0.207389	0.11385			4	16	0.25	12	0	2	31	0.0645161	400	5.99396	0	0.1147	2	2	2	51	51	51	400	400	400	1	0	0	0	0	0	0	3676	5172	4424	0.1147	0.1086	0.1147
LOC109023154	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073239.2_123333523_2	0	4	1	0.2485	0.3569	474	6.16331	0.2	0	0	0.0886896	0.07138			2	5	0.4	3	0	25	52	0.480769	25	3.2581	1	0.4684	1	9	5	51	52	51.5	207	400	303.5	0.5175	0	1	0.5	0.1109	0.1491	0.13	1308	2264	1786	0.4684	0.2548	0.4684
LOC109023154	LOC129530131	DN_NC_073239.2_123333523_2	DN_NC_073247.2_115708949_2	0	4	1	0.1467	0.2106	481	6.17794	0	0	0	0.030895	0			2	2	1	0	0	6	59	0.101695	58	4.07754	1	0.2548	3.5	9	6.25	51	52	51.5	64	400	232	0.16	0	1	0.5	0.06	0.1109	0.08545	2264	3035	2649.5	0.2548	0.218	0.2548
LOC109023154	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073239.2_123333523_2	0	4	1	0.1467	0.2071	473	6.16121	0	0	0	0.0303816	0			2	2	1	0	0	5	59	0.0847458	60	4.11087	1	0.416	1	9	5	51	52	51.5	13	400	206.5	0.0325	1	1	1	0.1085	0.1109	0.1097	2264	2848	2556	0.416	0.2548	0.416
LOC109023154	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073239.2_123333523_2	0	4	1	0.1445	0.2032	464	6.14204	0	0	0	0.0293624	0			2	4	0.5	2	0	5	65	0.0769231	60	4.11087	1	0.2548	1	9	5	51	52	51.5	370	400	385	0.925	1	1	1	0.0447	0.1109	0.0778	2264	5039	3651.5	0.2548	0.1799	0.2548
LOC109023154	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073239.2_123333523_2	0	4	1	0.1454	0.2093	478	6.1717	0	0	0	0.0304322	0			2	4	0.5	2	0	3	65	0.0461538	64	4.17439	0	0.2548	1	9	5	52	52	52	64	400	232	0.16	0	1	0.5	0.0639	0.1109	0.0874	2264	3537	2900.5	0.2548	0.195	0.2548
LOC109023154	PDCD5	DN_NC_073239.2_123333523_2	DN_NC_073244.2_43610901_6	0	4	1	0.2641	0.3699	465	6.14419	0.1667	0	0	0.0976906	0.0616623			2	6	0.333333	4	0	3	65	0.0461538	54	4.00733	0	0.4805	3	9	6	51	52	51.5	72	400	236	0.18	0	1	0.5	0.1109	0.1374	0.12415	1237	2264	1750.5	0.4805	0.2548	0.4805
LOC109023154	SELENOP	DN_NC_073239.2_123333523_2	DN_NC_073243.2_69046517_5	0	4	1	0.1436	0.2053	469	6.15273	0	0	0	0.0294811	0			2	5	0.4	3	0	14	65	0.215385	44	3.80666	1	0.289	1	9	5	51	52	51.5	400	400	400	1	0	1	0.5	0.0375	0.1109	0.0742	2264	6979	4621.5	0.289	0.2548	0.289
LOC109023154	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_123333523_2	0	4	1	0.2449	0.3434	467	6.14847	0.1429	0	0	0.0840987	0.0490719			2	7	0.285714	5	0	26	65	0.4	28	3.3673	1	0.4132	1	9	5	51	52	51.5	14	400	207	0.035	0	1	0.5	0.1109	0.1709	0.1409	1340	2264	1802	0.4132	0.2548	0.4132
LOC109023154	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073239.2_123333523_2	0	4	1	0.1467	0.2097	479	6.17379	0	0	0	0.030763	0			2	6	0.333333	4	0	11	65	0.169231	55	4.02535	1	0.3249	1	9	5	52	52	52	400	400	400	1	0	1	0.5	0.0402	0.1109	0.07555	2264	4480	3372	0.3249	0.2548	0.3249
LOC109023154	TSPAN8	DN_NC_073234.2_86426177_10	DN_NC_073239.2_123333523_2	0	4	1	0.1388	0.2062	471	6.15698	0	0	0	0.0286206	0			2	10	0.2	8	0	5	65	0.0769231	71	4.27667	1	0.3965	5	9	7	51	52	51.5	63	400	231.5	0.1575	0	1	0.5	0.0891	0.1109	0.1	2264	3198	2731	0.3965	0.2548	0.3965
LOC109023154	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073239.2_123333523_2	0	4	1	0.1454	0.2027	463	6.13988	0	0	0	0.0294726	0			2	9	0.222222	7	0	25	65	0.384615	35	3.58352	1	0.3524	1	9	5	51	52	51.5	28	400	214	0.07	0	1	0.5	0.0538	0.1109	0.08235	2264	3754	3009	0.3524	0.2548	0.3524
LOC109023261	LOC129532125	DN_NC_073235.2_83159862_3	DN_NC_073239.2_87154592_2	0	440	4	0.1483	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	9	28	0.321429	14	2.70805	1	0.3862	38.5	52	45.25	52	54	53	28	117	72.5	0.239316	0	1	0.5	0.0326	0.0402	0.0364	1717	4482	3099.5	0.3862	0.3187	0.3862
LOC109023261	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073239.2_87154592_2	0	440	4	0.1649	0	0	0	0	0	0	0	0			2	5	0.4	3	0	6	28	0.214286	15	2.77259	1	0.511	33	38.5	35.75	52	52	52	28	35	31.5	0.8	0	0	0	0.0326	0.0536	0.0431	1717	2798	2257.5	0.511	0.3862	0.511
LOC109023386	LOC115930830	DN_NC_073240.2_23447377_5	DN_NC_073240.2_31271054_17	1	271	3	0.2988	0.2988	1001	6.90975	0.6	0.2941	0.2941	0.0892814	0.17928	0.9572	0.998	5	17	0.294118	12	0	2	6	0.333333	502	6.22059	0	0.1846	3	4	3.5	34	52	43	279	386	332.5	0.722798	0	2	1	0.0054	0.0281	0.01675	3330	5759	4544.5	0.1846	0.0842	0.1846
LOC109023386	LOC134757229	DN_NC_073240.2_23459848_11	DN_NC_073240.2_24764672_4	1	271	3	0.3211	0.3192	875	6.77537	0.75	0.3636	0.3636	0.102495	0.2394	0.9904	0.551	4	11	0.363636	7	0	2	503	0.00397614	157	5.0626	0	0.4845	3	4	3.5	52	52	52	253	372	312.5	0.680108	1	2	1.5	0.0086	0.0946	0.0516	2706	3855	3280.5	0.4845	0.1035	0.4845
LOC109023808	LOC115931240	DN_NC_073243.2_97368865_2	DN_NC_073243.2_97368870_3	0	193	4	0.7007	0.7017	755	6.62804	0.5	0.3333	0.3333	0.491681	0.35085			2	3	0.666667	1	0	2	4	0.5	147	4.99721	0	0.1087	1	9	5	47	50	48.5	49	400	224.5	0.1225	0	0	0	0	0	0	1056	2648	1852	0.1087	0.0757	0.1087
LOC109023809	TRIP13	DN_NC_073224.2_117447152_14	DN_NC_073243.2_111262956_13	0	124	4	0.3281	0.3274	1490	7.3072	0.9286	0.8462	0.8462	0.10742	0.304024			13	14	0.928571	1	0	2	4	0.5	240	5.4848	0	0.2343	4	4	4	52	52	52	306	400	353	0.765	0	0	0	0.0159	0.0232	0.01955	4531	6391	5461	0.2343	0.1657	0.2343
LOC109023855	LOC129526123	DN_NC_073238.2_125561692_4	DN_NC_073243.2_94988262_4	0	440	4	0.1348	0	0	0	0	0	0	0	0			3	4	0.75	1	0	7	12	0.583333	5	1.79176	1	0.3381	6.5	51	28.75	51	52	51.5	24	46	35	0.521739	0	0	0	0.0126	0.0574	0.035	1107	2038	1572.5	0.3381	0.3042	0.3381
LOC109023855	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073243.2_94988262_4	0	440	4	0.2026	0	0	0	0	0	0	0	0			3	5	0.6	2	0	2	12	0.166667	3	1.38629	0	0.511	6.5	33	19.75	52	52	52	35	46	40.5	0.76087	0	0	0	0.0126	0.0536	0.0331	1107	2798	1952.5	0.511	0.3381	0.511
LOC109023855	NLGN1	DN_NC_073243.2_94988262_4	DN_NC_086017.1_185299820_2	0	440	4	0.1432	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	12	12	1	1	0.693147	1	0.3381	6.5	51	28.75	52	52	52	46	177	111.5	0.259887	0	1	0.5	0.0126	0.0391	0.02585	1107	3322	2214.5	0.3381	0.3208	0.3381
LOC109024129	ZNF264	DN_NC_073244.2_59726455_2	DN_NC_073244.2_69294668_4	0	373	2	0.2021	0	0	0	0	0	0	0	0			2	4	0.5	2	0	3	116	0.0258621	7	2.07944	0	0.1742	1	2	1.5	52	52	52	115	400	257.5	0.2875	0	0	0	0	0.0124	0.0062	2701	4270	3485.5	0.1742	0.0334	0.1742
LOC109024129	ZNF35	DN_NC_073244.2_59726455_2	DN_NC_086017.1_54551513_4	0	373	2	0.2238	0	0	0	0	0	0	0	0			2	4	0.5	2	0	12	116	0.103448	7	2.07944	1	0.1422	1	3	2	6	52	29	99	400	249.5	0.2475	0	1	0.5	0	0	0	2630	2701	2665.5	0.1422	0.0334	0.1422
LOC109024129	ZNF473	DN_NC_073244.2_59724372_5	DN_NC_073244.2_59726455_2	0	373	2	0.9195	0.9195	2502	7.82525	0.5	0.2	0.2	0.84548	0.45975			2	5	0.4	3	0	2	116	0.0172414	507	6.23048	0	0.0567	1	1	1	52	52	52	400	400	400	1	0	0	0	0	0	0	2701	5907	4304	0.0567	0.0334	0.0567
LOC109024129	ZNF594	DN_NC_073243.2_20322881_2	DN_NC_073244.2_59726455_2	0	373	2	0.1797	0	0	0	0	0	0	0	0			2	2	1	0	0	5	116	0.0431034	5	1.79176	1	0.3175	1	3	2	51	52	51.5	104	400	252	0.26	0	0	0	0	0.0432	0.0216	2701	4633	3667	0.3175	0.0334	0.3175
LOC109024129	ZSCAN20	DN_NC_073224.2_206460331_8	DN_NC_073244.2_59726455_2	0	373	2	0.1345	0	0	0	0	0	0	0	0			2	8	0.25	6	0	8	12	0.666667	3	1.38629	1	0.0571	1	1	1	47	52	49.5	77	400	238.5	0.1925	0	0	0	0	0	0	2701	4212	3456.5	0.0571	0.0334	0.0571
LOC109024207	LOC109027078	DN_NC_073228.2_182909765_5	DN_NC_073244.2_49176797_4	0	313	2	0.1835	0	0	0	0	0	0	0	0			4	5	0.8	1	0	22	116	0.189655	7	2.07944	1	0.3	1	3	2	51	53	52	12	337	174.5	0.0356083	0	1	0.5	0	0.0536	0.0268	2557	3063	2810	0.3	0.2779	0.3
LOC109024207	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073244.2_49176797_4	0	313	2	0.1828	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	2	55	0.0363636	10	2.3979	0	0.2779	1	3	2	52	53	52.5	297	337	317	0.881306	0	0	0	0	0.0031	0.00155	3063	4226	3644.5	0.2779	0.1831	0.2779
LOC109024207	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49176797_4	0	313	2	0.2185	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	2	116	0.0172414	23	3.17805	0	0.2779	1	3	2	52	53	52.5	70	337	203.5	0.207715	0	0	0	0	0	0	2636	3063	2849.5	0.2779	0.1432	0.2779
LOC109024207	ZNF420	DN_NC_073244.2_48242798_5	DN_NC_073244.2_49176797_4	0	313	2	0.1575	0	0	0	0	0	0	0	0			4	5	0.8	1	0	7	116	0.0603448	17	2.89037	1	0.2779	3	3	3	52	53	52.5	337	400	368.5	0.8425	0	0	0	0	0	0	3063	3714	3388.5	0.2779	0.2498	0.2779
LOC109024207	ZNF471	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68611978_5	0	313	2	0.1825	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	116	0.0258621	14	2.70805	0	0.3475	1	3	2	51	53	52	118	337	227.5	0.350148	0	1	0.5	0	0.0454	0.0227	3063	6364	4713.5	0.3475	0.2779	0.3475
LOC109024207	ZNF546	DN_NC_073244.2_49176797_4	DN_NC_073244.2_51749194_6	0	313	2	0.1565	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	4	116	0.0344828	22	3.13549	0	0.3443	1	3	2	52	53	52.5	60	337	198.5	0.178042	0	1	0.5	0	0.0328	0.0164	3063	3721	3392	0.3443	0.2779	0.3443
LOC109024207	ZNF560	DN_NC_073244.2_15508499_10	DN_NC_073244.2_49176797_4	0	313	2	0.1902	0	0	0	0	0	0	0	0			4	10	0.4	6	0	22	116	0.189655	6	1.94591	1	0.2779	2	3	2.5	53	53	53	185	337	261	0.548961	0	0	0	0	0.0021	0.00105	2817	3063	2940	0.2779	0.1478	0.2779
LOC109024207	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49176797_4	0	313	2	0.1811	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	116	0.0258621	17	2.89037	0	0.2779	1	3	2	52	53	52.5	337	400	368.5	0.8425	0	0	0	0	0.0339	0.01695	2626	3063	2844.5	0.2779	0.2541	0.2779
LOC109024207	ZNF571	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49176797_4	0	313	2	0.2327	0	0	0	0	0	0	0	0			4	4	1	0	0	2	116	0.0172414	19	2.99573	0	0.2779	3	3	3	51	53	52	337	400	368.5	0.8425	0	0	0	0	0.0004	0.0002	2575	3063	2819	0.2779	0.1879	0.2779
LOC109024207	ZNF573	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49246931_6	0	313	2	0.2136	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	2	116	0.0172414	17	2.89037	0	0.3121	2	3	2.5	51	53	52	67	337	202	0.198813	0	0	0	0	0.0381	0.01905	2679	3063	2871	0.3121	0.2779	0.3121
LOC109024207	ZNF582	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68491976_5	0	313	2	0.1489	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	116	0.0172414	14	2.70805	0	0.2779	1	3	2	52	53	52.5	337	342	339.5	0.98538	0	0	0	0	0.0039	0.00195	3063	3332	3197.5	0.2779	0.1818	0.2779
LOC109024207	ZNF607	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49205215_5	0	313	2	0.1521	0	0	0	0	0	0	0	0			4	5	0.8	1	0	5	116	0.0431034	22	3.13549	1	0.2779	3	18	10.5	51	53	52	337	400	368.5	0.8425	0	0	0	0	0.0262	0.0131	3063	4577	3820	0.2779	0.1922	0.2779
LOC109024207	ZNF665	DN_NC_073244.2_49176797_4	DN_NC_073244.2_65102393_4	0	313	2	0.1948	0	0	0	0	0	0	0	0			4	4	1	0	0	8	55	0.145455	5	1.79176	1	0.3815	3	22	12.5	51	53	52	337	400	368.5	0.8425	0	0	0	0	0.0455	0.02275	2266	3063	2664.5	0.3815	0.2779	0.3815
LOC109024207	ZNF829	DN_NC_073244.2_48066692_6	DN_NC_073244.2_49176797_4	0	313	2	0.1461	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	7	116	0.0603448	21	3.09104	1	0.4705	3	4	3.5	51	53	52	208	337	272.5	0.617211	0	0	0	0	0.0479	0.02395	3063	3239	3151	0.4705	0.2779	0.4705
LOC109024216	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_65293743_4	0	36	0	0.1417	0	0	0	0	0	0	0	0			4	4	1	0	0	20	503	0.0397614	11	2.48491	1	0.3416	8	10	9	52	52	52	400	400	400	1	1	1	1	0.008	0.008	0.008	3871	4120	3995.5	0.3416	0.2768	0.3416
LOC109024216	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65293743_4	0	36	0	0.1919	0	0	0	0	0	0	0	0			4	4	1	0	0	6	503	0.0119284	10	2.3979	1	0.4137	8	51	29.5	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0313	0.01965	3481	4120	3800.5	0.4137	0.2768	0.4137
LOC109024216	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65293743_4	0	36	0	0.157	0	0	0	0	0	0	0	0			4	4	1	0	0	6	129	0.0465116	7	2.07944	1	0.4438	8	51	29.5	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0319	0.01995	3635	4120	3877.5	0.4438	0.2768	0.4438
LOC109024216	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65293743_4	0	36	0	0.1644	0	0	0	0	0	0	0	0			4	4	1	0	0	11	503	0.0218688	15	2.77259	1	0.5416	8	51	29.5	52	52	52	400	400	400	1	1	1	1	0.008	0.069	0.0385	3592	4120	3856	0.5416	0.2768	0.5416
LOC109024216	OSBPL10	DN_NC_073244.2_65293743_4	DN_NC_086017.1_41849524_2	0	36	0	0.164	0.3737	1643	7.40489	0.5	0.5	0.5	0.0612868	0.18685			2	4	0.5	2	0	2	503	0.00397614	90	4.51086	0	0.2768	8	23	15.5	52	52	52	400	400	400	1	1	1	1	0.008	0.032	0.02	4120	4318	4219	0.2768	0.2669	0.2768
LOC109024216	ZNF415	DN_NC_073244.2_65046428_2	DN_NC_073244.2_65293743_4	0	36	0	0.3966	0	0	0	0	0	0	0	0			4	4	1	0	0	2	129	0.0155039	26	3.29584	0	0.2768	8	21	14.5	51	52	51.5	400	400	400	1	0	1	0.5	0.0025	0.008	0.00525	2355	4120	3237.5	0.2768	0.1755	0.2768
LOC109024216	ZNF468	DN_NC_073244.2_64797239_5	DN_NC_073244.2_65293743_4	0	36	0	0.1694	0.8566	3620	8.19451	0	0	0	0.145108	0			4	5	0.8	1	0	3	129	0.0232558	93	4.54329	0	0.3221	8	9.5	8.75	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0347	0.02135	4060	4120	4090	0.3221	0.2768	0.3221
LOC109024216	ZNF480	DN_NC_073244.2_64265252_5	DN_NC_073244.2_65293743_4	0	36	0	0.2179	0	0	0	0	0	0	0	0			4	5	0.8	1	0	7	129	0.0542636	22	3.13549	1	0.5307	8	9	8.5	52	53	52.5	400	400	400	1	1	1	1	0.008	0.0374	0.0227	4120	4658	4389	0.5307	0.2768	0.5307
LOC109024216	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_65293743_4	0	36	0	0.208	0	0	0	0	0	0	0	0			4	5	0.8	1	0	6	129	0.0465116	11	2.48491	1	0.4566	8	49	28.5	52	52	52	400	400	400	1	1	1	1	0.008	0.0403	0.02415	2955	4120	3537.5	0.4566	0.2768	0.4566
LOC109024216	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_65293743_4	0	36	0	0.1528	0	0	0	0	0	0	0	0			2	4	0.5	2	0	6	129	0.0465116	11	2.48491	1	0.4246	8	50	29	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0398	0.0239	2917	4120	3518.5	0.4246	0.2768	0.4246
LOC109024216	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_65293743_4	0	36	0	0.1573	0	0	0	0	0	0	0	0			2	4	0.5	2	0	17	129	0.131783	7	2.07944	1	0.4557	8	51	29.5	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0251	0.01655	2943	4120	3531.5	0.4557	0.2768	0.4557
LOC109024216	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_65293743_4	0	36	0	0.3024	0	0	0	0	0	0	0	0			4	4	1	0	0	2	503	0.00397614	12	2.56495	0	0.3255	8	45	26.5	52	52	52	400	400	400	1	0	1	0.5	0.008	0.0345	0.02125	3192	4120	3656	0.3255	0.2768	0.3255
LOC109024216	ZNF701	DN_NC_073244.2_64543447_4	DN_NC_073244.2_65293743_4	0	36	0	0.2184	0.5385	1987	7.59488	1	1	1	0.117608	0.5385			4	4	1	0	0	2	129	0.0155039	79	4.38203	0	0.2768	8	24	16	52	53	52.5	400	400	400	1	1	1	1	0.0048	0.008	0.0064	3544	4120	3832	0.2768	0.2106	0.2768
LOC109024216	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_65293743_4	0	36	0	0.2202	0	0	0	0	0	0	0	0			4	4	1	0	0	10	117	0.0854701	18	2.94444	1	0.2784	1	8	4.5	52	53	52.5	400	400	400	1	1	1	1	0.008	0.0464	0.0272	2972	4120	3546	0.2784	0.2768	0.2784
LOC109024259	ZNF112	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55835875_4	0	360	4	0.1621	0	0	0	0	0	0	0	0			2	4	0.5	2	0	4	79	0.0506329	21	3.09104	0	0.2361	1	3	2	51	52	51.5	165	400	282.5	0.4125	0	0	0	0	0.0147	0.00735	3188	5898	4543	0.2361	0.1143	0.2361
LOC109024259	ZNF155	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55618657_2	0	360	4	0.4177	0.3711	1204	7.09423	0	0	0	0.155008	0			2	5	0.4	3	0	3	119	0.0252101	34	3.55535	0	0.2361	3	4	3.5	51	51	51	400	400	400	1	0	0	0	0.0005	0.0147	0.0076	3188	4195	3691.5	0.2361	0.1626	0.2361
LOC109024259	ZNF221	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55618657_2	0	360	4	0.4563	0.4693	1520	7.32712	0.5	0.2	0.2	0.214142	0.23465			2	5	0.4	3	0	3	79	0.0379747	38	3.66356	0	0.2361	3	4	3.5	51	51	51	400	400	400	1	0	0	0	0.0147	0.0369	0.0258	3188	3198	3193	0.2361	0.1676	0.2361
LOC109024259	ZNF222	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55618657_2	0	360	4	0.4108	0.4251	710	6.56667	0.25	0	0	0.174631	0.106275			2	4	0.5	2	0	3	119	0.0252101	25	3.2581	0	0.2361	3	4	3.5	51	51	51	400	400	400	1	0	0	0	0	0.0147	0.00735	1650	3188	2419	0.2361	0.1228	0.2361
LOC109024259	ZNF224	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55618657_2	1	360	4	0.5993	0.5996	1945	7.57353	0.5	0.1667	0.1667	0.35934	0.2998	1	0.483	2	6	0.333333	4	0	2	119	0.0168067	362	5.8944	0	0.2361	3	3	3	51	51	51	400	400	400	1	0	0	0	0	0.0147	0.00735	3188	4026	3607	0.2361	0.122	0.2361
LOC109024259	ZNF225	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55626504_5	0	360	4	0.3758	0.529	1716	7.44833	0.5	0	0	0.198798	0.2645			2	5	0.4	3	0	3	79	0.0379747	47	3.8712	0	0.2361	3	3	3	51	51	51	400	400	400	1	0	0	0	0.0046	0.0147	0.00965	3188	4589	3888.5	0.2361	0.1971	0.2361
LOC109024259	ZNF229	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55940471_6	0	360	4	0.225	0	0	0	0	0	0	0	0			2	6	0.333333	4	0	4	119	0.0336134	9	2.30259	0	0.2361	1	3	2	51	52	51.5	165	400	282.5	0.4125	0	1	0.5	0.0055	0.0147	0.0101	3188	5426	4307	0.2361	0.1795	0.2361
LOC109024259	ZNF230	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55618657_2	0	360	4	0.1628	0	0	0	0	0	0	0	0			2	5	0.4	3	0	4	119	0.0336134	18	2.94444	0	0.2361	3	4	3.5	51	51	51	400	400	400	1	0	0	0	0	0.0147	0.00735	3188	4149	3668.5	0.2361	0.1521	0.2361
