gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
LOC129527017	LOC134757267	0.9964	1.0000	1.0000	0.0087
LOC129527053	RHPN2	0.9058	1.0000	0.7709	0.0283
LOC129527067	PAK2	0.9637	1.0000	0.7453	0.0373
LOC129527071	LOC134757267	0.9559	1.0000	1.0003	0.0537
LOC129527096	RAB5A	0.8720	1.0000	0.7032	0.0640
LOC129527173	MPHOSPH8	0.8988	1.0000	0.4114	0.0740
LOC129527278	LOC129532222	0.9713	1.0000	0.5469	0.0278
LOC129527278	LOC129532224	0.9685	1.0000	0.5923	0.0350
LOC129527285	LOC129527429	0.9958	1.0000	1.0004	0.0097
LOC129527285	LOC129528751	0.9877	1.0000	0.2210	0.0137
LOC129527285	LOC129531751	0.9854	1.0000	0.2204	0.0183
LOC129527285	LOC129532625	0.9815	1.0000	0.2186	0.0157
LOC129527285	LOC129532709	0.9888	1.0000	0.9722	0.0141
LOC129527285	LOC129532808	0.9973	1.0000	1.0002	0.0066
LOC129527285	LOC129533287	0.9973	1.0000	1.0002	0.0072
LOC129527285	LOC134756415	0.9836	1.0000	0.2220	0.0133
LOC129527285	LOC134757299	0.9955	1.0000	1.0000	0.0086
LOC129527285	LOC134759133	0.9855	1.0000	0.2114	0.0137
LOC129527285	NDUFA8	0.9866	1.0000	0.9930	0.0278
LOC129527429	LOC129528751	0.9857	1.0000	0.2219	0.0163
LOC129527429	LOC129531751	0.9875	1.0000	0.2204	0.0189
LOC129527429	LOC129532625	0.9788	1.0000	0.2329	0.0237
LOC129527429	LOC129532709	0.9867	1.0000	1.0000	0.0158
LOC129527429	LOC129532808	0.9960	1.0000	1.0002	0.0103
LOC129527429	LOC129533287	0.9956	1.0000	1.0007	0.0105
LOC129527429	LOC134756415	0.9857	1.0000	0.2233	0.0133
LOC129527429	LOC134757299	0.9940	1.0000	1.0002	0.0109
LOC129527429	LOC134759133	0.9834	1.0000	0.2114	0.0133
LOC129527429	NDUFA8	0.9849	1.0000	1.0011	0.0358
LOC129527512	PPP1R15A	0.8587	1.0000	0.6132	0.0715
LOC129527512	SURF6	0.8986	1.0000	0.6158	0.0538
LOC129527528	LOC129532907	0.0000	0.0000	0.0000	0.0000
LOC129527528	LOC134756955	0.9295	1.0000	0.2907	0.0395
LOC129527528	ORC4	0.9209	1.0000	0.2295	0.0511
LOC129527528	TCTN1	0.8952	1.0000	0.3699	0.0513
LOC129527586	SMG1	0.8949	1.0000	0.8943	0.2450
LOC129527626	LOC134757427	0.9929	1.0000	0.9882	0.0152
LOC129527626	LOC134757432	0.9868	1.0000	1.0017	0.0168
LOC129527626	SNX29	0.9807	1.0000	0.4305	0.0096
LOC129527656	LOC134758232	0.0000	0.0000	0.0000	0.0000
LOC129527656	PGM3	0.0000	0.0000	0.0000	0.0000
LOC129527774	ZNF669	0.0000	0.0000	0.0000	0.0000
LOC129527827	LOC129528947	0.7074	1.0000	0.5664	0.2932
LOC129527827	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF273	0.7824	1.0000	0.4472	0.0778
LOC129527827	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF347	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF43	0.7999	0.6329	0.9874	0.1479
LOC129527827	ZNF430	0.7922	1.0000	0.4021	0.1851
LOC129527827	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF626	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF681	0.8176	1.0000	0.4750	0.0600
LOC129527827	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF723	0.6903	1.0000	0.7988	0.3160
LOC129527827	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC129527827	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC129528096	MPHOSPH8	0.9319	1.0000	0.4124	0.0316
LOC129528278	LOC129528791	0.9387	1.0000	0.7637	0.0514
LOC129528278	LOC134758719	0.9173	1.0000	0.6366	0.0557
LOC129528278	PLGRKT	0.0000	0.0000	0.0000	0.0000
LOC129528278	SSBP1	0.8869	1.0000	0.5591	0.0588
LOC129528486	RPL23A	0.8994	1.0000	0.3829	0.0313
LOC129528551	ZFAND5	0.9858	1.0000	0.2866	0.0094
LOC129528667	ZNF157	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF182	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF268	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF300	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF484	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF487	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF567	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF577	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF585A	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF585B	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF615	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF674	0.0000	0.0000	0.0000	0.0000
LOC129528667	ZNF883	0.0000	0.0000	0.0000	0.0000
LOC129528751	LOC129531751	0.9827	1.0000	1.0064	0.0152
LOC129528751	LOC129532625	0.9850	1.0000	1.0000	0.0234
LOC129528751	LOC129532709	0.9857	1.0000	0.5906	0.0183
LOC129528751	LOC129532808	0.9836	1.0000	0.2219	0.0126
LOC129528751	LOC129533287	0.9836	1.0000	0.2219	0.0157
LOC129528751	LOC129534552	0.9853	1.0000	0.2164	0.0157
LOC129528751	LOC134756415	0.9819	1.0000	1.0046	0.0142
LOC129528751	LOC134757299	0.9836	1.0000	0.2219	0.0157
LOC129528751	LOC134759133	0.9813	1.0000	0.2182	0.0133
LOC129528751	NDUFA8	0.9877	1.0000	0.2219	0.0211
LOC129528791	LOC134758719	0.9005	1.0000	0.6661	0.0440
LOC129528791	PLGRKT	0.0000	0.0000	0.0000	0.0000
LOC129528791	SSBP1	0.8695	1.0000	0.5858	0.0546
LOC129528947	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF254	0.8445	1.0000	0.2902	0.0547
LOC129528947	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF273	0.8127	1.0000	0.5012	0.0728
LOC129528947	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF347	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF429	0.8004	1.0000	0.7446	0.0552
LOC129528947	ZNF43	0.7115	1.0000	0.7726	0.0511
LOC129528947	ZNF430	0.7609	1.0000	0.7070	0.0697
LOC129528947	ZNF480	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF486	0.7878	1.0000	0.4494	0.1902
LOC129528947	ZNF506	0.6985	1.0000	0.4937	0.0555
LOC129528947	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF611	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF626	0.7225	1.0000	0.3420	0.0559
LOC129528947	ZNF675	0.8146	1.0000	0.8401	0.0562
LOC129528947	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF680	0.8495	1.0000	0.4857	0.0662
LOC129528947	ZNF681	0.8190	1.0000	0.4745	0.0605
LOC129528947	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF723	0.8714	1.0000	0.6546	0.0470
LOC129528947	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF766	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC129528947	ZNF91	0.6564	0.3742	1.0232	0.0558
LOC129528947	ZNF92	0.7830	1.0000	0.6985	0.0658
LOC129529082	NAP1L3	0.9065	1.0000	0.1615	0.0444
LOC129529082	NDUFAF2	0.8965	1.0000	0.2073	0.0398
LOC129529082	SLC11A2	0.0000	0.0000	0.0000	0.0000
LOC129529083	LOC134757821	0.9653	1.0000	0.8579	0.0280
LOC129529084	SEPTIN14	0.0000	0.0000	0.0000	0.0000
LOC129529112	LOC129529113	0.9499	1.0000	1.0000	0.0645
LOC129529226	LOC129531982	0.8545	1.0000	1.1616	0.0165
LOC129529226	LOC134756437	0.9890	1.0000	0.4932	0.0125
LOC129529226	LOC134758712	1.0000	1.0000	0.4932	0.0000
LOC129529226	LOC134758754	0.9959	1.0000	0.5045	0.0082
LOC129529456	NCAPH2	1.0000	1.0000	0.8639	0.0000
LOC129529583	TUBA3E	0.8845	1.0000	0.4318	0.0424
LOC129529583	TUBA8	0.0000	0.0000	0.0000	0.0000
LOC129529591	ZNF74	0.9946	1.0000	0.2438	0.0090
LOC129529684	TMEM230	0.0000	0.0000	0.0000	0.0000
LOC129529765	LOC129529767	1.0000	1.0000	1.0000	0.0000
LOC129529765	LOC129529768	1.0000	1.0000	1.0000	0.0000
LOC129529765	LOC129529769	0.9974	1.0000	0.9858	0.0060
LOC129529765	LOC129529771	0.9963	1.0000	1.0000	0.0060
LOC129529765	LOC129529774	0.9993	1.0000	1.0000	0.0036
LOC129529765	LOC129529775	0.9982	1.0000	0.9845	0.0057
LOC129529765	LOC129529807	1.0000	1.0000	0.2514	0.0000
LOC129529765	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529767	LOC129529768	1.0000	1.0000	1.0000	0.0000
LOC129529767	LOC129529769	0.9974	1.0000	0.9884	0.0060
LOC129529767	LOC129529771	0.9963	1.0000	1.0000	0.0060
LOC129529767	LOC129529774	0.9993	1.0000	1.0000	0.0036
LOC129529767	LOC129529775	0.9983	1.0000	0.9914	0.0057
LOC129529767	LOC129529807	1.0000	1.0000	0.2008	0.0000
LOC129529767	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529768	LOC129529769	0.9974	1.0000	1.0000	0.0078
LOC129529768	LOC129529771	0.9963	1.0000	1.0000	0.0060
LOC129529768	LOC129529774	0.9993	1.0000	1.0000	0.0036
LOC129529768	LOC129529775	0.9983	1.0000	1.0000	0.0000
LOC129529768	LOC129529807	1.0000	1.0000	0.1984	0.0000
LOC129529768	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529769	LOC129529771	0.9963	1.0000	1.0000	0.0060
LOC129529769	LOC129529774	0.9980	1.0000	0.9954	0.0079
LOC129529769	LOC129529775	0.9983	1.0000	1.0000	0.0000
LOC129529769	LOC129529807	1.0000	1.0000	0.2692	0.0000
LOC129529769	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529771	LOC129529774	0.9963	1.0000	1.0000	0.0060
LOC129529771	LOC129529775	0.9982	1.0000	1.0000	0.0060
LOC129529771	LOC129529807	0.9976	1.0000	0.7698	0.0066
LOC129529771	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529774	LOC129529775	0.9982	1.0000	0.9655	0.0057
LOC129529774	LOC129529807	1.0000	1.0000	0.2737	0.0000
LOC129529774	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529775	LOC129529807	1.0000	1.0000	0.7219	0.0000
LOC129529775	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529790	LOC129530333	0.8328	1.0000	1.1267	0.0536
LOC129529807	PAGE1	0.0000	0.0000	0.0000	0.0000
LOC129529929	LOC129529976	0.0000	0.0000	0.0000	0.0000
LOC129529929	LOC129529978	0.0000	0.0000	0.0000	0.0000
LOC129529929	LOC129529983	0.0000	0.0000	0.0000	0.0000
LOC129529929	LOC129529986	0.0000	0.0000	0.0000	0.0000
LOC129529929	LOC129530018	0.0000	0.0000	0.0000	0.0000
LOC129529929	MAGEA1	0.0000	0.0000	0.0000	0.0000
LOC129529929	MAGEA12	0.0000	0.0000	0.0000	0.0000
LOC129529929	MAGEA4	0.0000	0.0000	0.0000	0.0000
LOC129529929	MAGEA9	0.0000	0.0000	0.0000	0.0000
LOC129529976	LOC129529978	0.9164	1.0000	0.9455	0.0683
LOC129529976	LOC129529983	0.9164	1.0000	0.9455	0.0683
LOC129529976	LOC129529986	1.0000	1.0000	1.0000	0.0000
LOC129529976	LOC129530018	0.0000	0.0000	0.0000	0.0000
LOC129529976	MAGEA1	0.8237	1.0000	0.9611	0.0871
LOC129529976	MAGEA12	0.9111	1.0000	0.9359	0.0471
LOC129529976	MAGEA4	0.0000	0.0000	0.0000	0.0000
LOC129529976	MAGEA9	0.0000	0.0000	0.0000	0.0000
LOC129529978	LOC129529983	1.0000	1.0000	1.0000	0.0000
LOC129529978	LOC129529986	0.9123	1.0000	1.0098	0.0572
LOC129529978	LOC129530018	0.0000	0.0000	0.0000	0.0000
LOC129529978	MAGEA1	0.8243	1.0000	0.8838	0.0973
LOC129529978	MAGEA12	0.9112	1.0000	0.9580	0.1219
LOC129529978	MAGEA4	0.8125	1.0000	0.9229	0.0845
LOC129529978	MAGEA9	0.0000	0.0000	0.0000	0.0000
LOC129529983	LOC129529986	0.9123	1.0000	1.0098	0.0572
LOC129529983	LOC129530018	0.0000	0.0000	0.0000	0.0000
LOC129529983	MAGEA1	0.8243	1.0000	0.8838	0.0973
LOC129529983	MAGEA12	0.9112	1.0000	0.9580	0.0492
LOC129529983	MAGEA4	0.8125	1.0000	0.9229	0.0845
LOC129529983	MAGEA9	0.0000	0.0000	0.0000	0.0000
LOC129529986	LOC129530018	0.0000	0.0000	0.0000	0.0000
LOC129529986	MAGEA1	0.8237	1.0000	0.9353	0.0871
LOC129529986	MAGEA12	0.9111	1.0000	0.9108	0.0577
LOC129529986	MAGEA4	0.0000	0.0000	0.0000	0.0000
LOC129529986	MAGEA9	0.0000	0.0000	0.0000	0.0000
LOC129530018	MAGEA1	0.0000	0.0000	0.0000	0.0000
LOC129530018	MAGEA10	0.0000	0.0000	0.0000	0.0000
LOC129530018	MAGEA12	0.0000	0.0000	0.0000	0.0000
LOC129530018	MAGEA4	0.0000	0.0000	0.0000	0.0000
LOC129530018	MAGEA9	1.0000	1.0000	0.9364	0.0000
LOC129530020	TMEM185A	0.9985	1.0000	1.0000	0.0053
LOC129530050	SLC25A5	0.0000	0.0000	0.0000	0.0000
LOC129530096	PDCD5	0.9290	1.0000	0.3811	0.0401
LOC129530096	SEM1	0.9408	1.0000	0.2426	0.0298
LOC129530096	SPC25	0.9342	1.0000	0.3463	0.0327
LOC129530123	RAB40B	0.8944	1.0000	0.3000	0.0561
LOC129530123	RAB40C	0.0000	0.0000	0.0000	0.0000
LOC129530131	LOC134756589	0.9747	1.0000	0.1656	0.0298
LOC129530131	NCALD	0.9727	1.0000	0.1561	0.0249
LOC129530131	NCR3LG1	0.9812	1.0000	0.1565	0.0231
LOC129530131	PDCD5	0.9554	1.0000	0.3747	0.0324
LOC129530131	SEM1	0.9426	1.0000	0.2503	0.0333
LOC129530131	SPC25	0.9367	1.0000	0.3485	0.0398
LOC129530131	TMEM38B	0.9708	1.0000	0.1568	0.0191
LOC129530131	UCHL1	0.9417	1.0000	0.1516	0.0432
LOC129530205	LOC129530238	0.9977	1.0000	1.0000	0.0080
LOC129530205	LOC129530241	0.9978	1.0000	1.0000	0.0063
LOC129530205	LOC129530249	0.9874	1.0000	1.0000	0.0157
LOC129530205	LOC129530259	0.9007	1.0000	0.5174	0.2404
LOC129530205	LOC129530266	0.7541	1.0000	0.4660	0.0218
LOC129530205	LOC129530271	0.9838	1.0000	0.4731	0.0203
LOC129530227	LOC134756368	0.8157	1.0000	0.6093	0.3626
LOC129530227	LOC134756753	0.9852	1.0000	1.0000	0.0281
LOC129530227	LRPAP1	0.9819	1.0000	1.0013	0.0273
LOC129530238	LOC129530241	0.9977	1.0000	1.0000	0.0080
LOC129530238	LOC129530249	0.9875	1.0000	1.0000	0.0166
LOC129530238	LOC129530259	0.8920	1.0000	0.4730	0.2448
LOC129530238	LOC129530266	0.7407	1.0000	0.4270	0.0275
LOC129530238	LOC129530271	0.9724	1.0000	0.4321	0.0251
LOC129530241	LOC129530249	0.9885	1.0000	1.0000	0.0152
LOC129530241	LOC129530259	0.9011	1.0000	0.4871	0.2442
LOC129530241	LOC129530266	0.7516	1.0000	0.4319	0.0237
LOC129530241	LOC129530271	0.9750	1.0000	0.4384	0.0229
LOC129530249	LOC129530259	0.9022	1.0000	0.4882	0.2438
LOC129530249	LOC129530266	0.7541	1.0000	0.4328	0.0260
LOC129530249	LOC129530271	0.9813	1.0000	0.4394	0.0180
LOC129530250	RPS4X	0.0000	0.0000	0.0000	0.0000
LOC129530250	RPS4Y1	0.9307	1.0000	0.7779	0.0299
LOC129530259	LOC129530266	0.8386	1.0000	1.0679	0.2835
LOC129530259	LOC129530271	0.9234	1.0000	0.7890	0.1580
LOC129530266	LOC129530271	0.9006	1.0000	1.0926	0.0188
LOC129530270	TMSB4X	0.0000	0.0000	0.0000	0.0000
LOC129530275	LOC129530278	1.0000	1.0000	1.0000	0.0000
LOC129530275	LOC129530279	1.0000	1.0000	1.0000	0.0000
LOC129530275	LOC129530280	1.0000	1.0000	1.0000	0.0000
LOC129530278	LOC129530279	1.0000	1.0000	1.0000	0.0000
LOC129530278	LOC129530280	1.0000	1.0000	1.0000	0.0000
LOC129530279	LOC129530280	1.0000	1.0000	1.0000	0.0000
LOC129530429	LOC129531431	0.8912	1.0000	0.8026	0.0768
LOC129530473	LOC129530554	0.9997	1.0000	1.0003	0.0000
LOC129530593	LOC129531205	0.9860	1.0000	0.5640	0.0165
LOC129530593	LOC129531501	0.9855	1.0000	0.7183	0.0160
LOC129530593	SAFB2	0.9869	1.0000	0.3348	0.0124
LOC129531205	LOC129531501	0.0000	0.0000	0.0000	0.0000
LOC129531501	SAFB	0.0000	0.0000	0.0000	0.0000
LOC129531501	SAFB2	0.9780	1.0000	0.9896	0.0195
LOC129531666	LOC129531667	0.9922	1.0000	1.0000	0.0103
LOC129531666	RGPD8	0.9033	1.0000	1.0865	0.0232
LOC129531667	RGPD8	0.8799	1.0000	0.9963	0.0199
LOC129531751	LOC129532625	0.9849	1.0000	1.0037	0.0151
LOC129531751	LOC129532709	0.9834	1.0000	0.5809	0.0199
LOC129531751	LOC129532808	0.9854	1.0000	0.2204	0.0189
LOC129531751	LOC129533287	0.9813	1.0000	0.2204	0.0199
LOC129531751	LOC129534552	0.9958	1.0000	0.2186	0.0083
LOC129531751	LOC134756415	0.9867	1.0000	1.0023	0.0145
LOC129531751	LOC134757299	0.9813	1.0000	0.2204	0.0189
LOC129531751	LOC134759133	0.9792	1.0000	0.2204	0.0183
LOC129531751	NDUFA8	0.9854	1.0000	0.2204	0.0183
LOC129531752	LOC129532807	0.9948	1.0000	1.0000	0.0113
LOC129531752	MORN5	0.0000	0.0000	0.0000	0.0000
LOC129531864	LOC129531867	1.0000	1.0000	0.1985	0.0000
LOC129531982	LOC134756437	0.9870	1.0000	0.6242	0.0133
LOC129531982	LOC134758712	0.9957	1.0000	0.6242	0.0107
LOC129531982	LOC134758754	0.9924	1.0000	0.6384	0.0118
LOC129532045	LOC134757399	0.0000	0.0000	0.0000	0.0000
LOC129532045	WDR64	0.0000	0.0000	0.0000	0.0000
LOC129532125	LOC129532854	0.9032	1.0000	0.1904	0.0600
LOC129532222	LOC129532224	0.9733	1.0000	0.6338	0.0215
LOC129532538	LOC129532539	1.0000	1.0000	0.1451	0.0000
LOC129532625	LOC129532709	0.9784	1.0000	0.6147	0.0166
LOC129532625	LOC129532808	0.9788	1.0000	0.2329	0.0200
LOC129532625	LOC129533287	0.9750	1.0000	0.2329	0.0196
LOC129532625	LOC129534552	0.9916	1.0000	0.2141	0.0189
LOC129532625	LOC134756415	0.9841	1.0000	1.0027	0.0182
LOC129532625	LOC134757299	0.9760	1.0000	0.2240	0.0147
LOC129532625	LOC134759133	0.9792	1.0000	0.2159	0.0220
LOC129532625	NDUFA8	0.9807	1.0000	0.2329	0.0200
LOC129532709	LOC129532808	0.9843	1.0000	1.0000	0.0169
LOC129532709	LOC129533287	0.9855	1.0000	1.0000	0.0185
LOC129532709	LOC129534552	0.9833	1.0000	0.5785	0.0239
LOC129532709	LOC134756415	0.9816	1.0000	0.5918	0.0147
LOC129532709	LOC134757299	0.9841	1.0000	0.9867	0.0183
LOC129532709	LOC134759133	0.9834	1.0000	0.5833	0.0166
LOC129532709	NDUFA8	0.9831	1.0000	1.0000	0.0247
LOC129532807	MORN5	0.0000	0.0000	0.0000	0.0000
LOC129532808	LOC129533287	0.9973	1.0000	1.0000	0.0080
LOC129532808	LOC134756415	0.9837	1.0000	0.2233	0.0133
LOC129532808	LOC134757299	0.9955	1.0000	1.0000	0.0089
LOC129532808	LOC134759133	0.9855	1.0000	0.2114	0.0137
LOC129532808	NDUFA8	0.9862	1.0000	1.0002	0.0138
LOC129532854	NLGN1	0.8987	1.0000	0.1645	0.0506
LOC129532935	SORT1	0.9827	1.0000	0.3647	0.0372
LOC129533124	NUPR2	0.0000	0.0000	0.0000	0.0000
LOC129533273	TFEC	0.0000	0.0000	0.0000	0.0000
LOC129533287	LOC134756415	0.9796	1.0000	0.2233	0.0147
LOC129533287	LOC134757299	0.9955	1.0000	1.0000	0.0094
LOC129533287	LOC134759133	0.9813	1.0000	0.2114	0.0157
LOC129533287	NDUFA8	0.9862	1.0000	1.0009	0.0141
LOC129533438	SPC25	0.0000	0.0000	0.0000	0.0000
LOC129533692	NREP	1.0000	1.0000	0.5483	0.0000
LOC129533739	TMEM87A	0.0000	0.0000	0.0000	0.0000
LOC129534465	LOC134756566	0.9779	1.0000	0.1543	0.0260
LOC129534465	LOC134757610	0.0000	0.0000	0.0000	0.0000
LOC129534552	LOC134756415	0.9937	1.0000	0.2174	0.0083
LOC129534552	LOC134759133	0.9825	1.0000	1.0013	0.0189
LOC129534552	NDUFA8	0.9854	1.0000	0.1581	0.0206
LOC134756368	LOC134756753	0.8297	1.0000	0.3539	0.0094
LOC134756368	LRPAP1	0.8264	1.0000	0.3539	0.0100
LOC134756368	XRCC2	0.9906	1.0000	0.7303	0.0109
LOC134756389	RABL2A	0.9483	1.0000	0.9340	0.1773
LOC134756389	RABL2B	0.9892	1.0000	1.0000	0.0129
LOC134756415	LOC134757299	0.9796	1.0000	0.2233	0.0113
LOC134756415	LOC134759133	0.9813	1.0000	0.2192	0.0183
LOC134756415	NDUFA8	0.9837	1.0000	0.2238	0.0157
LOC134756437	LOC134758712	0.9905	1.0000	0.9993	0.0135
LOC134756437	LOC134758754	0.9931	1.0000	1.0000	0.0122
LOC134756589	NCALD	0.9677	1.0000	0.1618	0.0328
LOC134756589	NCR3LG1	0.9725	1.0000	0.1646	0.0251
LOC134756589	PDCD5	0.9554	1.0000	0.3747	0.0279
LOC134756589	SEM1	0.9424	1.0000	0.2405	0.0305
LOC134756589	SPC25	0.9325	1.0000	0.3485	0.0443
LOC134756589	TMEM38B	0.9667	1.0000	0.1674	0.0157
LOC134756589	UCHL1	0.9374	1.0000	0.1614	0.0409
LOC134756641	LOC134758618	0.0000	0.0000	0.0000	0.0000
LOC134756743	TRNAQ-CUG	0.7790	1.0000	0.8226	0.0872
LOC134756753	LRPAP1	0.9700	1.0000	1.0152	0.0207
LOC134756859	RAPH1	0.0000	0.0000	0.0000	0.0000
LOC134756922	NDUFAF2	0.8854	1.0000	0.2032	0.0563
LOC134757145	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC134757208	LOC134758618	0.0000	0.0000	0.0000	0.0000
LOC134757257	PAQR5	1.0000	1.0000	0.2492	0.0000
LOC134757299	LOC134759133	0.9813	1.0000	0.2114	0.0157
LOC134757299	NDUFA8	0.9853	1.0000	0.9957	0.0364
LOC134757313	MTHFD2L	0.9616	1.0000	0.6126	0.0296
LOC134757399	WDR64	0.0000	0.0000	0.0000	0.0000
LOC134757427	LOC134757432	0.9873	1.0000	0.9902	0.0266
LOC134757427	SNX29	0.9807	1.0000	0.4305	0.0129
LOC134757432	SNX29	0.9832	1.0000	0.4502	0.0089
LOC134757436	LOC134757438	0.9988	1.0000	0.8972	0.0048
LOC134757440	NOB1	1.0000	1.0000	0.2590	0.0000
LOC134757574	TXN	0.9172	1.0000	0.7464	0.0509
LOC134758217	RFPL3	0.9470	1.0000	0.4108	0.0342
LOC134758618	TRHDE	0.0000	0.0000	0.0000	0.0000
LOC134758618	ZNF80	0.8911	1.0000	0.3289	0.0414
LOC134758712	LOC134758754	0.9944	1.0000	1.0000	0.0129
LOC134758719	SSBP1	0.9049	1.0000	0.3349	0.0614
LOC134759133	NDUFA8	0.9814	1.0000	0.2118	0.0189
LOC134759232	RAPH1	0.8667	1.0000	0.6427	0.0554
LRFN5	PDCD5	0.9531	1.0000	0.3731	0.0313
LRFN5	SEM1	0.9589	1.0000	0.2497	0.0298
LRFN5	SPC25	0.9513	1.0000	0.3471	0.0279
LRP5	LRP6	0.0000	0.0000	0.0000	0.0000
LRRC8A	LRRC8E	0.0000	0.0000	0.0000	0.0000
LTB4R2	NOP9	0.6874	1.0000	0.6047	0.0000
LYSMD1	SCNM1	1.0000	1.0000	0.5802	0.0000
MAGEA1	MAGEA10	0.0000	0.0000	0.0000	0.0000
MAGEA1	MAGEA12	0.8328	1.0000	0.9048	0.0864
MAGEA1	MAGEA4	0.8352	1.0000	0.9694	0.0695
MAGEA1	MAGEA9	0.0000	0.0000	0.0000	0.0000
MAGEA10	MAGEA4	0.0000	0.0000	0.0000	0.0000
MAGEA10	MAGEA9	0.0000	0.0000	0.0000	0.0000
MAGEA12	MAGEA4	0.8380	1.0000	0.7630	0.0755
MAGEA12	MAGEA9	0.0000	0.0000	0.0000	0.0000
MAGEA12	MAGEB6B	0.0000	0.0000	0.0000	0.0000
MAGEA4	MAGEA9	0.0000	0.0000	0.0000	0.0000
MAGEB1	MAGEB2	0.0000	0.0000	0.0000	0.0000
MAGEB1	MAGEB3	0.0000	0.0000	0.0000	0.0000
MAGEB1	MAGEB6	0.0000	0.0000	0.0000	0.0000
MAGEB1	MAGEB6B	0.0000	0.0000	0.0000	0.0000
MAGEB2	MAGEB6B	0.0000	0.0000	0.0000	0.0000
MAGEB6	MAGEB6B	0.9264	1.0000	0.7594	0.0804
MAGOH	MAGOHB	0.0000	0.0000	0.0000	0.0000
MAOA	MAOB	0.0000	0.0000	0.0000	0.0000
MAP2K1	MAP2K2	0.0000	0.0000	0.0000	0.0000
