Gene Name	ENSEMBL	Gene ID	Biotype	In Table S1 (SD98 gene set)	SD Unit	Median famCN	No. Assigned Families	Family ID	Family MAD	No. Family Members	No. Protein Coding	No. Unprocessed Pseudogene	Max famCN Great Apes	Min famCN Great Apes	famCN Status per Paralog	Non-Syntenic with Chimpanzee	parCN Category	Fetal brain Expression
AF254983.2	ENSG00000278106.1	LOFF_G0000876	unprocessed_pseudogene	Yes	.	13.357093	1	ID_232	0.266952	6.0	0.0	6.0	9.937244	0.69001217	Undetermined	chr15:6031000-6572000	Nearly-Fixed	No
AF254983.2	ENSG00000278106.1	LOFF_G0001698	unprocessed_pseudogene	Yes	.	13.5098455	1	ID_232	0.266952	6.0	0.0	6.0	11.5001415	0.82853562	Undetermined	-	Polymorphic	No
AF254983.2	ENSG00000278106.1	LOFF_G0001848	unprocessed_pseudogene	Yes	.	14.137798	1	ID_232	0.266952	6.0	0.0	6.0	11.414778	0.8181954	Undetermined	-	Nearly-Fixed	No
AGAP10P	ENSG00000230869.1	CHM13_G0006223	unprocessed_pseudogene	Yes	SD2284,SD5017,SD592	18.8560582	1	ID_233	0.103356	11.0	4.0	5.0	16.76361	9.606037	Undetermined	-	Nearly-Fixed	Yes
AGAP12P	ENSG00000265018.6	CHM13_G0006291	transcribed_unprocessed_pseudogene	Yes	SD592	18.7527023	1	ID_233	0.103356	11.0	4.0	5.0	16.6384	9.454832	Undetermined	-	Nearly-Fixed	Yes
AGAP13P	ENSG00000243289.1	CHM13_G0006263	unprocessed_pseudogene	Yes	SD5017	19.4457738	1	ID_233	0.103356	11.0	4.0	5.0	17.315624	10.158154	Undetermined	-	Nearly-Fixed	Yes
AGAP14P	ENSG00000279058.2	CHM13_G0006241	unprocessed_pseudogene	Yes	SD5017	18.9110195	1	ID_233	0.103356	11.0	4.0	5.0	16.874172	9.6064735	Undetermined	-	Nearly-Fixed	Yes
AGAP4	ENSG00000188234.13	CHM13_G0006229	protein_coding	Yes	SD10305,SD2284,SD592	18.125554	1	ID_233	0.103356	11.0	4.0	5.0	16.046694	9.1988225	Undetermined	-	Nearly-Fixed	Yes
AGAP5	ENSG00000172650.13	CHM13_G0006662	protein_coding	Yes	SD592	18.658167	1	ID_233	0.103356	11.0	4.0	5.0	16.725685	9.84842	Undetermined	-	Fixed	Yes
AGAP6	ENSG00000204149.12	CHM13_G0006337	protein_coding	Yes	SD10305,SD2284,SD5017,SD592	18.677405	1	ID_233	0.103356	11.0	4.0	5.0	16.498255	9.648168	Undetermined	-	Fixed	Yes
AGAP7P	ENSG00000264204.2	CHM13_G0006238	unprocessed_pseudogene	Yes	SD2284,SD5017	18.9530053	1	ID_233	0.103356	11.0	4.0	5.0	16.772044	9.307402	Undetermined	-	Nearly-Fixed	Yes
AGAP9	ENSG00000204172.12	CHM13_G0006274	protein_coding	Yes	SD5017,SD592	18.6893015	1	ID_233	0.103356	11.0	4.0	5.0	16.459568	9.145114	Undetermined	-	Polymorphic	Yes
AL591684.2	ENSG00000254929.6	CHM13_G0006275	lncRNA	No	SD10305,SD5017,SD6690,SD6691,SD6692,SD6694	N/A	2	ID_233	0.103356	11.0	4.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
BMS1P4-AGAP5	ENSG00000242288.9	CHM13_G0006663	lncRNA	No	SD592,SD6690,SD6691,SD6692,SD6694	N/A	1	ID_233	0.103356	11.0	4.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
AL021368.4	ENSG00000283352.1	CHM13_G0048148	lncRNA	No	SD454	N/A	8	ID_234	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
GUSBP8	ENSG00000227762.4	CHM13_G0045126	unprocessed_pseudogene	Yes	.	10.9080605	1	ID_234	0.0	2.0	0.0	1.0	11.165793	4.8248596	Undetermined	-	Nearly-Fixed	No
AL021368.4	ENSG00000283352.1	CHM13_G0048148	lncRNA	No	SD454	N/A	8	ID_235	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC00680	ENSG00000215190.9	CHM13_G0048150	transcribed_unprocessed_pseudogene	Yes	.	5.04539288	1	ID_235	0.0	2.0	0.0	1.0	6.5476395	1.9601482	Expanded in great apes	-	Fixed	Yes
AL031259.1	ENSG00000287411.1	CHM13_G0049688	lncRNA	No	.	N/A	2	ID_236	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC00115	ENSG00000225880.5	CHM13_G0000013	lncRNA	No	.	N/A	1	ID_236	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
ZNF596	ENSG00000172748.14	CHM13_G0052712	protein_coding	Yes	SD11120,SD1181,SD3572,SD4887,SD9004,SD9788	3.87385355	1	ID_236	0.0	3.0	1.0	0.0	25.23192	1.871025	Expanded in great apes	-	Fixed	Yes
AL031432.2	ENSG00000261349.1	CHM13_G0000779	unprocessed_pseudogene	Yes	.	2.6095617	1	ID_237	0.44915133	2.0	1.0	1.0	5.731687	1.8884469	Expanded in great apes	-	Polymorphic	Yes
RSRP1	ENSG00000117616.18	CHM13_G0000777	protein_coding	Yes	.	3.50786435	1	ID_237	0.44915133	2.0	1.0	1.0	5.5189533	1.9411417	Expanded in great apes	-	Polymorphic	Yes
AL117339.4	ENSG00000283930.1	CHM13_G0006095	protein_coding	Yes	SD10305,SD2164,SD2252,SD2280,SD2310,SD8445,SD9000,SD9002	4.6064195	1	ID_238	0.00379157	3.0	2.0	1.0	7.3329637	1.89648065	Expanded in great apes	-	Fixed	Yes
HSD17B7	ENSG00000132196.15	CHM13_G0003704	protein_coding	Yes	SD8445	3.8697592	1	ID_238	0.00379157	3.0	2.0	1.0	4.1986823	2.1269453	Expanded in great apes	-	Fixed	Yes
HSD17B7P2	ENSG00000099251.14	CHM13_G0006101	transcribed_unprocessed_pseudogene	Yes	SD8445	3.86725175	1	ID_238	0.00379157	3.0	2.0	1.0	4.3485117	2.2093549	Expanded in great apes	-	Fixed	Yes
AL137028.1	ENSG00000274727.1	CHM13_G0035610	processed_pseudogene	No	SD4791	N/A	1	ID_239	0.0	2.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
IQSEC3	ENSG00000120645.12	CHM13_G0011159	protein_coding	Yes	SD4791	4.39505325	1	ID_239	0.0	2.0	1.0	0.0	3.297947	1.7272748	Expanded in humans	-	Nearly-Fixed	Yes
AL157893.1	ENSG00000285257.1	CHM13_G0006912	unprocessed_pseudogene	Yes	.	3.52451275	1	ID_240	0.05933032	4.0	2.0	1.0	3.9447849	2.5862637	Expanded in great apes	-	Fixed	Yes
FO681492.1	ENSG00000277758.5	CHM13_G0006286	protein_coding	Yes	.	2.83855583	1	ID_240	0.05933032	4.0	2.0	1.0	2.1575801	1.96731135	Duplicated in humans	chr10:48631000-48682000	Nearly-Fixed	No
NUTM2A-AS1	ENSG00000223482.8	CHM13_G0006910	lncRNA	No	.	N/A	2	ID_240	0.05933032	4.0	2.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
SYT15	ENSG00000204176.14	CHM13_G0006250	protein_coding	Yes	.	2.89788615	1	ID_240	0.05933032	4.0	2.0	1.0	2.14942515	1.9934983	Duplicated in humans	-	Nearly-Fixed	Yes
AL161457.2	ENSG00000233178.7	CHM13_G0056126	lncRNA	No	SD7159	N/A	1	ID_241	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AL161457.2	ENSG00000233178.7	LOFF_G0002803	lncRNA	No	SD7159	N/A	1	ID_241	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
FRG1HP	ENSG00000276291.5	CHM13_G0055936	transcribed_unprocessed_pseudogene	Yes	SD1855,SD4497,SD6399,SD7159,SD7347,SD7349,SD7350,SD7351,SD7565,SD7566,SD7567,SD7568,SD7570,SD7571,SD7573,SD8374,SD8376,SD8378,SD8379,SD8380,SD8381,SD8382,SD8384,SD8385,SD8386,SD8387,SD8388,SD8390,SD8391,SD8396	10.7491921	1	ID_241	0.0	3.0	0.0	1.0	26.4756765	2.2526386	Undetermined	-	Nearly-Fixed	Yes
AL162588.1	ENSG00000285115.1	CHM13_G0056853	unprocessed_pseudogene	Yes	.	13.9827046	1	ID_242	0.0704805	11.0	0.0	11.0	39.827185	12.840786	Undetermined	-	Nearly-Fixed	No
AL162588.1	ENSG00000285115.1	LOFF_G0002878	unprocessed_pseudogene	Yes	.	14.547336	1	ID_242	0.0704805	11.0	0.0	11.0	40.150196	10.559687	Undetermined	-	Nearly-Fixed	No
AL162588.1	ENSG00000285115.1	LOFF_G0002879	unprocessed_pseudogene	Yes	.	14.045274	1	ID_242	0.0704805	11.0	0.0	11.0	39.980248	12.827011	Undetermined	-	Nearly-Fixed	No
AL162588.1	ENSG00000285115.1	LOFF_G0002880	unprocessed_pseudogene	Yes	.	13.9129734	1	ID_242	0.0704805	11.0	0.0	11.0	38.1404285	11.9818595	Undetermined	-	Nearly-Fixed	No
AL449105.1	ENSG00000284763.1	CHM13_G0056851	unprocessed_pseudogene	Yes	.	13.831379	1	ID_242	0.0704805	11.0	0.0	11.0	38.147938	12.109903	Undetermined	-	Nearly-Fixed	No
AL449105.1	ENSG00000284763.1	LOFF_G0002882	unprocessed_pseudogene	Yes	.	13.9018595	1	ID_242	0.0704805	11.0	0.0	11.0	39.0966925	12.2200968	Undetermined	-	Nearly-Fixed	No
AL449105.2	ENSG00000284867.1	CHM13_G0056855	unprocessed_pseudogene	Yes	.	13.8019343	1	ID_242	0.0704805	11.0	0.0	11.0	37.6204435	12.2557025	Undetermined	-	Nearly-Fixed	No
AL449105.3	ENSG00000284962.1	CHM13_G0056852	unprocessed_pseudogene	Yes	.	13.8914655	1	ID_242	0.0704805	11.0	0.0	11.0	39.536654	12.7522095	Undetermined	-	Nearly-Fixed	No
AL449105.4	ENSG00000285076.1	CHM13_G0056854	unprocessed_pseudogene	Yes	.	13.911848	1	ID_242	0.0704805	11.0	0.0	11.0	39.2137315	12.3166085	Undetermined	-	Nearly-Fixed	No
AL449105.4	ENSG00000285076.1	LOFF_G0002881	unprocessed_pseudogene	Yes	.	13.8322056	1	ID_242	0.0704805	11.0	0.0	11.0	38.038027	12.1956085	Undetermined	-	Nearly-Fixed	No
AL449105.5	ENSG00000285370.1	CHM13_G0056856	unprocessed_pseudogene	Yes	.	13.8294668	1	ID_242	0.0704805	11.0	0.0	11.0	37.9254795	12.3230115	Undetermined	-	Nearly-Fixed	No
AL163540.1	ENSG00000204790.9	CHM13_G0056041	unprocessed_pseudogene	Yes	.	13.875452	1	ID_243	0.0675165	7.0	5.0	2.0	30.040802	2.0458326	Undetermined	-	Fixed	No
CBWD1	ENSG00000172785.18	CHM13_G0055192	protein_coding	Yes	.	13.674271	1	ID_243	0.0675165	7.0	5.0	2.0	28.315481	2.132466	Undetermined	-	Nearly-Fixed	Yes
CBWD2	ENSG00000136682.15	CHM13_G0032064	protein_coding	Yes	.	13.8030215	1	ID_243	0.0675165	7.0	5.0	2.0	28.5794	2.150303	Undetermined	-	Nearly-Fixed	Yes
CBWD3	ENSG00000196873.16	CHM13_G0056120	protein_coding	Yes	.	13.72462	1	ID_243	0.0675165	7.0	5.0	2.0	28.137884	2.15546775	Undetermined	-	Nearly-Fixed	Yes
CBWD4P	ENSG00000204778.4	LOFF_G0002848	unprocessed_pseudogene	Yes	.	13.9604015	1	ID_243	0.0675165	7.0	5.0	2.0	12.465556	2.083692	Undetermined	-	Polymorphic	Yes
CBWD5	ENSG00000147996.16	CHM13_G0055907	protein_coding	Yes	.	13.765504	1	ID_243	0.0675165	7.0	5.0	2.0	27.5834	2.1303518	Undetermined	-	Nearly-Fixed	Yes
CBWD6	ENSG00000215126.10	CHM13_G0055937	protein_coding	Yes	.	13.6979875	1	ID_243	0.0675165	7.0	5.0	2.0	26.96658	2.1513515	Undetermined	-	Nearly-Fixed	Yes
AL353608.3	ENSG00000234394.8	CHM13_G0056122	lncRNA	No	SD1131	N/A	1	ID_244	0.60500994	9.0	1.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
AL449043.1	ENSG00000227917.3	CHM13_G0055189	lncRNA	No	.	N/A	1	ID_244	0.60500994	9.0	1.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
AL449043.2	ENSG00000284986.1	CHM13_G0055187	transcribed_unprocessed_pseudogene	Yes	.	9.691706	1	ID_244	0.60500994	9.0	1.0	3.0	720.9753	1.8885957	Expanded in great apes	-	Nearly-Fixed	Yes
BX255923.2	ENSG00000276462.2	CHM13_G0055940	lncRNA	No	.	N/A	1	ID_244	0.60500994	9.0	1.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC01961	ENSG00000234148.3	CHM13_G0032066	lncRNA	No	.	N/A	1	ID_244	0.60500994	9.0	1.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC01961	ENSG00000234148.3	LOFF_G0002800	lncRNA	No	.	N/A	1	ID_244	0.60500994	9.0	1.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
PGM5	ENSG00000154330.13	CHM13_G0056124	protein_coding	Yes	.	8.54011663	1	ID_244	0.60500994	9.0	1.0	3.0	51.747723	2.16595575	Expanded in great apes	-	Fixed	Yes
PGM5P2	ENSG00000277778.2	CHM13_G0055942	transcribed_unprocessed_pseudogene	Yes	.	7.27689233	1	ID_244	0.60500994	9.0	1.0	3.0	15.9193448	2.26536015	Expanded in great apes	-	Nearly-Fixed	Yes
PGM5P4	ENSG00000225398.3	CHM13_G0032068	unprocessed_pseudogene	Yes	.	9.7501365	1	ID_244	0.60500994	9.0	1.0	3.0	710.093995	1.87499885	Expanded in great apes	-	Fixed	No
AL353729.1	ENSG00000243695.1	CHM13_G0055850	processed_pseudogene	No	.	N/A	1	ID_245	0.00815581	5.0	2.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
BX005040.4	ENSG00000283541.1	CHM13_G0055923	unprocessed_pseudogene	Yes	SD8282	7.52216547	1	ID_245	0.00815581	5.0	2.0	2.0	4.09561565	3.6039151	Expanded in humans	chr9:41280000-41382000	Nearly-Fixed	No
CNTNAP3B	ENSG00000154529.15	CHM13_G0055978	protein_coding	Yes	SD5341,SD5342,SD5343,SD5345,SD5346,SD7464,SD8181,SD8182,SD8183,SD8196,SD8197,SD8198,SD8200,SD8202,SD8203,SD8224,SD8230,SD8250,SD8262,SD8282	5.88647773	1	ID_245	0.00815581	5.0	2.0	2.0	5.419152	3.3020382	Expanded in great apes	-	Polymorphic	Yes
CNTNAP3	ENSG00000106714.17	CHM13_G0055846	protein_coding	Yes	SD5341,SD5342,SD5343,SD5345,SD5346,SD8181,SD8182,SD8183,SD8200,SD8202,SD8203,SD8224,SD8230,SD8250,SD8262,SD8282	5.8701661	1	ID_245	0.00815581	5.0	2.0	2.0	5.45493	3.48437465	Expanded in great apes	-	Fixed	Yes
CNTNAP3P2	ENSG00000276386.1	CHM13_G0056087	unprocessed_pseudogene	Yes	SD5341,SD5342,SD5343,SD5345,SD5346,SD7464,SD8181,SD8183,SD8202,SD8203,SD8224,SD8230,SD8250,SD8262,SD8282	5.88473978	1	ID_245	0.00815581	5.0	2.0	2.0	5.3547862	3.1933877	Expanded in humans	chr9:78805000-78858000,chr9:78983000-79048000	Nearly-Fixed	Yes
AL353770.1	ENSG00000274820.1	CHM13_G0056085	unprocessed_pseudogene	Yes	.	7.37454712	1	ID_246	0.0	4.0	0.0	1.0	7.2049435	4.418228	Expanded in great apes	-	Polymorphic	Yes
AL445584.1	ENSG00000239986.2	CHM13_G0055983	processed_pseudogene	No	.	N/A	1	ID_246	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
BX005040.2	ENSG00000276149.1	CHM13_G0055921	transcribed_processed_pseudogene	No	.	N/A	1	ID_246	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
BX005214.3	ENSG00000277024.1	CHM13_G0055854	transcribed_processed_pseudogene	No	.	N/A	1	ID_246	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AL353997.4	ENSG00000267492.1	CHM13_G0023388	processed_pseudogene	No	.	N/A	1	ID_247	0.13777815	6.0	0.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
AL353997.4	ENSG00000267492.1	LOFF_G0001234	processed_pseudogene	No	.	N/A	1	ID_247	0.13777815	6.0	0.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
AL353997.4	ENSG00000267492.1	LOFF_G0001247	processed_pseudogene	No	.	N/A	1	ID_247	0.13777815	6.0	0.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
KRT17P4	ENSG00000205312.8	CHM13_G0023307	transcribed_unprocessed_pseudogene	Yes	SD2907,SD2908,SD2909,SD2910,SD2912,SD5730,SD5731	5.98902527	1	ID_247	0.13777815	6.0	0.0	3.0	6.24137065	2.51669375	Expanded in great apes	-	Fixed	Yes
KRT17P5	ENSG00000205266.10	CHM13_G0023382	transcribed_unprocessed_pseudogene	Yes	SD2907,SD2908,SD2909,SD2910,SD2912,SD4768,SD5730,SD5731,SD8409,SD8425,SD8447	6.54547785	1	ID_247	0.13777815	6.0	0.0	3.0	6.77461735	2.88354085	Expanded in great apes	-	Nearly-Fixed	Yes
KRT17P7	ENSG00000205215.8	CHM13_G0023513	transcribed_unprocessed_pseudogene	Yes	SD2907,SD2908,SD2909,SD2910,SD2912,SD4768,SD5730,SD5731,SD8409,SD8425,SD8447	6.683256	1	ID_247	0.13777815	6.0	0.0	3.0	7.1530375	3.3471317	Expanded in great apes	-	Nearly-Fixed	No
AL354718.2	ENSG00000276502.1	CHM13_G0055931	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL354718.2	ENSG00000276502.1	LOFF_G0000571	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL354718.2	ENSG00000276502.1	LOFF_G0000712	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL354718.2	ENSG00000276502.1	LOFF_G0001727	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL589743.5	ENSG00000277252.1	CHM13_G0015696	unprocessed_pseudogene	Yes	SD7604	13.4423358	1	ID_248	0.39421375	12.0	0.0	4.0	17.4853945	10.1524835	Undetermined	-	Nearly-Fixed	No
AL772155.1	ENSG00000224267.1	CHM13_G0056031	lncRNA	No	SD2853,SD6311,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000522.1	ENSG00000229286.1	LOFF_G0000516	unprocessed_pseudogene	Yes	SD7604	14.1438973	1	ID_248	0.39421375	12.0	0.0	4.0	19.5870225	10.954573	Undetermined	-	Polymorphic	No
AP000522.1	ENSG00000229286.1	LOFF_G0000858	unprocessed_pseudogene	Yes	SD7604	14.2307632	1	ID_248	0.39421375	12.0	0.0	4.0	19.620962	11.0467455	Undetermined	chr15:5276000-5365000	Polymorphic	No
AP000522.1	ENSG00000229286.1	LOFF_G0001892	unprocessed_pseudogene	Yes	SD7604	13.2506012	1	ID_248	0.39421375	12.0	0.0	4.0	18.5276725	10.6290715	Undetermined	-	Nearly-Fixed	No
CR392039.4	ENSG00000279501.1	CHM13_G0036414	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
CR392039.4	ENSG00000279501.1	LOFF_G0000656	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
CR392039.4	ENSG00000279501.1	LOFF_G0001668	lncRNA	No	SD2853,SD6311,SD6312,SD7601,SD7603,SD7604	N/A	1	ID_248	0.39421375	12.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL354718.3	ENSG00000276832.2	CHM13_G0055930	transcribed_unprocessed_pseudogene	Yes	SD2858,SD2860,SD2862,SD2863,SD2866,SD6418,SD8120	28.038186	1	ID_249	0.0	2.0	0.0	1.0	27.309368	8.116642	Undetermined	-	Nearly-Fixed	Yes
AL772155.3	ENSG00000268951.1	CHM13_G0056033	processed_pseudogene	No	SD2858	N/A	3	ID_249	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AL355149.1	ENSG00000225710.1	CHM13_G0000529	unprocessed_pseudogene	Yes	SD4093,SD4106,SD4128,SD4133,SD4143,SD4170	11.8363593	1	ID_250	0.0754095	3.0	0.0	3.0	15.5744585	11.6936175	Undetermined	-	Nearly-Fixed	Yes
AL355149.1	ENSG00000225710.1	LOFF_G0000021	unprocessed_pseudogene	Yes	SD4093,SD4106,SD4128,SD4133,SD4143,SD4170	12.0306445	1	ID_250	0.0754095	3.0	0.0	3.0	15.916301	11.577173	Undetermined	-	Nearly-Fixed	No
BX284668.3	ENSG00000230239.1	CHM13_G0000544	unprocessed_pseudogene	Yes	SD4093,SD4106,SD4128,SD4133,SD4143,SD4170	11.7609498	1	ID_250	0.0754095	3.0	0.0	3.0	15.3631715	11.752552	Undetermined	-	Nearly-Fixed	Yes
AL356585.4	ENSG00000279924.1	CHM13_G0014236	unprocessed_pseudogene	Yes	SD4940	16.6551732	1	ID_251	0.27551825	7.0	1.0	6.0	13.7370565	8.0237895	Undetermined	chr13:14377000-14429000	Nearly-Fixed	No
AL356585.4	ENSG00000279924.1	LOFF_G0000528	unprocessed_pseudogene	Yes	SD4940	16.7050935	1	ID_251	0.27551825	7.0	1.0	6.0	13.784974	7.6834164	Undetermined	chr13:10628000-10712000	Polymorphic	No
AL356585.4	ENSG00000279924.1	LOFF_G0000671	unprocessed_pseudogene	Yes	SD4940	16.3230343	1	ID_251	0.27551825	7.0	1.0	6.0	12.9183293	7.4739966	Undetermined	chr14:3493000-3580000	Nearly-Fixed	No
AL356585.4	ENSG00000279924.1	LOFF_G0000872	unprocessed_pseudogene	Yes	SD4940	16.047516	1	ID_251	0.27551825	7.0	1.0	6.0	12.6448505	7.0787552	Undetermined	-	Polymorphic	No
AL356585.4	ENSG00000279924.1	LOFF_G0001683	unprocessed_pseudogene	Yes	SD4940	15.8884808	1	ID_251	0.27551825	7.0	1.0	6.0	12.699821	7.4817809	Undetermined	chr21:7684000-7888000	Polymorphic	No
AL356585.4	ENSG00000279924.1	LOFF_G0001814	unprocessed_pseudogene	Yes	SD4940	16.2822018	1	ID_251	0.27551825	7.0	1.0	6.0	13.577526	7.6996541	Undetermined	chr22:6604000-7141000	Polymorphic	No
ANKRD36B	ENSG00000196912.12	CHM13_G0031726	protein_coding	Yes	SD4041,SD4940,SD5993	16.564426	1	ID_251	0.27551825	7.0	1.0	6.0	20.328238	11.9005785	Undetermined	-	Nearly-Fixed	Yes
AL359955.1	ENSG00000197550.3	CHM13_G0056044	unprocessed_pseudogene	Yes	SD6627,SD6628,SD6629	18.756134	1	ID_252	0.08239575	4.0	0.0	4.0	15.40591	9.148714	Undetermined	-	Nearly-Fixed	Yes
AL359955.1	ENSG00000197550.3	LOFF_G0002722	unprocessed_pseudogene	Yes	SD6627,SD6628,SD6629	18.7952805	1	ID_252	0.08239575	4.0	0.0	4.0	15.791029	9.323217	Undetermined	-	Nearly-Fixed	No
ZNF355P	ENSG00000168122.4	CHM13_G0035652	unprocessed_pseudogene	Yes	SD6627,SD6628,SD6629	18.5913425	1	ID_252	0.08239575	4.0	0.0	4.0	15.857715	9.255813	Undetermined	-	Polymorphic	No
ZNF962P	ENSG00000215604.3	CHM13_G0014240	unprocessed_pseudogene	Yes	SD6627,SD6628,SD6629	18.6015573	1	ID_252	0.08239575	4.0	0.0	4.0	15.860134	9.374133	Undetermined	-	Nearly-Fixed	No
AL365217.1	ENSG00000214558.4	CHM13_G0048193	processed_pseudogene	No	SD10907,SD10909	N/A	1	ID_253	0.0	2.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
ZC3H11B	ENSG00000215817.7	CHM13_G0004736	protein_coding	Yes	SD10907,SD10909	5.27725365	1	ID_253	0.0	2.0	1.0	0.0	40.17085	2.1014175	Expanded in great apes	-	Nearly-Fixed	Yes
AL391987.1	ENSG00000170152.5	CHM13_G0055925	protein_coding	Yes	.	19.9372785	1	ID_254	0.07053562	4.0	2.0	0.0	252.38329	17.280577	Undetermined	-	Polymorphic	No
AL391987.1	ENSG00000170152.5	LOFF_G0002831	protein_coding	Yes	.	20.0783498	1	ID_254	0.07053562	4.0	2.0	0.0	253.169445	17.2853865	Undetermined	-	Nearly-Fixed	No
AL591926.5	ENSG00000278054.1	CHM13_G0055968	processed_pseudogene	No	.	N/A	1	ID_254	0.07053562	4.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AL591926.7	ENSG00000278054.1	LOFF_G0002771	processed_pseudogene	No	.	N/A	1	ID_254	0.07053562	4.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AL391987.2	ENSG00000204805.9	CHM13_G0056100	protein_coding	Yes	SD2428,SD7323	15.4804208	1	ID_255	0.0	3.0	1.0	0.0	140.951015	13.619804	Undetermined	-	Nearly-Fixed	No
FAM27E3	ENSG00000274026.2	CHM13_G0056099	lncRNA	No	SD2428,SD7323	N/A	2	ID_255	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
FAM27E3	ENSG00000274026.2	LOFF_G0002740	lncRNA	No	SD2428,SD6467,SD7558	N/A	2	ID_255	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AL391987.2	ENSG00000204805.9	LOFF_G0002706	protein_coding	Yes	SD2428,SD7323	12.761122	1	ID_256	0.0	3.0	1.0	0.0	100.781525	11.441897	Undetermined	-	Polymorphic	Yes
FAM27E3	ENSG00000274026.2	CHM13_G0056099	lncRNA	No	SD2428,SD7323	N/A	2	ID_256	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
FAM27E3	ENSG00000274026.2	LOFF_G0002740	lncRNA	No	SD2428,SD6467,SD7558	N/A	2	ID_256	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AL445665.1	ENSG00000176134.5	CHM13_G0055952	transcribed_unprocessed_pseudogene	Yes	SD3665,SD3666,SD3668	11.3043735	1	ID_257	0.080919	5.0	0.0	5.0	6.13458625	1.6509297	Undetermined	chr9:42758000-42853000	Polymorphic	Yes
AL845321.1	ENSG00000228522.2	CHM13_G0056111	transcribed_unprocessed_pseudogene	Yes	SD3665,SD3666,SD3668	10.9789817	1	ID_257	0.080919	5.0	0.0	5.0	7.22447925	1.56054285	Undetermined	-	Polymorphic	No
AL845321.1	ENSG00000228522.2	LOFF_G0002815	transcribed_unprocessed_pseudogene	Yes	SD3665,SD3666,SD3668	10.8912245	1	ID_257	0.080919	5.0	0.0	5.0	7.07377005	1.58543515	Undetermined	-	Polymorphic	No
AMYH02020865.1	ENSG00000184906.11	CHM13_G0055900	transcribed_unprocessed_pseudogene	Yes	SD3665,SD3666,SD3668	11.3436608	1	ID_257	0.080919	5.0	0.0	5.0	6.0810673	1.65036115	Undetermined	-	Nearly-Fixed	No
